Config: 
--------------------------------------------
leader L2 of team T0 discovered at 29867.000000 that M39 is in danger (after 6274ms proces-to-process, 3833ms node-to-node, 5hops, 1versions (12 first, 13 discovered)
leader L1 of team T0 discovered at 34740.000000 that M18 is in danger (after 18488ms proces-to-process, 17104ms node-to-node, 5hops, 5versions (7 first, 12 discovered)

Results: 
-----------------------------
Process-2-process response time: avg=8074.065217, min=977, max=24657, median=7837
Node-2-node response time: avg=6386.701087, min=203, max=21940, median=5833
Hops: avg=4.461957, min=1, max=10, median=4
Process-2-process response time / 1 hop: avg=2158.771739, min=454, max=12126, median=1647
Node-2-node response time / 1 hop: avg=1642.798913, min=203, max=9821, median=1344
Version difference: avg=0.750000, min=0, max=6, median=0
Ratio of leader discoveries: 184 of 184 (100.000000%)
Ratio of discoveries regardless the number of leaders: 46 of 46 (100.000000%)
