Config: 
--------------------------------------------
leader L2 of team T0 discovered at 29066.000000 that M39 is in danger (after 5473ms proces-to-process, 3318ms node-to-node, 6hops, 0versions (12 first, 12 discovered)
leader L1 of team T0 discovered at 33220.000000 that M18 is in danger (after 16968ms proces-to-process, 16424ms node-to-node, 8hops, 0versions (7 first, 7 discovered)

Results: 
-----------------------------
Process-2-process response time: avg=10957.195652, min=1208, max=38700, median=10049
Node-2-node response time: avg=9355.130435, min=27, max=37775, median=8537
Hops: avg=4.451087, min=1, max=11, median=4
Process-2-process response time / 1 hop: avg=2724.527174, min=558, max=10649, median=2341
Node-2-node response time / 1 hop: avg=2201.532609, min=27, max=8232, median=1970
Version difference: avg=1.195652, min=0, max=10, median=1
Ratio of leader discoveries: 184 of 184 (100.000000%)
Ratio of discoveries regardless the number of leaders: 46 of 46 (100.000000%)
