Config: 
--------------------------------------------
leader L16 of team T8 discovered at 37030.000000 that M151 is in danger (after 11217ms proces-to-process, 10684ms node-to-node, 6hops, 0versions (11 first, 11 discovered)
leader L10 of team T5 discovered at 41184.000000 that M95 is in danger (after 15588ms proces-to-process, 12759ms node-to-node, 9hops, 1versions (12 first, 13 discovered)
leader L10 of team T5 discovered at 42661.000000 that M97 is in danger (after 22669ms proces-to-process, 19827ms node-to-node, 5hops, 7versions (9 first, 16 discovered)
leader L10 of team T5 discovered at 42661.000000 that M96 is in danger (after 14687ms proces-to-process, 14205ms node-to-node, 8hops, 4versions (13 first, 17 discovered)
leader L10 of team T5 never discovered that M111 is in danger from 19564.
leader L10 of team T5 discovered at 29600.000000 that M109 is in danger (after 13261ms proces-to-process, 11463ms node-to-node, 6hops, 2versions (7 first, 9 discovered)
leader L10 of team T5 never discovered that M105 is in danger from 20619.
leader L10 of team T5 never discovered that M102 is in danger from 27813.
leader L11 of team T5 discovered at 43050.000000 that M99 is in danger (after 22525ms proces-to-process, 20245ms node-to-node, 10hops, 2versions (10 first, 12 discovered)
leader L11 of team T5 discovered at 33985.000000 that M98 is in danger (after 11132ms proces-to-process, 10627ms node-to-node, 7hops, 0versions (10 first, 10 discovered)
leader L11 of team T5 discovered at 26395.000000 that M100 is in danger (after 4871ms proces-to-process, 3111ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L11 of team T5 discovered at 31029.000000 that M101 is in danger (after 5525ms proces-to-process, 4667ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L11 of team T5 discovered at 38987.000000 that M106 is in danger (after 15088ms proces-to-process, 13571ms node-to-node, 3hops, 1versions (11 first, 12 discovered)
leader L11 of team T5 discovered at 44734.000000 that M107 is in danger (after 28892ms proces-to-process, 26819ms node-to-node, 10hops, 9versions (7 first, 16 discovered)
leader L11 of team T5 discovered at 29686.000000 that M104 is in danger (after 6642ms proces-to-process, 3573ms node-to-node, 1hops, 1versions (12 first, 13 discovered)
leader L11 of team T5 discovered at 30346.000000 that M103 is in danger (after 10407ms proces-to-process, 8698ms node-to-node, 6hops, 1versions (10 first, 11 discovered)
leader L11 of team T5 discovered at 38987.000000 that M90 is in danger (after 13107ms proces-to-process, 9353ms node-to-node, 9hops, 0versions (13 first, 13 discovered)
leader L11 of team T5 discovered at 23921.000000 that M108 is in danger (after 5327ms proces-to-process, 3009ms node-to-node, 1hops, 1versions (9 first, 10 discovered)
leader L11 of team T5 discovered at 36855.000000 that M92 is in danger (after 19506ms proces-to-process, 16611ms node-to-node, 5hops, 0versions (9 first, 9 discovered)
leader L11 of team T5 discovered at 36855.000000 that M95 is in danger (after 11259ms proces-to-process, 8641ms node-to-node, 2hops, 1versions (12 first, 13 discovered)
leader L11 of team T5 discovered at 26395.000000 that M97 is in danger (after 6403ms proces-to-process, 3759ms node-to-node, 2hops, 1versions (9 first, 10 discovered)
leader L11 of team T5 discovered at 40404.000000 that M96 is in danger (after 12430ms proces-to-process, 12147ms node-to-node, 3hops, 1versions (13 first, 14 discovered)
leader L11 of team T5 discovered at 38987.000000 that M111 is in danger (after 19423ms proces-to-process, 16738ms node-to-node, 4hops, 4versions (10 first, 14 discovered)
leader L11 of team T5 discovered at 26395.000000 that M109 is in danger (after 10056ms proces-to-process, 8658ms node-to-node, 2hops, 4versions (7 first, 11 discovered)
leader L11 of team T5 discovered at 37487.000000 that M105 is in danger (after 16868ms proces-to-process, 14553ms node-to-node, 2hops, 3versions (10 first, 13 discovered)
leader L11 of team T5 discovered at 44388.000000 that M102 is in danger (after 16575ms proces-to-process, 16101ms node-to-node, 4hops, 0versions (13 first, 13 discovered)
leader L4 of team T2 discovered at 39447.000000 that M55 is in danger (after 23192ms proces-to-process, 22653ms node-to-node, 4hops, 5versions (7 first, 12 discovered)
leader L4 of team T2 discovered at 34474.000000 that M54 is in danger (after 15961ms proces-to-process, 14664ms node-to-node, 2hops, 6versions (8 first, 14 discovered)
leader L4 of team T2 discovered at 49111.000000 that M48 is in danger (after 29318ms proces-to-process, 28169ms node-to-node, 9hops, 10versions (9 first, 19 discovered)
leader L4 of team T2 discovered at 22673.000000 that M49 is in danger (after 4074ms proces-to-process, 255ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L4 of team T2 discovered at 42054.000000 that M51 is in danger (after 21385ms proces-to-process, 18946ms node-to-node, 6hops, 6versions (10 first, 16 discovered)
leader L4 of team T2 discovered at 22673.000000 that M50 is in danger (after 5672ms proces-to-process, 4263ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L4 of team T2 discovered at 25449.000000 that M53 is in danger (after 9775ms proces-to-process, 8095ms node-to-node, 8hops, 0versions (7 first, 7 discovered)
leader L4 of team T2 discovered at 45164.000000 that M52 is in danger (after 21805ms proces-to-process, 19914ms node-to-node, 5hops, 5versions (11 first, 16 discovered)
leader L4 of team T2 discovered at 30863.000000 that M37 is in danger (after 7931ms proces-to-process, 6491ms node-to-node, 3hops, 2versions (11 first, 13 discovered)
leader L4 of team T2 discovered at 58103.000000 that M43 is in danger (after 36968ms proces-to-process, 33821ms node-to-node, 7hops, 14versions (11 first, 25 discovered)
leader L4 of team T2 discovered at 39447.000000 that M40 is in danger (after 16182ms proces-to-process, 13547ms node-to-node, 7hops, 2versions (12 first, 14 discovered)
leader L4 of team T2 discovered at 42054.000000 that M41 is in danger (after 14827ms proces-to-process, 13597ms node-to-node, 2hops, 5versions (12 first, 17 discovered)
leader L4 of team T2 discovered at 26687.000000 that M46 is in danger (after 1184ms proces-to-process, 1112ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L4 of team T2 discovered at 27632.000000 that M47 is in danger (after 10209ms proces-to-process, 8307ms node-to-node, 9hops, 0versions (8 first, 8 discovered)
leader L4 of team T2 discovered at 39447.000000 that M44 is in danger (after 15032ms proces-to-process, 12836ms node-to-node, 10hops, 0versions (11 first, 11 discovered)
leader L4 of team T2 discovered at 28514.000000 that M45 is in danger (after 6126ms proces-to-process, 5648ms node-to-node, 1hops, 1versions (11 first, 12 discovered)
leader L4 of team T2 discovered at 35086.000000 that M42 is in danger (after 5235ms proces-to-process, 4056ms node-to-node, 2hops, 0versions (14 first, 14 discovered)
leader L4 of team T2 discovered at 47128.000000 that M57 is in danger (after 21246ms proces-to-process, 21152ms node-to-node, 6hops, 6versions (12 first, 18 discovered)
leader L5 of team T2 discovered at 30663.000000 that M55 is in danger (after 14408ms proces-to-process, 13794ms node-to-node, 7hops, 2versions (7 first, 9 discovered)
leader L5 of team T2 discovered at 40665.000000 that M54 is in danger (after 22152ms proces-to-process, 20894ms node-to-node, 8hops, 6versions (8 first, 14 discovered)
leader L5 of team T2 discovered at 26267.000000 that M48 is in danger (after 6474ms proces-to-process, 5178ms node-to-node, 5hops, 1versions (9 first, 10 discovered)
leader L5 of team T2 discovered at 27136.000000 that M49 is in danger (after 8537ms proces-to-process, 4797ms node-to-node, 3hops, 0versions (9 first, 9 discovered)
leader L5 of team T2 discovered at 26267.000000 that M51 is in danger (after 5598ms proces-to-process, 3214ms node-to-node, 6hops, 0versions (10 first, 10 discovered)
leader L5 of team T2 discovered at 26267.000000 that M50 is in danger (after 9266ms proces-to-process, 7876ms node-to-node, 7hops, 0versions (8 first, 8 discovered)
leader L5 of team T2 discovered at 20627.000000 that M53 is in danger (after 4953ms proces-to-process, 3651ms node-to-node, 6hops, 0versions (7 first, 7 discovered)
leader L5 of team T2 discovered at 34577.000000 that M52 is in danger (after 11218ms proces-to-process, 8995ms node-to-node, 4hops, 0versions (11 first, 11 discovered)
leader L5 of team T2 discovered at 32349.000000 that M37 is in danger (after 9417ms proces-to-process, 7919ms node-to-node, 3hops, 1versions (11 first, 12 discovered)
leader L5 of team T2 discovered at 25789.000000 that M43 is in danger (after 4654ms proces-to-process, 1406ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L5 of team T2 discovered at 30069.000000 that M40 is in danger (after 6804ms proces-to-process, 3675ms node-to-node, 4hops, 0versions (12 first, 12 discovered)
leader L5 of team T2 discovered at 37235.000000 that M41 is in danger (after 10008ms proces-to-process, 8410ms node-to-node, 2hops, 2versions (12 first, 14 discovered)
leader L5 of team T2 discovered at 33604.000000 that M46 is in danger (after 8101ms proces-to-process, 7675ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L5 of team T2 discovered at 23149.000000 that M47 is in danger (after 5726ms proces-to-process, 3817ms node-to-node, 7hops, 0versions (8 first, 8 discovered)
leader L5 of team T2 discovered at 27136.000000 that M44 is in danger (after 2721ms proces-to-process, 805ms node-to-node, 2hops, 0versions (11 first, 11 discovered)
leader L5 of team T2 discovered at 24376.000000 that M45 is in danger (after 1988ms proces-to-process, 1520ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L5 of team T2 discovered at 35332.000000 that M42 is in danger (after 5481ms proces-to-process, 4485ms node-to-node, 2hops, 0versions (14 first, 14 discovered)
leader L5 of team T2 discovered at 38187.000000 that M57 is in danger (after 12305ms proces-to-process, 11727ms node-to-node, 4hops, 3versions (12 first, 15 discovered)
leader L6 of team T3 discovered at 48568.000000 that M60 is in danger (after 23132ms proces-to-process, 22966ms node-to-node, 9hops, 5versions (12 first, 17 discovered)
leader L6 of team T3 discovered at 54596.000000 that M61 is in danger (after 24594ms proces-to-process, 23075ms node-to-node, 9hops, 3versions (14 first, 17 discovered)
leader L6 of team T3 discovered at 44333.000000 that M62 is in danger (after 26252ms proces-to-process, 23690ms node-to-node, 8hops, 3versions (8 first, 11 discovered)
leader L6 of team T3 discovered at 53346.000000 that M56 is in danger (after 34224ms proces-to-process, 31746ms node-to-node, 6hops, 6versions (9 first, 15 discovered)
leader L6 of team T3 discovered at 56621.000000 that M64 is in danger (after 29611ms proces-to-process, 29235ms node-to-node, 4hops, 5versions (13 first, 18 discovered)
leader L6 of team T3 discovered at 43689.000000 that M65 is in danger (after 18381ms proces-to-process, 17551ms node-to-node, 8hops, 0versions (12 first, 12 discovered)
leader L6 of team T3 discovered at 43689.000000 that M66 is in danger (after 15471ms proces-to-process, 13539ms node-to-node, 8hops, 1versions (14 first, 15 discovered)
leader L6 of team T3 discovered at 22178.000000 that M67 is in danger (after 2576ms proces-to-process, 2126ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L6 of team T3 discovered at 25257.000000 that M68 is in danger (after 2533ms proces-to-process, 2411ms node-to-node, 2hops, 0versions (10 first, 10 discovered)
leader L6 of team T3 discovered at 39318.000000 that M69 is in danger (after 18825ms proces-to-process, 15919ms node-to-node, 4hops, 2versions (10 first, 12 discovered)
leader L6 of team T3 discovered at 44846.000000 that M59 is in danger (after 17796ms proces-to-process, 15500ms node-to-node, 12hops, 0versions (14 first, 14 discovered)
leader L6 of team T3 discovered at 57373.000000 that M58 is in danger (after 28412ms proces-to-process, 28050ms node-to-node, 10hops, 4versions (13 first, 17 discovered)
leader L6 of team T3 discovered at 32297.000000 that M71 is in danger (after 5224ms proces-to-process, 3358ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L6 of team T3 discovered at 40947.000000 that M72 is in danger (after 11363ms proces-to-process, 9045ms node-to-node, 7hops, 0versions (14 first, 14 discovered)
leader L6 of team T3 discovered at 38232.000000 that M73 is in danger (after 16328ms proces-to-process, 14577ms node-to-node, 5hops, 2versions (10 first, 12 discovered)
leader L6 of team T3 discovered at 40947.000000 that M63 is in danger (after 16444ms proces-to-process, 15157ms node-to-node, 9hops, 2versions (12 first, 14 discovered)
leader L6 of team T3 discovered at 24682.000000 that M70 is in danger (after 2371ms proces-to-process, 1138ms node-to-node, 1hops, 1versions (10 first, 11 discovered)
leader L7 of team T3 discovered at 39734.000000 that M60 is in danger (after 14298ms proces-to-process, 13547ms node-to-node, 6hops, 1versions (12 first, 13 discovered)
leader L7 of team T3 discovered at 45033.000000 that M61 is in danger (after 15031ms proces-to-process, 13401ms node-to-node, 3hops, 1versions (14 first, 15 discovered)
leader L7 of team T3 discovered at 28098.000000 that M62 is in danger (after 10017ms proces-to-process, 7209ms node-to-node, 7hops, 1versions (8 first, 9 discovered)
leader L7 of team T3 discovered at 42440.000000 that M56 is in danger (after 23318ms proces-to-process, 21295ms node-to-node, 3hops, 6versions (9 first, 15 discovered)
leader L7 of team T3 discovered at 35481.000000 that M64 is in danger (after 8471ms proces-to-process, 7967ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L7 of team T3 discovered at 28519.000000 that M65 is in danger (after 3211ms proces-to-process, 2536ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L7 of team T3 discovered at 34351.000000 that M66 is in danger (after 6133ms proces-to-process, 4506ms node-to-node, 1hops, 2versions (14 first, 16 discovered)
leader L7 of team T3 discovered at 33673.000000 that M67 is in danger (after 14071ms proces-to-process, 13672ms node-to-node, 8hops, 1versions (8 first, 9 discovered)
leader L7 of team T3 discovered at 35108.000000 that M68 is in danger (after 12384ms proces-to-process, 11557ms node-to-node, 4hops, 3versions (10 first, 13 discovered)
leader L7 of team T3 discovered at 28519.000000 that M69 is in danger (after 8026ms proces-to-process, 5224ms node-to-node, 2hops, 0versions (10 first, 10 discovered)
leader L7 of team T3 discovered at 37728.000000 that M59 is in danger (after 10678ms proces-to-process, 8803ms node-to-node, 3hops, 0versions (14 first, 14 discovered)
leader L7 of team T3 discovered at 35481.000000 that M58 is in danger (after 6520ms proces-to-process, 6334ms node-to-node, 6hops, 0versions (13 first, 13 discovered)
leader L7 of team T3 discovered at 37728.000000 that M71 is in danger (after 10655ms proces-to-process, 8721ms node-to-node, 7hops, 0versions (13 first, 13 discovered)
leader L7 of team T3 discovered at 41715.000000 that M72 is in danger (after 12131ms proces-to-process, 9943ms node-to-node, 4hops, 2versions (14 first, 16 discovered)
leader L7 of team T3 discovered at 31240.000000 that M73 is in danger (after 9336ms proces-to-process, 7714ms node-to-node, 5hops, 2versions (10 first, 12 discovered)
leader L7 of team T3 discovered at 36185.000000 that M63 is in danger (after 11682ms proces-to-process, 9858ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L7 of team T3 discovered at 36185.000000 that M70 is in danger (after 13874ms proces-to-process, 12247ms node-to-node, 11hops, 1versions (10 first, 11 discovered)
leader L0 of team T0 discovered at 24646.000000 that M5 is in danger (after 5089ms proces-to-process, 4519ms node-to-node, 3hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 33176.000000 that M4 is in danger (after 11044ms proces-to-process, 10824ms node-to-node, 2hops, 5versions (10 first, 15 discovered)
leader L0 of team T0 discovered at 34418.000000 that M7 is in danger (after 4595ms proces-to-process, 3014ms node-to-node, 1hops, 1versions (14 first, 15 discovered)
leader L0 of team T0 discovered at 28136.000000 that M6 is in danger (after 5665ms proces-to-process, 4100ms node-to-node, 2hops, 0versions (11 first, 11 discovered)
leader L0 of team T0 discovered at 33176.000000 that M1 is in danger (after 8332ms proces-to-process, 7384ms node-to-node, 4hops, 1versions (12 first, 13 discovered)
leader L0 of team T0 discovered at 29195.000000 that M0 is in danger (after 8557ms proces-to-process, 7552ms node-to-node, 5hops, 2versions (9 first, 11 discovered)
leader L0 of team T0 discovered at 22648.000000 that M3 is in danger (after 3885ms proces-to-process, 2126ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 30441.000000 that M2 is in danger (after 3011ms proces-to-process, 805ms node-to-node, 2hops, 0versions (13 first, 13 discovered)
leader L0 of team T0 discovered at 40916.000000 that M9 is in danger (after 10558ms proces-to-process, 10240ms node-to-node, 5hops, 2versions (13 first, 15 discovered)
leader L0 of team T0 discovered at 24646.000000 that M8 is in danger (after 7266ms proces-to-process, 6870ms node-to-node, 5hops, 1versions (8 first, 9 discovered)
leader L0 of team T0 discovered at 24857.000000 that M21 is in danger (after 7210ms proces-to-process, 6231ms node-to-node, 6hops, 1versions (8 first, 9 discovered)
leader L0 of team T0 discovered at 27082.000000 that M22 is in danger (after 7092ms proces-to-process, 5327ms node-to-node, 7hops, 1versions (9 first, 10 discovered)
leader L0 of team T0 discovered at 40916.000000 that M11 is in danger (after 17503ms proces-to-process, 15416ms node-to-node, 1hops, 3versions (12 first, 15 discovered)
leader L0 of team T0 discovered at 25361.000000 that M10 is in danger (after 5643ms proces-to-process, 4424ms node-to-node, 3hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 25361.000000 that M13 is in danger (after 7119ms proces-to-process, 4608ms node-to-node, 5hops, 2versions (9 first, 11 discovered)
leader L0 of team T0 discovered at 27082.000000 that M12 is in danger (after 745ms proces-to-process, 97ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L0 of team T0 discovered at 27082.000000 that M15 is in danger (after 8012ms proces-to-process, 6162ms node-to-node, 4hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 24646.000000 that M14 is in danger (after 4187ms proces-to-process, 3901ms node-to-node, 4hops, 1versions (9 first, 10 discovered)
leader L0 of team T0 discovered at 30730.000000 that M17 is in danger (after 2318ms proces-to-process, 368ms node-to-node, 2hops, 0versions (13 first, 13 discovered)
leader L0 of team T0 discovered at 29528.000000 that M16 is in danger (after 8096ms proces-to-process, 4295ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L0 of team T0 discovered at 33639.000000 that M19 is in danger (after 4478ms proces-to-process, 3214ms node-to-node, 6hops, 0versions (14 first, 14 discovered)
leader L0 of team T0 discovered at 22648.000000 that M18 is in danger (after 6396ms proces-to-process, 5666ms node-to-node, 7hops, 1versions (7 first, 8 discovered)
leader L1 of team T0 discovered at 20576.000000 that M5 is in danger (after 1019ms proces-to-process, 578ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 39778.000000 that M4 is in danger (after 17646ms proces-to-process, 17117ms node-to-node, 4hops, 5versions (10 first, 15 discovered)
leader L1 of team T0 discovered at 41492.000000 that M7 is in danger (after 11669ms proces-to-process, 9944ms node-to-node, 3hops, 0versions (14 first, 14 discovered)
leader L1 of team T0 discovered at 29037.000000 that M6 is in danger (after 6566ms proces-to-process, 4539ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L1 of team T0 discovered at 25751.000000 that M1 is in danger (after 907ms proces-to-process, 20ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L1 of team T0 discovered at 21637.000000 that M0 is in danger (after 999ms proces-to-process, 190ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 35194.000000 that M3 is in danger (after 16431ms proces-to-process, 14521ms node-to-node, 3hops, 3versions (9 first, 12 discovered)
leader L1 of team T0 discovered at 48101.000000 that M2 is in danger (after 20671ms proces-to-process, 18094ms node-to-node, 5hops, 3versions (13 first, 16 discovered)
leader L1 of team T0 discovered at 33220.000000 that M9 is in danger (after 2862ms proces-to-process, 1828ms node-to-node, 1hops, 2versions (13 first, 15 discovered)
leader L1 of team T0 discovered at 17714.000000 that M8 is in danger (after 334ms proces-to-process, 41ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L1 of team T0 discovered at 30722.000000 that M21 is in danger (after 13075ms proces-to-process, 12064ms node-to-node, 5hops, 0versions (8 first, 8 discovered)
leader L1 of team T0 discovered at 46174.000000 that M22 is in danger (after 26184ms proces-to-process, 24184ms node-to-node, 13hops, 2versions (9 first, 11 discovered)
leader L1 of team T0 discovered at 45297.000000 that M11 is in danger (after 21884ms proces-to-process, 20238ms node-to-node, 3hops, 3versions (12 first, 15 discovered)
leader L1 of team T0 discovered at 21883.000000 that M10 is in danger (after 2165ms proces-to-process, 856ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 44137.000000 that M13 is in danger (after 25895ms proces-to-process, 23058ms node-to-node, 11hops, 4versions (9 first, 13 discovered)
leader L1 of team T0 discovered at 35960.000000 that M12 is in danger (after 9623ms proces-to-process, 9082ms node-to-node, 5hops, 0versions (12 first, 12 discovered)
leader L1 of team T0 discovered at 33220.000000 that M15 is in danger (after 14150ms proces-to-process, 12093ms node-to-node, 5hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 37851.000000 that M14 is in danger (after 17392ms proces-to-process, 17204ms node-to-node, 5hops, 1versions (9 first, 10 discovered)
leader L1 of team T0 discovered at 51915.000000 that M17 is in danger (after 23503ms proces-to-process, 21131ms node-to-node, 4hops, 7versions (13 first, 20 discovered)
leader L1 of team T0 discovered at 37324.000000 that M16 is in danger (after 15892ms proces-to-process, 12055ms node-to-node, 3hops, 2versions (11 first, 13 discovered)
leader L1 of team T0 discovered at 54763.000000 that M19 is in danger (after 25602ms proces-to-process, 24215ms node-to-node, 8hops, 5versions (14 first, 19 discovered)
leader L1 of team T0 discovered at 41492.000000 that M18 is in danger (after 25240ms proces-to-process, 24431ms node-to-node, 7hops, 3versions (7 first, 10 discovered)
leader L2 of team T1 discovered at 39074.000000 that M33 is in danger (after 11418ms proces-to-process, 9415ms node-to-node, 6hops, 2versions (13 first, 15 discovered)
leader L2 of team T1 discovered at 39768.000000 that M34 is in danger (after 9444ms proces-to-process, 8548ms node-to-node, 3hops, 1versions (14 first, 15 discovered)
leader L2 of team T1 discovered at 38635.000000 that M28 is in danger (after 13820ms proces-to-process, 11094ms node-to-node, 6hops, 1versions (12 first, 13 discovered)
leader L2 of team T1 discovered at 36113.000000 that M29 is in danger (after 12041ms proces-to-process, 11478ms node-to-node, 5hops, 2versions (11 first, 13 discovered)
leader L2 of team T1 discovered at 36741.000000 that M39 is in danger (after 13148ms proces-to-process, 10870ms node-to-node, 4hops, 1versions (12 first, 13 discovered)
leader L2 of team T1 discovered at 44064.000000 that M38 is in danger (after 18308ms proces-to-process, 17968ms node-to-node, 11hops, 2versions (11 first, 13 discovered)
leader L2 of team T1 discovered at 44064.000000 that M24 is in danger (after 13853ms proces-to-process, 10809ms node-to-node, 3hops, 4versions (15 first, 19 discovered)
leader L2 of team T1 discovered at 55550.000000 that M25 is in danger (after 27464ms proces-to-process, 24954ms node-to-node, 7hops, 8versions (14 first, 22 discovered)
leader L2 of team T1 discovered at 32655.000000 that M26 is in danger (after 2336ms proces-to-process, 87ms node-to-node, 1hops, 1versions (14 first, 15 discovered)
leader L2 of team T1 discovered at 36113.000000 that M27 is in danger (after 13287ms proces-to-process, 11480ms node-to-node, 7hops, 2versions (11 first, 13 discovered)
leader L2 of team T1 discovered at 42971.000000 that M20 is in danger (after 14733ms proces-to-process, 12582ms node-to-node, 4hops, 0versions (13 first, 13 discovered)
leader L2 of team T1 discovered at 29066.000000 that M32 is in danger (after 7960ms proces-to-process, 6831ms node-to-node, 3hops, 0versions (10 first, 10 discovered)
leader L2 of team T1 discovered at 22779.000000 that M31 is in danger (after 5034ms proces-to-process, 2110ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L2 of team T1 discovered at 48514.000000 that M23 is in danger (after 21787ms proces-to-process, 20968ms node-to-node, 2hops, 8versions (12 first, 20 discovered)
leader L2 of team T1 discovered at 26233.000000 that M36 is in danger (after 10588ms proces-to-process, 8146ms node-to-node, 3hops, 2versions (7 first, 9 discovered)
leader L2 of team T1 discovered at 39768.000000 that M30 is in danger (after 11388ms proces-to-process, 10804ms node-to-node, 3hops, 2versions (13 first, 15 discovered)
leader L2 of team T1 discovered at 41607.000000 that M35 is in danger (after 13732ms proces-to-process, 9977ms node-to-node, 3hops, 2versions (14 first, 16 discovered)
leader L3 of team T1 discovered at 34281.000000 that M33 is in danger (after 6625ms proces-to-process, 4713ms node-to-node, 5hops, 2versions (13 first, 15 discovered)
leader L3 of team T1 discovered at 34281.000000 that M34 is in danger (after 3957ms proces-to-process, 3088ms node-to-node, 6hops, 1versions (14 first, 15 discovered)
leader L3 of team T1 discovered at 32793.000000 that M28 is in danger (after 7978ms proces-to-process, 5298ms node-to-node, 2hops, 0versions (12 first, 12 discovered)
leader L3 of team T1 discovered at 31541.000000 that M29 is in danger (after 7469ms proces-to-process, 6923ms node-to-node, 4hops, 2versions (11 first, 13 discovered)
leader L3 of team T1 discovered at 32286.000000 that M39 is in danger (after 8693ms proces-to-process, 6731ms node-to-node, 3hops, 1versions (12 first, 13 discovered)
leader L3 of team T1 discovered at 42029.000000 that M38 is in danger (after 16273ms proces-to-process, 15797ms node-to-node, 8hops, 3versions (11 first, 14 discovered)
leader L3 of team T1 discovered at 36941.000000 that M24 is in danger (after 6730ms proces-to-process, 3215ms node-to-node, 6hops, 0versions (15 first, 15 discovered)
leader L3 of team T1 discovered at 34671.000000 that M25 is in danger (after 6585ms proces-to-process, 4464ms node-to-node, 5hops, 0versions (14 first, 14 discovered)
leader L3 of team T1 discovered at 35988.000000 that M26 is in danger (after 5669ms proces-to-process, 3349ms node-to-node, 2hops, 0versions (14 first, 14 discovered)
leader L3 of team T1 discovered at 30058.000000 that M27 is in danger (after 7232ms proces-to-process, 5123ms node-to-node, 2hops, 0versions (11 first, 11 discovered)
leader L3 of team T1 discovered at 39509.000000 that M20 is in danger (after 11271ms proces-to-process, 9345ms node-to-node, 6hops, 0versions (13 first, 13 discovered)
leader L3 of team T1 discovered at 29664.000000 that M32 is in danger (after 8558ms proces-to-process, 7600ms node-to-node, 7hops, 0versions (10 first, 10 discovered)
leader L3 of team T1 discovered at 24644.000000 that M31 is in danger (after 6899ms proces-to-process, 4257ms node-to-node, 5hops, 0versions (9 first, 9 discovered)
leader L3 of team T1 discovered at 30900.000000 that M23 is in danger (after 4173ms proces-to-process, 3371ms node-to-node, 1hops, 1versions (12 first, 13 discovered)
leader L3 of team T1 discovered at 18176.000000 that M36 is in danger (after 2531ms proces-to-process, 203ms node-to-node, 1hops, 1versions (7 first, 8 discovered)
leader L3 of team T1 discovered at 35988.000000 that M30 is in danger (after 7608ms proces-to-process, 6720ms node-to-node, 2hops, 2versions (13 first, 15 discovered)
leader L3 of team T1 discovered at 42982.000000 that M35 is in danger (after 15107ms proces-to-process, 11701ms node-to-node, 4hops, 2versions (14 first, 16 discovered)
leader L21 of team T10 discovered at 52492.000000 that M195 is in danger (after 22410ms proces-to-process, 21446ms node-to-node, 3hops, 5versions (15 first, 20 discovered)
leader L21 of team T10 discovered at 32421.000000 that M194 is in danger (after 15741ms proces-to-process, 11880ms node-to-node, 5hops, 2versions (8 first, 10 discovered)
leader L21 of team T10 never discovered that M197 is in danger from 25130.
leader L21 of team T10 discovered at 26156.000000 that M196 is in danger (after 8296ms proces-to-process, 7500ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L21 of team T10 discovered at 23499.000000 that M191 is in danger (after 3484ms proces-to-process, 2834ms node-to-node, 1hops, 1versions (8 first, 9 discovered)
leader L21 of team T10 discovered at 46777.000000 that M190 is in danger (after 16121ms proces-to-process, 15415ms node-to-node, 9hops, 2versions (15 first, 17 discovered)
leader L21 of team T10 discovered at 36243.000000 that M193 is in danger (after 6678ms proces-to-process, 3934ms node-to-node, 1hops, 2versions (15 first, 17 discovered)
leader L21 of team T10 discovered at 30618.000000 that M192 is in danger (after 8187ms proces-to-process, 6716ms node-to-node, 2hops, 0versions (10 first, 10 discovered)
leader L21 of team T10 discovered at 41343.000000 that M198 is in danger (after 14041ms proces-to-process, 13938ms node-to-node, 7hops, 2versions (12 first, 14 discovered)
leader L21 of team T10 discovered at 26937.000000 that M188 is in danger (after 8599ms proces-to-process, 7084ms node-to-node, 2hops, 0versions (8 first, 8 discovered)
leader L21 of team T10 discovered at 28471.000000 that M189 is in danger (after 12289ms proces-to-process, 11526ms node-to-node, 6hops, 3versions (7 first, 10 discovered)
leader L21 of team T10 discovered at 31778.000000 that M200 is in danger (after 13125ms proces-to-process, 10882ms node-to-node, 4hops, 2versions (9 first, 11 discovered)
