Config: 
--------------------------------------------
leader L16 of team T8 discovered at 37030.000000 that M151 is in danger (after 11217ms proces-to-process, 10758ms node-to-node, 12hops, 1versions (11 first, 12 discovered)
leader L10 of team T5 discovered at 47696.000000 that M96 is in danger (after 19722ms proces-to-process, 19254ms node-to-node, 9hops, 0versions (13 first, 13 discovered)
leader L10 of team T5 discovered at 20133.000000 that M109 is in danger (after 3794ms proces-to-process, 1903ms node-to-node, 1hops, 0versions (7 first, 7 discovered)
leader L10 of team T5 discovered at 29103.000000 that M102 is in danger (after 1290ms proces-to-process, 644ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L11 of team T5 discovered at 29686.000000 that M99 is in danger (after 9161ms proces-to-process, 6907ms node-to-node, 5hops, 2versions (10 first, 12 discovered)
leader L11 of team T5 discovered at 31452.000000 that M98 is in danger (after 8599ms proces-to-process, 8521ms node-to-node, 8hops, 0versions (10 first, 10 discovered)
leader L11 of team T5 discovered at 27839.000000 that M100 is in danger (after 6315ms proces-to-process, 4180ms node-to-node, 5hops, 1versions (11 first, 12 discovered)
leader L11 of team T5 discovered at 28910.000000 that M101 is in danger (after 3406ms proces-to-process, 2612ms node-to-node, 5hops, 0versions (11 first, 11 discovered)
leader L11 of team T5 discovered at 29686.000000 that M106 is in danger (after 5787ms proces-to-process, 4361ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L11 of team T5 discovered at 22804.000000 that M107 is in danger (after 6462ms proces-to-process, 4877ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L11 of team T5 discovered at 28910.000000 that M104 is in danger (after 5866ms proces-to-process, 2614ms node-to-node, 5hops, 0versions (12 first, 12 discovered)
leader L11 of team T5 discovered at 33985.000000 that M103 is in danger (after 14046ms proces-to-process, 11581ms node-to-node, 8hops, 0versions (10 first, 10 discovered)
leader L11 of team T5 discovered at 36855.000000 that M90 is in danger (after 10975ms proces-to-process, 7528ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L11 of team T5 discovered at 30346.000000 that M108 is in danger (after 11752ms proces-to-process, 9410ms node-to-node, 3hops, 1versions (9 first, 10 discovered)
leader L11 of team T5 discovered at 38987.000000 that M105 is in danger (after 18368ms proces-to-process, 16089ms node-to-node, 6hops, 3versions (10 first, 13 discovered)
leader L11 of team T5 discovered at 35058.000000 that M95 is in danger (after 9462ms proces-to-process, 7275ms node-to-node, 2hops, 3versions (12 first, 15 discovered)
leader L11 of team T5 never discovered that M94 is in danger from 26697.
leader L11 of team T5 discovered at 37487.000000 that M97 is in danger (after 17495ms proces-to-process, 14731ms node-to-node, 11hops, 0versions (9 first, 9 discovered)
leader L11 of team T5 discovered at 45298.000000 that M96 is in danger (after 17324ms proces-to-process, 16875ms node-to-node, 10hops, 2versions (13 first, 15 discovered)
leader L11 of team T5 discovered at 19947.000000 that M109 is in danger (after 3608ms proces-to-process, 1903ms node-to-node, 1hops, 0versions (7 first, 7 discovered)
leader L11 of team T5 discovered at 33985.000000 that M102 is in danger (after 6172ms proces-to-process, 5614ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L4 of team T2 discovered at 42054.000000 that M52 is in danger (after 18341ms proces-to-process, 17561ms node-to-node, 6hops, 3versions (11 first, 14 discovered)
leader L4 of team T2 discovered at 50853.000000 that M48 is in danger (after 31060ms proces-to-process, 29797ms node-to-node, 9hops, 6versions (9 first, 15 discovered)
leader L4 of team T2 never discovered that M49 is in danger from 18599.
leader L4 of team T2 discovered at 43957.000000 that M51 is in danger (after 23288ms proces-to-process, 20859ms node-to-node, 8hops, 3versions (10 first, 13 discovered)
leader L4 of team T2 discovered at 20587.000000 that M50 is in danger (after 3586ms proces-to-process, 1962ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L4 of team T2 discovered at 42054.000000 that M53 is in danger (after 26380ms proces-to-process, 25142ms node-to-node, 14hops, 2versions (7 first, 9 discovered)
leader L4 of team T2 discovered at 40424.000000 that M38 is in danger (after 14668ms proces-to-process, 14099ms node-to-node, 8hops, 0versions (11 first, 11 discovered)
leader L4 of team T2 discovered at 42628.000000 that M37 is in danger (after 19696ms proces-to-process, 17840ms node-to-node, 5hops, 5versions (11 first, 16 discovered)
leader L4 of team T2 discovered at 42054.000000 that M43 is in danger (after 20919ms proces-to-process, 17995ms node-to-node, 4hops, 1versions (11 first, 12 discovered)
leader L4 of team T2 discovered at 39447.000000 that M41 is in danger (after 12220ms proces-to-process, 10638ms node-to-node, 3hops, 2versions (12 first, 14 discovered)
leader L4 of team T2 discovered at 30863.000000 that M46 is in danger (after 5360ms proces-to-process, 5259ms node-to-node, 2hops, 1versions (12 first, 13 discovered)
leader L4 of team T2 discovered at 43957.000000 that M47 is in danger (after 26534ms proces-to-process, 23939ms node-to-node, 4hops, 7versions (8 first, 15 discovered)
leader L4 of team T2 discovered at 46919.000000 that M44 is in danger (after 22504ms proces-to-process, 20763ms node-to-node, 7hops, 6versions (11 first, 17 discovered)
leader L4 of team T2 discovered at 30535.000000 that M45 is in danger (after 8147ms proces-to-process, 7145ms node-to-node, 2hops, 1versions (11 first, 12 discovered)
leader L4 of team T2 discovered at 45164.000000 that M42 is in danger (after 15313ms proces-to-process, 14091ms node-to-node, 4hops, 1versions (14 first, 15 discovered)
leader L4 of team T2 discovered at 45164.000000 that M57 is in danger (after 19282ms proces-to-process, 18875ms node-to-node, 11hops, 2versions (12 first, 14 discovered)
leader L4 of team T2 discovered at 25449.000000 that M54 is in danger (after 6936ms proces-to-process, 5338ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L5 of team T2 never discovered that M52 is in danger from 23713.
leader L5 of team T2 discovered at 59628.000000 that M48 is in danger (after 39835ms proces-to-process, 38531ms node-to-node, 5hops, 9versions (9 first, 18 discovered)
leader L5 of team T2 discovered at 47614.000000 that M49 is in danger (after 29015ms proces-to-process, 25456ms node-to-node, 11hops, 2versions (9 first, 11 discovered)
leader L5 of team T2 never discovered that M51 is in danger from 20669.
leader L5 of team T2 discovered at 32174.000000 that M50 is in danger (after 15173ms proces-to-process, 13797ms node-to-node, 3hops, 1versions (8 first, 9 discovered)
leader L5 of team T2 discovered at 43178.000000 that M53 is in danger (after 27504ms proces-to-process, 26259ms node-to-node, 13hops, 2versions (7 first, 9 discovered)
leader L5 of team T2 never discovered that M38 is in danger from 25756.
leader L5 of team T2 discovered at 24748.000000 that M37 is in danger (after 1816ms proces-to-process, 246ms node-to-node, 1hops, 1versions (11 first, 12 discovered)
leader L5 of team T2 never discovered that M43 is in danger from 21135.
leader L5 of team T2 discovered at 35332.000000 that M41 is in danger (after 8105ms proces-to-process, 6838ms node-to-node, 1hops, 1versions (12 first, 13 discovered)
leader L5 of team T2 discovered at 33604.000000 that M46 is in danger (after 8101ms proces-to-process, 7944ms node-to-node, 2hops, 0versions (12 first, 12 discovered)
leader L5 of team T2 discovered at 39527.000000 that M47 is in danger (after 22104ms proces-to-process, 20086ms node-to-node, 2hops, 6versions (8 first, 14 discovered)
leader L5 of team T2 discovered at 41077.000000 that M44 is in danger (after 16662ms proces-to-process, 14897ms node-to-node, 5hops, 2versions (11 first, 13 discovered)
leader L5 of team T2 discovered at 47614.000000 that M45 is in danger (after 25226ms proces-to-process, 24955ms node-to-node, 2hops, 9versions (11 first, 20 discovered)
leader L5 of team T2 discovered at 42483.000000 that M42 is in danger (after 12632ms proces-to-process, 11133ms node-to-node, 2hops, 1versions (14 first, 15 discovered)
leader L5 of team T2 discovered at 53551.000000 that M57 is in danger (after 27669ms proces-to-process, 27490ms node-to-node, 7hops, 6versions (12 first, 18 discovered)
leader L5 of team T2 discovered at 41672.000000 that M54 is in danger (after 23159ms proces-to-process, 21630ms node-to-node, 5hops, 4versions (8 first, 12 discovered)
leader L6 of team T3 discovered at 32794.000000 that M55 is in danger (after 16539ms proces-to-process, 15888ms node-to-node, 9hops, 0versions (7 first, 7 discovered)
leader L6 of team T3 discovered at 40460.000000 that M60 is in danger (after 15024ms proces-to-process, 14719ms node-to-node, 8hops, 0versions (12 first, 12 discovered)
leader L6 of team T3 discovered at 20347.000000 that M62 is in danger (after 2266ms proces-to-process, 35ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L6 of team T3 discovered at 47939.000000 that M56 is in danger (after 28817ms proces-to-process, 27114ms node-to-node, 4hops, 7versions (9 first, 16 discovered)
leader L6 of team T3 discovered at 40460.000000 that M64 is in danger (after 13450ms proces-to-process, 13164ms node-to-node, 3hops, 1versions (13 first, 14 discovered)
leader L6 of team T3 discovered at 51987.000000 that M65 is in danger (after 26679ms proces-to-process, 25415ms node-to-node, 2hops, 8versions (12 first, 20 discovered)
leader L6 of team T3 discovered at 34030.000000 that M66 is in danger (after 5812ms proces-to-process, 4042ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L6 of team T3 never discovered that M61 is in danger from 30002.
leader L6 of team T3 discovered at 27688.000000 that M68 is in danger (after 4964ms proces-to-process, 4820ms node-to-node, 3hops, 0versions (10 first, 10 discovered)
leader L6 of team T3 discovered at 28027.000000 that M69 is in danger (after 7534ms proces-to-process, 4723ms node-to-node, 2hops, 0versions (10 first, 10 discovered)
leader L6 of team T3 discovered at 20347.000000 that M67 is in danger (after 745ms proces-to-process, 226ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L6 of team T3 discovered at 50526.000000 that M59 is in danger (after 23476ms proces-to-process, 21447ms node-to-node, 8hops, 0versions (14 first, 14 discovered)
leader L6 of team T3 discovered at 35728.000000 that M58 is in danger (after 6767ms proces-to-process, 6210ms node-to-node, 3hops, 0versions (13 first, 13 discovered)
leader L6 of team T3 discovered at 35728.000000 that M71 is in danger (after 8655ms proces-to-process, 6555ms node-to-node, 2hops, 3versions (13 first, 16 discovered)
leader L6 of team T3 never discovered that M73 is in danger from 21904.
leader L6 of team T3 discovered at 30839.000000 that M63 is in danger (after 6336ms proces-to-process, 4752ms node-to-node, 2hops, 0versions (12 first, 12 discovered)
leader L6 of team T3 discovered at 40160.000000 that M70 is in danger (after 17849ms proces-to-process, 16380ms node-to-node, 2hops, 3versions (10 first, 13 discovered)
leader L7 of team T3 discovered at 33161.000000 that M55 is in danger (after 16906ms proces-to-process, 16378ms node-to-node, 7hops, 3versions (7 first, 10 discovered)
leader L7 of team T3 discovered at 42440.000000 that M60 is in danger (after 17004ms proces-to-process, 16724ms node-to-node, 5hops, 3versions (12 first, 15 discovered)
leader L7 of team T3 discovered at 45033.000000 that M62 is in danger (after 26952ms proces-to-process, 24749ms node-to-node, 5hops, 8versions (8 first, 16 discovered)
leader L7 of team T3 discovered at 33673.000000 that M56 is in danger (after 14551ms proces-to-process, 12592ms node-to-node, 3hops, 3versions (9 first, 12 discovered)
leader L7 of team T3 discovered at 49180.000000 that M64 is in danger (after 22170ms proces-to-process, 21297ms node-to-node, 4hops, 3versions (13 first, 16 discovered)
leader L7 of team T3 discovered at 43024.000000 that M65 is in danger (after 17716ms proces-to-process, 16959ms node-to-node, 7hops, 2versions (12 first, 14 discovered)
leader L7 of team T3 discovered at 39734.000000 that M66 is in danger (after 11516ms proces-to-process, 9436ms node-to-node, 2hops, 1versions (14 first, 15 discovered)
leader L7 of team T3 discovered at 45886.000000 that M61 is in danger (after 15884ms proces-to-process, 14169ms node-to-node, 11hops, 1versions (14 first, 15 discovered)
leader L7 of team T3 discovered at 32446.000000 that M68 is in danger (after 9722ms proces-to-process, 9097ms node-to-node, 4hops, 0versions (10 first, 10 discovered)
leader L7 of team T3 discovered at 32446.000000 that M69 is in danger (after 11953ms proces-to-process, 8979ms node-to-node, 3hops, 0versions (10 first, 10 discovered)
leader L7 of team T3 discovered at 35108.000000 that M67 is in danger (after 15506ms proces-to-process, 14829ms node-to-node, 4hops, 3versions (8 first, 11 discovered)
leader L7 of team T3 discovered at 50249.000000 that M59 is in danger (after 23199ms proces-to-process, 21216ms node-to-node, 11hops, 1versions (14 first, 15 discovered)
leader L7 of team T3 discovered at 43024.000000 that M58 is in danger (after 14063ms proces-to-process, 13402ms node-to-node, 8hops, 0versions (13 first, 13 discovered)
leader L7 of team T3 never discovered that M71 is in danger from 27073.
leader L7 of team T3 discovered at 31619.000000 that M73 is in danger (after 9715ms proces-to-process, 8386ms node-to-node, 2hops, 1versions (10 first, 11 discovered)
leader L7 of team T3 discovered at 44026.000000 that M63 is in danger (after 19523ms proces-to-process, 17441ms node-to-node, 5hops, 2versions (12 first, 14 discovered)
leader L7 of team T3 discovered at 28098.000000 that M70 is in danger (after 5787ms proces-to-process, 4075ms node-to-node, 1hops, 0versions (10 first, 10 discovered)
leader L0 of team T0 discovered at 39672.000000 that M11 is in danger (after 16259ms proces-to-process, 14337ms node-to-node, 9hops, 5versions (12 first, 17 discovered)
leader L0 of team T0 discovered at 21247.000000 that M21 is in danger (after 3600ms proces-to-process, 2611ms node-to-node, 5hops, 0versions (8 first, 8 discovered)
leader L0 of team T0 discovered at 36797.000000 that M17 is in danger (after 8385ms proces-to-process, 6581ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L0 of team T0 discovered at 23509.000000 that M10 is in danger (after 3791ms proces-to-process, 2011ms node-to-node, 4hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 33176.000000 that M16 is in danger (after 11744ms proces-to-process, 7433ms node-to-node, 4hops, 3versions (11 first, 14 discovered)
leader L0 of team T0 discovered at 23509.000000 that M13 is in danger (after 5267ms proces-to-process, 2199ms node-to-node, 1hops, 2versions (9 first, 11 discovered)
leader L0 of team T0 discovered at 24240.000000 that M18 is in danger (after 7988ms proces-to-process, 7292ms node-to-node, 2hops, 0versions (7 first, 7 discovered)
leader L0 of team T0 discovered at 25671.000000 that M5 is in danger (after 6114ms proces-to-process, 5817ms node-to-node, 7hops, 1versions (9 first, 10 discovered)
leader L0 of team T0 discovered at 29528.000000 that M4 is in danger (after 7396ms proces-to-process, 4464ms node-to-node, 8hops, 0versions (11 first, 11 discovered)
leader L0 of team T0 discovered at 34418.000000 that M7 is in danger (after 4595ms proces-to-process, 2416ms node-to-node, 5hops, 1versions (14 first, 15 discovered)
leader L0 of team T0 discovered at 28136.000000 that M6 is in danger (after 5665ms proces-to-process, 4084ms node-to-node, 8hops, 0versions (11 first, 11 discovered)
leader L0 of team T0 discovered at 33639.000000 that M1 is in danger (after 8795ms proces-to-process, 7640ms node-to-node, 12hops, 1versions (12 first, 13 discovered)
leader L0 of team T0 discovered at 29195.000000 that M0 is in danger (after 8557ms proces-to-process, 7411ms node-to-node, 11hops, 2versions (9 first, 11 discovered)
leader L0 of team T0 never discovered that M3 is in danger from 18763.
leader L0 of team T0 never discovered that M2 is in danger from 27430.
leader L0 of team T0 discovered at 22648.000000 that M15 is in danger (after 3578ms proces-to-process, 1693ms node-to-node, 4hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 37231.000000 that M12 is in danger (after 10894ms proces-to-process, 10456ms node-to-node, 7hops, 1versions (12 first, 13 discovered)
leader L0 of team T0 discovered at 33176.000000 that M9 is in danger (after 2818ms proces-to-process, 2418ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L0 of team T0 discovered at 20293.000000 that M8 is in danger (after 2913ms proces-to-process, 2614ms node-to-node, 5hops, 0versions (8 first, 8 discovered)
leader L0 of team T0 discovered at 27082.000000 that M14 is in danger (after 6623ms proces-to-process, 6111ms node-to-node, 4hops, 3versions (9 first, 12 discovered)
leader L1 of team T0 discovered at 24969.000000 that M11 is in danger (after 1556ms proces-to-process, 75ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L1 of team T0 discovered at 46745.000000 that M21 is in danger (after 29098ms proces-to-process, 27951ms node-to-node, 7hops, 11versions (8 first, 19 discovered)
leader L1 of team T0 discovered at 58061.000000 that M17 is in danger (after 29649ms proces-to-process, 27509ms node-to-node, 5hops, 7versions (13 first, 20 discovered)
leader L1 of team T0 discovered at 34740.000000 that M10 is in danger (after 15022ms proces-to-process, 13779ms node-to-node, 1hops, 5versions (9 first, 14 discovered)
leader L1 of team T0 discovered at 36560.000000 that M16 is in danger (after 15128ms proces-to-process, 11014ms node-to-node, 5hops, 3versions (11 first, 14 discovered)
leader L1 of team T0 discovered at 27889.000000 that M13 is in danger (after 9647ms proces-to-process, 6592ms node-to-node, 3hops, 2versions (9 first, 11 discovered)
leader L1 of team T0 discovered at 27889.000000 that M18 is in danger (after 11637ms proces-to-process, 11086ms node-to-node, 7hops, 2versions (7 first, 9 discovered)
leader L1 of team T0 discovered at 42286.000000 that M5 is in danger (after 22729ms proces-to-process, 22033ms node-to-node, 2hops, 9versions (9 first, 18 discovered)
leader L1 of team T0 never discovered that M4 is in danger from 22132.
leader L1 of team T0 discovered at 32080.000000 that M7 is in danger (after 2257ms proces-to-process, 631ms node-to-node, 2hops, 0versions (14 first, 14 discovered)
leader L1 of team T0 discovered at 24329.000000 that M6 is in danger (after 1858ms proces-to-process, 280ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L1 of team T0 discovered at 27889.000000 that M1 is in danger (after 3045ms proces-to-process, 2074ms node-to-node, 3hops, 1versions (12 first, 13 discovered)
leader L1 of team T0 discovered at 24329.000000 that M0 is in danger (after 3691ms proces-to-process, 3215ms node-to-node, 4hops, 1versions (9 first, 10 discovered)
leader L1 of team T0 never discovered that M3 is in danger from 18763.
leader L1 of team T0 never discovered that M2 is in danger from 27430.
leader L1 of team T0 discovered at 20764.000000 that M15 is in danger (after 1694ms proces-to-process, 183ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 54763.000000 that M12 is in danger (after 28426ms proces-to-process, 27889ms node-to-node, 5hops, 9versions (12 first, 21 discovered)
leader L1 of team T0 never discovered that M9 is in danger from 30358.
leader L1 of team T0 discovered at 40766.000000 that M8 is in danger (after 23386ms proces-to-process, 22861ms node-to-node, 9hops, 3versions (8 first, 11 discovered)
leader L1 of team T0 discovered at 41151.000000 that M14 is in danger (after 20692ms proces-to-process, 20341ms node-to-node, 2hops, 9versions (9 first, 18 discovered)
leader L2 of team T1 discovered at 30001.000000 that M33 is in danger (after 2345ms proces-to-process, 511ms node-to-node, 1hops, 1versions (13 first, 14 discovered)
leader L2 of team T1 discovered at 39074.000000 that M34 is in danger (after 8750ms proces-to-process, 7799ms node-to-node, 6hops, 1versions (14 first, 15 discovered)
leader L2 of team T1 discovered at 31124.000000 that M28 is in danger (after 6309ms proces-to-process, 3657ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L2 of team T1 discovered at 34984.000000 that M29 is in danger (after 10912ms proces-to-process, 10202ms node-to-node, 10hops, 0versions (11 first, 11 discovered)
leader L2 of team T1 discovered at 26743.000000 that M39 is in danger (after 3150ms proces-to-process, 805ms node-to-node, 2hops, 0versions (12 first, 12 discovered)
leader L2 of team T1 discovered at 36741.000000 that M24 is in danger (after 6530ms proces-to-process, 3215ms node-to-node, 6hops, 0versions (15 first, 15 discovered)
leader L2 of team T1 discovered at 40461.000000 that M25 is in danger (after 12375ms proces-to-process, 10207ms node-to-node, 5hops, 1versions (14 first, 15 discovered)
leader L2 of team T1 discovered at 34984.000000 that M26 is in danger (after 4665ms proces-to-process, 2012ms node-to-node, 4hops, 1versions (14 first, 15 discovered)
leader L2 of team T1 discovered at 36741.000000 that M27 is in danger (after 13915ms proces-to-process, 11730ms node-to-node, 1hops, 3versions (11 first, 14 discovered)
leader L2 of team T1 discovered at 38635.000000 that M20 is in danger (after 10397ms proces-to-process, 8057ms node-to-node, 4hops, 0versions (13 first, 13 discovered)
leader L2 of team T1 discovered at 46054.000000 that M32 is in danger (after 24948ms proces-to-process, 23586ms node-to-node, 2hops, 7versions (10 first, 17 discovered)
leader L2 of team T1 discovered at 32655.000000 that M22 is in danger (after 12665ms proces-to-process, 10899ms node-to-node, 8hops, 2versions (9 first, 11 discovered)
leader L2 of team T1 discovered at 34079.000000 that M23 is in danger (after 7352ms proces-to-process, 6769ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L2 of team T1 discovered at 29066.000000 that M40 is in danger (after 5801ms proces-to-process, 3152ms node-to-node, 6hops, 0versions (12 first, 12 discovered)
leader L2 of team T1 discovered at 31124.000000 that M31 is in danger (after 13379ms proces-to-process, 10633ms node-to-node, 10hops, 0versions (9 first, 9 discovered)
leader L2 of team T1 discovered at 42450.000000 that M36 is in danger (after 26805ms proces-to-process, 24499ms node-to-node, 4hops, 7versions (7 first, 14 discovered)
leader L2 of team T1 discovered at 38635.000000 that M19 is in danger (after 9474ms proces-to-process, 7518ms node-to-node, 2hops, 0versions (14 first, 14 discovered)
leader L2 of team T1 discovered at 44064.000000 that M30 is in danger (after 15684ms proces-to-process, 14878ms node-to-node, 9hops, 5versions (13 first, 18 discovered)
leader L2 of team T1 discovered at 38635.000000 that M35 is in danger (after 10760ms proces-to-process, 7111ms node-to-node, 4hops, 2versions (14 first, 16 discovered)
leader L3 of team T1 discovered at 43898.000000 that M33 is in danger (after 16242ms proces-to-process, 14005ms node-to-node, 4hops, 5versions (13 first, 18 discovered)
leader L3 of team T1 discovered at 48735.000000 that M34 is in danger (after 18411ms proces-to-process, 17318ms node-to-node, 3hops, 1versions (14 first, 15 discovered)
leader L3 of team T1 discovered at 34281.000000 that M28 is in danger (after 9466ms proces-to-process, 6859ms node-to-node, 4hops, 0versions (12 first, 12 discovered)
leader L3 of team T1 discovered at 38166.000000 that M29 is in danger (after 14094ms proces-to-process, 13273ms node-to-node, 11hops, 0versions (11 first, 11 discovered)
leader L3 of team T1 discovered at 35475.000000 that M39 is in danger (after 11882ms proces-to-process, 9625ms node-to-node, 7hops, 2versions (12 first, 14 discovered)
leader L3 of team T1 discovered at 46108.000000 that M24 is in danger (after 15897ms proces-to-process, 12933ms node-to-node, 2hops, 0versions (15 first, 15 discovered)
leader L3 of team T1 discovered at 42982.000000 that M25 is in danger (after 14896ms proces-to-process, 12840ms node-to-node, 6hops, 1versions (14 first, 15 discovered)
leader L3 of team T1 discovered at 37342.000000 that M26 is in danger (after 7023ms proces-to-process, 4865ms node-to-node, 5hops, 1versions (14 first, 15 discovered)
leader L3 of team T1 discovered at 36941.000000 that M27 is in danger (after 14115ms proces-to-process, 11730ms node-to-node, 1hops, 3versions (11 first, 14 discovered)
leader L3 of team T1 discovered at 41518.000000 that M20 is in danger (after 13280ms proces-to-process, 11435ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L3 of team T1 discovered at 46072.000000 that M32 is in danger (after 24966ms proces-to-process, 23586ms node-to-node, 2hops, 7versions (10 first, 17 discovered)
leader L3 of team T1 discovered at 35475.000000 that M22 is in danger (after 15485ms proces-to-process, 13776ms node-to-node, 9hops, 2versions (9 first, 11 discovered)
leader L3 of team T1 discovered at 34281.000000 that M23 is in danger (after 7554ms proces-to-process, 6769ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L3 of team T1 discovered at 32286.000000 that M40 is in danger (after 9021ms proces-to-process, 6324ms node-to-node, 7hops, 0versions (12 first, 12 discovered)
leader L3 of team T1 discovered at 34671.000000 that M31 is in danger (after 16926ms proces-to-process, 14106ms node-to-node, 11hops, 0versions (9 first, 9 discovered)
leader L3 of team T1 discovered at 42982.000000 that M36 is in danger (after 27337ms proces-to-process, 24499ms node-to-node, 4hops, 7versions (7 first, 14 discovered)
leader L3 of team T1 discovered at 36941.000000 that M19 is in danger (after 7780ms proces-to-process, 6067ms node-to-node, 1hops, 3versions (14 first, 17 discovered)
leader L3 of team T1 discovered at 50119.000000 that M30 is in danger (after 21739ms proces-to-process, 20725ms node-to-node, 4hops, 2versions (13 first, 15 discovered)
leader L3 of team T1 discovered at 47827.000000 that M35 is in danger (after 19952ms proces-to-process, 16331ms node-to-node, 7hops, 3versions (14 first, 17 discovered)
leader L29 of team T14 discovered at 34709.000000 that M262 is in danger (after 8832ms proces-to-process, 6345ms node-to-node, 6hops, 2versions (12 first, 14 discovered)
leader L29 of team T14 discovered at 29830.000000 that M258 is in danger (after 8128ms proces-to-process, 6071ms node-to-node, 3hops, 3versions (11 first, 14 discovered)
leader L29 of team T14 discovered at 28007.000000 that M259 is in danger (after 8063ms proces-to-process, 6891ms node-to-node, 6hops, 0versions (9 first, 9 discovered)
leader L29 of team T14 discovered at 35768.000000 that M273 is in danger (after 6015ms proces-to-process, 2613ms node-to-node, 5hops, 0versions (15 first, 15 discovered)
leader L29 of team T14 discovered at 33882.000000 that M269 is in danger (after 4518ms proces-to-process, 1407ms node-to-node, 3hops, 0versions (14 first, 14 discovered)
leader L29 of team T14 discovered at 24619.000000 that M268 is in danger (after 8197ms proces-to-process, 4982ms node-to-node, 1hops, 1versions (8 first, 9 discovered)
leader L29 of team T14 discovered at 43887.000000 that M252 is in danger (after 26854ms proces-to-process, 26166ms node-to-node, 10hops, 9versions (8 first, 17 discovered)
leader L29 of team T14 discovered at 31682.000000 that M253 is in danger (after 7789ms proces-to-process, 7598ms node-to-node, 8hops, 3versions (10 first, 13 discovered)
leader L29 of team T14 discovered at 29830.000000 that M265 is in danger (after 10534ms proces-to-process, 9018ms node-to-node, 6hops, 0versions (9 first, 9 discovered)
leader L29 of team T14 discovered at 30475.000000 that M264 is in danger (after 10210ms proces-to-process, 10057ms node-to-node, 7hops, 0versions (10 first, 10 discovered)
leader L29 of team T14 discovered at 40163.000000 that M256 is in danger (after 12992ms proces-to-process, 11991ms node-to-node, 7hops, 0versions (12 first, 12 discovered)
leader L29 of team T14 discovered at 36998.000000 that M257 is in danger (after 17555ms proces-to-process, 15066ms node-to-node, 15hops, 1versions (10 first, 11 discovered)
leader L29 of team T14 discovered at 43352.000000 that M261 is in danger (after 19998ms proces-to-process, 17153ms node-to-node, 8hops, 2versions (12 first, 14 discovered)
leader L29 of team T14 discovered at 30475.000000 that M260 is in danger (after 11264ms proces-to-process, 10104ms node-to-node, 4hops, 2versions (9 first, 11 discovered)
leader L29 of team T14 discovered at 31068.000000 that M267 is in danger (after 2407ms proces-to-process, 806ms node-to-node, 2hops, 0versions (13 first, 13 discovered)
leader L29 of team T14 discovered at 43352.000000 that M272 is in danger (after 20647ms proces-to-process, 19098ms node-to-node, 1hops, 6versions (12 first, 18 discovered)
leader L29 of team T14 discovered at 28900.000000 that M266 is in danger (after 7580ms proces-to-process, 6083ms node-to-node, 3hops, 2versions (10 first, 12 discovered)
leader L29 of team T14 discovered at 31068.000000 that M271 is in danger (after 10395ms proces-to-process, 10029ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L29 of team T14 discovered at 22790.000000 that M263 is in danger (after 4669ms proces-to-process, 2720ms node-to-node, 4hops, 1versions (9 first, 10 discovered)
leader L28 of team T14 discovered at 43409.000000 that M262 is in danger (after 17532ms proces-to-process, 14705ms node-to-node, 5hops, 4versions (12 first, 16 discovered)
leader L28 of team T14 discovered at 44996.000000 that M258 is in danger (after 23294ms proces-to-process, 20957ms node-to-node, 4hops, 8versions (11 first, 19 discovered)
leader L28 of team T14 discovered at 31236.000000 that M259 is in danger (after 11292ms proces-to-process, 10513ms node-to-node, 3hops, 0versions (9 first, 9 discovered)
leader L28 of team T14 never discovered that M273 is in danger from 29753.
leader L28 of team T14 discovered at 35966.000000 that M269 is in danger (after 6602ms proces-to-process, 3638ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L28 of team T14 discovered at 54924.000000 that M268 is in danger (after 38502ms proces-to-process, 36030ms node-to-node, 7hops, 12versions (8 first, 20 discovered)
leader L28 of team T14 discovered at 48472.000000 that M252 is in danger (after 31439ms proces-to-process, 30591ms node-to-node, 11hops, 9versions (8 first, 17 discovered)
leader L28 of team T14 discovered at 56742.000000 that M253 is in danger (after 32849ms proces-to-process, 32305ms node-to-node, 6hops, 8versions (10 first, 18 discovered)
