Config: 
--------------------------------------------
leader L16 of team T8 discovered at 39753.000000 that M152 is in danger (after 10765ms proces-to-process, 9338ms node-to-node, 5hops, 1versions (11 first, 12 discovered)
leader L10 of team T5 discovered at 51144.000000 that M109 is in danger (after 34305ms proces-to-process, 33467ms node-to-node, 4hops, 6versions (6 first, 12 discovered)
leader L10 of team T5 discovered at 37161.000000 that M102 is in danger (after 8729ms proces-to-process, 8009ms node-to-node, 3hops, 0versions (10 first, 10 discovered)
leader L11 of team T5 discovered at 33960.000000 that M99 is in danger (after 13487ms proces-to-process, 10581ms node-to-node, 8hops, 2versions (8 first, 10 discovered)
leader L11 of team T5 discovered at 35505.000000 that M98 is in danger (after 12837ms proces-to-process, 12307ms node-to-node, 10hops, 2versions (8 first, 10 discovered)
leader L11 of team T5 discovered at 45388.000000 that M100 is in danger (after 23512ms proces-to-process, 21740ms node-to-node, 7hops, 3versions (9 first, 12 discovered)
leader L11 of team T5 discovered at 39487.000000 that M101 is in danger (after 13983ms proces-to-process, 8829ms node-to-node, 2hops, 0versions (10 first, 10 discovered)
leader L11 of team T5 discovered at 28709.000000 that M106 is in danger (after 4948ms proces-to-process, 3415ms node-to-node, 5hops, 0versions (9 first, 9 discovered)
leader L11 of team T5 discovered at 22496.000000 that M107 is in danger (after 6827ms proces-to-process, 4274ms node-to-node, 3hops, 1versions (6 first, 7 discovered)
leader L11 of team T5 discovered at 26895.000000 that M104 is in danger (after 4168ms proces-to-process, 3237ms node-to-node, 5hops, 0versions (8 first, 8 discovered)
leader L11 of team T5 discovered at 28978.000000 that M103 is in danger (after 8730ms proces-to-process, 7800ms node-to-node, 10hops, 1versions (7 first, 8 discovered)
leader L11 of team T5 discovered at 51364.000000 that M91 is in danger (after 21663ms proces-to-process, 21119ms node-to-node, 9hops, 5versions (10 first, 15 discovered)
leader L11 of team T5 discovered at 36795.000000 that M111 is in danger (after 17443ms proces-to-process, 12257ms node-to-node, 2hops, 2versions (8 first, 10 discovered)
leader L11 of team T5 discovered at 24585.000000 that M108 is in danger (after 6205ms proces-to-process, 4215ms node-to-node, 6hops, 0versions (7 first, 7 discovered)
leader L11 of team T5 discovered at 26895.000000 that M105 is in danger (after 6168ms proces-to-process, 3483ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L11 of team T5 discovered at 45388.000000 that M95 is in danger (after 20046ms proces-to-process, 18042ms node-to-node, 13hops, 4versions (10 first, 14 discovered)
leader L11 of team T5 discovered at 38640.000000 that M94 is in danger (after 11963ms proces-to-process, 8902ms node-to-node, 5hops, 1versions (10 first, 11 discovered)
leader L11 of team T5 discovered at 26895.000000 that M97 is in danger (after 6403ms proces-to-process, 5081ms node-to-node, 4hops, 0versions (7 first, 7 discovered)
leader L11 of team T5 never discovered that M96 is in danger from 28091.
leader L11 of team T5 discovered at 39487.000000 that M110 is in danger (after 8932ms proces-to-process, 7352ms node-to-node, 6hops, 0versions (12 first, 12 discovered)
leader L11 of team T5 discovered at 21496.000000 that M109 is in danger (after 4657ms proces-to-process, 3774ms node-to-node, 1hops, 0versions (6 first, 6 discovered)
leader L11 of team T5 discovered at 34446.000000 that M102 is in danger (after 6014ms proces-to-process, 5259ms node-to-node, 5hops, 0versions (10 first, 10 discovered)
leader L4 of team T2 discovered at 27187.000000 that M55 is in danger (after 11052ms proces-to-process, 7792ms node-to-node, 2hops, 3versions (6 first, 9 discovered)
leader L4 of team T2 discovered at 46669.000000 that M48 is in danger (after 26931ms proces-to-process, 24751ms node-to-node, 7hops, 6versions (7 first, 13 discovered)
leader L4 of team T2 never discovered that M49 is in danger from 17843.
leader L4 of team T2 discovered at 21749.000000 that M51 is in danger (after 1182ms proces-to-process, 27ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L4 of team T2 discovered at 19110.000000 that M50 is in danger (after 2230ms proces-to-process, 516ms node-to-node, 2hops, 0versions (7 first, 7 discovered)
leader L4 of team T2 discovered at 49010.000000 that M53 is in danger (after 33523ms proces-to-process, 32342ms node-to-node, 9hops, 8versions (5 first, 13 discovered)
leader L4 of team T2 never discovered that M52 is in danger from 23859.
leader L4 of team T2 discovered at 43548.000000 that M37 is in danger (after 20410ms proces-to-process, 15473ms node-to-node, 9hops, 1versions (10 first, 11 discovered)
leader L4 of team T2 discovered at 35336.000000 that M43 is in danger (after 14155ms proces-to-process, 13825ms node-to-node, 7hops, 0versions (8 first, 8 discovered)
leader L4 of team T2 discovered at 46669.000000 that M40 is in danger (after 23762ms proces-to-process, 23543ms node-to-node, 8hops, 2versions (8 first, 10 discovered)
leader L4 of team T2 discovered at 30734.000000 that M41 is in danger (after 4118ms proces-to-process, 104ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L4 of team T2 discovered at 28042.000000 that M46 is in danger (after 2709ms proces-to-process, 33ms node-to-node, 1hops, 1versions (9 first, 10 discovered)
leader L4 of team T2 discovered at 20129.000000 that M47 is in danger (after 3239ms proces-to-process, 367ms node-to-node, 2hops, 1versions (6 first, 7 discovered)
leader L4 of team T2 never discovered that M44 is in danger from 24415.
leader L4 of team T2 discovered at 55584.000000 that M45 is in danger (after 33408ms proces-to-process, 32079ms node-to-node, 10hops, 5versions (8 first, 13 discovered)
leader L4 of team T2 discovered at 30157.000000 that M42 is in danger (after 1075ms proces-to-process, 154ms node-to-node, 2hops, 1versions (10 first, 11 discovered)
leader L4 of team T2 discovered at 39539.000000 that M57 is in danger (after 13772ms proces-to-process, 12439ms node-to-node, 8hops, 0versions (10 first, 10 discovered)
leader L4 of team T2 never discovered that M58 is in danger from 28662.
leader L5 of team T2 never discovered that M55 is in danger from 16135.
leader L5 of team T2 discovered at 47735.000000 that M48 is in danger (after 27997ms proces-to-process, 25995ms node-to-node, 1hops, 8versions (7 first, 15 discovered)
leader L5 of team T2 discovered at 27636.000000 that M49 is in danger (after 9793ms proces-to-process, 6976ms node-to-node, 2hops, 0versions (7 first, 7 discovered)
leader L5 of team T2 never discovered that M51 is in danger from 20567.
leader L5 of team T2 discovered at 46890.000000 that M50 is in danger (after 30010ms proces-to-process, 28148ms node-to-node, 6hops, 6versions (7 first, 13 discovered)
leader L5 of team T2 discovered at 31163.000000 that M53 is in danger (after 15676ms proces-to-process, 14223ms node-to-node, 2hops, 1versions (5 first, 6 discovered)
leader L5 of team T2 discovered at 40959.000000 that M52 is in danger (after 17100ms proces-to-process, 16759ms node-to-node, 4hops, 2versions (9 first, 11 discovered)
leader L5 of team T2 never discovered that M37 is in danger from 23138.
leader L5 of team T2 never discovered that M43 is in danger from 21181.
leader L5 of team T2 discovered at 40959.000000 that M40 is in danger (after 18052ms proces-to-process, 17757ms node-to-node, 3hops, 3versions (8 first, 11 discovered)
leader L5 of team T2 never discovered that M41 is in danger from 26616.
leader L5 of team T2 never discovered that M46 is in danger from 25333.
leader L5 of team T2 never discovered that M47 is in danger from 16890.
leader L5 of team T2 discovered at 41489.000000 that M44 is in danger (after 17074ms proces-to-process, 12886ms node-to-node, 2hops, 0versions (10 first, 10 discovered)
leader L5 of team T2 discovered at 41728.000000 that M45 is in danger (after 19552ms proces-to-process, 18450ms node-to-node, 2hops, 5versions (8 first, 13 discovered)
leader L5 of team T2 never discovered that M42 is in danger from 29082.
leader L5 of team T2 discovered at 45693.000000 that M57 is in danger (after 19926ms proces-to-process, 18410ms node-to-node, 6hops, 4versions (10 first, 14 discovered)
leader L5 of team T2 discovered at 46554.000000 that M58 is in danger (after 17892ms proces-to-process, 15887ms node-to-node, 6hops, 3versions (11 first, 14 discovered)
leader L6 of team T3 discovered at 31785.000000 that M60 is in danger (after 6124ms proces-to-process, 3748ms node-to-node, 1hops, 1versions (9 first, 10 discovered)
leader L6 of team T3 discovered at 23899.000000 that M54 is in danger (after 5609ms proces-to-process, 585ms node-to-node, 2hops, 0versions (8 first, 8 discovered)
leader L6 of team T3 discovered at 24403.000000 that M62 is in danger (after 7058ms proces-to-process, 6496ms node-to-node, 3hops, 1versions (6 first, 7 discovered)
leader L6 of team T3 discovered at 30589.000000 that M56 is in danger (after 11844ms proces-to-process, 11296ms node-to-node, 5hops, 0versions (7 first, 7 discovered)
leader L6 of team T3 discovered at 29025.000000 that M64 is in danger (after 1889ms proces-to-process, 1005ms node-to-node, 2hops, 0versions (10 first, 10 discovered)
leader L6 of team T3 discovered at 45324.000000 that M65 is in danger (after 19526ms proces-to-process, 17305ms node-to-node, 4hops, 2versions (10 first, 12 discovered)
leader L6 of team T3 discovered at 37317.000000 that M66 is in danger (after 9451ms proces-to-process, 8076ms node-to-node, 6hops, 0versions (11 first, 11 discovered)
leader L6 of team T3 discovered at 37938.000000 that M61 is in danger (after 7974ms proces-to-process, 5853ms node-to-node, 2hops, 0versions (11 first, 11 discovered)
leader L6 of team T3 discovered at 28527.000000 that M68 is in danger (after 5924ms proces-to-process, 3578ms node-to-node, 3hops, 1versions (8 first, 9 discovered)
leader L6 of team T3 discovered at 31785.000000 that M69 is in danger (after 11292ms proces-to-process, 10163ms node-to-node, 5hops, 1versions (7 first, 8 discovered)
leader L6 of team T3 discovered at 30589.000000 that M67 is in danger (after 11010ms proces-to-process, 7700ms node-to-node, 5hops, 2versions (7 first, 9 discovered)
leader L6 of team T3 discovered at 29025.000000 that M59 is in danger (after 1626ms proces-to-process, 494ms node-to-node, 1hops, 0versions (10 first, 10 discovered)
leader L6 of team T3 discovered at 37938.000000 that M71 is in danger (after 11338ms proces-to-process, 10360ms node-to-node, 6hops, 0versions (9 first, 9 discovered)
leader L6 of team T3 discovered at 40209.000000 that M72 is in danger (after 10951ms proces-to-process, 8799ms node-to-node, 9hops, 1versions (11 first, 12 discovered)
leader L6 of team T3 discovered at 27061.000000 that M63 is in danger (after 2352ms proces-to-process, 1071ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L6 of team T3 discovered at 32824.000000 that M70 is in danger (after 10544ms proces-to-process, 6685ms node-to-node, 4hops, 0versions (9 first, 9 discovered)
leader L6 of team T3 discovered at 44724.000000 that M75 is in danger (after 22256ms proces-to-process, 20085ms node-to-node, 7hops, 3versions (8 first, 11 discovered)
leader L7 of team T3 discovered at 43762.000000 that M60 is in danger (after 18101ms proces-to-process, 15312ms node-to-node, 10hops, 1versions (9 first, 10 discovered)
leader L7 of team T3 discovered at 45276.000000 that M54 is in danger (after 26986ms proces-to-process, 21519ms node-to-node, 5hops, 6versions (8 first, 14 discovered)
leader L7 of team T3 discovered at 35621.000000 that M62 is in danger (after 18276ms proces-to-process, 17796ms node-to-node, 10hops, 3versions (6 first, 9 discovered)
leader L7 of team T3 discovered at 40734.000000 that M56 is in danger (after 21989ms proces-to-process, 21257ms node-to-node, 9hops, 2versions (7 first, 9 discovered)
leader L7 of team T3 discovered at 37739.000000 that M64 is in danger (after 10603ms proces-to-process, 9729ms node-to-node, 3hops, 2versions (10 first, 12 discovered)
leader L7 of team T3 discovered at 39185.000000 that M65 is in danger (after 13387ms proces-to-process, 11300ms node-to-node, 3hops, 0versions (10 first, 10 discovered)
leader L7 of team T3 discovered at 33380.000000 that M66 is in danger (after 5514ms proces-to-process, 4320ms node-to-node, 2hops, 0versions (11 first, 11 discovered)
leader L7 of team T3 discovered at 46007.000000 that M61 is in danger (after 16043ms proces-to-process, 13327ms node-to-node, 8hops, 0versions (11 first, 11 discovered)
leader L7 of team T3 discovered at 44386.000000 that M68 is in danger (after 21783ms proces-to-process, 19236ms node-to-node, 7hops, 4versions (8 first, 12 discovered)
leader L7 of team T3 discovered at 53505.000000 that M69 is in danger (after 33012ms proces-to-process, 31515ms node-to-node, 6hops, 3versions (7 first, 10 discovered)
leader L7 of team T3 discovered at 27603.000000 that M67 is in danger (after 8024ms proces-to-process, 4518ms node-to-node, 2hops, 0versions (7 first, 7 discovered)
leader L7 of team T3 discovered at 38228.000000 that M59 is in danger (after 10829ms proces-to-process, 9426ms node-to-node, 9hops, 0versions (10 first, 10 discovered)
leader L7 of team T3 discovered at 51249.000000 that M71 is in danger (after 24649ms proces-to-process, 23514ms node-to-node, 7hops, 4versions (9 first, 13 discovered)
leader L7 of team T3 discovered at 32240.000000 that M72 is in danger (after 2982ms proces-to-process, 728ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L7 of team T3 discovered at 46886.000000 that M63 is in danger (after 22177ms proces-to-process, 20805ms node-to-node, 8hops, 4versions (9 first, 13 discovered)
leader L7 of team T3 never discovered that M70 is in danger from 22280.
leader L7 of team T3 discovered at 51249.000000 that M75 is in danger (after 28781ms proces-to-process, 26755ms node-to-node, 11hops, 5versions (8 first, 13 discovered)
leader L0 of team T0 discovered at 45631.000000 that M11 is in danger (after 21881ms proces-to-process, 18886ms node-to-node, 5hops, 3versions (9 first, 12 discovered)
leader L0 of team T0 discovered at 53520.000000 that M17 is in danger (after 24608ms proces-to-process, 22630ms node-to-node, 6hops, 1versions (11 first, 12 discovered)
leader L0 of team T0 discovered at 27956.000000 that M10 is in danger (after 8836ms proces-to-process, 8751ms node-to-node, 7hops, 0versions (6 first, 6 discovered)
leader L0 of team T0 discovered at 46861.000000 that M16 is in danger (after 25028ms proces-to-process, 21841ms node-to-node, 7hops, 1versions (8 first, 9 discovered)
leader L0 of team T0 discovered at 26882.000000 that M13 is in danger (after 9241ms proces-to-process, 8351ms node-to-node, 7hops, 0versions (6 first, 6 discovered)
leader L0 of team T0 discovered at 27582.000000 that M5 is in danger (after 8025ms proces-to-process, 4494ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L0 of team T0 discovered at 28187.000000 that M4 is in danger (after 6318ms proces-to-process, 4704ms node-to-node, 4hops, 0versions (8 first, 8 discovered)
leader L0 of team T0 discovered at 54349.000000 that M7 is in danger (after 24694ms proces-to-process, 23710ms node-to-node, 8hops, 5versions (12 first, 17 discovered)
leader L0 of team T0 discovered at 29695.000000 that M6 is in danger (after 6974ms proces-to-process, 4138ms node-to-node, 1hops, 1versions (9 first, 10 discovered)
leader L0 of team T0 discovered at 31249.000000 that M1 is in danger (after 6858ms proces-to-process, 5523ms node-to-node, 1hops, 1versions (9 first, 10 discovered)
leader L0 of team T0 discovered at 27956.000000 that M0 is in danger (after 7757ms proces-to-process, 7070ms node-to-node, 5hops, 0versions (7 first, 7 discovered)
leader L0 of team T0 discovered at 35226.000000 that M3 is in danger (after 16468ms proces-to-process, 12729ms node-to-node, 5hops, 3versions (7 first, 10 discovered)
leader L0 of team T0 discovered at 36232.000000 that M2 is in danger (after 8998ms proces-to-process, 7105ms node-to-node, 1hops, 3versions (10 first, 13 discovered)
leader L0 of team T0 discovered at 51205.000000 that M15 is in danger (after 32599ms proces-to-process, 29462ms node-to-node, 10hops, 2versions (7 first, 9 discovered)
leader L0 of team T0 discovered at 36845.000000 that M12 is in danger (after 10778ms proces-to-process, 8847ms node-to-node, 9hops, 0versions (10 first, 10 discovered)
leader L0 of team T0 discovered at 44610.000000 that M9 is in danger (after 14415ms proces-to-process, 12939ms node-to-node, 3hops, 3versions (11 first, 14 discovered)
leader L0 of team T0 discovered at 36845.000000 that M8 is in danger (after 19269ms proces-to-process, 17850ms node-to-node, 8hops, 4versions (6 first, 10 discovered)
leader L0 of team T0 discovered at 53520.000000 that M14 is in danger (after 33062ms proces-to-process, 30089ms node-to-node, 7hops, 7versions (8 first, 15 discovered)
leader L1 of team T0 discovered at 34220.000000 that M11 is in danger (after 10470ms proces-to-process, 7296ms node-to-node, 1hops, 2versions (9 first, 11 discovered)
leader L1 of team T0 discovered at 41205.000000 that M17 is in danger (after 12293ms proces-to-process, 10595ms node-to-node, 3hops, 1versions (11 first, 12 discovered)
leader L1 of team T0 discovered at 46753.000000 that M10 is in danger (after 27633ms proces-to-process, 27145ms node-to-node, 2hops, 7versions (6 first, 13 discovered)
leader L1 of team T0 discovered at 38324.000000 that M16 is in danger (after 16491ms proces-to-process, 13440ms node-to-node, 3hops, 3versions (8 first, 11 discovered)
leader L1 of team T0 discovered at 54381.000000 that M13 is in danger (after 36740ms proces-to-process, 36011ms node-to-node, 6hops, 12versions (6 first, 18 discovered)
leader L1 of team T0 discovered at 37560.000000 that M5 is in danger (after 18003ms proces-to-process, 14301ms node-to-node, 8hops, 0versions (8 first, 8 discovered)
leader L1 of team T0 discovered at 43091.000000 that M4 is in danger (after 21222ms proces-to-process, 19330ms node-to-node, 11hops, 1versions (8 first, 9 discovered)
leader L1 of team T0 discovered at 30865.000000 that M7 is in danger (after 1210ms proces-to-process, 149ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L1 of team T0 discovered at 36513.000000 that M6 is in danger (after 13792ms proces-to-process, 11038ms node-to-node, 8hops, 1versions (9 first, 10 discovered)
leader L1 of team T0 never discovered that M1 is in danger from 24391.
leader L1 of team T0 never discovered that M0 is in danger from 20199.
leader L1 of team T0 discovered at 42167.000000 that M3 is in danger (after 23409ms proces-to-process, 19011ms node-to-node, 10hops, 1versions (7 first, 8 discovered)
leader L1 of team T0 discovered at 38686.000000 that M2 is in danger (after 11452ms proces-to-process, 10088ms node-to-node, 5hops, 2versions (10 first, 12 discovered)
leader L1 of team T0 discovered at 34220.000000 that M15 is in danger (after 15614ms proces-to-process, 12343ms node-to-node, 5hops, 0versions (7 first, 7 discovered)
leader L1 of team T0 discovered at 28870.000000 that M12 is in danger (after 2803ms proces-to-process, 1185ms node-to-node, 2hops, 0versions (10 first, 10 discovered)
leader L1 of team T0 discovered at 52324.000000 that M9 is in danger (after 22129ms proces-to-process, 20400ms node-to-node, 6hops, 1versions (11 first, 12 discovered)
leader L1 of team T0 discovered at 36194.000000 that M8 is in danger (after 18618ms proces-to-process, 17507ms node-to-node, 8hops, 3versions (6 first, 9 discovered)
leader L1 of team T0 never discovered that M14 is in danger from 20458.
leader L2 of team T1 discovered at 29229.000000 that M32 is in danger (after 8123ms proces-to-process, 4031ms node-to-node, 6hops, 0versions (9 first, 9 discovered)
leader L2 of team T1 discovered at 32481.000000 that M33 is in danger (after 5322ms proces-to-process, 4256ms node-to-node, 1hops, 0versions (10 first, 10 discovered)
leader L2 of team T1 discovered at 34056.000000 that M34 is in danger (after 3895ms proces-to-process, 1005ms node-to-node, 2hops, 0versions (11 first, 11 discovered)
leader L2 of team T1 discovered at 36524.000000 that M28 is in danger (after 11318ms proces-to-process, 10315ms node-to-node, 6hops, 2versions (9 first, 11 discovered)
leader L2 of team T1 discovered at 31624.000000 that M29 is in danger (after 8232ms proces-to-process, 5859ms node-to-node, 8hops, 0versions (9 first, 9 discovered)
leader L2 of team T1 discovered at 37217.000000 that M39 is in danger (after 13369ms proces-to-process, 12448ms node-to-node, 2hops, 4versions (8 first, 12 discovered)
leader L2 of team T1 discovered at 31624.000000 that M38 is in danger (after 5811ms proces-to-process, 2610ms node-to-node, 4hops, 0versions (11 first, 11 discovered)
leader L2 of team T1 discovered at 48752.000000 that M24 is in danger (after 18592ms proces-to-process, 18288ms node-to-node, 9hops, 2versions (12 first, 14 discovered)
leader L2 of team T1 discovered at 36524.000000 that M25 is in danger (after 8297ms proces-to-process, 7216ms node-to-node, 3hops, 0versions (10 first, 10 discovered)
leader L2 of team T1 discovered at 32481.000000 that M26 is in danger (after 2163ms proces-to-process, 1007ms node-to-node, 2hops, 0versions (11 first, 11 discovered)
leader L2 of team T1 discovered at 41396.000000 that M27 is in danger (after 18932ms proces-to-process, 17873ms node-to-node, 13hops, 0versions (9 first, 9 discovered)
leader L2 of team T1 discovered at 53534.000000 that M20 is in danger (after 24803ms proces-to-process, 22146ms node-to-node, 7hops, 4versions (12 first, 16 discovered)
leader L2 of team T1 discovered at 27357.000000 that M21 is in danger (after 10018ms proces-to-process, 7222ms node-to-node, 3hops, 1versions (7 first, 8 discovered)
leader L2 of team T1 discovered at 41396.000000 that M22 is in danger (after 21656ms proces-to-process, 19845ms node-to-node, 12hops, 1versions (8 first, 9 discovered)
leader L2 of team T1 discovered at 40820.000000 that M23 is in danger (after 14174ms proces-to-process, 12228ms node-to-node, 6hops, 0versions (10 first, 10 discovered)
leader L2 of team T1 discovered at 26094.000000 that M31 is in danger (after 7849ms proces-to-process, 5827ms node-to-node, 8hops, 0versions (6 first, 6 discovered)
leader L2 of team T1 discovered at 23840.000000 that M36 is in danger (after 8195ms proces-to-process, 7725ms node-to-node, 7hops, 1versions (6 first, 7 discovered)
leader L2 of team T1 discovered at 39951.000000 that M19 is in danger (after 10799ms proces-to-process, 9782ms node-to-node, 8hops, 0versions (11 first, 11 discovered)
leader L2 of team T1 discovered at 26094.000000 that M18 is in danger (after 9842ms proces-to-process, 8441ms node-to-node, 8hops, 0versions (5 first, 5 discovered)
leader L2 of team T1 discovered at 32018.000000 that M30 is in danger (after 3700ms proces-to-process, 3414ms node-to-node, 5hops, 0versions (10 first, 10 discovered)
leader L2 of team T1 discovered at 45078.000000 that M35 is in danger (after 16399ms proces-to-process, 15614ms node-to-node, 2hops, 3versions (11 first, 14 discovered)
leader L3 of team T1 discovered at 46212.000000 that M32 is in danger (after 25106ms proces-to-process, 21109ms node-to-node, 9hops, 3versions (9 first, 12 discovered)
leader L3 of team T1 discovered at 45527.000000 that M33 is in danger (after 18368ms proces-to-process, 16852ms node-to-node, 8hops, 0versions (10 first, 10 discovered)
leader L3 of team T1 never discovered that M34 is in danger from 30161.
leader L3 of team T1 discovered at 45527.000000 that M28 is in danger (after 20321ms proces-to-process, 19244ms node-to-node, 2hops, 3versions (9 first, 12 discovered)
leader L3 of team T1 discovered at 28542.000000 that M29 is in danger (after 5150ms proces-to-process, 3291ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L3 of team T1 discovered at 47072.000000 that M39 is in danger (after 23224ms proces-to-process, 22063ms node-to-node, 12hops, 0versions (8 first, 8 discovered)
leader L3 of team T1 discovered at 43508.000000 that M38 is in danger (after 17695ms proces-to-process, 14690ms node-to-node, 11hops, 0versions (11 first, 11 discovered)
leader L3 of team T1 discovered at 42470.000000 that M24 is in danger (after 12310ms proces-to-process, 11700ms node-to-node, 1hops, 2versions (12 first, 14 discovered)
leader L3 of team T1 discovered at 34781.000000 that M25 is in danger (after 6554ms proces-to-process, 5611ms node-to-node, 1hops, 0versions (10 first, 10 discovered)
leader L3 of team T1 discovered at 43508.000000 that M26 is in danger (after 13190ms proces-to-process, 11446ms node-to-node, 3hops, 1versions (11 first, 12 discovered)
leader L3 of team T1 discovered at 52469.000000 that M27 is in danger (after 30005ms proces-to-process, 28857ms node-to-node, 5hops, 8versions (9 first, 17 discovered)
leader L3 of team T1 discovered at 34781.000000 that M20 is in danger (after 6050ms proces-to-process, 3101ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L3 of team T1 discovered at 26945.000000 that M21 is in danger (after 9606ms proces-to-process, 7269ms node-to-node, 2hops, 1versions (7 first, 8 discovered)
leader L3 of team T1 discovered at 34781.000000 that M22 is in danger (after 15041ms proces-to-process, 13253ms node-to-node, 4hops, 1versions (8 first, 9 discovered)
leader L3 of team T1 discovered at 37509.000000 that M23 is in danger (after 10863ms proces-to-process, 8314ms node-to-node, 2hops, 0versions (10 first, 10 discovered)
leader L3 of team T1 discovered at 38763.000000 that M31 is in danger (after 20518ms proces-to-process, 18909ms node-to-node, 3hops, 3versions (6 first, 9 discovered)
leader L3 of team T1 discovered at 53474.000000 that M36 is in danger (after 37829ms proces-to-process, 36799ms node-to-node, 5hops, 9versions (6 first, 15 discovered)
leader L3 of team T1 discovered at 30558.000000 that M19 is in danger (after 1406ms proces-to-process, 576ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L3 of team T1 discovered at 21800.000000 that M18 is in danger (after 5548ms proces-to-process, 4766ms node-to-node, 2hops, 2versions (5 first, 7 discovered)
leader L3 of team T1 discovered at 41454.000000 that M30 is in danger (after 13136ms proces-to-process, 12484ms node-to-node, 2hops, 0versions (10 first, 10 discovered)
leader L3 of team T1 never discovered that M35 is in danger from 28679.
leader L29 of team T14 discovered at 29581.000000 that M262 is in danger (after 3423ms proces-to-process, 1811ms node-to-node, 3hops, 1versions (9 first, 10 discovered)
leader L29 of team T14 discovered at 34882.000000 that M258 is in danger (after 13208ms proces-to-process, 10071ms node-to-node, 6hops, 2versions (9 first, 11 discovered)
leader L29 of team T14 discovered at 29581.000000 that M259 is in danger (after 9719ms proces-to-process, 7338ms node-to-node, 10hops, 0versions (7 first, 7 discovered)
leader L29 of team T14 discovered at 36768.000000 that M269 is in danger (after 7724ms proces-to-process, 5721ms node-to-node, 4hops, 0versions (12 first, 12 discovered)
leader L29 of team T14 discovered at 26241.000000 that M268 is in danger (after 10322ms proces-to-process, 6834ms node-to-node, 6hops, 1versions (6 first, 7 discovered)
leader L29 of team T14 discovered at 37636.000000 that M267 is in danger (after 9186ms proces-to-process, 7467ms node-to-node, 9hops, 0versions (11 first, 11 discovered)
leader L29 of team T14 discovered at 29581.000000 that M253 is in danger (after 5624ms proces-to-process, 3944ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L29 of team T14 discovered at 40144.000000 that M265 is in danger (after 21344ms proces-to-process, 19581ms node-to-node, 10hops, 2versions (7 first, 9 discovered)
leader L29 of team T14 discovered at 23290.000000 that M264 is in danger (after 2525ms proces-to-process, 1809ms node-to-node, 3hops, 0versions (7 first, 7 discovered)
leader L29 of team T14 discovered at 35709.000000 that M256 is in danger (after 8038ms proces-to-process, 7140ms node-to-node, 3hops, 0versions (10 first, 10 discovered)
leader L29 of team T14 discovered at 28829.000000 that M257 is in danger (after 9192ms proces-to-process, 7666ms node-to-node, 1hops, 2versions (8 first, 10 discovered)
leader L29 of team T14 discovered at 43223.000000 that M254 is in danger (after 16226ms proces-to-process, 15080ms node-to-node, 8hops, 1versions (10 first, 11 discovered)
leader L29 of team T14 discovered at 24618.000000 that M260 is in danger (after 4884ms proces-to-process, 4652ms node-to-node, 7hops, 0versions (6 first, 6 discovered)
leader L29 of team T14 discovered at 28829.000000 that M270 is in danger (after 13125ms proces-to-process, 8105ms node-to-node, 10hops, 1versions (6 first, 7 discovered)
leader L29 of team T14 discovered at 28829.000000 that M274 is in danger (after 11578ms proces-to-process, 7533ms node-to-node, 12hops, 0versions (7 first, 7 discovered)
leader L29 of team T14 never discovered that M261 is in danger from 23854.
leader L29 of team T14 discovered at 31136.000000 that M266 is in danger (after 10020ms proces-to-process, 8187ms node-to-node, 12hops, 0versions (8 first, 8 discovered)
leader L29 of team T14 discovered at 37636.000000 that M271 is in danger (after 16963ms proces-to-process, 15744ms node-to-node, 8hops, 2versions (8 first, 10 discovered)
leader L29 of team T14 discovered at 32441.000000 that M263 is in danger (after 14808ms proces-to-process, 12441ms node-to-node, 7hops, 1versions (7 first, 8 discovered)
leader L29 of team T14 discovered at 27745.000000 that M272 is in danger (after 4831ms proces-to-process, 4307ms node-to-node, 6hops, 0versions (8 first, 8 discovered)
leader L28 of team T14 discovered at 51475.000000 that M262 is in danger (after 25317ms proces-to-process, 23958ms node-to-node, 10hops, 5versions (9 first, 14 discovered)
leader L28 of team T14 discovered at 35619.000000 that M258 is in danger (after 13945ms proces-to-process, 10847ms node-to-node, 11hops, 0versions (9 first, 9 discovered)
leader L28 of team T14 discovered at 48954.000000 that M259 is in danger (after 29092ms proces-to-process, 26389ms node-to-node, 7hops, 5versions (7 first, 12 discovered)
leader L28 of team T14 discovered at 40984.000000 that M269 is in danger (after 11940ms proces-to-process, 9195ms node-to-node, 6hops, 0versions (12 first, 12 discovered)
leader L28 of team T14 discovered at 23566.000000 that M268 is in danger (after 7647ms proces-to-process, 4115ms node-to-node, 4hops, 0versions (6 first, 6 discovered)
leader L28 of team T14 discovered at 31532.000000 that M267 is in danger (after 3082ms proces-to-process, 1644ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
