Config: 
--------------------------------------------
leader L16 of team T8 discovered at 30203.000000 that M152 is in danger (after 1715ms proces-to-process, 990ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L10 of team T5 discovered at 36441.000000 that M93 is in danger (after 11699ms proces-to-process, 10338ms node-to-node, 4hops, 0versions (11 first, 11 discovered)
leader L10 of team T5 discovered at 55952.000000 that M105 is in danger (after 35333ms proces-to-process, 32832ms node-to-node, 8hops, 11versions (10 first, 21 discovered)
leader L10 of team T5 discovered at 33977.000000 that M95 is in danger (after 8381ms proces-to-process, 6030ms node-to-node, 2hops, 2versions (12 first, 14 discovered)
leader L10 of team T5 never discovered that M94 is in danger from 26697.
leader L10 of team T5 discovered at 41656.000000 that M97 is in danger (after 21664ms proces-to-process, 19372ms node-to-node, 6hops, 3versions (9 first, 12 discovered)
leader L10 of team T5 discovered at 41656.000000 that M96 is in danger (after 13682ms proces-to-process, 13625ms node-to-node, 3hops, 3versions (13 first, 16 discovered)
leader L10 of team T5 discovered at 47129.000000 that M110 is in danger (after 16553ms proces-to-process, 15902ms node-to-node, 8hops, 3versions (14 first, 17 discovered)
leader L10 of team T5 discovered at 45714.000000 that M102 is in danger (after 17901ms proces-to-process, 16779ms node-to-node, 4hops, 2versions (13 first, 15 discovered)
leader L11 of team T5 discovered at 27839.000000 that M99 is in danger (after 7314ms proces-to-process, 4212ms node-to-node, 5hops, 0versions (10 first, 10 discovered)
leader L11 of team T5 discovered at 31896.000000 that M98 is in danger (after 9043ms proces-to-process, 8789ms node-to-node, 6hops, 0versions (10 first, 10 discovered)
leader L11 of team T5 discovered at 33985.000000 that M100 is in danger (after 12461ms proces-to-process, 10438ms node-to-node, 2hops, 1versions (11 first, 12 discovered)
leader L11 of team T5 discovered at 39508.000000 that M101 is in danger (after 14004ms proces-to-process, 13385ms node-to-node, 2hops, 2versions (11 first, 13 discovered)
leader L11 of team T5 discovered at 31452.000000 that M106 is in danger (after 7553ms proces-to-process, 6582ms node-to-node, 4hops, 1versions (11 first, 12 discovered)
leader L11 of team T5 discovered at 32950.000000 that M107 is in danger (after 16608ms proces-to-process, 14155ms node-to-node, 10hops, 0versions (8 first, 8 discovered)
leader L11 of team T5 discovered at 36855.000000 that M104 is in danger (after 13811ms proces-to-process, 10576ms node-to-node, 1hops, 3versions (12 first, 15 discovered)
leader L11 of team T5 discovered at 39871.000000 that M103 is in danger (after 19932ms proces-to-process, 18038ms node-to-node, 6hops, 7versions (10 first, 17 discovered)
leader L11 of team T5 discovered at 39508.000000 that M91 is in danger (after 9699ms proces-to-process, 7182ms node-to-node, 6hops, 1versions (15 first, 16 discovered)
leader L11 of team T5 discovered at 32950.000000 that M93 is in danger (after 8208ms proces-to-process, 7380ms node-to-node, 5hops, 1versions (11 first, 12 discovered)
leader L11 of team T5 never discovered that M105 is in danger from 20619.
leader L11 of team T5 discovered at 38987.000000 that M95 is in danger (after 13391ms proces-to-process, 10748ms node-to-node, 7hops, 2versions (12 first, 14 discovered)
leader L11 of team T5 discovered at 35058.000000 that M94 is in danger (after 8361ms proces-to-process, 7835ms node-to-node, 8hops, 1versions (12 first, 13 discovered)
leader L11 of team T5 discovered at 32950.000000 that M97 is in danger (after 12958ms proces-to-process, 9903ms node-to-node, 6hops, 1versions (9 first, 10 discovered)
leader L11 of team T5 discovered at 45298.000000 that M96 is in danger (after 17324ms proces-to-process, 17192ms node-to-node, 6hops, 3versions (13 first, 16 discovered)
leader L11 of team T5 discovered at 44388.000000 that M110 is in danger (after 13812ms proces-to-process, 13064ms node-to-node, 4hops, 3versions (14 first, 17 discovered)
leader L11 of team T5 discovered at 32950.000000 that M102 is in danger (after 5137ms proces-to-process, 4190ms node-to-node, 3hops, 0versions (13 first, 13 discovered)
leader L4 of team T2 discovered at 54949.000000 that M54 is in danger (after 36436ms proces-to-process, 34714ms node-to-node, 4hops, 13versions (8 first, 21 discovered)
leader L4 of team T2 discovered at 43957.000000 that M48 is in danger (after 24164ms proces-to-process, 23017ms node-to-node, 6hops, 5versions (9 first, 14 discovered)
leader L4 of team T2 discovered at 30535.000000 that M49 is in danger (after 11936ms proces-to-process, 8645ms node-to-node, 4hops, 2versions (9 first, 11 discovered)
leader L4 of team T2 never discovered that M51 is in danger from 20669.
leader L4 of team T2 discovered at 30535.000000 that M50 is in danger (after 13534ms proces-to-process, 11662ms node-to-node, 5hops, 1versions (8 first, 9 discovered)
leader L4 of team T2 never discovered that M39 is in danger from 23593.
leader L4 of team T2 discovered at 39447.000000 that M52 is in danger (after 16088ms proces-to-process, 13960ms node-to-node, 6hops, 2versions (11 first, 13 discovered)
leader L4 of team T2 discovered at 46426.000000 that M37 is in danger (after 23494ms proces-to-process, 21728ms node-to-node, 6hops, 4versions (11 first, 15 discovered)
leader L4 of team T2 discovered at 36683.000000 that M36 is in danger (after 21038ms proces-to-process, 18361ms node-to-node, 9hops, 1versions (7 first, 8 discovered)
leader L4 of team T2 discovered at 48640.000000 that M40 is in danger (after 25375ms proces-to-process, 22601ms node-to-node, 5hops, 1versions (12 first, 13 discovered)
leader L4 of team T2 discovered at 40123.000000 that M41 is in danger (after 12896ms proces-to-process, 11460ms node-to-node, 5hops, 1versions (12 first, 13 discovered)
leader L4 of team T2 never discovered that M46 is in danger from 25503.
leader L4 of team T2 discovered at 39447.000000 that M47 is in danger (after 22024ms proces-to-process, 19651ms node-to-node, 3hops, 5versions (8 first, 13 discovered)
leader L4 of team T2 discovered at 43048.000000 that M44 is in danger (after 18633ms proces-to-process, 16892ms node-to-node, 9hops, 1versions (11 first, 12 discovered)
leader L4 of team T2 discovered at 34474.000000 that M45 is in danger (after 12086ms proces-to-process, 11683ms node-to-node, 5hops, 0versions (11 first, 11 discovered)
leader L4 of team T2 discovered at 32520.000000 that M56 is in danger (after 13398ms proces-to-process, 11431ms node-to-node, 6hops, 0versions (9 first, 9 discovered)
leader L4 of team T2 discovered at 39447.000000 that M42 is in danger (after 9596ms proces-to-process, 7891ms node-to-node, 2hops, 1versions (14 first, 15 discovered)
leader L4 of team T2 discovered at 54049.000000 that M57 is in danger (after 28167ms proces-to-process, 28012ms node-to-node, 7hops, 8versions (12 first, 20 discovered)
leader L4 of team T2 discovered at 49111.000000 that M53 is in danger (after 33437ms proces-to-process, 32347ms node-to-node, 5hops, 10versions (7 first, 17 discovered)
leader L4 of team T2 discovered at 27042.000000 that M43 is in danger (after 5907ms proces-to-process, 3071ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L5 of team T2 discovered at 27136.000000 that M54 is in danger (after 8623ms proces-to-process, 7334ms node-to-node, 3hops, 3versions (8 first, 11 discovered)
leader L5 of team T2 discovered at 28733.000000 that M48 is in danger (after 8940ms proces-to-process, 7780ms node-to-node, 4hops, 1versions (9 first, 10 discovered)
leader L5 of team T2 discovered at 22678.000000 that M49 is in danger (after 4079ms proces-to-process, 1008ms node-to-node, 3hops, 0versions (9 first, 9 discovered)
leader L5 of team T2 discovered at 37235.000000 that M51 is in danger (after 16566ms proces-to-process, 13925ms node-to-node, 5hops, 3versions (10 first, 13 discovered)
leader L5 of team T2 discovered at 21693.000000 that M50 is in danger (after 4692ms proces-to-process, 3353ms node-to-node, 5hops, 0versions (8 first, 8 discovered)
leader L5 of team T2 discovered at 34577.000000 that M39 is in danger (after 10984ms proces-to-process, 8962ms node-to-node, 3hops, 1versions (12 first, 13 discovered)
leader L5 of team T2 discovered at 32174.000000 that M52 is in danger (after 8815ms proces-to-process, 6257ms node-to-node, 6hops, 1versions (11 first, 12 discovered)
leader L5 of team T2 discovered at 34577.000000 that M37 is in danger (after 11645ms proces-to-process, 10114ms node-to-node, 1hops, 2versions (11 first, 13 discovered)
leader L5 of team T2 discovered at 26267.000000 that M36 is in danger (after 10622ms proces-to-process, 8434ms node-to-node, 5hops, 1versions (7 first, 8 discovered)
leader L5 of team T2 discovered at 34577.000000 that M40 is in danger (after 11312ms proces-to-process, 8417ms node-to-node, 5hops, 1versions (12 first, 13 discovered)
leader L5 of team T2 discovered at 32174.000000 that M41 is in danger (after 4947ms proces-to-process, 3199ms node-to-node, 1hops, 1versions (12 first, 13 discovered)
leader L5 of team T2 discovered at 27136.000000 that M46 is in danger (after 1633ms proces-to-process, 1010ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L5 of team T2 discovered at 27315.000000 that M47 is in danger (after 9892ms proces-to-process, 8009ms node-to-node, 4hops, 0versions (8 first, 8 discovered)
leader L5 of team T2 discovered at 34577.000000 that M44 is in danger (after 10162ms proces-to-process, 7869ms node-to-node, 3hops, 1versions (11 first, 12 discovered)
leader L5 of team T2 discovered at 23942.000000 that M45 is in danger (after 1554ms proces-to-process, 606ms node-to-node, 2hops, 0versions (11 first, 11 discovered)
leader L5 of team T2 discovered at 24748.000000 that M56 is in danger (after 5626ms proces-to-process, 3726ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L5 of team T2 discovered at 32174.000000 that M42 is in danger (after 2323ms proces-to-process, 1007ms node-to-node, 3hops, 0versions (14 first, 14 discovered)
leader L5 of team T2 discovered at 47614.000000 that M57 is in danger (after 21732ms proces-to-process, 21191ms node-to-node, 5hops, 7versions (12 first, 19 discovered)
leader L5 of team T2 discovered at 25174.000000 that M53 is in danger (after 9500ms proces-to-process, 8373ms node-to-node, 5hops, 0versions (7 first, 7 discovered)
leader L5 of team T2 discovered at 28202.000000 that M43 is in danger (after 7067ms proces-to-process, 3877ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L6 of team T3 discovered at 23009.000000 that M55 is in danger (after 6754ms proces-to-process, 6340ms node-to-node, 2hops, 0versions (7 first, 7 discovered)
leader L6 of team T3 discovered at 27130.000000 that M60 is in danger (after 1694ms proces-to-process, 1414ms node-to-node, 4hops, 0versions (12 first, 12 discovered)
leader L6 of team T3 discovered at 30839.000000 that M62 is in danger (after 12758ms proces-to-process, 10521ms node-to-node, 2hops, 2versions (8 first, 10 discovered)
leader L6 of team T3 discovered at 28525.000000 that M63 is in danger (after 4022ms proces-to-process, 2640ms node-to-node, 2hops, 1versions (12 first, 13 discovered)
leader L6 of team T3 discovered at 44333.000000 that M64 is in danger (after 17323ms proces-to-process, 16726ms node-to-node, 3hops, 5versions (13 first, 18 discovered)
leader L6 of team T3 discovered at 27130.000000 that M65 is in danger (after 1822ms proces-to-process, 605ms node-to-node, 2hops, 0versions (12 first, 12 discovered)
leader L6 of team T3 discovered at 39318.000000 that M66 is in danger (after 11100ms proces-to-process, 9169ms node-to-node, 1hops, 1versions (14 first, 15 discovered)
leader L6 of team T3 discovered at 38232.000000 that M61 is in danger (after 8230ms proces-to-process, 6254ms node-to-node, 4hops, 0versions (14 first, 14 discovered)
leader L6 of team T3 discovered at 34030.000000 that M68 is in danger (after 11306ms proces-to-process, 10679ms node-to-node, 7hops, 2versions (10 first, 12 discovered)
leader L6 of team T3 discovered at 29275.000000 that M69 is in danger (after 8782ms proces-to-process, 6236ms node-to-node, 6hops, 1versions (10 first, 11 discovered)
leader L6 of team T3 discovered at 30839.000000 that M67 is in danger (after 11237ms proces-to-process, 10542ms node-to-node, 3hops, 2versions (8 first, 10 discovered)
leader L6 of team T3 discovered at 40160.000000 that M59 is in danger (after 13110ms proces-to-process, 10884ms node-to-node, 3hops, 4versions (14 first, 18 discovered)
leader L6 of team T3 discovered at 43689.000000 that M58 is in danger (after 14728ms proces-to-process, 13943ms node-to-node, 6hops, 2versions (13 first, 15 discovered)
leader L6 of team T3 discovered at 37358.000000 that M71 is in danger (after 10285ms proces-to-process, 8208ms node-to-node, 9hops, 1versions (13 first, 14 discovered)
leader L6 of team T3 discovered at 24682.000000 that M73 is in danger (after 2778ms proces-to-process, 1412ms node-to-node, 4hops, 0versions (10 first, 10 discovered)
leader L6 of team T3 discovered at 30135.000000 that M70 is in danger (after 7824ms proces-to-process, 6364ms node-to-node, 1hops, 0versions (10 first, 10 discovered)
leader L6 of team T3 discovered at 30135.000000 that M75 is in danger (after 8167ms proces-to-process, 6578ms node-to-node, 6hops, 1versions (11 first, 12 discovered)
leader L6 of team T3 discovered at 36817.000000 that M76 is in danger (after 11537ms proces-to-process, 7630ms node-to-node, 6hops, 0versions (13 first, 13 discovered)
leader L7 of team T3 discovered at 45033.000000 that M55 is in danger (after 28778ms proces-to-process, 27800ms node-to-node, 7hops, 4versions (7 first, 11 discovered)
leader L7 of team T3 discovered at 40890.000000 that M60 is in danger (after 15454ms proces-to-process, 15225ms node-to-node, 7hops, 0versions (12 first, 12 discovered)
leader L7 of team T3 discovered at 22221.000000 that M62 is in danger (after 4140ms proces-to-process, 2036ms node-to-node, 1hops, 1versions (8 first, 9 discovered)
leader L7 of team T3 discovered at 40890.000000 that M63 is in danger (after 16387ms proces-to-process, 14645ms node-to-node, 7hops, 0versions (12 first, 12 discovered)
leader L7 of team T3 never discovered that M64 is in danger from 27010.
leader L7 of team T3 never discovered that M65 is in danger from 25308.
leader L7 of team T3 discovered at 47924.000000 that M66 is in danger (after 19706ms proces-to-process, 18084ms node-to-node, 2hops, 3versions (14 first, 17 discovered)
leader L7 of team T3 discovered at 46462.000000 that M61 is in danger (after 16460ms proces-to-process, 15099ms node-to-node, 2hops, 3versions (14 first, 17 discovered)
leader L7 of team T3 discovered at 47194.000000 that M68 is in danger (after 24470ms proces-to-process, 24055ms node-to-node, 7hops, 3versions (10 first, 13 discovered)
leader L7 of team T3 discovered at 45033.000000 that M69 is in danger (after 24540ms proces-to-process, 21532ms node-to-node, 9hops, 1versions (10 first, 11 discovered)
leader L7 of team T3 discovered at 20710.000000 that M67 is in danger (after 1108ms proces-to-process, 527ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L7 of team T3 never discovered that M59 is in danger from 27050.
leader L7 of team T3 discovered at 32446.000000 that M58 is in danger (after 3485ms proces-to-process, 3254ms node-to-node, 2hops, 1versions (13 first, 14 discovered)
leader L7 of team T3 never discovered that M71 is in danger from 27073.
leader L7 of team T3 discovered at 39734.000000 that M73 is in danger (after 17830ms proces-to-process, 16178ms node-to-node, 8hops, 0versions (10 first, 10 discovered)
leader L7 of team T3 discovered at 46772.000000 that M70 is in danger (after 24461ms proces-to-process, 23248ms node-to-node, 7hops, 2versions (10 first, 12 discovered)
leader L7 of team T3 discovered at 53270.000000 that M75 is in danger (after 31302ms proces-to-process, 29732ms node-to-node, 11hops, 1versions (11 first, 12 discovered)
leader L7 of team T3 never discovered that M76 is in danger from 25280.
leader L0 of team T0 discovered at 30730.000000 that M11 is in danger (after 7317ms proces-to-process, 5783ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L0 of team T0 discovered at 35278.000000 that M17 is in danger (after 6866ms proces-to-process, 5152ms node-to-node, 2hops, 0versions (13 first, 13 discovered)
leader L0 of team T0 discovered at 29528.000000 that M10 is in danger (after 9810ms proces-to-process, 8689ms node-to-node, 3hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 36352.000000 that M16 is in danger (after 14920ms proces-to-process, 10587ms node-to-node, 2hops, 1versions (11 first, 12 discovered)
leader L0 of team T0 discovered at 23509.000000 that M13 is in danger (after 5868ms proces-to-process, 5280ms node-to-node, 3hops, 0versions (8 first, 8 discovered)
leader L0 of team T0 discovered at 33176.000000 that M5 is in danger (after 13619ms proces-to-process, 13276ms node-to-node, 8hops, 3versions (9 first, 12 discovered)
leader L0 of team T0 discovered at 26382.000000 that M4 is in danger (after 4250ms proces-to-process, 4142ms node-to-node, 4hops, 0versions (10 first, 10 discovered)
leader L0 of team T0 discovered at 33176.000000 that M7 is in danger (after 3353ms proces-to-process, 1886ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L0 of team T0 discovered at 33176.000000 that M6 is in danger (after 10705ms proces-to-process, 9082ms node-to-node, 1hops, 1versions (11 first, 12 discovered)
leader L0 of team T0 discovered at 56002.000000 that M1 is in danger (after 31158ms proces-to-process, 30148ms node-to-node, 9hops, 7versions (12 first, 19 discovered)
leader L0 of team T0 never discovered that M0 is in danger from 20638.
leader L0 of team T0 discovered at 29195.000000 that M3 is in danger (after 10432ms proces-to-process, 8804ms node-to-node, 2hops, 1versions (9 first, 10 discovered)
leader L0 of team T0 discovered at 43081.000000 that M2 is in danger (after 15651ms proces-to-process, 13214ms node-to-node, 3hops, 0versions (13 first, 13 discovered)
leader L0 of team T0 discovered at 40221.000000 that M19 is in danger (after 11060ms proces-to-process, 9719ms node-to-node, 2hops, 3versions (14 first, 17 discovered)
leader L0 of team T0 discovered at 29528.000000 that M15 is in danger (after 10458ms proces-to-process, 8944ms node-to-node, 4hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 31697.000000 that M12 is in danger (after 5360ms proces-to-process, 4025ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L0 of team T0 discovered at 49512.000000 that M9 is in danger (after 19154ms proces-to-process, 18695ms node-to-node, 5hops, 5versions (13 first, 18 discovered)
leader L0 of team T0 discovered at 28136.000000 that M8 is in danger (after 10756ms proces-to-process, 10734ms node-to-node, 4hops, 0versions (8 first, 8 discovered)
leader L0 of team T0 discovered at 33176.000000 that M14 is in danger (after 12717ms proces-to-process, 12566ms node-to-node, 5hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 39049.000000 that M11 is in danger (after 15636ms proces-to-process, 13959ms node-to-node, 4hops, 0versions (12 first, 12 discovered)
leader L1 of team T0 discovered at 43193.000000 that M17 is in danger (after 14781ms proces-to-process, 12486ms node-to-node, 5hops, 1versions (13 first, 14 discovered)
leader L1 of team T0 discovered at 31772.000000 that M10 is in danger (after 12054ms proces-to-process, 10549ms node-to-node, 3hops, 4versions (9 first, 13 discovered)
leader L1 of team T0 discovered at 39049.000000 that M16 is in danger (after 17617ms proces-to-process, 13805ms node-to-node, 4hops, 0versions (11 first, 11 discovered)
leader L1 of team T0 discovered at 23759.000000 that M13 is in danger (after 6118ms proces-to-process, 4715ms node-to-node, 2hops, 0versions (8 first, 8 discovered)
leader L1 of team T0 discovered at 20576.000000 that M5 is in danger (after 1019ms proces-to-process, 402ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 32080.000000 that M4 is in danger (after 9948ms proces-to-process, 9762ms node-to-node, 4hops, 2versions (10 first, 12 discovered)
leader L1 of team T0 discovered at 50684.000000 that M7 is in danger (after 20861ms proces-to-process, 19411ms node-to-node, 6hops, 1versions (14 first, 15 discovered)
leader L1 of team T0 never discovered that M6 is in danger from 22471.
leader L1 of team T0 discovered at 27889.000000 that M1 is in danger (after 3045ms proces-to-process, 1689ms node-to-node, 1hops, 1versions (12 first, 13 discovered)
leader L1 of team T0 never discovered that M0 is in danger from 20638.
leader L1 of team T0 discovered at 30722.000000 that M3 is in danger (after 11959ms proces-to-process, 10110ms node-to-node, 3hops, 2versions (9 first, 11 discovered)
leader L1 of team T0 discovered at 34740.000000 that M2 is in danger (after 7310ms proces-to-process, 4512ms node-to-node, 2hops, 0versions (13 first, 13 discovered)
leader L1 of team T0 discovered at 37324.000000 that M19 is in danger (after 8163ms proces-to-process, 6903ms node-to-node, 4hops, 1versions (14 first, 15 discovered)
leader L1 of team T0 discovered at 30722.000000 that M15 is in danger (after 11652ms proces-to-process, 10049ms node-to-node, 3hops, 3versions (9 first, 12 discovered)
leader L1 of team T0 discovered at 41151.000000 that M12 is in danger (after 14814ms proces-to-process, 14272ms node-to-node, 7hops, 1versions (12 first, 13 discovered)
leader L1 of team T0 discovered at 39778.000000 that M9 is in danger (after 9420ms proces-to-process, 8599ms node-to-node, 2hops, 1versions (13 first, 14 discovered)
leader L1 of team T0 discovered at 20576.000000 that M8 is in danger (after 3196ms proces-to-process, 2622ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L1 of team T0 discovered at 35194.000000 that M14 is in danger (after 14735ms proces-to-process, 14652ms node-to-node, 3hops, 2versions (9 first, 11 discovered)
leader L2 of team T1 discovered at 38635.000000 that M32 is in danger (after 17529ms proces-to-process, 15540ms node-to-node, 7hops, 1versions (10 first, 11 discovered)
leader L2 of team T1 discovered at 42085.000000 that M33 is in danger (after 14429ms proces-to-process, 12367ms node-to-node, 2hops, 1versions (13 first, 14 discovered)
leader L2 of team T1 discovered at 37555.000000 that M34 is in danger (after 7231ms proces-to-process, 6055ms node-to-node, 1hops, 1versions (14 first, 15 discovered)
leader L2 of team T1 discovered at 47550.000000 that M28 is in danger (after 22735ms proces-to-process, 20483ms node-to-node, 6hops, 3versions (12 first, 15 discovered)
leader L2 of team T1 discovered at 37020.000000 that M29 is in danger (after 12948ms proces-to-process, 12295ms node-to-node, 2hops, 3versions (11 first, 14 discovered)
leader L2 of team T1 discovered at 36113.000000 that M38 is in danger (after 10357ms proces-to-process, 9774ms node-to-node, 2hops, 0versions (11 first, 11 discovered)
leader L2 of team T1 discovered at 49027.000000 that M24 is in danger (after 18816ms proces-to-process, 15837ms node-to-node, 6hops, 2versions (15 first, 17 discovered)
leader L2 of team T1 discovered at 40461.000000 that M25 is in danger (after 12375ms proces-to-process, 9902ms node-to-node, 1hops, 1versions (14 first, 15 discovered)
leader L2 of team T1 discovered at 47550.000000 that M26 is in danger (after 17231ms proces-to-process, 14288ms node-to-node, 6hops, 1versions (14 first, 15 discovered)
leader L2 of team T1 discovered at 47550.000000 that M27 is in danger (after 24724ms proces-to-process, 21945ms node-to-node, 11hops, 2versions (11 first, 13 discovered)
leader L2 of team T1 never discovered that M20 is in danger from 28238.
leader L2 of team T1 discovered at 37555.000000 that M21 is in danger (after 19908ms proces-to-process, 18909ms node-to-node, 5hops, 4versions (8 first, 12 discovered)
leader L2 of team T1 discovered at 35538.000000 that M22 is in danger (after 15548ms proces-to-process, 14288ms node-to-node, 5hops, 3versions (9 first, 12 discovered)
leader L2 of team T1 discovered at 38635.000000 that M23 is in danger (after 11908ms proces-to-process, 11108ms node-to-node, 4hops, 0versions (12 first, 12 discovered)
leader L2 of team T1 discovered at 35538.000000 that M31 is in danger (after 17877ms proces-to-process, 16629ms node-to-node, 5hops, 2versions (8 first, 10 discovered)
leader L2 of team T1 discovered at 31981.000000 that M18 is in danger (after 15729ms proces-to-process, 14405ms node-to-node, 8hops, 1versions (7 first, 8 discovered)
leader L2 of team T1 discovered at 33914.000000 that M30 is in danger (after 5534ms proces-to-process, 4820ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L2 of team T1 discovered at 35538.000000 that M35 is in danger (after 7663ms proces-to-process, 4160ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L3 of team T1 discovered at 27481.000000 that M32 is in danger (after 6375ms proces-to-process, 4934ms node-to-node, 3hops, 1versions (10 first, 11 discovered)
leader L3 of team T1 discovered at 36941.000000 that M33 is in danger (after 9285ms proces-to-process, 7401ms node-to-node, 4hops, 1versions (13 first, 14 discovered)
leader L3 of team T1 discovered at 39375.000000 that M34 is in danger (after 9051ms proces-to-process, 8070ms node-to-node, 6hops, 1versions (14 first, 15 discovered)
leader L3 of team T1 discovered at 28042.000000 that M28 is in danger (after 3227ms proces-to-process, 921ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L3 of team T1 discovered at 33545.000000 that M29 is in danger (after 9473ms proces-to-process, 8927ms node-to-node, 5hops, 0versions (11 first, 11 discovered)
leader L3 of team T1 discovered at 29664.000000 that M38 is in danger (after 3908ms proces-to-process, 3315ms node-to-node, 4hops, 1versions (11 first, 12 discovered)
leader L3 of team T1 discovered at 38820.000000 that M24 is in danger (after 8609ms proces-to-process, 5596ms node-to-node, 5hops, 0versions (15 first, 15 discovered)
leader L3 of team T1 discovered at 32286.000000 that M25 is in danger (after 4200ms proces-to-process, 1675ms node-to-node, 2hops, 1versions (14 first, 15 discovered)
leader L3 of team T1 discovered at 34281.000000 that M26 is in danger (after 3962ms proces-to-process, 1398ms node-to-node, 1hops, 1versions (14 first, 15 discovered)
leader L3 of team T1 discovered at 25912.000000 that M27 is in danger (after 3086ms proces-to-process, 1010ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L3 of team T1 discovered at 34281.000000 that M20 is in danger (after 6043ms proces-to-process, 3884ms node-to-node, 2hops, 1versions (13 first, 14 discovered)
leader L3 of team T1 discovered at 21884.000000 that M21 is in danger (after 4237ms proces-to-process, 2703ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L3 of team T1 discovered at 24334.000000 that M22 is in danger (after 4344ms proces-to-process, 3022ms node-to-node, 5hops, 0versions (9 first, 9 discovered)
leader L3 of team T1 discovered at 30900.000000 that M23 is in danger (after 4173ms proces-to-process, 2954ms node-to-node, 5hops, 0versions (12 first, 12 discovered)
leader L3 of team T1 discovered at 24644.000000 that M31 is in danger (after 6983ms proces-to-process, 5802ms node-to-node, 4hops, 1versions (8 first, 9 discovered)
leader L3 of team T1 discovered at 17983.000000 that M18 is in danger (after 1731ms proces-to-process, 1007ms node-to-node, 3hops, 0versions (7 first, 7 discovered)
leader L3 of team T1 discovered at 35475.000000 that M30 is in danger (after 7095ms proces-to-process, 6430ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L3 of team T1 discovered at 37342.000000 that M35 is in danger (after 9467ms proces-to-process, 5770ms node-to-node, 5hops, 0versions (14 first, 14 discovered)
leader L21 of team T10 discovered at 41809.000000 that M195 is in danger (after 11727ms proces-to-process, 11125ms node-to-node, 5hops, 0versions (15 first, 15 discovered)
leader L21 of team T10 discovered at 31778.000000 that M194 is in danger (after 15098ms proces-to-process, 11132ms node-to-node, 9hops, 1versions (8 first, 9 discovered)
leader L21 of team T10 discovered at 34950.000000 that M197 is in danger (after 9820ms proces-to-process, 7515ms node-to-node, 5hops, 1versions (12 first, 13 discovered)
leader L21 of team T10 discovered at 35435.000000 that M196 is in danger (after 17575ms proces-to-process, 16852ms node-to-node, 2hops, 1versions (8 first, 9 discovered)
leader L21 of team T10 discovered at 35435.000000 that M191 is in danger (after 15420ms proces-to-process, 14922ms node-to-node, 3hops, 6versions (8 first, 14 discovered)
leader L21 of team T10 discovered at 39402.000000 that M190 is in danger (after 8746ms proces-to-process, 8448ms node-to-node, 2hops, 0versions (15 first, 15 discovered)
leader L21 of team T10 discovered at 36918.000000 that M193 is in danger (after 7353ms proces-to-process, 4730ms node-to-node, 3hops, 0versions (15 first, 15 discovered)
leader L21 of team T10 discovered at 29856.000000 that M192 is in danger (after 7425ms proces-to-process, 5701ms node-to-node, 2hops, 0versions (10 first, 10 discovered)
leader L21 of team T10 discovered at 43350.000000 that M199 is in danger (after 17471ms proces-to-process, 15463ms node-to-node, 6hops, 3versions (12 first, 15 discovered)
leader L21 of team T10 discovered at 40261.000000 that M198 is in danger (after 12959ms proces-to-process, 12472ms node-to-node, 8hops, 2versions (12 first, 14 discovered)
leader L21 of team T10 discovered at 24970.000000 that M188 is in danger (after 6632ms proces-to-process, 5456ms node-to-node, 3hops, 0versions (8 first, 8 discovered)
leader L21 of team T10 discovered at 24970.000000 that M189 is in danger (after 8788ms proces-to-process, 7230ms node-to-node, 3hops, 0versions (7 first, 7 discovered)
leader L21 of team T10 discovered at 38666.000000 that M200 is in danger (after 20013ms proces-to-process, 17951ms node-to-node, 5hops, 3versions (9 first, 12 discovered)
leader L21 of team T10 discovered at 31296.000000 that M180 is in danger (after 9938ms proces-to-process, 9325ms node-to-node, 5hops, 2versions (9 first, 11 discovered)
leader L21 of team T10 discovered at 44939.000000 that M202 is in danger (after 19631ms proces-to-process, 17881ms node-to-node, 7hops, 3versions (12 first, 15 discovered)
leader L21 of team T10 discovered at 29856.000000 that M186 is in danger (after 6043ms proces-to-process, 4042ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
