Config: 
--------------------------------------------
leader L16 of team T8 discovered at 40795.000000 that M152 is in danger (after 12307ms proces-to-process, 11280ms node-to-node, 7hops, 0versions (13 first, 13 discovered)
leader L10 of team T5 discovered at 25475.000000 that M97 is in danger (after 5483ms proces-to-process, 3234ms node-to-node, 2hops, 1versions (9 first, 10 discovered)
leader L10 of team T5 discovered at 29103.000000 that M96 is in danger (after 1129ms proces-to-process, 606ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L10 of team T5 discovered at 37093.000000 that M112 is in danger (after 14750ms proces-to-process, 12075ms node-to-node, 5hops, 3versions (11 first, 14 discovered)
leader L10 of team T5 discovered at 44544.000000 that M102 is in danger (after 16731ms proces-to-process, 16128ms node-to-node, 5hops, 4versions (13 first, 17 discovered)
leader L11 of team T5 discovered at 22804.000000 that M99 is in danger (after 2279ms proces-to-process, 33ms node-to-node, 1hops, 0versions (10 first, 10 discovered)
leader L11 of team T5 discovered at 39508.000000 that M98 is in danger (after 16655ms proces-to-process, 16496ms node-to-node, 9hops, 2versions (10 first, 12 discovered)
leader L11 of team T5 discovered at 32950.000000 that M100 is in danger (after 11426ms proces-to-process, 9905ms node-to-node, 5hops, 0versions (11 first, 11 discovered)
leader L11 of team T5 discovered at 39508.000000 that M101 is in danger (after 14004ms proces-to-process, 13031ms node-to-node, 7hops, 3versions (11 first, 14 discovered)
leader L11 of team T5 never discovered that M106 is in danger from 23899.
leader L11 of team T5 discovered at 47741.000000 that M107 is in danger (after 31399ms proces-to-process, 29819ms node-to-node, 11hops, 8versions (8 first, 16 discovered)
leader L11 of team T5 discovered at 44388.000000 that M104 is in danger (after 21344ms proces-to-process, 17465ms node-to-node, 14hops, 0versions (12 first, 12 discovered)
leader L11 of team T5 discovered at 41411.000000 that M103 is in danger (after 21472ms proces-to-process, 19634ms node-to-node, 9hops, 4versions (10 first, 14 discovered)
leader L11 of team T5 discovered at 51955.000000 that M91 is in danger (after 22146ms proces-to-process, 19377ms node-to-node, 5hops, 5versions (15 first, 20 discovered)
leader L11 of team T5 never discovered that M111 is in danger from 19564.
leader L11 of team T5 never discovered that M108 is in danger from 18594.
leader L11 of team T5 discovered at 52782.000000 that M105 is in danger (after 32163ms proces-to-process, 29326ms node-to-node, 8hops, 8versions (10 first, 18 discovered)
leader L11 of team T5 discovered at 29686.000000 that M95 is in danger (after 4090ms proces-to-process, 1591ms node-to-node, 2hops, 1versions (12 first, 13 discovered)
leader L11 of team T5 discovered at 39508.000000 that M110 is in danger (after 8932ms proces-to-process, 8143ms node-to-node, 6hops, 0versions (14 first, 14 discovered)
leader L11 of team T5 discovered at 43050.000000 that M97 is in danger (after 23058ms proces-to-process, 20809ms node-to-node, 9hops, 6versions (9 first, 15 discovered)
leader L11 of team T5 discovered at 38987.000000 that M96 is in danger (after 11013ms proces-to-process, 10946ms node-to-node, 6hops, 1versions (13 first, 14 discovered)
leader L11 of team T5 discovered at 38987.000000 that M112 is in danger (after 16644ms proces-to-process, 13801ms node-to-node, 7hops, 3versions (11 first, 14 discovered)
leader L11 of team T5 discovered at 55648.000000 that M102 is in danger (after 27835ms proces-to-process, 27131ms node-to-node, 6hops, 8versions (13 first, 21 discovered)
leader L4 of team T2 discovered at 31665.000000 that M55 is in danger (after 15410ms proces-to-process, 14895ms node-to-node, 10hops, 0versions (7 first, 7 discovered)
leader L4 of team T2 discovered at 30863.000000 that M52 is in danger (after 7150ms proces-to-process, 6253ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L4 of team T2 discovered at 35712.000000 that M48 is in danger (after 15919ms proces-to-process, 14254ms node-to-node, 4hops, 2versions (9 first, 11 discovered)
leader L4 of team T2 discovered at 41570.000000 that M49 is in danger (after 22971ms proces-to-process, 20011ms node-to-node, 5hops, 4versions (9 first, 13 discovered)
leader L4 of team T2 discovered at 33581.000000 that M51 is in danger (after 12912ms proces-to-process, 10726ms node-to-node, 3hops, 2versions (10 first, 12 discovered)
leader L4 of team T2 discovered at 42628.000000 that M50 is in danger (after 25627ms proces-to-process, 24004ms node-to-node, 11hops, 6versions (8 first, 14 discovered)
leader L4 of team T2 discovered at 32520.000000 that M53 is in danger (after 16846ms proces-to-process, 15422ms node-to-node, 6hops, 5versions (7 first, 12 discovered)
leader L4 of team T2 discovered at 40123.000000 that M38 is in danger (after 14367ms proces-to-process, 14068ms node-to-node, 2hops, 1versions (11 first, 12 discovered)
leader L4 of team T2 discovered at 28514.000000 that M37 is in danger (after 5582ms proces-to-process, 3681ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L4 of team T2 discovered at 24538.000000 that M43 is in danger (after 3403ms proces-to-process, 593ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L4 of team T2 discovered at 46426.000000 that M41 is in danger (after 19199ms proces-to-process, 17867ms node-to-node, 3hops, 7versions (12 first, 19 discovered)
leader L4 of team T2 discovered at 27632.000000 that M46 is in danger (after 2129ms proces-to-process, 1711ms node-to-node, 2hops, 0versions (12 first, 12 discovered)
leader L4 of team T2 discovered at 29057.000000 that M47 is in danger (after 11634ms proces-to-process, 9630ms node-to-node, 2hops, 2versions (8 first, 10 discovered)
leader L4 of team T2 discovered at 47997.000000 that M44 is in danger (after 23582ms proces-to-process, 21832ms node-to-node, 8hops, 7versions (11 first, 18 discovered)
leader L4 of team T2 never discovered that M45 is in danger from 22388.
leader L4 of team T2 discovered at 31665.000000 that M42 is in danger (after 1814ms proces-to-process, 312ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L4 of team T2 discovered at 32520.000000 that M57 is in danger (after 6638ms proces-to-process, 6177ms node-to-node, 7hops, 0versions (12 first, 12 discovered)
leader L4 of team T2 discovered at 32520.000000 that M54 is in danger (after 14007ms proces-to-process, 12490ms node-to-node, 6hops, 2versions (8 first, 10 discovered)
leader L5 of team T2 discovered at 17478.000000 that M55 is in danger (after 1223ms proces-to-process, 296ms node-to-node, 2hops, 0versions (7 first, 7 discovered)
leader L5 of team T2 discovered at 39527.000000 that M52 is in danger (after 15814ms proces-to-process, 14786ms node-to-node, 10hops, 0versions (11 first, 11 discovered)
leader L5 of team T2 discovered at 41672.000000 that M48 is in danger (after 21879ms proces-to-process, 20394ms node-to-node, 11hops, 5versions (9 first, 14 discovered)
leader L5 of team T2 discovered at 42483.000000 that M49 is in danger (after 23884ms proces-to-process, 20919ms node-to-node, 10hops, 4versions (9 first, 13 discovered)
leader L5 of team T2 discovered at 36590.000000 that M51 is in danger (after 15921ms proces-to-process, 13611ms node-to-node, 2hops, 3versions (10 first, 13 discovered)
leader L5 of team T2 discovered at 18935.000000 that M50 is in danger (after 1934ms proces-to-process, 117ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L5 of team T2 discovered at 35022.000000 that M53 is in danger (after 19348ms proces-to-process, 18082ms node-to-node, 8hops, 4versions (7 first, 11 discovered)
leader L5 of team T2 never discovered that M38 is in danger from 25756.
leader L5 of team T2 discovered at 35022.000000 that M37 is in danger (after 12090ms proces-to-process, 10460ms node-to-node, 9hops, 1versions (11 first, 12 discovered)
leader L5 of team T2 discovered at 36590.000000 that M43 is in danger (after 15455ms proces-to-process, 12034ms node-to-node, 9hops, 0versions (11 first, 11 discovered)
leader L5 of team T2 discovered at 55583.000000 that M41 is in danger (after 28356ms proces-to-process, 26714ms node-to-node, 10hops, 3versions (12 first, 15 discovered)
leader L5 of team T2 discovered at 51185.000000 that M46 is in danger (after 25682ms proces-to-process, 24704ms node-to-node, 3hops, 9versions (12 first, 21 discovered)
leader L5 of team T2 discovered at 41672.000000 that M47 is in danger (after 24249ms proces-to-process, 22101ms node-to-node, 5hops, 1versions (8 first, 9 discovered)
leader L5 of team T2 discovered at 43305.000000 that M44 is in danger (after 18890ms proces-to-process, 17370ms node-to-node, 9hops, 4versions (11 first, 15 discovered)
leader L5 of team T2 never discovered that M45 is in danger from 22388.
leader L5 of team T2 discovered at 47614.000000 that M42 is in danger (after 17763ms proces-to-process, 16498ms node-to-node, 4hops, 4versions (14 first, 18 discovered)
leader L5 of team T2 discovered at 45890.000000 that M57 is in danger (after 20008ms proces-to-process, 19845ms node-to-node, 7hops, 2versions (12 first, 14 discovered)
leader L5 of team T2 discovered at 58359.000000 that M54 is in danger (after 39846ms proces-to-process, 38739ms node-to-node, 7hops, 9versions (8 first, 17 discovered)
leader L6 of team T3 discovered at 57373.000000 that M60 is in danger (after 31937ms proces-to-process, 31825ms node-to-node, 8hops, 6versions (12 first, 18 discovered)
leader L6 of team T3 discovered at 50172.000000 that M61 is in danger (after 20170ms proces-to-process, 18839ms node-to-node, 7hops, 2versions (14 first, 16 discovered)
leader L6 of team T3 discovered at 39424.000000 that M62 is in danger (after 21343ms proces-to-process, 19240ms node-to-node, 5hops, 6versions (8 first, 14 discovered)
leader L6 of team T3 discovered at 40160.000000 that M56 is in danger (after 21038ms proces-to-process, 18868ms node-to-node, 9hops, 0versions (9 first, 9 discovered)
leader L6 of team T3 discovered at 47291.000000 that M64 is in danger (after 20281ms proces-to-process, 19763ms node-to-node, 11hops, 1versions (13 first, 14 discovered)
leader L6 of team T3 discovered at 41984.000000 that M65 is in danger (after 16676ms proces-to-process, 15684ms node-to-node, 6hops, 0versions (12 first, 12 discovered)
leader L6 of team T3 discovered at 47291.000000 that M66 is in danger (after 19073ms proces-to-process, 17190ms node-to-node, 5hops, 5versions (14 first, 19 discovered)
leader L6 of team T3 discovered at 29589.000000 that M67 is in danger (after 9987ms proces-to-process, 9689ms node-to-node, 6hops, 0versions (8 first, 8 discovered)
leader L6 of team T3 discovered at 36817.000000 that M68 is in danger (after 14093ms proces-to-process, 13395ms node-to-node, 8hops, 2versions (10 first, 12 discovered)
leader L6 of team T3 discovered at 40947.000000 that M69 is in danger (after 20454ms proces-to-process, 17866ms node-to-node, 2hops, 6versions (10 first, 16 discovered)
leader L6 of team T3 discovered at 41984.000000 that M74 is in danger (after 18337ms proces-to-process, 16867ms node-to-node, 7hops, 3versions (12 first, 15 discovered)
leader L6 of team T3 never discovered that M59 is in danger from 27050.
leader L6 of team T3 discovered at 36817.000000 that M58 is in danger (after 7856ms proces-to-process, 7655ms node-to-node, 4hops, 0versions (13 first, 13 discovered)
leader L6 of team T3 discovered at 39318.000000 that M71 is in danger (after 12245ms proces-to-process, 9898ms node-to-node, 3hops, 0versions (13 first, 13 discovered)
leader L6 of team T3 discovered at 46197.000000 that M72 is in danger (after 16613ms proces-to-process, 14480ms node-to-node, 4hops, 2versions (14 first, 16 discovered)
leader L6 of team T3 discovered at 24682.000000 that M73 is in danger (after 2778ms proces-to-process, 1298ms node-to-node, 2hops, 0versions (10 first, 10 discovered)
leader L6 of team T3 discovered at 53346.000000 that M63 is in danger (after 28843ms proces-to-process, 26817ms node-to-node, 9hops, 6versions (12 first, 18 discovered)
leader L6 of team T3 discovered at 30839.000000 that M70 is in danger (after 8528ms proces-to-process, 7175ms node-to-node, 2hops, 0versions (10 first, 10 discovered)
leader L7 of team T3 discovered at 30351.000000 that M60 is in danger (after 4915ms proces-to-process, 4817ms node-to-node, 1hops, 1versions (12 first, 13 discovered)
leader L7 of team T3 discovered at 45033.000000 that M61 is in danger (after 15031ms proces-to-process, 13710ms node-to-node, 2hops, 3versions (14 first, 17 discovered)
leader L7 of team T3 discovered at 35108.000000 that M62 is in danger (after 17027ms proces-to-process, 14479ms node-to-node, 5hops, 1versions (8 first, 9 discovered)
leader L7 of team T3 discovered at 22983.000000 that M56 is in danger (after 3861ms proces-to-process, 1829ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L7 of team T3 discovered at 28682.000000 that M64 is in danger (after 1672ms proces-to-process, 1376ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L7 of team T3 discovered at 36185.000000 that M65 is in danger (after 10877ms proces-to-process, 10195ms node-to-node, 1hops, 2versions (12 first, 14 discovered)
leader L7 of team T3 discovered at 46462.000000 that M66 is in danger (after 18244ms proces-to-process, 16173ms node-to-node, 2hops, 1versions (14 first, 15 discovered)
leader L7 of team T3 discovered at 35108.000000 that M67 is in danger (after 15506ms proces-to-process, 15046ms node-to-node, 4hops, 3versions (8 first, 11 discovered)
leader L7 of team T3 discovered at 25198.000000 that M68 is in danger (after 2474ms proces-to-process, 2029ms node-to-node, 8hops, 0versions (10 first, 10 discovered)
leader L7 of team T3 discovered at 37728.000000 that M69 is in danger (after 17235ms proces-to-process, 14641ms node-to-node, 9hops, 0versions (10 first, 10 discovered)
leader L7 of team T3 discovered at 50249.000000 that M74 is in danger (after 26602ms proces-to-process, 24610ms node-to-node, 7hops, 6versions (12 first, 18 discovered)
leader L7 of team T3 discovered at 33161.000000 that M59 is in danger (after 6111ms proces-to-process, 4270ms node-to-node, 2hops, 1versions (14 first, 15 discovered)
leader L7 of team T3 discovered at 40135.000000 that M58 is in danger (after 11174ms proces-to-process, 10752ms node-to-node, 9hops, 0versions (13 first, 13 discovered)
leader L7 of team T3 discovered at 46772.000000 that M71 is in danger (after 19699ms proces-to-process, 17755ms node-to-node, 2hops, 5versions (13 first, 18 discovered)
leader L7 of team T3 discovered at 46772.000000 that M72 is in danger (after 17188ms proces-to-process, 14771ms node-to-node, 5hops, 1versions (14 first, 15 discovered)
leader L7 of team T3 discovered at 43024.000000 that M73 is in danger (after 21120ms proces-to-process, 19715ms node-to-node, 7hops, 3versions (10 first, 13 discovered)
leader L7 of team T3 discovered at 30055.000000 that M63 is in danger (after 5552ms proces-to-process, 3798ms node-to-node, 2hops, 1versions (12 first, 13 discovered)
leader L7 of team T3 discovered at 35108.000000 that M70 is in danger (after 12797ms proces-to-process, 11343ms node-to-node, 2hops, 1versions (10 first, 11 discovered)
leader L0 of team T0 discovered at 44631.000000 that M11 is in danger (after 21218ms proces-to-process, 19352ms node-to-node, 5hops, 1versions (12 first, 13 discovered)
leader L0 of team T0 discovered at 33639.000000 that M21 is in danger (after 15992ms proces-to-process, 14663ms node-to-node, 2hops, 3versions (8 first, 11 discovered)
leader L0 of team T0 discovered at 50716.000000 that M17 is in danger (after 22304ms proces-to-process, 20048ms node-to-node, 5hops, 1versions (13 first, 14 discovered)
leader L0 of team T0 discovered at 31697.000000 that M10 is in danger (after 11979ms proces-to-process, 10720ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 27082.000000 that M16 is in danger (after 5650ms proces-to-process, 1654ms node-to-node, 1hops, 1versions (11 first, 12 discovered)
leader L0 of team T0 discovered at 40916.000000 that M13 is in danger (after 23275ms proces-to-process, 22370ms node-to-node, 7hops, 4versions (8 first, 12 discovered)
leader L0 of team T0 discovered at 26382.000000 that M18 is in danger (after 10130ms proces-to-process, 8963ms node-to-node, 3hops, 2versions (7 first, 9 discovered)
leader L0 of team T0 discovered at 27082.000000 that M5 is in danger (after 7525ms proces-to-process, 7172ms node-to-node, 5hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 50001.000000 that M4 is in danger (after 27869ms proces-to-process, 27779ms node-to-node, 11hops, 7versions (10 first, 17 discovered)
leader L0 of team T0 discovered at 41878.000000 that M7 is in danger (after 12055ms proces-to-process, 10510ms node-to-node, 7hops, 1versions (14 first, 15 discovered)
leader L0 of team T0 discovered at 44032.000000 that M6 is in danger (after 21561ms proces-to-process, 20063ms node-to-node, 10hops, 4versions (11 first, 15 discovered)
leader L0 of team T0 discovered at 58666.000000 that M1 is in danger (after 33822ms proces-to-process, 32743ms node-to-node, 8hops, 9versions (12 first, 21 discovered)
leader L0 of team T0 discovered at 50001.000000 that M0 is in danger (after 29363ms proces-to-process, 28876ms node-to-node, 9hops, 6versions (9 first, 15 discovered)
leader L0 of team T0 discovered at 44032.000000 that M3 is in danger (after 25269ms proces-to-process, 23550ms node-to-node, 7hops, 3versions (9 first, 12 discovered)
leader L0 of team T0 discovered at 57589.000000 that M2 is in danger (after 30159ms proces-to-process, 28062ms node-to-node, 5hops, 8versions (13 first, 21 discovered)
leader L0 of team T0 discovered at 24857.000000 that M15 is in danger (after 5787ms proces-to-process, 4251ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 34944.000000 that M12 is in danger (after 8607ms proces-to-process, 8182ms node-to-node, 2hops, 0versions (12 first, 12 discovered)
leader L0 of team T0 discovered at 47485.000000 that M9 is in danger (after 17127ms proces-to-process, 16258ms node-to-node, 10hops, 1versions (13 first, 14 discovered)
leader L0 of team T0 discovered at 39767.000000 that M8 is in danger (after 22387ms proces-to-process, 22376ms node-to-node, 4hops, 5versions (8 first, 13 discovered)
leader L0 of team T0 discovered at 36797.000000 that M14 is in danger (after 16338ms proces-to-process, 16101ms node-to-node, 11hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 43193.000000 that M11 is in danger (after 19780ms proces-to-process, 17912ms node-to-node, 2hops, 5versions (12 first, 17 discovered)
leader L1 of team T0 discovered at 34740.000000 that M21 is in danger (after 17093ms proces-to-process, 15668ms node-to-node, 3hops, 3versions (8 first, 11 discovered)
leader L1 of team T0 discovered at 52762.000000 that M17 is in danger (after 24350ms proces-to-process, 22594ms node-to-node, 6hops, 1versions (13 first, 14 discovered)
leader L1 of team T0 discovered at 28370.000000 that M10 is in danger (after 8652ms proces-to-process, 7396ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 29745.000000 that M16 is in danger (after 8313ms proces-to-process, 4156ms node-to-node, 2hops, 1versions (11 first, 12 discovered)
leader L1 of team T0 discovered at 34740.000000 that M13 is in danger (after 17099ms proces-to-process, 16362ms node-to-node, 7hops, 4versions (8 first, 12 discovered)
leader L1 of team T0 discovered at 29037.000000 that M18 is in danger (after 12785ms proces-to-process, 12013ms node-to-node, 4hops, 2versions (7 first, 9 discovered)
leader L1 of team T0 discovered at 24969.000000 that M5 is in danger (after 5412ms proces-to-process, 5198ms node-to-node, 4hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 32080.000000 that M4 is in danger (after 9948ms proces-to-process, 9808ms node-to-node, 9hops, 0versions (10 first, 10 discovered)
leader L1 of team T0 discovered at 37851.000000 that M7 is in danger (after 8028ms proces-to-process, 6520ms node-to-node, 6hops, 1versions (14 first, 15 discovered)
leader L1 of team T0 discovered at 33220.000000 that M6 is in danger (after 10749ms proces-to-process, 8977ms node-to-node, 5hops, 1versions (11 first, 12 discovered)
leader L1 of team T0 discovered at 57540.000000 that M1 is in danger (after 32696ms proces-to-process, 31382ms node-to-node, 9hops, 11versions (12 first, 23 discovered)
leader L1 of team T0 discovered at 27889.000000 that M0 is in danger (after 7251ms proces-to-process, 6428ms node-to-node, 7hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 43193.000000 that M3 is in danger (after 24430ms proces-to-process, 22696ms node-to-node, 7hops, 7versions (9 first, 16 discovered)
leader L1 of team T0 discovered at 53519.000000 that M2 is in danger (after 26089ms proces-to-process, 24057ms node-to-node, 4hops, 8versions (13 first, 21 discovered)
leader L1 of team T0 discovered at 23759.000000 that M15 is in danger (after 4689ms proces-to-process, 2721ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 35194.000000 that M12 is in danger (after 8857ms proces-to-process, 8280ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L1 of team T0 discovered at 43193.000000 that M9 is in danger (after 12835ms proces-to-process, 12365ms node-to-node, 9hops, 1versions (13 first, 14 discovered)
leader L1 of team T0 discovered at 34740.000000 that M8 is in danger (after 17360ms proces-to-process, 16797ms node-to-node, 8hops, 0versions (8 first, 8 discovered)
leader L1 of team T0 discovered at 31772.000000 that M14 is in danger (after 11313ms proces-to-process, 11294ms node-to-node, 10hops, 0versions (9 first, 9 discovered)
leader L2 of team T1 discovered at 42085.000000 that M33 is in danger (after 14429ms proces-to-process, 12376ms node-to-node, 2hops, 6versions (13 first, 19 discovered)
leader L2 of team T1 discovered at 43326.000000 that M34 is in danger (after 13002ms proces-to-process, 12023ms node-to-node, 4hops, 2versions (14 first, 16 discovered)
leader L2 of team T1 discovered at 31981.000000 that M28 is in danger (after 7166ms proces-to-process, 4419ms node-to-node, 6hops, 0versions (12 first, 12 discovered)
leader L2 of team T1 discovered at 28631.000000 that M29 is in danger (after 4559ms proces-to-process, 3214ms node-to-node, 6hops, 0versions (11 first, 11 discovered)
leader L2 of team T1 discovered at 32655.000000 that M39 is in danger (after 9062ms proces-to-process, 7136ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L2 of team T1 discovered at 35538.000000 that M24 is in danger (after 5327ms proces-to-process, 2340ms node-to-node, 2hops, 1versions (15 first, 16 discovered)
leader L2 of team T1 discovered at 37020.000000 that M25 is in danger (after 8934ms proces-to-process, 6939ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L2 of team T1 discovered at 33056.000000 that M26 is in danger (after 2737ms proces-to-process, 566ms node-to-node, 1hops, 1versions (14 first, 15 discovered)
leader L2 of team T1 discovered at 26233.000000 that M27 is in danger (after 3407ms proces-to-process, 1407ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L2 of team T1 discovered at 40461.000000 that M20 is in danger (after 12223ms proces-to-process, 10034ms node-to-node, 6hops, 2versions (13 first, 15 discovered)
leader L2 of team T1 discovered at 25135.000000 that M32 is in danger (after 4029ms proces-to-process, 3111ms node-to-node, 4hops, 0versions (10 first, 10 discovered)
leader L2 of team T1 discovered at 29066.000000 that M22 is in danger (after 9076ms proces-to-process, 7746ms node-to-node, 7hops, 2versions (9 first, 11 discovered)
leader L2 of team T1 discovered at 33914.000000 that M23 is in danger (after 7187ms proces-to-process, 6166ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L2 of team T1 discovered at 29867.000000 that M40 is in danger (after 6602ms proces-to-process, 4094ms node-to-node, 6hops, 0versions (12 first, 12 discovered)
leader L2 of team T1 discovered at 27314.000000 that M31 is in danger (after 9653ms proces-to-process, 8041ms node-to-node, 2hops, 1versions (8 first, 9 discovered)
leader L2 of team T1 discovered at 21055.000000 that M36 is in danger (after 5410ms proces-to-process, 3000ms node-to-node, 4hops, 1versions (7 first, 8 discovered)
leader L2 of team T1 discovered at 42971.000000 that M19 is in danger (after 13810ms proces-to-process, 12199ms node-to-node, 11hops, 3versions (14 first, 17 discovered)
leader L2 of team T1 discovered at 37555.000000 that M30 is in danger (after 9175ms proces-to-process, 8145ms node-to-node, 5hops, 3versions (13 first, 16 discovered)
leader L2 of team T1 discovered at 40461.000000 that M35 is in danger (after 12586ms proces-to-process, 9177ms node-to-node, 9hops, 0versions (14 first, 14 discovered)
leader L3 of team T1 discovered at 48256.000000 that M33 is in danger (after 20600ms proces-to-process, 18819ms node-to-node, 7hops, 2versions (13 first, 15 discovered)
leader L3 of team T1 discovered at 36941.000000 that M34 is in danger (after 6617ms proces-to-process, 5536ms node-to-node, 2hops, 1versions (14 first, 15 discovered)
leader L3 of team T1 never discovered that M28 is in danger from 24815.
leader L3 of team T1 never discovered that M29 is in danger from 24072.
leader L3 of team T1 discovered at 34281.000000 that M39 is in danger (after 10688ms proces-to-process, 8279ms node-to-node, 2hops, 1versions (12 first, 13 discovered)
leader L3 of team T1 discovered at 55527.000000 that M24 is in danger (after 25316ms proces-to-process, 22153ms node-to-node, 7hops, 4versions (15 first, 19 discovered)
leader L3 of team T1 never discovered that M25 is in danger from 28086.
leader L3 of team T1 discovered at 56163.000000 that M26 is in danger (after 25844ms proces-to-process, 23318ms node-to-node, 9hops, 3versions (14 first, 17 discovered)
leader L3 of team T1 discovered at 42982.000000 that M27 is in danger (after 20156ms proces-to-process, 18224ms node-to-node, 6hops, 3versions (11 first, 14 discovered)
leader L3 of team T1 discovered at 55527.000000 that M20 is in danger (after 27289ms proces-to-process, 25169ms node-to-node, 12hops, 1versions (13 first, 14 discovered)
leader L3 of team T1 discovered at 42982.000000 that M32 is in danger (after 21876ms proces-to-process, 20152ms node-to-node, 4hops, 2versions (10 first, 12 discovered)
leader L3 of team T1 never discovered that M22 is in danger from 19990.
leader L3 of team T1 discovered at 47034.000000 that M23 is in danger (after 20307ms proces-to-process, 19791ms node-to-node, 10hops, 0versions (12 first, 12 discovered)
leader L3 of team T1 discovered at 47034.000000 that M40 is in danger (after 23769ms proces-to-process, 21014ms node-to-node, 11hops, 0versions (12 first, 12 discovered)
leader L3 of team T1 discovered at 35988.000000 that M31 is in danger (after 18327ms proces-to-process, 17103ms node-to-node, 4hops, 0versions (8 first, 8 discovered)
leader L3 of team T1 discovered at 35988.000000 that M36 is in danger (after 20343ms proces-to-process, 17711ms node-to-node, 8hops, 3versions (7 first, 10 discovered)
leader L3 of team T1 never discovered that M19 is in danger from 29161.
leader L3 of team T1 discovered at 48735.000000 that M30 is in danger (after 20355ms proces-to-process, 19733ms node-to-node, 3hops, 5versions (13 first, 18 discovered)
leader L3 of team T1 discovered at 35475.000000 that M35 is in danger (after 7600ms proces-to-process, 3669ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L21 of team T10 discovered at 51190.000000 that M195 is in danger (after 21108ms proces-to-process, 20202ms node-to-node, 7hops, 2versions (15 first, 17 discovered)
leader L21 of team T10 discovered at 57176.000000 that M194 is in danger (after 40496ms proces-to-process, 36680ms node-to-node, 6hops, 15versions (8 first, 23 discovered)
leader L21 of team T10 discovered at 41343.000000 that M197 is in danger (after 16213ms proces-to-process, 14120ms node-to-node, 4hops, 0versions (12 first, 12 discovered)
leader L21 of team T10 discovered at 45490.000000 that M196 is in danger (after 27630ms proces-to-process, 26705ms node-to-node, 5hops, 7versions (8 first, 15 discovered)
leader L21 of team T10 discovered at 38666.000000 that M191 is in danger (after 18651ms proces-to-process, 18061ms node-to-node, 6hops, 3versions (8 first, 11 discovered)
leader L21 of team T10 never discovered that M190 is in danger from 30656.
leader L21 of team T10 discovered at 47337.000000 that M193 is in danger (after 17772ms proces-to-process, 14916ms node-to-node, 7hops, 2versions (15 first, 17 discovered)
leader L21 of team T10 discovered at 42256.000000 that M192 is in danger (after 19825ms proces-to-process, 18479ms node-to-node, 10hops, 3versions (10 first, 13 discovered)
leader L21 of team T10 discovered at 44939.000000 that M199 is in danger (after 19060ms proces-to-process, 16229ms node-to-node, 8hops, 3versions (12 first, 15 discovered)
leader L21 of team T10 discovered at 44005.000000 that M198 is in danger (after 16703ms proces-to-process, 16668ms node-to-node, 8hops, 3versions (12 first, 15 discovered)
leader L21 of team T10 discovered at 46777.000000 that M202 is in danger (after 21469ms proces-to-process, 19786ms node-to-node, 4hops, 2versions (12 first, 14 discovered)
leader L21 of team T10 discovered at 51190.000000 that M188 is in danger (after 32852ms proces-to-process, 31854ms node-to-node, 1hops, 13versions (8 first, 21 discovered)
leader L21 of team T10 never discovered that M189 is in danger from 16182.
leader L21 of team T10 discovered at 52492.000000 that M201 is in danger (after 29595ms proces-to-process, 26031ms node-to-node, 7hops, 10versions (11 first, 21 discovered)
leader L21 of team T10 discovered at 38666.000000 that M200 is in danger (after 20013ms proces-to-process, 17525ms node-to-node, 6hops, 2versions (9 first, 11 discovered)
leader L21 of team T10 discovered at 48457.000000 that M181 is in danger (after 23120ms proces-to-process, 20683ms node-to-node, 10hops, 2versions (13 first, 15 discovered)
leader L21 of team T10 discovered at 48457.000000 that M186 is in danger (after 24644ms proces-to-process, 22944ms node-to-node, 9hops, 4versions (11 first, 15 discovered)
leader L21 of team T10 discovered at 26156.000000 that M187 is in danger (after 10465ms proces-to-process, 8104ms node-to-node, 6hops, 0versions (7 first, 7 discovered)
leader L21 of team T10 never discovered that M184 is in danger from 23057.
leader L21 of team T10 discovered at 52492.000000 that M185 is in danger (after 31107ms proces-to-process, 28363ms node-to-node, 7hops, 6versions (10 first, 16 discovered)
