Config: 
--------------------------------------------
leader L16 of team T8 discovered at 57247.000000 that M150 is in danger (after 36058ms proces-to-process, 35774ms node-to-node, 2hops, 11versions (10 first, 21 discovered)
leader L10 of team T5 discovered at 25475.000000 that M103 is in danger (after 5536ms proces-to-process, 3659ms node-to-node, 3hops, 2versions (10 first, 12 discovered)
leader L10 of team T5 discovered at 37734.000000 that M91 is in danger (after 7925ms proces-to-process, 5371ms node-to-node, 1hops, 1versions (15 first, 16 discovered)
leader L10 of team T5 discovered at 41501.000000 that M111 is in danger (after 21937ms proces-to-process, 19181ms node-to-node, 4hops, 4versions (10 first, 14 discovered)
leader L10 of team T5 discovered at 30622.000000 that M105 is in danger (after 10003ms proces-to-process, 7740ms node-to-node, 2hops, 2versions (10 first, 12 discovered)
leader L10 of team T5 discovered at 31189.000000 that M95 is in danger (after 5593ms proces-to-process, 3462ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L10 of team T5 discovered at 30622.000000 that M94 is in danger (after 3925ms proces-to-process, 3641ms node-to-node, 1hops, 1versions (12 first, 13 discovered)
leader L10 of team T5 discovered at 39089.000000 that M97 is in danger (after 19097ms proces-to-process, 16651ms node-to-node, 3hops, 0versions (9 first, 9 discovered)
leader L10 of team T5 discovered at 37734.000000 that M96 is in danger (after 9760ms proces-to-process, 9515ms node-to-node, 2hops, 0versions (13 first, 13 discovered)
leader L10 of team T5 discovered at 39089.000000 that M110 is in danger (after 8513ms proces-to-process, 8145ms node-to-node, 3hops, 0versions (14 first, 14 discovered)
leader L10 of team T5 discovered at 43493.000000 that M102 is in danger (after 15680ms proces-to-process, 15250ms node-to-node, 3hops, 0versions (13 first, 13 discovered)
leader L11 of team T5 discovered at 35058.000000 that M99 is in danger (after 14533ms proces-to-process, 12251ms node-to-node, 11hops, 0versions (10 first, 10 discovered)
leader L11 of team T5 discovered at 43467.000000 that M98 is in danger (after 20614ms proces-to-process, 20223ms node-to-node, 9hops, 4versions (10 first, 14 discovered)
leader L11 of team T5 discovered at 33985.000000 that M100 is in danger (after 12461ms proces-to-process, 10123ms node-to-node, 5hops, 1versions (11 first, 12 discovered)
leader L11 of team T5 discovered at 40404.000000 that M101 is in danger (after 14900ms proces-to-process, 13834ms node-to-node, 6hops, 2versions (11 first, 13 discovered)
leader L11 of team T5 discovered at 39508.000000 that M106 is in danger (after 15609ms proces-to-process, 14253ms node-to-node, 4hops, 2versions (11 first, 13 discovered)
leader L11 of team T5 discovered at 26593.000000 that M107 is in danger (after 10251ms proces-to-process, 8693ms node-to-node, 8hops, 1versions (8 first, 9 discovered)
leader L11 of team T5 discovered at 37487.000000 that M104 is in danger (after 14443ms proces-to-process, 11183ms node-to-node, 6hops, 0versions (12 first, 12 discovered)
leader L11 of team T5 discovered at 31029.000000 that M103 is in danger (after 11090ms proces-to-process, 8906ms node-to-node, 7hops, 2versions (10 first, 12 discovered)
leader L11 of team T5 discovered at 35058.000000 that M91 is in danger (after 5249ms proces-to-process, 2580ms node-to-node, 4hops, 1versions (15 first, 16 discovered)
leader L11 of team T5 discovered at 42001.000000 that M111 is in danger (after 22437ms proces-to-process, 19606ms node-to-node, 3hops, 7versions (10 first, 17 discovered)
leader L11 of team T5 discovered at 37487.000000 that M105 is in danger (after 16868ms proces-to-process, 14103ms node-to-node, 6hops, 3versions (10 first, 13 discovered)
leader L11 of team T5 discovered at 35888.000000 that M95 is in danger (after 10292ms proces-to-process, 7678ms node-to-node, 8hops, 0versions (12 first, 12 discovered)
leader L11 of team T5 discovered at 39871.000000 that M94 is in danger (after 13174ms proces-to-process, 12735ms node-to-node, 9hops, 2versions (12 first, 14 discovered)
leader L11 of team T5 discovered at 27839.000000 that M97 is in danger (after 7847ms proces-to-process, 5430ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L11 of team T5 discovered at 30346.000000 that M96 is in danger (after 2372ms proces-to-process, 2010ms node-to-node, 4hops, 0versions (13 first, 13 discovered)
leader L11 of team T5 discovered at 49902.000000 that M110 is in danger (after 19326ms proces-to-process, 19133ms node-to-node, 10hops, 3versions (14 first, 17 discovered)
leader L11 of team T5 discovered at 28910.000000 that M102 is in danger (after 1097ms proces-to-process, 807ms node-to-node, 2hops, 0versions (13 first, 13 discovered)
leader L4 of team T2 discovered at 31665.000000 that M55 is in danger (after 15410ms proces-to-process, 14494ms node-to-node, 5hops, 1versions (7 first, 8 discovered)
leader L4 of team T2 discovered at 22673.000000 that M54 is in danger (after 4160ms proces-to-process, 2735ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L4 of team T2 discovered at 32520.000000 that M48 is in danger (after 12727ms proces-to-process, 11090ms node-to-node, 6hops, 1versions (9 first, 10 discovered)
leader L4 of team T2 discovered at 35086.000000 that M49 is in danger (after 16487ms proces-to-process, 13605ms node-to-node, 2hops, 4versions (9 first, 13 discovered)
leader L4 of team T2 discovered at 46426.000000 that M51 is in danger (after 25757ms proces-to-process, 23021ms node-to-node, 12hops, 3versions (10 first, 13 discovered)
leader L4 of team T2 discovered at 40424.000000 that M50 is in danger (after 23423ms proces-to-process, 22111ms node-to-node, 6hops, 4versions (8 first, 12 discovered)
leader L4 of team T2 discovered at 30863.000000 that M53 is in danger (after 15189ms proces-to-process, 13904ms node-to-node, 1hops, 3versions (7 first, 10 discovered)
leader L4 of team T2 discovered at 49619.000000 that M52 is in danger (after 26260ms proces-to-process, 24229ms node-to-node, 3hops, 9versions (11 first, 20 discovered)
leader L4 of team T2 discovered at 46919.000000 that M42 is in danger (after 17068ms proces-to-process, 16115ms node-to-node, 4hops, 3versions (14 first, 17 discovered)
leader L4 of team T2 discovered at 40123.000000 that M36 is in danger (after 24478ms proces-to-process, 21769ms node-to-node, 14hops, 4versions (7 first, 11 discovered)
leader L4 of team T2 never discovered that M41 is in danger from 27227.
leader L4 of team T2 discovered at 51682.000000 that M46 is in danger (after 26179ms proces-to-process, 25711ms node-to-node, 11hops, 0versions (12 first, 12 discovered)
leader L4 of team T2 discovered at 31665.000000 that M47 is in danger (after 14242ms proces-to-process, 11919ms node-to-node, 9hops, 0versions (8 first, 8 discovered)
leader L4 of team T2 discovered at 50358.000000 that M44 is in danger (after 25943ms proces-to-process, 24120ms node-to-node, 8hops, 5versions (11 first, 16 discovered)
leader L4 of team T2 discovered at 47997.000000 that M45 is in danger (after 25609ms proces-to-process, 25038ms node-to-node, 6hops, 5versions (11 first, 16 discovered)
leader L4 of team T2 discovered at 37563.000000 that M57 is in danger (after 11681ms proces-to-process, 11267ms node-to-node, 7hops, 0versions (12 first, 12 discovered)
leader L4 of team T2 discovered at 35712.000000 that M56 is in danger (after 16590ms proces-to-process, 14475ms node-to-node, 11hops, 0versions (9 first, 9 discovered)
leader L4 of team T2 never discovered that M43 is in danger from 21135.
leader L5 of team T2 discovered at 27315.000000 that M55 is in danger (after 11060ms proces-to-process, 10607ms node-to-node, 4hops, 0versions (7 first, 7 discovered)
leader L5 of team T2 discovered at 33065.000000 that M54 is in danger (after 14552ms proces-to-process, 12832ms node-to-node, 5hops, 3versions (8 first, 11 discovered)
leader L5 of team T2 discovered at 36590.000000 that M48 is in danger (after 16797ms proces-to-process, 15062ms node-to-node, 5hops, 4versions (9 first, 13 discovered)
leader L5 of team T2 discovered at 37235.000000 that M49 is in danger (after 18636ms proces-to-process, 15461ms node-to-node, 6hops, 0versions (9 first, 9 discovered)
leader L5 of team T2 discovered at 30069.000000 that M51 is in danger (after 9400ms proces-to-process, 6801ms node-to-node, 2hops, 0versions (10 first, 10 discovered)
leader L5 of team T2 discovered at 27315.000000 that M50 is in danger (after 10314ms proces-to-process, 9163ms node-to-node, 4hops, 0versions (8 first, 8 discovered)
leader L5 of team T2 discovered at 33065.000000 that M53 is in danger (after 17391ms proces-to-process, 16187ms node-to-node, 4hops, 3versions (7 first, 10 discovered)
leader L5 of team T2 discovered at 43178.000000 that M52 is in danger (after 19819ms proces-to-process, 17610ms node-to-node, 2hops, 5versions (11 first, 16 discovered)
leader L5 of team T2 discovered at 37636.000000 that M42 is in danger (after 7785ms proces-to-process, 6791ms node-to-node, 1hops, 2versions (14 first, 16 discovered)
leader L5 of team T2 discovered at 43736.000000 that M36 is in danger (after 28091ms proces-to-process, 25639ms node-to-node, 6hops, 6versions (7 first, 13 discovered)
leader L5 of team T2 never discovered that M41 is in danger from 27227.
leader L5 of team T2 discovered at 29081.000000 that M46 is in danger (after 3578ms proces-to-process, 3238ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L5 of team T2 discovered at 28202.000000 that M47 is in danger (after 10779ms proces-to-process, 8960ms node-to-node, 1hops, 2versions (8 first, 10 discovered)
leader L5 of team T2 discovered at 47614.000000 that M44 is in danger (after 23199ms proces-to-process, 21278ms node-to-node, 3hops, 6versions (11 first, 17 discovered)
leader L5 of team T2 discovered at 34577.000000 that M45 is in danger (after 12189ms proces-to-process, 11200ms node-to-node, 2hops, 2versions (11 first, 13 discovered)
leader L5 of team T2 discovered at 36590.000000 that M57 is in danger (after 10708ms proces-to-process, 10303ms node-to-node, 7hops, 1versions (12 first, 13 discovered)
leader L5 of team T2 discovered at 40459.000000 that M56 is in danger (after 21337ms proces-to-process, 19671ms node-to-node, 6hops, 5versions (9 first, 14 discovered)
leader L5 of team T2 discovered at 37636.000000 that M43 is in danger (after 16501ms proces-to-process, 13639ms node-to-node, 2hops, 5versions (11 first, 16 discovered)
leader L6 of team T3 discovered at 38232.000000 that M60 is in danger (after 12796ms proces-to-process, 12391ms node-to-node, 6hops, 2versions (12 first, 14 discovered)
leader L6 of team T3 discovered at 44846.000000 that M61 is in danger (after 14844ms proces-to-process, 13290ms node-to-node, 3hops, 2versions (14 first, 16 discovered)
leader L6 of team T3 discovered at 40460.000000 that M62 is in danger (after 22379ms proces-to-process, 20185ms node-to-node, 10hops, 5versions (8 first, 13 discovered)
leader L6 of team T3 never discovered that M63 is in danger from 24503.
leader L6 of team T3 discovered at 27688.000000 that M64 is in danger (after 678ms proces-to-process, 395ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L6 of team T3 discovered at 55234.000000 that M65 is in danger (after 29926ms proces-to-process, 29276ms node-to-node, 4hops, 9versions (12 first, 21 discovered)
leader L6 of team T3 discovered at 53346.000000 that M66 is in danger (after 25128ms proces-to-process, 23001ms node-to-node, 8hops, 2versions (14 first, 16 discovered)
leader L6 of team T3 discovered at 23903.000000 that M67 is in danger (after 4301ms proces-to-process, 3738ms node-to-node, 2hops, 0versions (8 first, 8 discovered)
leader L6 of team T3 discovered at 39318.000000 that M68 is in danger (after 16594ms proces-to-process, 15792ms node-to-node, 14hops, 2versions (10 first, 12 discovered)
leader L6 of team T3 discovered at 40947.000000 that M69 is in danger (after 20454ms proces-to-process, 17635ms node-to-node, 6hops, 4versions (10 first, 14 discovered)
leader L6 of team T3 discovered at 43689.000000 that M59 is in danger (after 16639ms proces-to-process, 14129ms node-to-node, 9hops, 2versions (14 first, 16 discovered)
leader L6 of team T3 discovered at 58497.000000 that M58 is in danger (after 29536ms proces-to-process, 29360ms node-to-node, 6hops, 6versions (13 first, 19 discovered)
leader L6 of team T3 never discovered that M71 is in danger from 27073.
leader L6 of team T3 discovered at 42687.000000 that M72 is in danger (after 13103ms proces-to-process, 10584ms node-to-node, 7hops, 0versions (14 first, 14 discovered)
leader L6 of team T3 never discovered that M73 is in danger from 21904.
leader L6 of team T3 discovered at 40460.000000 that M70 is in danger (after 18149ms proces-to-process, 16967ms node-to-node, 6hops, 5versions (10 first, 15 discovered)
leader L7 of team T3 discovered at 41715.000000 that M60 is in danger (after 16279ms proces-to-process, 15828ms node-to-node, 6hops, 4versions (12 first, 16 discovered)
leader L7 of team T3 discovered at 47924.000000 that M61 is in danger (after 17922ms proces-to-process, 16598ms node-to-node, 3hops, 1versions (14 first, 15 discovered)
leader L7 of team T3 discovered at 45033.000000 that M62 is in danger (after 26952ms proces-to-process, 24727ms node-to-node, 9hops, 5versions (8 first, 13 discovered)
leader L7 of team T3 discovered at 50817.000000 that M63 is in danger (after 26314ms proces-to-process, 24908ms node-to-node, 3hops, 3versions (12 first, 15 discovered)
leader L7 of team T3 discovered at 56715.000000 that M64 is in danger (after 29705ms proces-to-process, 29005ms node-to-node, 7hops, 10versions (13 first, 23 discovered)
leader L7 of team T3 discovered at 40890.000000 that M65 is in danger (after 15582ms proces-to-process, 14510ms node-to-node, 5hops, 0versions (12 first, 12 discovered)
leader L7 of team T3 discovered at 52625.000000 that M66 is in danger (after 24407ms proces-to-process, 22551ms node-to-node, 2hops, 2versions (14 first, 16 discovered)
leader L7 of team T3 discovered at 31619.000000 that M67 is in danger (after 12017ms proces-to-process, 11782ms node-to-node, 2hops, 3versions (8 first, 11 discovered)
leader L7 of team T3 discovered at 52625.000000 that M68 is in danger (after 29901ms proces-to-process, 29416ms node-to-node, 10hops, 8versions (10 first, 18 discovered)
leader L7 of team T3 discovered at 41933.000000 that M69 is in danger (after 21440ms proces-to-process, 18878ms node-to-node, 5hops, 4versions (10 first, 14 discovered)
leader L7 of team T3 discovered at 39779.000000 that M59 is in danger (after 12729ms proces-to-process, 10870ms node-to-node, 4hops, 1versions (14 first, 15 discovered)
leader L7 of team T3 discovered at 50249.000000 that M58 is in danger (after 21288ms proces-to-process, 21032ms node-to-node, 9hops, 1versions (13 first, 14 discovered)
leader L7 of team T3 discovered at 35481.000000 that M71 is in danger (after 8408ms proces-to-process, 6318ms node-to-node, 1hops, 1versions (13 first, 14 discovered)
leader L7 of team T3 discovered at 36185.000000 that M72 is in danger (after 6601ms proces-to-process, 3877ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L7 of team T3 never discovered that M73 is in danger from 21904.
leader L7 of team T3 discovered at 40135.000000 that M70 is in danger (after 17824ms proces-to-process, 16541ms node-to-node, 8hops, 2versions (10 first, 12 discovered)
leader L0 of team T0 discovered at 39174.000000 that M11 is in danger (after 15761ms proces-to-process, 13656ms node-to-node, 6hops, 2versions (12 first, 14 discovered)
leader L0 of team T0 discovered at 44631.000000 that M17 is in danger (after 16219ms proces-to-process, 14197ms node-to-node, 6hops, 0versions (13 first, 13 discovered)
leader L0 of team T0 discovered at 29195.000000 that M10 is in danger (after 9477ms proces-to-process, 7537ms node-to-node, 2hops, 1versions (9 first, 10 discovered)
leader L0 of team T0 discovered at 34418.000000 that M16 is in danger (after 12986ms proces-to-process, 9293ms node-to-node, 8hops, 2versions (11 first, 13 discovered)
leader L0 of team T0 discovered at 22648.000000 that M13 is in danger (after 5007ms proces-to-process, 4179ms node-to-node, 4hops, 0versions (8 first, 8 discovered)
leader L0 of team T0 discovered at 25361.000000 that M18 is in danger (after 9109ms proces-to-process, 8219ms node-to-node, 7hops, 1versions (7 first, 8 discovered)
leader L0 of team T0 discovered at 28136.000000 that M5 is in danger (after 8579ms proces-to-process, 8053ms node-to-node, 6hops, 1versions (9 first, 10 discovered)
leader L0 of team T0 discovered at 33176.000000 that M4 is in danger (after 11044ms proces-to-process, 7725ms node-to-node, 10hops, 0versions (11 first, 11 discovered)
leader L0 of team T0 discovered at 45935.000000 that M7 is in danger (after 16112ms proces-to-process, 14407ms node-to-node, 7hops, 4versions (14 first, 18 discovered)
leader L0 of team T0 discovered at 38018.000000 that M6 is in danger (after 15547ms proces-to-process, 13486ms node-to-node, 7hops, 2versions (11 first, 13 discovered)
leader L0 of team T0 discovered at 38018.000000 that M1 is in danger (after 13174ms proces-to-process, 12207ms node-to-node, 7hops, 0versions (12 first, 12 discovered)
leader L0 of team T0 discovered at 37231.000000 that M0 is in danger (after 16593ms proces-to-process, 16001ms node-to-node, 8hops, 5versions (9 first, 14 discovered)
leader L0 of team T0 discovered at 31697.000000 that M3 is in danger (after 12934ms proces-to-process, 11185ms node-to-node, 2hops, 3versions (9 first, 12 discovered)
leader L0 of team T0 discovered at 38018.000000 that M2 is in danger (after 10588ms proces-to-process, 8352ms node-to-node, 1hops, 3versions (13 first, 16 discovered)
leader L0 of team T0 discovered at 50001.000000 that M19 is in danger (after 20840ms proces-to-process, 19545ms node-to-node, 10hops, 4versions (14 first, 18 discovered)
leader L0 of team T0 discovered at 34418.000000 that M15 is in danger (after 15348ms proces-to-process, 13794ms node-to-node, 9hops, 2versions (9 first, 11 discovered)
leader L0 of team T0 never discovered that M12 is in danger from 26337.
leader L0 of team T0 discovered at 36352.000000 that M9 is in danger (after 5994ms proces-to-process, 5236ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L0 of team T0 discovered at 36352.000000 that M8 is in danger (after 18972ms proces-to-process, 18288ms node-to-node, 6hops, 4versions (8 first, 12 discovered)
leader L0 of team T0 discovered at 49512.000000 that M14 is in danger (after 29053ms proces-to-process, 28837ms node-to-node, 8hops, 5versions (9 first, 14 discovered)
leader L1 of team T0 discovered at 29037.000000 that M11 is in danger (after 5624ms proces-to-process, 3651ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L1 of team T0 discovered at 33741.000000 that M17 is in danger (after 5329ms proces-to-process, 3385ms node-to-node, 3hops, 1versions (13 first, 14 discovered)
leader L1 of team T0 discovered at 29037.000000 that M10 is in danger (after 9319ms proces-to-process, 8053ms node-to-node, 8hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 32150.000000 that M16 is in danger (after 10718ms proces-to-process, 7100ms node-to-node, 2hops, 2versions (11 first, 13 discovered)
leader L1 of team T0 discovered at 27177.000000 that M13 is in danger (after 9536ms proces-to-process, 8916ms node-to-node, 4hops, 4versions (8 first, 12 discovered)
leader L1 of team T0 discovered at 24969.000000 that M18 is in danger (after 8717ms proces-to-process, 8017ms node-to-node, 8hops, 2versions (7 first, 9 discovered)
leader L1 of team T0 discovered at 23759.000000 that M5 is in danger (after 4202ms proces-to-process, 3816ms node-to-node, 7hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 26315.000000 that M4 is in danger (after 4183ms proces-to-process, 1233ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L1 of team T0 discovered at 34740.000000 that M7 is in danger (after 4917ms proces-to-process, 2614ms node-to-node, 5hops, 0versions (14 first, 14 discovered)
leader L1 of team T0 discovered at 31772.000000 that M6 is in danger (after 9301ms proces-to-process, 7324ms node-to-node, 7hops, 0versions (11 first, 11 discovered)
leader L1 of team T0 discovered at 34740.000000 that M1 is in danger (after 9896ms proces-to-process, 8655ms node-to-node, 6hops, 0versions (12 first, 12 discovered)
leader L1 of team T0 discovered at 25853.000000 that M0 is in danger (after 5215ms proces-to-process, 4770ms node-to-node, 4hops, 1versions (9 first, 10 discovered)
leader L1 of team T0 discovered at 27002.000000 that M3 is in danger (after 8239ms proces-to-process, 6670ms node-to-node, 5hops, 1versions (9 first, 10 discovered)
leader L1 of team T0 discovered at 32080.000000 that M2 is in danger (after 4650ms proces-to-process, 2613ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L1 of team T0 discovered at 39049.000000 that M19 is in danger (after 9888ms proces-to-process, 8516ms node-to-node, 6hops, 1versions (14 first, 15 discovered)
leader L1 of team T0 discovered at 29899.000000 that M15 is in danger (after 10829ms proces-to-process, 9454ms node-to-node, 6hops, 2versions (9 first, 11 discovered)
leader L1 of team T0 discovered at 31772.000000 that M12 is in danger (after 5435ms proces-to-process, 4138ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L1 of team T0 discovered at 41151.000000 that M9 is in danger (after 10793ms proces-to-process, 10479ms node-to-node, 6hops, 0versions (13 first, 13 discovered)
leader L1 of team T0 discovered at 23759.000000 that M8 is in danger (after 6379ms proces-to-process, 5531ms node-to-node, 4hops, 0versions (8 first, 8 discovered)
leader L1 of team T0 discovered at 35960.000000 that M14 is in danger (after 15501ms proces-to-process, 15362ms node-to-node, 5hops, 4versions (9 first, 13 discovered)
leader L2 of team T1 discovered at 38635.000000 that M32 is in danger (after 17529ms proces-to-process, 15537ms node-to-node, 10hops, 2versions (10 first, 12 discovered)
leader L2 of team T1 discovered at 46054.000000 that M33 is in danger (after 18398ms proces-to-process, 16213ms node-to-node, 9hops, 4versions (13 first, 17 discovered)
leader L2 of team T1 discovered at 42085.000000 that M34 is in danger (after 11761ms proces-to-process, 10847ms node-to-node, 8hops, 1versions (14 first, 15 discovered)
leader L2 of team T1 discovered at 45605.000000 that M28 is in danger (after 20790ms proces-to-process, 18352ms node-to-node, 7hops, 6versions (12 first, 18 discovered)
leader L2 of team T1 discovered at 34984.000000 that M29 is in danger (after 10912ms proces-to-process, 9766ms node-to-node, 4hops, 2versions (11 first, 13 discovered)
leader L2 of team T1 never discovered that M39 is in danger from 23593.
leader L2 of team T1 never discovered that M38 is in danger from 25756.
leader L2 of team T1 discovered at 47550.000000 that M24 is in danger (after 17339ms proces-to-process, 13439ms node-to-node, 7hops, 0versions (15 first, 15 discovered)
leader L2 of team T1 discovered at 45605.000000 that M25 is in danger (after 17519ms proces-to-process, 15467ms node-to-node, 5hops, 5versions (14 first, 19 discovered)
leader L2 of team T1 discovered at 32655.000000 that M26 is in danger (after 2336ms proces-to-process, 163ms node-to-node, 2hops, 1versions (14 first, 15 discovered)
leader L2 of team T1 discovered at 49312.000000 that M27 is in danger (after 26486ms proces-to-process, 24577ms node-to-node, 8hops, 8versions (11 first, 19 discovered)
leader L2 of team T1 discovered at 57038.000000 that M20 is in danger (after 28800ms proces-to-process, 26787ms node-to-node, 5hops, 9versions (13 first, 22 discovered)
leader L2 of team T1 discovered at 28631.000000 that M21 is in danger (after 10984ms proces-to-process, 9296ms node-to-node, 7hops, 0versions (8 first, 8 discovered)
leader L2 of team T1 never discovered that M22 is in danger from 19990.
leader L2 of team T1 discovered at 41607.000000 that M23 is in danger (after 14880ms proces-to-process, 14241ms node-to-node, 6hops, 3versions (12 first, 15 discovered)
leader L2 of team T1 discovered at 56071.000000 that M37 is in danger (after 33139ms proces-to-process, 31699ms node-to-node, 6hops, 11versions (11 first, 22 discovered)
leader L2 of team T1 never discovered that M40 is in danger from 23265.
leader L2 of team T1 discovered at 19056.000000 that M31 is in danger (after 1395ms proces-to-process, 231ms node-to-node, 1hops, 1versions (8 first, 9 discovered)
leader L2 of team T1 discovered at 53535.000000 that M30 is in danger (after 25155ms proces-to-process, 23999ms node-to-node, 2hops, 6versions (13 first, 19 discovered)
leader L2 of team T1 discovered at 36113.000000 that M35 is in danger (after 8238ms proces-to-process, 4817ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L3 of team T1 discovered at 30900.000000 that M32 is in danger (after 9794ms proces-to-process, 8355ms node-to-node, 5hops, 1versions (10 first, 11 discovered)
leader L3 of team T1 discovered at 37763.000000 that M33 is in danger (after 10107ms proces-to-process, 8083ms node-to-node, 3hops, 0versions (13 first, 13 discovered)
leader L3 of team T1 discovered at 49073.000000 that M34 is in danger (after 18749ms proces-to-process, 17731ms node-to-node, 7hops, 6versions (14 first, 20 discovered)
leader L3 of team T1 discovered at 37763.000000 that M28 is in danger (after 12948ms proces-to-process, 10335ms node-to-node, 2hops, 3versions (12 first, 15 discovered)
leader L3 of team T1 discovered at 36941.000000 that M29 is in danger (after 12869ms proces-to-process, 11949ms node-to-node, 7hops, 2versions (11 first, 13 discovered)
leader L3 of team T1 discovered at 54426.000000 that M39 is in danger (after 30833ms proces-to-process, 28158ms node-to-node, 8hops, 7versions (12 first, 19 discovered)
leader L3 of team T1 discovered at 35475.000000 that M38 is in danger (after 9719ms proces-to-process, 9010ms node-to-node, 6hops, 0versions (11 first, 11 discovered)
leader L3 of team T1 discovered at 47827.000000 that M24 is in danger (after 17616ms proces-to-process, 14515ms node-to-node, 9hops, 0versions (15 first, 15 discovered)
leader L3 of team T1 discovered at 42982.000000 that M25 is in danger (after 14896ms proces-to-process, 12375ms node-to-node, 6hops, 2versions (14 first, 16 discovered)
leader L3 of team T1 discovered at 42982.000000 that M26 is in danger (after 12663ms proces-to-process, 9829ms node-to-node, 10hops, 1versions (14 first, 15 discovered)
leader L3 of team T1 discovered at 47034.000000 that M27 is in danger (after 24208ms proces-to-process, 22415ms node-to-node, 5hops, 7versions (11 first, 18 discovered)
leader L3 of team T1 discovered at 35988.000000 that M20 is in danger (after 7750ms proces-to-process, 5755ms node-to-node, 1hops, 3versions (13 first, 16 discovered)
leader L3 of team T1 discovered at 30900.000000 that M21 is in danger (after 13253ms proces-to-process, 11719ms node-to-node, 4hops, 0versions (8 first, 8 discovered)
leader L3 of team T1 discovered at 32793.000000 that M22 is in danger (after 12803ms proces-to-process, 11224ms node-to-node, 8hops, 1versions (9 first, 10 discovered)
leader L3 of team T1 discovered at 32286.000000 that M23 is in danger (after 5559ms proces-to-process, 5057ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L3 of team T1 discovered at 42982.000000 that M37 is in danger (after 20050ms proces-to-process, 18159ms node-to-node, 4hops, 4versions (11 first, 15 discovered)
leader L3 of team T1 discovered at 44527.000000 that M40 is in danger (after 21262ms proces-to-process, 18662ms node-to-node, 7hops, 2versions (12 first, 14 discovered)
leader L3 of team T1 discovered at 34281.000000 that M31 is in danger (after 16620ms proces-to-process, 15320ms node-to-node, 13hops, 1versions (8 first, 9 discovered)
leader L3 of team T1 never discovered that M30 is in danger from 28380.
leader L3 of team T1 discovered at 42982.000000 that M35 is in danger (after 15107ms proces-to-process, 11572ms node-to-node, 8hops, 1versions (14 first, 15 discovered)
leader L29 of team T14 never discovered that M262 is in danger from 25877.
leader L29 of team T14 discovered at 37773.000000 that M258 is in danger (after 16071ms proces-to-process, 13548ms node-to-node, 7hops, 0versions (11 first, 11 discovered)
leader L29 of team T14 discovered at 42223.000000 that M259 is in danger (after 22279ms proces-to-process, 20634ms node-to-node, 7hops, 2versions (9 first, 11 discovered)
leader L29 of team T14 never discovered that M273 is in danger from 29753.
leader L29 of team T14 never discovered that M269 is in danger from 29364.
leader L29 of team T14 discovered at 53851.000000 that M268 is in danger (after 37429ms proces-to-process, 34938ms node-to-node, 8hops, 6versions (8 first, 14 discovered)
leader L29 of team T14 discovered at 30136.000000 that M263 is in danger (after 12015ms proces-to-process, 9929ms node-to-node, 2hops, 2versions (9 first, 11 discovered)
leader L29 of team T14 discovered at 39144.000000 that M253 is in danger (after 15251ms proces-to-process, 14909ms node-to-node, 3hops, 3versions (10 first, 13 discovered)
leader L29 of team T14 discovered at 39144.000000 that M265 is in danger (after 19848ms proces-to-process, 18819ms node-to-node, 8hops, 3versions (9 first, 12 discovered)
leader L29 of team T14 discovered at 45307.000000 that M264 is in danger (after 25042ms proces-to-process, 24493ms node-to-node, 10hops, 4versions (10 first, 14 discovered)
leader L29 of team T14 discovered at 37773.000000 that M256 is in danger (after 10602ms proces-to-process, 9294ms node-to-node, 1hops, 4versions (12 first, 16 discovered)
leader L29 of team T14 discovered at 33341.000000 that M257 is in danger (after 13898ms proces-to-process, 11239ms node-to-node, 2hops, 1versions (10 first, 11 discovered)
leader L29 of team T14 never discovered that M254 is in danger from 26847.
leader L29 of team T14 discovered at 44753.000000 that M255 is in danger (after 20002ms proces-to-process, 19065ms node-to-node, 5hops, 3versions (11 first, 14 discovered)
leader L29 of team T14 discovered at 54695.000000 that M267 is in danger (after 26034ms proces-to-process, 24019ms node-to-node, 5hops, 7versions (13 first, 20 discovered)
leader L29 of team T14 never discovered that M274 is in danger from 17439.
leader L29 of team T14 discovered at 25828.000000 that M261 is in danger (after 2474ms proces-to-process, 124ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L29 of team T14 discovered at 40163.000000 that M266 is in danger (after 18843ms proces-to-process, 17063ms node-to-node, 8hops, 2versions (10 first, 12 discovered)
leader L29 of team T14 discovered at 40992.000000 that M271 is in danger (after 20319ms proces-to-process, 19956ms node-to-node, 9hops, 1versions (9 first, 10 discovered)
