Config: 
--------------------------------------------
leader L16 of team T8 discovered at 40026.000000 that M160 is in danger (after 24378ms proces-to-process, 21319ms node-to-node, 5hops, 2versions (7 first, 9 discovered)
leader L10 of team T5 discovered at 41501.000000 that M91 is in danger (after 11692ms proces-to-process, 9154ms node-to-node, 9hops, 1versions (15 first, 16 discovered)
leader L10 of team T5 discovered at 30622.000000 that M93 is in danger (after 5880ms proces-to-process, 5113ms node-to-node, 3hops, 1versions (11 first, 12 discovered)
leader L10 of team T5 discovered at 30088.000000 that M105 is in danger (after 9469ms proces-to-process, 6824ms node-to-node, 9hops, 1versions (10 first, 11 discovered)
leader L10 of team T5 never discovered that M95 is in danger from 25596.
leader L10 of team T5 discovered at 33977.000000 that M110 is in danger (after 3401ms proces-to-process, 2824ms node-to-node, 4hops, 1versions (14 first, 15 discovered)
leader L10 of team T5 discovered at 31189.000000 that M97 is in danger (after 11197ms proces-to-process, 8962ms node-to-node, 5hops, 2versions (9 first, 11 discovered)
leader L10 of team T5 discovered at 37348.000000 that M96 is in danger (after 9374ms proces-to-process, 8903ms node-to-node, 7hops, 0versions (13 first, 13 discovered)
leader L10 of team T5 discovered at 34819.000000 that M112 is in danger (after 12476ms proces-to-process, 10046ms node-to-node, 9hops, 1versions (11 first, 12 discovered)
leader L10 of team T5 discovered at 35696.000000 that M102 is in danger (after 7883ms proces-to-process, 7039ms node-to-node, 1hops, 3versions (13 first, 16 discovered)
leader L11 of team T5 discovered at 23921.000000 that M99 is in danger (after 3396ms proces-to-process, 600ms node-to-node, 2hops, 1versions (10 first, 11 discovered)
leader L11 of team T5 discovered at 29686.000000 that M98 is in danger (after 6833ms proces-to-process, 6296ms node-to-node, 3hops, 2versions (10 first, 12 discovered)
leader L11 of team T5 discovered at 53598.000000 that M100 is in danger (after 32074ms proces-to-process, 30287ms node-to-node, 10hops, 7versions (11 first, 18 discovered)
leader L11 of team T5 discovered at 51381.000000 that M101 is in danger (after 25877ms proces-to-process, 25296ms node-to-node, 6hops, 8versions (11 first, 19 discovered)
leader L11 of team T5 discovered at 57610.000000 that M106 is in danger (after 33711ms proces-to-process, 32757ms node-to-node, 10hops, 11versions (11 first, 22 discovered)
leader L11 of team T5 discovered at 18821.000000 that M107 is in danger (after 2479ms proces-to-process, 384ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L11 of team T5 discovered at 26395.000000 that M104 is in danger (after 3351ms proces-to-process, 75ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L11 of team T5 discovered at 26932.000000 that M103 is in danger (after 6993ms proces-to-process, 5183ms node-to-node, 2hops, 0versions (10 first, 10 discovered)
leader L11 of team T5 discovered at 39871.000000 that M91 is in danger (after 10062ms proces-to-process, 7349ms node-to-node, 6hops, 1versions (15 first, 16 discovered)
leader L11 of team T5 never discovered that M93 is in danger from 24742.
leader L11 of team T5 discovered at 42001.000000 that M105 is in danger (after 21382ms proces-to-process, 18973ms node-to-node, 11hops, 2versions (10 first, 12 discovered)
leader L11 of team T5 never discovered that M95 is in danger from 25596.
leader L11 of team T5 discovered at 53598.000000 that M110 is in danger (after 23022ms proces-to-process, 22611ms node-to-node, 7hops, 4versions (14 first, 18 discovered)
leader L11 of team T5 discovered at 32950.000000 that M97 is in danger (after 12958ms proces-to-process, 10637ms node-to-node, 3hops, 1versions (9 first, 10 discovered)
leader L11 of team T5 discovered at 38987.000000 that M96 is in danger (after 11013ms proces-to-process, 10516ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L11 of team T5 discovered at 25415.000000 that M112 is in danger (after 3072ms proces-to-process, 523ms node-to-node, 1hops, 1versions (11 first, 12 discovered)
leader L11 of team T5 discovered at 49902.000000 that M102 is in danger (after 22089ms proces-to-process, 21739ms node-to-node, 5hops, 5versions (13 first, 18 discovered)
leader L4 of team T2 never discovered that M55 is in danger from 16255.
leader L4 of team T2 never discovered that M52 is in danger from 23359.
leader L4 of team T2 never discovered that M48 is in danger from 19793.
leader L4 of team T2 discovered at 21568.000000 that M49 is in danger (after 2969ms proces-to-process, 7ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L4 of team T2 never discovered that M51 is in danger from 20669.
leader L4 of team T2 never discovered that M50 is in danger from 17001.
leader L4 of team T2 never discovered that M53 is in danger from 15674.
leader L4 of team T2 never discovered that M38 is in danger from 25756.
leader L4 of team T2 never discovered that M37 is in danger from 22932.
leader L4 of team T2 never discovered that M43 is in danger from 21135.
leader L4 of team T2 never discovered that M41 is in danger from 27227.
leader L4 of team T2 never discovered that M46 is in danger from 25503.
leader L4 of team T2 never discovered that M47 is in danger from 17423.
leader L4 of team T2 never discovered that M44 is in danger from 24415.
leader L4 of team T2 never discovered that M45 is in danger from 22388.
leader L4 of team T2 never discovered that M42 is in danger from 29851.
leader L4 of team T2 never discovered that M57 is in danger from 25882.
leader L4 of team T2 never discovered that M56 is in danger from 19122.
leader L4 of team T2 never discovered that M54 is in danger from 18513.
leader L5 of team T2 discovered at 48491.000000 that M55 is in danger (after 32236ms proces-to-process, 31481ms node-to-node, 4hops, 5versions (7 first, 12 discovered)
leader L5 of team T2 never discovered that M52 is in danger from 23359.
leader L5 of team T2 discovered at 35022.000000 that M48 is in danger (after 15229ms proces-to-process, 13924ms node-to-node, 9hops, 1versions (9 first, 10 discovered)
leader L5 of team T2 never discovered that M49 is in danger from 18599.
leader L5 of team T2 discovered at 42483.000000 that M51 is in danger (after 21814ms proces-to-process, 19188ms node-to-node, 9hops, 3versions (10 first, 13 discovered)
leader L5 of team T2 discovered at 39040.000000 that M50 is in danger (after 22039ms proces-to-process, 20314ms node-to-node, 8hops, 6versions (8 first, 14 discovered)
leader L5 of team T2 discovered at 37235.000000 that M53 is in danger (after 21561ms proces-to-process, 20337ms node-to-node, 12hops, 0versions (7 first, 7 discovered)
leader L5 of team T2 discovered at 50200.000000 that M38 is in danger (after 24444ms proces-to-process, 24110ms node-to-node, 8hops, 7versions (11 first, 18 discovered)
leader L5 of team T2 discovered at 37235.000000 that M37 is in danger (after 14303ms proces-to-process, 12791ms node-to-node, 6hops, 3versions (11 first, 14 discovered)
leader L5 of team T2 discovered at 25789.000000 that M43 is in danger (after 4654ms proces-to-process, 1847ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L5 of team T2 discovered at 51967.000000 that M41 is in danger (after 24740ms proces-to-process, 23263ms node-to-node, 9hops, 8versions (12 first, 20 discovered)
leader L5 of team T2 discovered at 38187.000000 that M46 is in danger (after 12684ms proces-to-process, 12152ms node-to-node, 7hops, 0versions (12 first, 12 discovered)
leader L5 of team T2 discovered at 30663.000000 that M47 is in danger (after 13240ms proces-to-process, 11274ms node-to-node, 3hops, 4versions (8 first, 12 discovered)
leader L5 of team T2 discovered at 26267.000000 that M44 is in danger (after 1852ms proces-to-process, 64ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L5 of team T2 discovered at 37235.000000 that M45 is in danger (after 14847ms proces-to-process, 14563ms node-to-node, 6hops, 2versions (11 first, 13 discovered)
leader L5 of team T2 discovered at 39527.000000 that M42 is in danger (after 9676ms proces-to-process, 8440ms node-to-node, 8hops, 0versions (14 first, 14 discovered)
leader L5 of team T2 discovered at 44693.000000 that M57 is in danger (after 18811ms proces-to-process, 18259ms node-to-node, 5hops, 6versions (12 first, 18 discovered)
leader L5 of team T2 discovered at 43736.000000 that M56 is in danger (after 24614ms proces-to-process, 22729ms node-to-node, 4hops, 5versions (9 first, 14 discovered)
leader L5 of team T2 discovered at 35332.000000 that M54 is in danger (after 16819ms proces-to-process, 15471ms node-to-node, 6hops, 2versions (8 first, 10 discovered)
leader L6 of team T3 discovered at 54075.000000 that M60 is in danger (after 28639ms proces-to-process, 27921ms node-to-node, 6hops, 9versions (12 first, 21 discovered)
leader L6 of team T3 discovered at 39318.000000 that M61 is in danger (after 9316ms proces-to-process, 7094ms node-to-node, 2hops, 1versions (14 first, 15 discovered)
leader L6 of team T3 discovered at 30839.000000 that M62 is in danger (after 12758ms proces-to-process, 10596ms node-to-node, 2hops, 1versions (8 first, 9 discovered)
leader L6 of team T3 discovered at 43689.000000 that M63 is in danger (after 19186ms proces-to-process, 17986ms node-to-node, 3hops, 4versions (12 first, 16 discovered)
leader L6 of team T3 never discovered that M64 is in danger from 27010.
leader L6 of team T3 discovered at 36817.000000 that M65 is in danger (after 11509ms proces-to-process, 10816ms node-to-node, 1hops, 3versions (12 first, 15 discovered)
leader L6 of team T3 discovered at 34030.000000 that M66 is in danger (after 5812ms proces-to-process, 3421ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L6 of team T3 discovered at 40160.000000 that M67 is in danger (after 20558ms proces-to-process, 20232ms node-to-node, 13hops, 3versions (8 first, 11 discovered)
leader L6 of team T3 discovered at 26297.000000 that M68 is in danger (after 3573ms proces-to-process, 2845ms node-to-node, 2hops, 1versions (10 first, 11 discovered)
leader L6 of team T3 discovered at 27130.000000 that M69 is in danger (after 6637ms proces-to-process, 3378ms node-to-node, 1hops, 0versions (10 first, 10 discovered)
leader L6 of team T3 discovered at 40160.000000 that M59 is in danger (after 13110ms proces-to-process, 10957ms node-to-node, 2hops, 2versions (14 first, 16 discovered)
leader L6 of team T3 discovered at 46197.000000 that M58 is in danger (after 17236ms proces-to-process, 16567ms node-to-node, 5hops, 3versions (13 first, 16 discovered)
leader L6 of team T3 discovered at 40460.000000 that M71 is in danger (after 13387ms proces-to-process, 11627ms node-to-node, 2hops, 3versions (13 first, 16 discovered)
leader L6 of team T3 discovered at 32297.000000 that M72 is in danger (after 2713ms proces-to-process, 508ms node-to-node, 3hops, 0versions (14 first, 14 discovered)
leader L6 of team T3 discovered at 28525.000000 that M70 is in danger (after 6214ms proces-to-process, 5247ms node-to-node, 1hops, 0versions (10 first, 10 discovered)
leader L6 of team T3 discovered at 50526.000000 that M75 is in danger (after 28558ms proces-to-process, 26883ms node-to-node, 2hops, 7versions (11 first, 18 discovered)
leader L7 of team T3 discovered at 54007.000000 that M60 is in danger (after 28571ms proces-to-process, 28516ms node-to-node, 9hops, 2versions (12 first, 14 discovered)
leader L7 of team T3 discovered at 38517.000000 that M61 is in danger (after 8515ms proces-to-process, 7094ms node-to-node, 2hops, 1versions (14 first, 15 discovered)
leader L7 of team T3 discovered at 37728.000000 that M62 is in danger (after 19647ms proces-to-process, 17178ms node-to-node, 3hops, 1versions (8 first, 9 discovered)
leader L7 of team T3 discovered at 47924.000000 that M63 is in danger (after 23421ms proces-to-process, 22075ms node-to-node, 4hops, 4versions (12 first, 16 discovered)
leader L7 of team T3 never discovered that M64 is in danger from 27010.
leader L7 of team T3 discovered at 36888.000000 that M65 is in danger (after 11580ms proces-to-process, 10816ms node-to-node, 1hops, 3versions (12 first, 15 discovered)
leader L7 of team T3 discovered at 37728.000000 that M66 is in danger (after 9510ms proces-to-process, 7896ms node-to-node, 2hops, 0versions (14 first, 14 discovered)
leader L7 of team T3 discovered at 44026.000000 that M67 is in danger (after 24424ms proces-to-process, 23984ms node-to-node, 14hops, 3versions (8 first, 11 discovered)
leader L7 of team T3 discovered at 25198.000000 that M68 is in danger (after 2474ms proces-to-process, 2124ms node-to-node, 1hops, 1versions (10 first, 11 discovered)
leader L7 of team T3 discovered at 26736.000000 that M69 is in danger (after 6243ms proces-to-process, 3378ms node-to-node, 1hops, 0versions (10 first, 10 discovered)
leader L7 of team T3 discovered at 44026.000000 that M59 is in danger (after 16976ms proces-to-process, 14781ms node-to-node, 3hops, 2versions (14 first, 16 discovered)
leader L7 of team T3 discovered at 50249.000000 that M58 is in danger (after 21288ms proces-to-process, 20577ms node-to-node, 6hops, 3versions (13 first, 16 discovered)
leader L7 of team T3 discovered at 45033.000000 that M71 is in danger (after 17960ms proces-to-process, 15970ms node-to-node, 3hops, 3versions (13 first, 16 discovered)
leader L7 of team T3 discovered at 32446.000000 that M72 is in danger (after 2862ms proces-to-process, 495ms node-to-node, 2hops, 0versions (14 first, 14 discovered)
leader L7 of team T3 discovered at 35481.000000 that M70 is in danger (after 13170ms proces-to-process, 11891ms node-to-node, 2hops, 0versions (10 first, 10 discovered)
leader L7 of team T3 discovered at 54596.000000 that M75 is in danger (after 32628ms proces-to-process, 30739ms node-to-node, 3hops, 7versions (11 first, 18 discovered)
leader L0 of team T0 discovered at 43081.000000 that M11 is in danger (after 19668ms proces-to-process, 17382ms node-to-node, 3hops, 3versions (12 first, 15 discovered)
leader L0 of team T0 discovered at 38468.000000 that M17 is in danger (after 10056ms proces-to-process, 8031ms node-to-node, 6hops, 1versions (13 first, 14 discovered)
leader L0 of team T0 discovered at 24646.000000 that M10 is in danger (after 4928ms proces-to-process, 3701ms node-to-node, 7hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 38468.000000 that M16 is in danger (after 17036ms proces-to-process, 13059ms node-to-node, 5hops, 2versions (11 first, 13 discovered)
leader L0 of team T0 discovered at 40916.000000 that M20 is in danger (after 12678ms proces-to-process, 10288ms node-to-node, 8hops, 1versions (13 first, 14 discovered)
leader L0 of team T0 discovered at 24240.000000 that M13 is in danger (after 6599ms proces-to-process, 6023ms node-to-node, 10hops, 0versions (8 first, 8 discovered)
leader L0 of team T0 discovered at 17657.000000 that M18 is in danger (after 1405ms proces-to-process, 209ms node-to-node, 1hops, 0versions (7 first, 7 discovered)
leader L0 of team T0 discovered at 30730.000000 that M5 is in danger (after 11173ms proces-to-process, 10902ms node-to-node, 8hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 32222.000000 that M4 is in danger (after 10090ms proces-to-process, 7289ms node-to-node, 7hops, 2versions (11 first, 13 discovered)
leader L0 of team T0 discovered at 55738.000000 that M7 is in danger (after 25915ms proces-to-process, 24379ms node-to-node, 8hops, 10versions (14 first, 24 discovered)
leader L0 of team T0 discovered at 38468.000000 that M6 is in danger (after 15997ms proces-to-process, 14243ms node-to-node, 8hops, 1versions (11 first, 12 discovered)
leader L0 of team T0 discovered at 34418.000000 that M1 is in danger (after 9574ms proces-to-process, 8707ms node-to-node, 3hops, 3versions (12 first, 15 discovered)
leader L0 of team T0 discovered at 26382.000000 that M0 is in danger (after 5744ms proces-to-process, 5140ms node-to-node, 6hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 27456.000000 that M3 is in danger (after 8693ms proces-to-process, 7120ms node-to-node, 9hops, 1versions (9 first, 10 discovered)
leader L0 of team T0 discovered at 30730.000000 that M2 is in danger (after 3300ms proces-to-process, 1409ms node-to-node, 3hops, 0versions (13 first, 13 discovered)
leader L0 of team T0 discovered at 24240.000000 that M15 is in danger (after 5170ms proces-to-process, 3216ms node-to-node, 6hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 33639.000000 that M12 is in danger (after 7302ms proces-to-process, 6674ms node-to-node, 4hops, 2versions (12 first, 14 discovered)
leader L0 of team T0 discovered at 44631.000000 that M9 is in danger (after 14273ms proces-to-process, 13601ms node-to-node, 9hops, 1versions (13 first, 14 discovered)
leader L0 of team T0 discovered at 24646.000000 that M8 is in danger (after 7266ms proces-to-process, 7181ms node-to-node, 8hops, 0versions (8 first, 8 discovered)
leader L0 of team T0 discovered at 24240.000000 that M14 is in danger (after 3781ms proces-to-process, 3214ms node-to-node, 6hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 48357.000000 that M11 is in danger (after 24944ms proces-to-process, 23351ms node-to-node, 4hops, 4versions (12 first, 16 discovered)
leader L1 of team T0 discovered at 36560.000000 that M17 is in danger (after 8148ms proces-to-process, 6054ms node-to-node, 2hops, 1versions (13 first, 14 discovered)
leader L1 of team T0 discovered at 30722.000000 that M10 is in danger (after 11004ms proces-to-process, 9579ms node-to-node, 11hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 34740.000000 that M16 is in danger (after 13308ms proces-to-process, 9076ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L1 of team T0 never discovered that M20 is in danger from 28238.
leader L1 of team T0 discovered at 18912.000000 that M13 is in danger (after 1271ms proces-to-process, 603ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L1 of team T0 discovered at 23970.000000 that M18 is in danger (after 7718ms proces-to-process, 7170ms node-to-node, 6hops, 0versions (7 first, 7 discovered)
leader L1 of team T0 discovered at 55357.000000 that M5 is in danger (after 35800ms proces-to-process, 35365ms node-to-node, 10hops, 7versions (9 first, 16 discovered)
leader L1 of team T0 discovered at 33282.000000 that M4 is in danger (after 11150ms proces-to-process, 8509ms node-to-node, 8hops, 0versions (11 first, 11 discovered)
leader L1 of team T0 discovered at 56423.000000 that M7 is in danger (after 26600ms proces-to-process, 24917ms node-to-node, 8hops, 6versions (14 first, 20 discovered)
leader L1 of team T0 never discovered that M6 is in danger from 22471.
leader L1 of team T0 discovered at 34740.000000 that M1 is in danger (after 9896ms proces-to-process, 8603ms node-to-node, 6hops, 0versions (12 first, 12 discovered)
leader L1 of team T0 discovered at 33220.000000 that M0 is in danger (after 12582ms proces-to-process, 11348ms node-to-node, 8hops, 2versions (9 first, 11 discovered)
leader L1 of team T0 discovered at 35960.000000 that M3 is in danger (after 17197ms proces-to-process, 15492ms node-to-node, 7hops, 3versions (9 first, 12 discovered)
leader L1 of team T0 discovered at 46745.000000 that M2 is in danger (after 19315ms proces-to-process, 17198ms node-to-node, 7hops, 5versions (13 first, 18 discovered)
leader L1 of team T0 discovered at 29745.000000 that M15 is in danger (after 10675ms proces-to-process, 9140ms node-to-node, 5hops, 1versions (9 first, 10 discovered)
leader L1 of team T0 discovered at 33741.000000 that M12 is in danger (after 7404ms proces-to-process, 7017ms node-to-node, 2hops, 1versions (12 first, 13 discovered)
leader L1 of team T0 never discovered that M9 is in danger from 30358.
leader L1 of team T0 discovered at 50684.000000 that M8 is in danger (after 33304ms proces-to-process, 32721ms node-to-node, 10hops, 10versions (8 first, 18 discovered)
leader L1 of team T0 discovered at 33282.000000 that M14 is in danger (after 12823ms proces-to-process, 12762ms node-to-node, 7hops, 3versions (9 first, 12 discovered)
leader L2 of team T1 discovered at 41607.000000 that M32 is in danger (after 20501ms proces-to-process, 19456ms node-to-node, 3hops, 6versions (10 first, 16 discovered)
leader L2 of team T1 never discovered that M34 is in danger from 30324.
leader L2 of team T1 discovered at 56071.000000 that M28 is in danger (after 31256ms proces-to-process, 28936ms node-to-node, 5hops, 10versions (12 first, 22 discovered)
leader L2 of team T1 never discovered that M29 is in danger from 24072.
leader L2 of team T1 discovered at 34984.000000 that M39 is in danger (after 11391ms proces-to-process, 9035ms node-to-node, 2hops, 1versions (12 first, 13 discovered)
leader L2 of team T1 discovered at 51958.000000 that M24 is in danger (after 21747ms proces-to-process, 18776ms node-to-node, 8hops, 2versions (15 first, 17 discovered)
leader L2 of team T1 discovered at 43326.000000 that M25 is in danger (after 15240ms proces-to-process, 13027ms node-to-node, 9hops, 1versions (14 first, 15 discovered)
leader L2 of team T1 never discovered that M26 is in danger from 30319.
leader L2 of team T1 discovered at 31981.000000 that M27 is in danger (after 9155ms proces-to-process, 7317ms node-to-node, 5hops, 0versions (11 first, 11 discovered)
leader L2 of team T1 discovered at 45039.000000 that M33 is in danger (after 17383ms proces-to-process, 15514ms node-to-node, 9hops, 2versions (13 first, 15 discovered)
leader L2 of team T1 discovered at 52388.000000 that M21 is in danger (after 34741ms proces-to-process, 33454ms node-to-node, 5hops, 9versions (8 first, 17 discovered)
leader L2 of team T1 never discovered that M22 is in danger from 19990.
leader L2 of team T1 discovered at 42085.000000 that M23 is in danger (after 15358ms proces-to-process, 14540ms node-to-node, 6hops, 2versions (12 first, 14 discovered)
leader L2 of team T1 discovered at 33914.000000 that M40 is in danger (after 10649ms proces-to-process, 7655ms node-to-node, 1hops, 2versions (12 first, 14 discovered)
leader L2 of team T1 discovered at 31124.000000 that M31 is in danger (after 13463ms proces-to-process, 11611ms node-to-node, 3hops, 2versions (8 first, 10 discovered)
leader L2 of team T1 discovered at 19056.000000 that M36 is in danger (after 3411ms proces-to-process, 709ms node-to-node, 1hops, 1versions (7 first, 8 discovered)
leader L2 of team T1 never discovered that M19 is in danger from 29161.
leader L2 of team T1 discovered at 42971.000000 that M30 is in danger (after 14591ms proces-to-process, 13965ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L2 of team T1 discovered at 45039.000000 that M35 is in danger (after 17164ms proces-to-process, 13737ms node-to-node, 7hops, 0versions (14 first, 14 discovered)
leader L3 of team T1 discovered at 29664.000000 that M32 is in danger (after 8558ms proces-to-process, 7102ms node-to-node, 4hops, 1versions (10 first, 11 discovered)
leader L3 of team T1 discovered at 59981.000000 that M34 is in danger (after 29657ms proces-to-process, 28644ms node-to-node, 11hops, 7versions (14 first, 21 discovered)
leader L3 of team T1 discovered at 50823.000000 that M28 is in danger (after 26008ms proces-to-process, 23513ms node-to-node, 7hops, 6versions (12 first, 18 discovered)
leader L3 of team T1 never discovered that M29 is in danger from 24072.
leader L3 of team T1 discovered at 34671.000000 that M39 is in danger (after 11078ms proces-to-process, 9035ms node-to-node, 2hops, 1versions (12 first, 13 discovered)
leader L3 of team T1 discovered at 50119.000000 that M24 is in danger (after 19908ms proces-to-process, 16771ms node-to-node, 6hops, 2versions (15 first, 17 discovered)
leader L3 of team T1 discovered at 44527.000000 that M25 is in danger (after 16441ms proces-to-process, 14381ms node-to-node, 12hops, 2versions (14 first, 16 discovered)
leader L3 of team T1 never discovered that M26 is in danger from 30319.
leader L3 of team T1 discovered at 28724.000000 that M27 is in danger (after 5898ms proces-to-process, 3663ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L3 of team T1 discovered at 45152.000000 that M33 is in danger (after 17496ms proces-to-process, 15514ms node-to-node, 9hops, 2versions (13 first, 15 discovered)
leader L3 of team T1 discovered at 49073.000000 that M21 is in danger (after 31426ms proces-to-process, 30431ms node-to-node, 3hops, 10versions (8 first, 18 discovered)
leader L3 of team T1 never discovered that M22 is in danger from 19990.
leader L3 of team T1 discovered at 42029.000000 that M23 is in danger (after 15302ms proces-to-process, 14540ms node-to-node, 6hops, 2versions (12 first, 14 discovered)
leader L3 of team T1 discovered at 28042.000000 that M40 is in danger (after 4777ms proces-to-process, 2334ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L3 of team T1 discovered at 23477.000000 that M31 is in danger (after 5816ms proces-to-process, 4165ms node-to-node, 1hops, 1versions (8 first, 9 discovered)
leader L3 of team T1 discovered at 18546.000000 that M36 is in danger (after 2901ms proces-to-process, 709ms node-to-node, 1hops, 1versions (7 first, 8 discovered)
leader L3 of team T1 never discovered that M19 is in danger from 29161.
leader L3 of team T1 discovered at 48256.000000 that M30 is in danger (after 19876ms proces-to-process, 19014ms node-to-node, 8hops, 5versions (13 first, 18 discovered)
leader L3 of team T1 discovered at 51363.000000 that M35 is in danger (after 23488ms proces-to-process, 20061ms node-to-node, 9hops, 0versions (14 first, 14 discovered)
leader L29 of team T14 discovered at 35629.000000 that M262 is in danger (after 9752ms proces-to-process, 7334ms node-to-node, 1hops, 1versions (12 first, 13 discovered)
leader L29 of team T14 discovered at 35629.000000 that M258 is in danger (after 13927ms proces-to-process, 11700ms node-to-node, 7hops, 2versions (11 first, 13 discovered)
leader L29 of team T14 discovered at 30475.000000 that M259 is in danger (after 10531ms proces-to-process, 9694ms node-to-node, 4hops, 0versions (9 first, 9 discovered)
leader L29 of team T14 discovered at 32495.000000 that M270 is in danger (after 16834ms proces-to-process, 15981ms node-to-node, 6hops, 1versions (7 first, 8 discovered)
leader L29 of team T14 discovered at 48283.000000 that M269 is in danger (after 18919ms proces-to-process, 16005ms node-to-node, 6hops, 1versions (14 first, 15 discovered)
leader L29 of team T14 discovered at 36452.000000 that M268 is in danger (after 20030ms proces-to-process, 17398ms node-to-node, 4hops, 3versions (8 first, 11 discovered)
leader L29 of team T14 discovered at 22790.000000 that M252 is in danger (after 5757ms proces-to-process, 4271ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L29 of team T14 discovered at 26067.000000 that M266 is in danger (after 4747ms proces-to-process, 3250ms node-to-node, 2hops, 1versions (10 first, 11 discovered)
leader L29 of team T14 discovered at 34384.000000 that M265 is in danger (after 15088ms proces-to-process, 14114ms node-to-node, 3hops, 4versions (9 first, 13 discovered)
leader L29 of team T14 discovered at 46023.000000 that M264 is in danger (after 25758ms proces-to-process, 25616ms node-to-node, 9hops, 1versions (10 first, 11 discovered)
leader L29 of team T14 discovered at 28900.000000 that M263 is in danger (after 10779ms proces-to-process, 8552ms node-to-node, 2hops, 2versions (9 first, 11 discovered)
leader L29 of team T14 discovered at 34384.000000 that M257 is in danger (after 14941ms proces-to-process, 12291ms node-to-node, 1hops, 4versions (10 first, 14 discovered)
leader L29 of team T14 discovered at 28007.000000 that M261 is in danger (after 4653ms proces-to-process, 2215ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L29 of team T14 discovered at 32495.000000 that M260 is in danger (after 13284ms proces-to-process, 12074ms node-to-node, 7hops, 2versions (9 first, 11 discovered)
leader L29 of team T14 discovered at 44753.000000 that M267 is in danger (after 16092ms proces-to-process, 14851ms node-to-node, 2hops, 7versions (13 first, 20 discovered)
leader L29 of team T14 discovered at 33341.000000 that M272 is in danger (after 10636ms proces-to-process, 8563ms node-to-node, 4hops, 0versions (12 first, 12 discovered)
leader L28 of team T14 discovered at 40435.000000 that M262 is in danger (after 14558ms proces-to-process, 11893ms node-to-node, 7hops, 0versions (12 first, 12 discovered)
leader L28 of team T14 discovered at 33125.000000 that M258 is in danger (after 11423ms proces-to-process, 9111ms node-to-node, 9hops, 0versions (11 first, 11 discovered)
leader L28 of team T14 discovered at 39249.000000 that M259 is in danger (after 19305ms proces-to-process, 18518ms node-to-node, 5hops, 1versions (9 first, 10 discovered)
leader L28 of team T14 discovered at 18495.000000 that M270 is in danger (after 2834ms proces-to-process, 1982ms node-to-node, 1hops, 0versions (7 first, 7 discovered)
leader L28 of team T14 discovered at 36976.000000 that M269 is in danger (after 7612ms proces-to-process, 4896ms node-to-node, 2hops, 0versions (14 first, 14 discovered)
leader L28 of team T14 discovered at 36976.000000 that M268 is in danger (after 20554ms proces-to-process, 17601ms node-to-node, 3hops, 5versions (8 first, 13 discovered)
leader L28 of team T14 discovered at 49597.000000 that M252 is in danger (after 32564ms proces-to-process, 31674ms node-to-node, 9hops, 9versions (8 first, 17 discovered)
leader L28 of team T14 discovered at 33125.000000 that M266 is in danger (after 11805ms proces-to-process, 10312ms node-to-node, 5hops, 0versions (10 first, 10 discovered)
leader L28 of team T14 discovered at 36976.000000 that M265 is in danger (after 17680ms proces-to-process, 16242ms node-to-node, 6hops, 4versions (9 first, 13 discovered)
leader L28 of team T14 never discovered that M264 is in danger from 20265.
leader L28 of team T14 discovered at 35330.000000 that M263 is in danger (after 17209ms proces-to-process, 15135ms node-to-node, 9hops, 0versions (9 first, 9 discovered)
leader L28 of team T14 discovered at 36976.000000 that M257 is in danger (after 17533ms proces-to-process, 14622ms node-to-node, 8hops, 3versions (10 first, 13 discovered)
leader L28 of team T14 discovered at 48399.000000 that M261 is in danger (after 25045ms proces-to-process, 22526ms node-to-node, 8hops, 5versions (12 first, 17 discovered)
leader L28 of team T14 discovered at 34326.000000 that M260 is in danger (after 15115ms proces-to-process, 14099ms node-to-node, 10hops, 2versions (9 first, 11 discovered)
leader L28 of team T14 never discovered that M267 is in danger from 28661.
leader L28 of team T14 discovered at 42909.000000 that M272 is in danger (after 20204ms proces-to-process, 18136ms node-to-node, 12hops, 0versions (12 first, 12 discovered)
leader L30 of team T15 never discovered that M281 is in danger from 29164.
leader L30 of team T15 never discovered that M280 is in danger from 25394.
leader L30 of team T15 never discovered that M283 is in danger from 23943.
leader L30 of team T15 never discovered that M282 is in danger from 16726.
