Config: 
--------------------------------------------
leader L12 of team T6 discovered at 44626.000000 that M124 is in danger (after 18622ms proces-to-process, 17265ms node-to-node, 7hops, 4versions (13 first, 17 discovered)
leader L5 of team T2 discovered at 24748.000000 that M43 is in danger (after 3613ms proces-to-process, 609ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L5 of team T2 discovered at 48798.000000 that M58 is in danger (after 19837ms proces-to-process, 19586ms node-to-node, 8hops, 1versions (13 first, 14 discovered)
leader L6 of team T3 discovered at 29275.000000 that M60 is in danger (after 3839ms proces-to-process, 3637ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L6 of team T3 discovered at 27688.000000 that M54 is in danger (after 9175ms proces-to-process, 8114ms node-to-node, 5hops, 0versions (8 first, 8 discovered)
leader L6 of team T3 discovered at 28525.000000 that M62 is in danger (after 10444ms proces-to-process, 7948ms node-to-node, 7hops, 1versions (8 first, 9 discovered)
leader L6 of team T3 discovered at 43689.000000 that M56 is in danger (after 24567ms proces-to-process, 22879ms node-to-node, 2hops, 7versions (9 first, 16 discovered)
leader L6 of team T3 discovered at 38232.000000 that M64 is in danger (after 11222ms proces-to-process, 10725ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L6 of team T3 discovered at 30839.000000 that M65 is in danger (after 5531ms proces-to-process, 4868ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L6 of team T3 discovered at 30839.000000 that M66 is in danger (after 2621ms proces-to-process, 421ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L6 of team T3 discovered at 44333.000000 that M61 is in danger (after 14331ms proces-to-process, 12817ms node-to-node, 6hops, 1versions (14 first, 15 discovered)
leader L6 of team T3 discovered at 37358.000000 that M68 is in danger (after 14634ms proces-to-process, 14437ms node-to-node, 7hops, 2versions (10 first, 12 discovered)
leader L6 of team T3 discovered at 30135.000000 that M69 is in danger (after 9642ms proces-to-process, 7069ms node-to-node, 5hops, 0versions (10 first, 10 discovered)
leader L6 of team T3 discovered at 28027.000000 that M67 is in danger (after 8425ms proces-to-process, 7881ms node-to-node, 5hops, 0versions (8 first, 8 discovered)
leader L6 of team T3 discovered at 43844.000000 that M59 is in danger (after 16794ms proces-to-process, 14956ms node-to-node, 7hops, 0versions (14 first, 14 discovered)
leader L6 of team T3 discovered at 47664.000000 that M71 is in danger (after 20591ms proces-to-process, 18713ms node-to-node, 7hops, 6versions (13 first, 19 discovered)
leader L6 of team T3 discovered at 43689.000000 that M63 is in danger (after 19186ms proces-to-process, 17764ms node-to-node, 5hops, 2versions (12 first, 14 discovered)
leader L6 of team T3 discovered at 29589.000000 that M70 is in danger (after 7278ms proces-to-process, 6076ms node-to-node, 5hops, 0versions (10 first, 10 discovered)
leader L6 of team T3 discovered at 32297.000000 that M74 is in danger (after 8650ms proces-to-process, 6725ms node-to-node, 6hops, 0versions (12 first, 12 discovered)
leader L7 of team T3 discovered at 32446.000000 that M60 is in danger (after 7010ms proces-to-process, 6499ms node-to-node, 1hops, 1versions (12 first, 13 discovered)
leader L7 of team T3 discovered at 26262.000000 that M54 is in danger (after 7749ms proces-to-process, 5765ms node-to-node, 4hops, 0versions (8 first, 8 discovered)
leader L7 of team T3 discovered at 28519.000000 that M62 is in danger (after 10438ms proces-to-process, 7948ms node-to-node, 7hops, 1versions (8 first, 9 discovered)
leader L7 of team T3 discovered at 27137.000000 that M56 is in danger (after 8015ms proces-to-process, 6196ms node-to-node, 2hops, 1versions (9 first, 10 discovered)
leader L7 of team T3 discovered at 39734.000000 that M64 is in danger (after 12724ms proces-to-process, 11780ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L7 of team T3 discovered at 44026.000000 that M65 is in danger (after 18718ms proces-to-process, 17724ms node-to-node, 5hops, 0versions (12 first, 12 discovered)
leader L7 of team T3 discovered at 44026.000000 that M66 is in danger (after 15808ms proces-to-process, 13654ms node-to-node, 7hops, 3versions (14 first, 17 discovered)
leader L7 of team T3 discovered at 40890.000000 that M61 is in danger (after 10888ms proces-to-process, 9514ms node-to-node, 6hops, 1versions (14 first, 15 discovered)
leader L7 of team T3 discovered at 40890.000000 that M68 is in danger (after 18166ms proces-to-process, 17864ms node-to-node, 4hops, 4versions (10 first, 14 discovered)
leader L7 of team T3 discovered at 39734.000000 that M69 is in danger (after 19241ms proces-to-process, 16696ms node-to-node, 8hops, 0versions (10 first, 10 discovered)
leader L7 of team T3 discovered at 31240.000000 that M67 is in danger (after 11638ms proces-to-process, 10538ms node-to-node, 6hops, 2versions (8 first, 10 discovered)
leader L7 of team T3 discovered at 49180.000000 that M59 is in danger (after 22130ms proces-to-process, 19859ms node-to-node, 10hops, 1versions (14 first, 15 discovered)
leader L7 of team T3 discovered at 46772.000000 that M71 is in danger (after 19699ms proces-to-process, 17744ms node-to-node, 9hops, 4versions (13 first, 17 discovered)
leader L7 of team T3 discovered at 38517.000000 that M63 is in danger (after 14014ms proces-to-process, 12683ms node-to-node, 1hops, 3versions (12 first, 15 discovered)
leader L7 of team T3 discovered at 29483.000000 that M70 is in danger (after 7172ms proces-to-process, 6076ms node-to-node, 5hops, 0versions (10 first, 10 discovered)
leader L7 of team T3 discovered at 37728.000000 that M74 is in danger (after 14081ms proces-to-process, 11875ms node-to-node, 9hops, 1versions (12 first, 13 discovered)
leader L0 of team T0 discovered at 33176.000000 that M11 is in danger (after 9763ms proces-to-process, 8115ms node-to-node, 2hops, 3versions (12 first, 15 discovered)
leader L0 of team T0 discovered at 36352.000000 that M17 is in danger (after 7940ms proces-to-process, 5703ms node-to-node, 5hops, 2versions (13 first, 15 discovered)
leader L0 of team T0 discovered at 23509.000000 that M10 is in danger (after 3791ms proces-to-process, 2424ms node-to-node, 3hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 26382.000000 that M16 is in danger (after 4950ms proces-to-process, 720ms node-to-node, 2hops, 0versions (11 first, 11 discovered)
leader L0 of team T0 discovered at 41442.000000 that M20 is in danger (after 13204ms proces-to-process, 11066ms node-to-node, 3hops, 1versions (13 first, 14 discovered)
leader L0 of team T0 discovered at 21050.000000 that M13 is in danger (after 3409ms proces-to-process, 2517ms node-to-node, 5hops, 0versions (8 first, 8 discovered)
leader L0 of team T0 discovered at 35278.000000 that M21 is in danger (after 17631ms proces-to-process, 16612ms node-to-node, 4hops, 4versions (8 first, 12 discovered)
leader L0 of team T0 discovered at 22648.000000 that M5 is in danger (after 3091ms proces-to-process, 2882ms node-to-node, 3hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 33639.000000 that M4 is in danger (after 11507ms proces-to-process, 11236ms node-to-node, 9hops, 3versions (10 first, 13 discovered)
leader L0 of team T0 discovered at 33176.000000 that M7 is in danger (after 3353ms proces-to-process, 1435ms node-to-node, 3hops, 0versions (14 first, 14 discovered)
leader L0 of team T0 discovered at 36352.000000 that M6 is in danger (after 13881ms proces-to-process, 12285ms node-to-node, 5hops, 5versions (11 first, 16 discovered)
leader L0 of team T0 discovered at 29195.000000 that M1 is in danger (after 4351ms proces-to-process, 3130ms node-to-node, 6hops, 0versions (12 first, 12 discovered)
leader L0 of team T0 discovered at 24240.000000 that M0 is in danger (after 3602ms proces-to-process, 3192ms node-to-node, 5hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 27456.000000 that M3 is in danger (after 8693ms proces-to-process, 7069ms node-to-node, 7hops, 1versions (9 first, 10 discovered)
leader L0 of team T0 discovered at 35278.000000 that M2 is in danger (after 7848ms proces-to-process, 5768ms node-to-node, 6hops, 1versions (13 first, 14 discovered)
leader L0 of team T0 discovered at 29823.000000 that M15 is in danger (after 10753ms proces-to-process, 9320ms node-to-node, 4hops, 2versions (9 first, 11 discovered)
leader L0 of team T0 discovered at 29823.000000 that M12 is in danger (after 3486ms proces-to-process, 2970ms node-to-node, 5hops, 0versions (12 first, 12 discovered)
leader L0 of team T0 discovered at 38018.000000 that M9 is in danger (after 7660ms proces-to-process, 7024ms node-to-node, 4hops, 3versions (13 first, 16 discovered)
leader L0 of team T0 discovered at 29823.000000 that M8 is in danger (after 12443ms proces-to-process, 12310ms node-to-node, 7hops, 1versions (8 first, 9 discovered)
leader L0 of team T0 discovered at 22648.000000 that M14 is in danger (after 2189ms proces-to-process, 2114ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 41151.000000 that M11 is in danger (after 17738ms proces-to-process, 16114ms node-to-node, 7hops, 3versions (12 first, 15 discovered)
leader L1 of team T0 discovered at 34740.000000 that M17 is in danger (after 6328ms proces-to-process, 4234ms node-to-node, 4hops, 0versions (13 first, 13 discovered)
leader L1 of team T0 discovered at 33741.000000 that M10 is in danger (after 14023ms proces-to-process, 12834ms node-to-node, 5hops, 3versions (9 first, 12 discovered)
leader L1 of team T0 discovered at 31772.000000 that M16 is in danger (after 10340ms proces-to-process, 6600ms node-to-node, 5hops, 1versions (11 first, 12 discovered)
leader L1 of team T0 discovered at 46174.000000 that M20 is in danger (after 17936ms proces-to-process, 15916ms node-to-node, 2hops, 3versions (13 first, 16 discovered)
leader L1 of team T0 discovered at 22622.000000 that M13 is in danger (after 4981ms proces-to-process, 4257ms node-to-node, 4hops, 0versions (8 first, 8 discovered)
leader L1 of team T0 discovered at 28370.000000 that M21 is in danger (after 10723ms proces-to-process, 9760ms node-to-node, 1hops, 1versions (8 first, 9 discovered)
leader L1 of team T0 discovered at 27889.000000 that M5 is in danger (after 8332ms proces-to-process, 7748ms node-to-node, 5hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 32080.000000 that M4 is in danger (after 9948ms proces-to-process, 9905ms node-to-node, 6hops, 2versions (10 first, 12 discovered)
leader L1 of team T0 discovered at 35513.000000 that M7 is in danger (after 5690ms proces-to-process, 4262ms node-to-node, 4hops, 1versions (14 first, 15 discovered)
leader L1 of team T0 discovered at 37851.000000 that M6 is in danger (after 15380ms proces-to-process, 13650ms node-to-node, 11hops, 2versions (11 first, 13 discovered)
leader L1 of team T0 discovered at 30722.000000 that M1 is in danger (after 5878ms proces-to-process, 4857ms node-to-node, 5hops, 0versions (12 first, 12 discovered)
leader L1 of team T0 discovered at 29037.000000 that M0 is in danger (after 8399ms proces-to-process, 7509ms node-to-node, 8hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 34740.000000 that M3 is in danger (after 15977ms proces-to-process, 13553ms node-to-node, 4hops, 3versions (9 first, 12 discovered)
leader L1 of team T0 discovered at 35960.000000 that M2 is in danger (after 8530ms proces-to-process, 6557ms node-to-node, 7hops, 0versions (13 first, 13 discovered)
leader L1 of team T0 discovered at 27889.000000 that M15 is in danger (after 8819ms proces-to-process, 7231ms node-to-node, 1hops, 2versions (9 first, 11 discovered)
leader L1 of team T0 discovered at 30195.000000 that M12 is in danger (after 3858ms proces-to-process, 3282ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L1 of team T0 discovered at 40766.000000 that M9 is in danger (after 10408ms proces-to-process, 9930ms node-to-node, 6hops, 2versions (13 first, 15 discovered)
leader L1 of team T0 discovered at 25751.000000 that M8 is in danger (after 8371ms proces-to-process, 8352ms node-to-node, 1hops, 1versions (8 first, 9 discovered)
leader L1 of team T0 discovered at 39778.000000 that M14 is in danger (after 19319ms proces-to-process, 19172ms node-to-node, 14hops, 3versions (9 first, 12 discovered)
leader L2 of team T1 discovered at 45605.000000 that M34 is in danger (after 15281ms proces-to-process, 14123ms node-to-node, 2hops, 3versions (14 first, 17 discovered)
leader L2 of team T1 never discovered that M28 is in danger from 24815.
leader L2 of team T1 discovered at 38635.000000 that M29 is in danger (after 14563ms proces-to-process, 13045ms node-to-node, 3hops, 1versions (11 first, 12 discovered)
leader L2 of team T1 discovered at 37555.000000 that M39 is in danger (after 13962ms proces-to-process, 12015ms node-to-node, 10hops, 0versions (12 first, 12 discovered)
leader L2 of team T1 discovered at 34984.000000 that M38 is in danger (after 9228ms proces-to-process, 8659ms node-to-node, 5hops, 1versions (11 first, 12 discovered)
leader L2 of team T1 discovered at 49312.000000 that M24 is in danger (after 19101ms proces-to-process, 15933ms node-to-node, 4hops, 4versions (15 first, 19 discovered)
leader L2 of team T1 discovered at 49027.000000 that M25 is in danger (after 20941ms proces-to-process, 18771ms node-to-node, 2hops, 5versions (14 first, 19 discovered)
leader L2 of team T1 discovered at 40461.000000 that M26 is in danger (after 10142ms proces-to-process, 7683ms node-to-node, 1hops, 1versions (14 first, 15 discovered)
leader L2 of team T1 discovered at 33914.000000 that M27 is in danger (after 11088ms proces-to-process, 9248ms node-to-node, 7hops, 1versions (11 first, 12 discovered)
leader L2 of team T1 discovered at 34984.000000 that M33 is in danger (after 7328ms proces-to-process, 5014ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L2 of team T1 discovered at 29867.000000 that M32 is in danger (after 8761ms proces-to-process, 7714ms node-to-node, 2hops, 2versions (10 first, 12 discovered)
leader L2 of team T1 discovered at 28631.000000 that M22 is in danger (after 8641ms proces-to-process, 7374ms node-to-node, 4hops, 1versions (9 first, 10 discovered)
leader L2 of team T1 discovered at 39074.000000 that M23 is in danger (after 12347ms proces-to-process, 11500ms node-to-node, 4hops, 1versions (12 first, 13 discovered)
leader L2 of team T1 discovered at 39074.000000 that M40 is in danger (after 15809ms proces-to-process, 13186ms node-to-node, 3hops, 3versions (12 first, 15 discovered)
leader L2 of team T1 discovered at 30001.000000 that M31 is in danger (after 12256ms proces-to-process, 9673ms node-to-node, 5hops, 1versions (9 first, 10 discovered)
leader L2 of team T1 discovered at 47550.000000 that M19 is in danger (after 18389ms proces-to-process, 16440ms node-to-node, 4hops, 1versions (14 first, 15 discovered)
leader L2 of team T1 discovered at 28631.000000 that M18 is in danger (after 12379ms proces-to-process, 11661ms node-to-node, 7hops, 2versions (7 first, 9 discovered)
leader L2 of team T1 discovered at 33914.000000 that M30 is in danger (after 5534ms proces-to-process, 4966ms node-to-node, 1hops, 1versions (13 first, 14 discovered)
leader L2 of team T1 discovered at 37555.000000 that M35 is in danger (after 9680ms proces-to-process, 6150ms node-to-node, 2hops, 2versions (14 first, 16 discovered)
leader L3 of team T1 discovered at 46072.000000 that M34 is in danger (after 15748ms proces-to-process, 14429ms node-to-node, 3hops, 3versions (14 first, 17 discovered)
leader L3 of team T1 discovered at 39375.000000 that M28 is in danger (after 14560ms proces-to-process, 11801ms node-to-node, 3hops, 3versions (12 first, 15 discovered)
leader L3 of team T1 discovered at 32286.000000 that M29 is in danger (after 8214ms proces-to-process, 7608ms node-to-node, 2hops, 1versions (11 first, 12 discovered)
leader L3 of team T1 discovered at 40408.000000 that M39 is in danger (after 16815ms proces-to-process, 14736ms node-to-node, 11hops, 0versions (12 first, 12 discovered)
leader L3 of team T1 discovered at 35475.000000 that M38 is in danger (after 9719ms proces-to-process, 9159ms node-to-node, 8hops, 0versions (11 first, 11 discovered)
leader L3 of team T1 discovered at 47034.000000 that M24 is in danger (after 16823ms proces-to-process, 13351ms node-to-node, 3hops, 4versions (15 first, 19 discovered)
leader L3 of team T1 discovered at 37763.000000 that M25 is in danger (after 9677ms proces-to-process, 7573ms node-to-node, 4hops, 0versions (14 first, 14 discovered)
leader L3 of team T1 discovered at 47432.000000 that M26 is in danger (after 17113ms proces-to-process, 14906ms node-to-node, 5hops, 1versions (14 first, 15 discovered)
leader L3 of team T1 discovered at 36941.000000 that M27 is in danger (after 14115ms proces-to-process, 11481ms node-to-node, 4hops, 2versions (11 first, 13 discovered)
leader L3 of team T1 discovered at 35988.000000 that M33 is in danger (after 8332ms proces-to-process, 6359ms node-to-node, 2hops, 1versions (13 first, 14 discovered)
leader L3 of team T1 discovered at 22731.000000 that M32 is in danger (after 1625ms proces-to-process, 132ms node-to-node, 1hops, 0versions (10 first, 10 discovered)
leader L3 of team T1 discovered at 30900.000000 that M22 is in danger (after 10910ms proces-to-process, 9428ms node-to-node, 3hops, 2versions (9 first, 11 discovered)
leader L3 of team T1 discovered at 34281.000000 that M23 is in danger (after 7554ms proces-to-process, 7080ms node-to-node, 3hops, 1versions (12 first, 13 discovered)
leader L3 of team T1 discovered at 40408.000000 that M40 is in danger (after 17143ms proces-to-process, 14621ms node-to-node, 10hops, 0versions (12 first, 12 discovered)
leader L3 of team T1 discovered at 33545.000000 that M31 is in danger (after 15800ms proces-to-process, 13075ms node-to-node, 4hops, 3versions (9 first, 12 discovered)
leader L3 of team T1 discovered at 50823.000000 that M19 is in danger (after 21662ms proces-to-process, 19827ms node-to-node, 4hops, 5versions (14 first, 19 discovered)
leader L3 of team T1 discovered at 24334.000000 that M18 is in danger (after 8082ms proces-to-process, 7498ms node-to-node, 6hops, 0versions (7 first, 7 discovered)
leader L3 of team T1 discovered at 38820.000000 that M30 is in danger (after 10440ms proces-to-process, 9332ms node-to-node, 5hops, 1versions (13 first, 14 discovered)
leader L3 of team T1 discovered at 42982.000000 that M35 is in danger (after 15107ms proces-to-process, 11498ms node-to-node, 5hops, 2versions (14 first, 16 discovered)

Results: 
-----------------------------
Process-2-process response time: avg=11145.845890, min=302, max=31088, median=10143
Node-2-node response time: avg=9508.616438, min=95, max=29260, median=8464
Hops: avg=4.541096, min=1, max=14, median=4
Process-2-process response time / 1 hop: avg=3094.969178, min=302, max=14014, median=2463
Node-2-node response time / 1 hop: avg=2563.219178, min=72, max=12683, median=2012
Version difference: avg=1.373288, min=0, max=9, median=1
Ratio of leader discoveries: 292 of 298 (97.986577%)
Ratio of discoveries regardless the number of leaders: 147 of 149 (98.657718%)
