Config: 
--------------------------------------------
leader L12 of team T6 discovered at 34077.000000 that M124 is in danger (after 8073ms proces-to-process, 6277ms node-to-node, 3hops, 1versions (13 first, 14 discovered)
leader L6 of team T3 discovered at 35728.000000 that M57 is in danger (after 9846ms proces-to-process, 9746ms node-to-node, 4hops, 3versions (12 first, 15 discovered)
leader L6 of team T3 discovered at 22711.000000 that M56 is in danger (after 3589ms proces-to-process, 2040ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L6 of team T3 discovered at 33153.000000 that M64 is in danger (after 6143ms proces-to-process, 5823ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L6 of team T3 discovered at 33153.000000 that M65 is in danger (after 7845ms proces-to-process, 6955ms node-to-node, 6hops, 0versions (12 first, 12 discovered)
leader L6 of team T3 discovered at 47664.000000 that M66 is in danger (after 19446ms proces-to-process, 17569ms node-to-node, 8hops, 4versions (14 first, 18 discovered)
leader L6 of team T3 discovered at 24682.000000 that M67 is in danger (after 5080ms proces-to-process, 4719ms node-to-node, 5hops, 0versions (8 first, 8 discovered)
leader L6 of team T3 discovered at 32297.000000 that M68 is in danger (after 9573ms proces-to-process, 8761ms node-to-node, 7hops, 2versions (10 first, 12 discovered)
leader L6 of team T3 discovered at 28525.000000 that M69 is in danger (after 8032ms proces-to-process, 5273ms node-to-node, 6hops, 0versions (10 first, 10 discovered)
leader L6 of team T3 discovered at 49583.000000 that M59 is in danger (after 22533ms proces-to-process, 20553ms node-to-node, 9hops, 4versions (14 first, 18 discovered)
leader L6 of team T3 discovered at 27688.000000 that M62 is in danger (after 9607ms proces-to-process, 7053ms node-to-node, 9hops, 1versions (8 first, 9 discovered)
leader L6 of team T3 discovered at 33153.000000 that M71 is in danger (after 6080ms proces-to-process, 4110ms node-to-node, 4hops, 0versions (13 first, 13 discovered)
leader L6 of team T3 never discovered that M72 is in danger from 29584.
leader L6 of team T3 discovered at 32297.000000 that M73 is in danger (after 10393ms proces-to-process, 8479ms node-to-node, 7hops, 2versions (10 first, 12 discovered)
leader L6 of team T3 discovered at 28027.000000 that M63 is in danger (after 3524ms proces-to-process, 2163ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L6 of team T3 discovered at 30839.000000 that M70 is in danger (after 8528ms proces-to-process, 7327ms node-to-node, 7hops, 1versions (10 first, 11 discovered)
leader L6 of team T3 discovered at 51188.000000 that M75 is in danger (after 29220ms proces-to-process, 27648ms node-to-node, 5hops, 9versions (11 first, 20 discovered)
leader L7 of team T3 discovered at 33030.000000 that M60 is in danger (after 7594ms proces-to-process, 7056ms node-to-node, 2hops, 1versions (12 first, 13 discovered)
leader L7 of team T3 discovered at 45350.000000 that M61 is in danger (after 15348ms proces-to-process, 14030ms node-to-node, 10hops, 1versions (14 first, 15 discovered)
leader L7 of team T3 discovered at 39734.000000 that M57 is in danger (after 13852ms proces-to-process, 13216ms node-to-node, 3hops, 4versions (12 first, 16 discovered)
leader L7 of team T3 discovered at 35108.000000 that M56 is in danger (after 15986ms proces-to-process, 14203ms node-to-node, 6hops, 1versions (9 first, 10 discovered)
leader L7 of team T3 discovered at 39734.000000 that M64 is in danger (after 12724ms proces-to-process, 11739ms node-to-node, 9hops, 1versions (13 first, 14 discovered)
leader L7 of team T3 discovered at 35108.000000 that M65 is in danger (after 9800ms proces-to-process, 8547ms node-to-node, 4hops, 1versions (12 first, 13 discovered)
leader L7 of team T3 discovered at 45886.000000 that M66 is in danger (after 17668ms proces-to-process, 15815ms node-to-node, 7hops, 4versions (14 first, 18 discovered)
leader L7 of team T3 discovered at 31806.000000 that M67 is in danger (after 12204ms proces-to-process, 11972ms node-to-node, 2hops, 4versions (8 first, 12 discovered)
leader L7 of team T3 discovered at 32446.000000 that M68 is in danger (after 9722ms proces-to-process, 9356ms node-to-node, 6hops, 2versions (10 first, 12 discovered)
leader L7 of team T3 discovered at 37728.000000 that M69 is in danger (after 17235ms proces-to-process, 14238ms node-to-node, 6hops, 3versions (10 first, 13 discovered)
leader L7 of team T3 discovered at 48271.000000 that M59 is in danger (after 21221ms proces-to-process, 19359ms node-to-node, 9hops, 2versions (14 first, 16 discovered)
leader L7 of team T3 discovered at 32446.000000 that M62 is in danger (after 14365ms proces-to-process, 12086ms node-to-node, 7hops, 3versions (8 first, 11 discovered)
leader L7 of team T3 discovered at 33030.000000 that M71 is in danger (after 5957ms proces-to-process, 3668ms node-to-node, 1hops, 1versions (13 first, 14 discovered)
leader L7 of team T3 never discovered that M72 is in danger from 29584.
leader L7 of team T3 discovered at 33673.000000 that M73 is in danger (after 11769ms proces-to-process, 10188ms node-to-node, 5hops, 3versions (10 first, 13 discovered)
leader L7 of team T3 discovered at 39734.000000 that M63 is in danger (after 15231ms proces-to-process, 13211ms node-to-node, 3hops, 3versions (12 first, 15 discovered)
leader L7 of team T3 discovered at 34351.000000 that M70 is in danger (after 12040ms proces-to-process, 10871ms node-to-node, 9hops, 2versions (10 first, 12 discovered)
leader L7 of team T3 discovered at 30055.000000 that M75 is in danger (after 8087ms proces-to-process, 6276ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L0 of team T0 discovered at 30730.000000 that M11 is in danger (after 7317ms proces-to-process, 5792ms node-to-node, 2hops, 0versions (12 first, 12 discovered)
leader L0 of team T0 discovered at 49512.000000 that M17 is in danger (after 21100ms proces-to-process, 19056ms node-to-node, 8hops, 3versions (13 first, 16 discovered)
leader L0 of team T0 discovered at 33176.000000 that M10 is in danger (after 13458ms proces-to-process, 11904ms node-to-node, 3hops, 3versions (9 first, 12 discovered)
leader L0 of team T0 discovered at 43613.000000 that M16 is in danger (after 22181ms proces-to-process, 18093ms node-to-node, 3hops, 3versions (11 first, 14 discovered)
leader L0 of team T0 discovered at 40221.000000 that M20 is in danger (after 11983ms proces-to-process, 9786ms node-to-node, 5hops, 1versions (13 first, 14 discovered)
leader L0 of team T0 discovered at 31697.000000 that M13 is in danger (after 13455ms proces-to-process, 10460ms node-to-node, 6hops, 2versions (9 first, 11 discovered)
leader L0 of team T0 discovered at 35278.000000 that M22 is in danger (after 15288ms proces-to-process, 13994ms node-to-node, 4hops, 1versions (9 first, 10 discovered)
leader L0 of team T0 discovered at 25671.000000 that M5 is in danger (after 6114ms proces-to-process, 5708ms node-to-node, 5hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 33639.000000 that M4 is in danger (after 11507ms proces-to-process, 11498ms node-to-node, 8hops, 1versions (10 first, 11 discovered)
leader L0 of team T0 discovered at 39672.000000 that M7 is in danger (after 9849ms proces-to-process, 8033ms node-to-node, 1hops, 2versions (14 first, 16 discovered)
leader L0 of team T0 discovered at 28136.000000 that M6 is in danger (after 5665ms proces-to-process, 4168ms node-to-node, 2hops, 0versions (11 first, 11 discovered)
leader L0 of team T0 discovered at 33639.000000 that M1 is in danger (after 8795ms proces-to-process, 7761ms node-to-node, 7hops, 1versions (12 first, 13 discovered)
leader L0 of team T0 discovered at 36352.000000 that M0 is in danger (after 15714ms proces-to-process, 14764ms node-to-node, 12hops, 2versions (9 first, 11 discovered)
leader L0 of team T0 discovered at 21050.000000 that M3 is in danger (after 2287ms proces-to-process, 383ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 30730.000000 that M2 is in danger (after 3300ms proces-to-process, 1285ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L0 of team T0 discovered at 40221.000000 that M19 is in danger (after 11060ms proces-to-process, 9691ms node-to-node, 5hops, 0versions (14 first, 14 discovered)
leader L0 of team T0 discovered at 34418.000000 that M15 is in danger (after 15348ms proces-to-process, 13428ms node-to-node, 8hops, 1versions (9 first, 10 discovered)
leader L0 of team T0 discovered at 33639.000000 that M12 is in danger (after 7302ms proces-to-process, 6773ms node-to-node, 2hops, 0versions (12 first, 12 discovered)
leader L0 of team T0 discovered at 38018.000000 that M9 is in danger (after 7660ms proces-to-process, 6817ms node-to-node, 4hops, 2versions (13 first, 15 discovered)
leader L0 of team T0 discovered at 31697.000000 that M8 is in danger (after 14317ms proces-to-process, 13407ms node-to-node, 5hops, 3versions (8 first, 11 discovered)
leader L0 of team T0 discovered at 34418.000000 that M14 is in danger (after 13959ms proces-to-process, 13422ms node-to-node, 9hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 30722.000000 that M11 is in danger (after 7309ms proces-to-process, 5401ms node-to-node, 1hops, 1versions (12 first, 13 discovered)
leader L1 of team T0 discovered at 48101.000000 that M17 is in danger (after 19689ms proces-to-process, 17641ms node-to-node, 7hops, 3versions (13 first, 16 discovered)
leader L1 of team T0 discovered at 31772.000000 that M10 is in danger (after 12054ms proces-to-process, 10591ms node-to-node, 1hops, 5versions (9 first, 14 discovered)
leader L1 of team T0 discovered at 44416.000000 that M16 is in danger (after 22984ms proces-to-process, 19200ms node-to-node, 3hops, 5versions (11 first, 16 discovered)
leader L1 of team T0 discovered at 43193.000000 that M20 is in danger (after 14955ms proces-to-process, 12821ms node-to-node, 4hops, 4versions (13 first, 17 discovered)
leader L1 of team T0 discovered at 31772.000000 that M13 is in danger (after 13530ms proces-to-process, 10675ms node-to-node, 6hops, 3versions (9 first, 12 discovered)
leader L1 of team T0 discovered at 30722.000000 that M22 is in danger (after 10732ms proces-to-process, 9036ms node-to-node, 5hops, 1versions (9 first, 10 discovered)
leader L1 of team T0 discovered at 21637.000000 that M5 is in danger (after 2080ms proces-to-process, 1453ms node-to-node, 3hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 29037.000000 that M4 is in danger (after 6905ms proces-to-process, 6576ms node-to-node, 6hops, 1versions (10 first, 11 discovered)
leader L1 of team T0 discovered at 40205.000000 that M7 is in danger (after 10382ms proces-to-process, 8958ms node-to-node, 2hops, 0versions (14 first, 14 discovered)
leader L1 of team T0 discovered at 28370.000000 that M6 is in danger (after 5899ms proces-to-process, 4168ms node-to-node, 2hops, 0versions (11 first, 11 discovered)
leader L1 of team T0 discovered at 27889.000000 that M1 is in danger (after 3045ms proces-to-process, 2191ms node-to-node, 5hops, 1versions (12 first, 13 discovered)
leader L1 of team T0 discovered at 30722.000000 that M0 is in danger (after 10084ms proces-to-process, 9266ms node-to-node, 4hops, 5versions (9 first, 14 discovered)
leader L1 of team T0 discovered at 20764.000000 that M3 is in danger (after 2001ms proces-to-process, 383ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 30722.000000 that M2 is in danger (after 3292ms proces-to-process, 1285ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L1 of team T0 discovered at 40205.000000 that M19 is in danger (after 11044ms proces-to-process, 9691ms node-to-node, 5hops, 0versions (14 first, 14 discovered)
leader L1 of team T0 discovered at 29037.000000 that M15 is in danger (after 9967ms proces-to-process, 8568ms node-to-node, 6hops, 1versions (9 first, 10 discovered)
leader L1 of team T0 discovered at 33220.000000 that M12 is in danger (after 6883ms proces-to-process, 5807ms node-to-node, 5hops, 0versions (12 first, 12 discovered)
leader L1 of team T0 discovered at 36560.000000 that M9 is in danger (after 6202ms proces-to-process, 5428ms node-to-node, 3hops, 2versions (13 first, 15 discovered)
leader L1 of team T0 discovered at 28370.000000 that M8 is in danger (after 10990ms proces-to-process, 10839ms node-to-node, 4hops, 3versions (8 first, 11 discovered)
leader L1 of team T0 discovered at 30722.000000 that M14 is in danger (after 10263ms proces-to-process, 10016ms node-to-node, 8hops, 0versions (9 first, 9 discovered)
leader L2 of team T1 discovered at 33914.000000 that M32 is in danger (after 12808ms proces-to-process, 11312ms node-to-node, 7hops, 1versions (10 first, 11 discovered)
leader L2 of team T1 discovered at 47550.000000 that M34 is in danger (after 17226ms proces-to-process, 16092ms node-to-node, 2hops, 3versions (14 first, 17 discovered)
leader L2 of team T1 discovered at 38635.000000 that M28 is in danger (after 13820ms proces-to-process, 10696ms node-to-node, 4hops, 4versions (12 first, 16 discovered)
leader L2 of team T1 discovered at 31981.000000 that M29 is in danger (after 7909ms proces-to-process, 7372ms node-to-node, 1hops, 1versions (11 first, 12 discovered)
leader L2 of team T1 discovered at 35041.000000 that M39 is in danger (after 11448ms proces-to-process, 9475ms node-to-node, 6hops, 2versions (12 first, 14 discovered)
leader L2 of team T1 discovered at 36741.000000 that M38 is in danger (after 10985ms proces-to-process, 10265ms node-to-node, 2hops, 0versions (11 first, 11 discovered)
leader L2 of team T1 discovered at 39074.000000 that M24 is in danger (after 8863ms proces-to-process, 5817ms node-to-node, 1hops, 2versions (15 first, 17 discovered)
leader L2 of team T1 discovered at 32655.000000 that M25 is in danger (after 4569ms proces-to-process, 2138ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L2 of team T1 discovered at 46054.000000 that M26 is in danger (after 15735ms proces-to-process, 13341ms node-to-node, 2hops, 3versions (14 first, 17 discovered)
leader L2 of team T1 discovered at 33056.000000 that M27 is in danger (after 10230ms proces-to-process, 8103ms node-to-node, 5hops, 0versions (11 first, 11 discovered)
leader L2 of team T1 discovered at 47550.000000 that M33 is in danger (after 19894ms proces-to-process, 17545ms node-to-node, 6hops, 4versions (13 first, 17 discovered)
leader L2 of team T1 discovered at 31124.000000 that M21 is in danger (after 13477ms proces-to-process, 11706ms node-to-node, 6hops, 2versions (8 first, 10 discovered)
leader L2 of team T1 discovered at 26743.000000 that M31 is in danger (after 9082ms proces-to-process, 7614ms node-to-node, 5hops, 1versions (8 first, 9 discovered)
leader L2 of team T1 discovered at 38635.000000 that M23 is in danger (after 11908ms proces-to-process, 10968ms node-to-node, 2hops, 2versions (12 first, 14 discovered)
leader L2 of team T1 discovered at 33914.000000 that M37 is in danger (after 10982ms proces-to-process, 9209ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L2 of team T1 discovered at 31124.000000 that M36 is in danger (after 15479ms proces-to-process, 13038ms node-to-node, 4hops, 1versions (7 first, 8 discovered)
leader L2 of team T1 discovered at 33914.000000 that M18 is in danger (after 17662ms proces-to-process, 17106ms node-to-node, 8hops, 1versions (7 first, 8 discovered)
leader L2 of team T1 discovered at 39768.000000 that M30 is in danger (after 11388ms proces-to-process, 10446ms node-to-node, 2hops, 1versions (13 first, 14 discovered)
leader L2 of team T1 discovered at 40461.000000 that M35 is in danger (after 12586ms proces-to-process, 8826ms node-to-node, 6hops, 2versions (14 first, 16 discovered)
leader L3 of team T1 discovered at 31084.000000 that M32 is in danger (after 9978ms proces-to-process, 9030ms node-to-node, 3hops, 2versions (10 first, 12 discovered)
leader L3 of team T1 discovered at 40408.000000 that M34 is in danger (after 10084ms proces-to-process, 8996ms node-to-node, 1hops, 3versions (14 first, 17 discovered)
leader L3 of team T1 discovered at 38820.000000 that M28 is in danger (after 14005ms proces-to-process, 11261ms node-to-node, 8hops, 0versions (12 first, 12 discovered)
leader L3 of team T1 discovered at 32286.000000 that M29 is in danger (after 8214ms proces-to-process, 7588ms node-to-node, 1hops, 2versions (11 first, 13 discovered)
leader L3 of team T1 discovered at 29664.000000 that M39 is in danger (after 6071ms proces-to-process, 4028ms node-to-node, 2hops, 0versions (12 first, 12 discovered)
leader L3 of team T1 discovered at 30058.000000 that M38 is in danger (after 4302ms proces-to-process, 3855ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L3 of team T1 discovered at 38820.000000 that M24 is in danger (after 8609ms proces-to-process, 5212ms node-to-node, 2hops, 1versions (15 first, 16 discovered)
leader L3 of team T1 discovered at 35475.000000 that M25 is in danger (after 7389ms proces-to-process, 4835ms node-to-node, 2hops, 0versions (14 first, 14 discovered)
leader L3 of team T1 discovered at 47034.000000 that M26 is in danger (after 16715ms proces-to-process, 13790ms node-to-node, 2hops, 5versions (14 first, 19 discovered)
leader L3 of team T1 discovered at 35475.000000 that M27 is in danger (after 12649ms proces-to-process, 10822ms node-to-node, 3hops, 1versions (11 first, 12 discovered)
leader L3 of team T1 discovered at 33545.000000 that M33 is in danger (after 5889ms proces-to-process, 3884ms node-to-node, 1hops, 1versions (13 first, 14 discovered)
leader L3 of team T1 discovered at 28724.000000 that M21 is in danger (after 11077ms proces-to-process, 9649ms node-to-node, 3hops, 1versions (8 first, 9 discovered)
leader L3 of team T1 discovered at 22008.000000 that M31 is in danger (after 4347ms proces-to-process, 3105ms node-to-node, 3hops, 0versions (8 first, 8 discovered)
leader L3 of team T1 discovered at 39375.000000 that M23 is in danger (after 12648ms proces-to-process, 11649ms node-to-node, 3hops, 2versions (12 first, 14 discovered)
leader L3 of team T1 discovered at 34671.000000 that M37 is in danger (after 11739ms proces-to-process, 10190ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L3 of team T1 discovered at 25326.000000 that M36 is in danger (after 9681ms proces-to-process, 7305ms node-to-node, 3hops, 1versions (7 first, 8 discovered)
leader L3 of team T1 discovered at 29036.000000 that M18 is in danger (after 12784ms proces-to-process, 12213ms node-to-node, 8hops, 0versions (7 first, 7 discovered)
leader L3 of team T1 discovered at 31084.000000 that M30 is in danger (after 2704ms proces-to-process, 2111ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L3 of team T1 discovered at 35988.000000 that M35 is in danger (after 8113ms proces-to-process, 4325ms node-to-node, 2hops, 0versions (14 first, 14 discovered)

Results: 
-----------------------------
Process-2-process response time: avg=11667.870748, min=773, max=30050, median=11001
Node-2-node response time: avg=9987.442177, min=40, max=28795, median=9543
Hops: avg=4.802721, min=1, max=13, median=5
Process-2-process response time / 1 hop: avg=3116.435374, min=609, max=12054, median=2399
Node-2-node response time / 1 hop: avg=2534.102041, min=40, max=10632, median=2029
Version difference: avg=1.414966, min=0, max=9, median=1
Ratio of leader discoveries: 294 of 298 (98.657718%)
Ratio of discoveries regardless the number of leaders: 148 of 149 (99.328859%)
