Config: 
--------------------------------------------
leader L12 of team T6 discovered at 58522.000000 that M124 is in danger (after 32518ms proces-to-process, 31054ms node-to-node, 3hops, 7versions (13 first, 20 discovered)
leader L6 of team T3 discovered at 19737.000000 that M55 is in danger (after 3482ms proces-to-process, 2922ms node-to-node, 3hops, 0versions (7 first, 7 discovered)
leader L6 of team T3 discovered at 35201.000000 that M60 is in danger (after 9765ms proces-to-process, 9478ms node-to-node, 3hops, 2versions (12 first, 14 discovered)
leader L6 of team T3 discovered at 38232.000000 that M57 is in danger (after 12350ms proces-to-process, 11887ms node-to-node, 3hops, 3versions (12 first, 15 discovered)
leader L6 of team T3 discovered at 34030.000000 that M56 is in danger (after 14908ms proces-to-process, 12775ms node-to-node, 3hops, 5versions (9 first, 14 discovered)
leader L6 of team T3 discovered at 36817.000000 that M64 is in danger (after 9807ms proces-to-process, 8879ms node-to-node, 4hops, 1versions (13 first, 14 discovered)
leader L6 of team T3 discovered at 30135.000000 that M65 is in danger (after 4827ms proces-to-process, 4032ms node-to-node, 5hops, 0versions (12 first, 12 discovered)
leader L6 of team T3 discovered at 32794.000000 that M66 is in danger (after 4576ms proces-to-process, 2884ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L6 of team T3 discovered at 39318.000000 that M61 is in danger (after 9316ms proces-to-process, 7935ms node-to-node, 2hops, 2versions (14 first, 16 discovered)
leader L6 of team T3 discovered at 29589.000000 that M68 is in danger (after 6865ms proces-to-process, 6595ms node-to-node, 9hops, 0versions (10 first, 10 discovered)
leader L6 of team T3 discovered at 34030.000000 that M69 is in danger (after 13537ms proces-to-process, 10249ms node-to-node, 6hops, 1versions (10 first, 11 discovered)
leader L6 of team T3 discovered at 20347.000000 that M67 is in danger (after 745ms proces-to-process, 108ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L6 of team T3 discovered at 36817.000000 that M59 is in danger (after 9767ms proces-to-process, 7546ms node-to-node, 5hops, 2versions (14 first, 16 discovered)
leader L6 of team T3 never discovered that M62 is in danger from 18081.
leader L6 of team T3 discovered at 35201.000000 that M71 is in danger (after 8128ms proces-to-process, 6235ms node-to-node, 1hops, 1versions (13 first, 14 discovered)
leader L6 of team T3 discovered at 36817.000000 that M72 is in danger (after 7233ms proces-to-process, 4076ms node-to-node, 5hops, 0versions (14 first, 14 discovered)
leader L6 of team T3 discovered at 53346.000000 that M63 is in danger (after 28843ms proces-to-process, 26725ms node-to-node, 7hops, 7versions (12 first, 19 discovered)
leader L6 of team T3 discovered at 36817.000000 that M70 is in danger (after 14506ms proces-to-process, 12970ms node-to-node, 3hops, 0versions (10 first, 10 discovered)
leader L6 of team T3 discovered at 36817.000000 that M76 is in danger (after 11537ms proces-to-process, 7106ms node-to-node, 1hops, 3versions (13 first, 16 discovered)
leader L7 of team T3 discovered at 18612.000000 that M55 is in danger (after 2357ms proces-to-process, 1448ms node-to-node, 1hops, 0versions (7 first, 7 discovered)
leader L7 of team T3 discovered at 40890.000000 that M60 is in danger (after 15454ms proces-to-process, 15280ms node-to-node, 6hops, 4versions (12 first, 16 discovered)
leader L7 of team T3 discovered at 34351.000000 that M57 is in danger (after 8469ms proces-to-process, 8292ms node-to-node, 6hops, 1versions (12 first, 13 discovered)
leader L7 of team T3 discovered at 24186.000000 that M56 is in danger (after 5064ms proces-to-process, 3422ms node-to-node, 5hops, 0versions (9 first, 9 discovered)
leader L7 of team T3 discovered at 42440.000000 that M64 is in danger (after 15430ms proces-to-process, 15004ms node-to-node, 7hops, 3versions (13 first, 16 discovered)
leader L7 of team T3 discovered at 33673.000000 that M65 is in danger (after 8365ms proces-to-process, 7620ms node-to-node, 6hops, 1versions (12 first, 13 discovered)
leader L7 of team T3 discovered at 39734.000000 that M66 is in danger (after 11516ms proces-to-process, 9256ms node-to-node, 6hops, 1versions (14 first, 15 discovered)
leader L7 of team T3 discovered at 47924.000000 that M61 is in danger (after 17922ms proces-to-process, 16142ms node-to-node, 4hops, 5versions (14 first, 19 discovered)
leader L7 of team T3 discovered at 27137.000000 that M68 is in danger (after 4413ms proces-to-process, 4283ms node-to-node, 5hops, 0versions (10 first, 10 discovered)
leader L7 of team T3 discovered at 32446.000000 that M69 is in danger (after 11953ms proces-to-process, 9453ms node-to-node, 6hops, 0versions (10 first, 10 discovered)
leader L7 of team T3 discovered at 26262.000000 that M67 is in danger (after 6660ms proces-to-process, 5929ms node-to-node, 4hops, 0versions (8 first, 8 discovered)
leader L7 of team T3 discovered at 43024.000000 that M59 is in danger (after 15974ms proces-to-process, 13781ms node-to-node, 6hops, 4versions (14 first, 18 discovered)
leader L7 of team T3 never discovered that M62 is in danger from 18081.
leader L7 of team T3 discovered at 41715.000000 that M71 is in danger (after 14642ms proces-to-process, 12295ms node-to-node, 3hops, 3versions (13 first, 16 discovered)
leader L7 of team T3 discovered at 36888.000000 that M72 is in danger (after 7304ms proces-to-process, 4637ms node-to-node, 5hops, 0versions (14 first, 14 discovered)
leader L7 of team T3 discovered at 26262.000000 that M63 is in danger (after 1759ms proces-to-process, 23ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L7 of team T3 discovered at 34351.000000 that M70 is in danger (after 12040ms proces-to-process, 10998ms node-to-node, 6hops, 2versions (10 first, 12 discovered)
leader L7 of team T3 discovered at 36185.000000 that M76 is in danger (after 10905ms proces-to-process, 6579ms node-to-node, 2hops, 2versions (13 first, 15 discovered)
leader L0 of team T0 discovered at 41878.000000 that M11 is in danger (after 18465ms proces-to-process, 16926ms node-to-node, 5hops, 2versions (12 first, 14 discovered)
leader L0 of team T0 discovered at 34418.000000 that M17 is in danger (after 6006ms proces-to-process, 4172ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L0 of team T0 discovered at 31697.000000 that M10 is in danger (after 11979ms proces-to-process, 10396ms node-to-node, 8hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 30730.000000 that M16 is in danger (after 9298ms proces-to-process, 5537ms node-to-node, 4hops, 0versions (11 first, 11 discovered)
leader L0 of team T0 discovered at 41442.000000 that M20 is in danger (after 13204ms proces-to-process, 11023ms node-to-node, 8hops, 0versions (13 first, 13 discovered)
leader L0 of team T0 discovered at 26382.000000 that M13 is in danger (after 8140ms proces-to-process, 5394ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 39174.000000 that M22 is in danger (after 19184ms proces-to-process, 17404ms node-to-node, 10hops, 5versions (9 first, 14 discovered)
leader L0 of team T0 never discovered that M5 is in danger from 19557.
leader L0 of team T0 never discovered that M4 is in danger from 22132.
leader L0 of team T0 discovered at 50001.000000 that M7 is in danger (after 20178ms proces-to-process, 18384ms node-to-node, 4hops, 1versions (14 first, 15 discovered)
leader L0 of team T0 discovered at 34418.000000 that M6 is in danger (after 11947ms proces-to-process, 10231ms node-to-node, 7hops, 0versions (11 first, 11 discovered)
leader L0 of team T0 discovered at 34418.000000 that M1 is in danger (after 9574ms proces-to-process, 8617ms node-to-node, 9hops, 0versions (12 first, 12 discovered)
leader L0 of team T0 never discovered that M0 is in danger from 20638.
leader L0 of team T0 discovered at 32222.000000 that M3 is in danger (after 13459ms proces-to-process, 11836ms node-to-node, 6hops, 1versions (9 first, 10 discovered)
leader L0 of team T0 discovered at 35278.000000 that M2 is in danger (after 7848ms proces-to-process, 5837ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L0 of team T0 discovered at 38468.000000 that M19 is in danger (after 9307ms proces-to-process, 7755ms node-to-node, 7hops, 1versions (14 first, 15 discovered)
leader L0 of team T0 discovered at 45587.000000 that M15 is in danger (after 26517ms proces-to-process, 24802ms node-to-node, 9hops, 8versions (9 first, 17 discovered)
leader L0 of team T0 discovered at 38468.000000 that M12 is in danger (after 12131ms proces-to-process, 11484ms node-to-node, 4hops, 2versions (12 first, 14 discovered)
leader L0 of team T0 discovered at 38468.000000 that M9 is in danger (after 8110ms proces-to-process, 7830ms node-to-node, 2hops, 4versions (13 first, 17 discovered)
leader L0 of team T0 discovered at 29195.000000 that M8 is in danger (after 11815ms proces-to-process, 11184ms node-to-node, 8hops, 1versions (8 first, 9 discovered)
leader L0 of team T0 discovered at 21050.000000 that M14 is in danger (after 591ms proces-to-process, 35ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 39049.000000 that M11 is in danger (after 15636ms proces-to-process, 13462ms node-to-node, 2hops, 2versions (12 first, 14 discovered)
leader L1 of team T0 discovered at 48101.000000 that M17 is in danger (after 19689ms proces-to-process, 17443ms node-to-node, 7hops, 4versions (13 first, 17 discovered)
leader L1 of team T0 discovered at 22622.000000 that M10 is in danger (after 2904ms proces-to-process, 1113ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 38186.000000 that M16 is in danger (after 16754ms proces-to-process, 13141ms node-to-node, 4hops, 2versions (11 first, 13 discovered)
leader L1 of team T0 discovered at 44416.000000 that M20 is in danger (after 16178ms proces-to-process, 14150ms node-to-node, 4hops, 0versions (13 first, 13 discovered)
leader L1 of team T0 discovered at 35960.000000 that M13 is in danger (after 17718ms proces-to-process, 15078ms node-to-node, 9hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 never discovered that M22 is in danger from 19990.
leader L1 of team T0 never discovered that M5 is in danger from 19557.
leader L1 of team T0 never discovered that M4 is in danger from 22132.
leader L1 of team T0 discovered at 43518.000000 that M7 is in danger (after 13695ms proces-to-process, 12074ms node-to-node, 3hops, 0versions (14 first, 14 discovered)
leader L1 of team T0 discovered at 25751.000000 that M6 is in danger (after 3280ms proces-to-process, 1792ms node-to-node, 2hops, 0versions (11 first, 11 discovered)
leader L1 of team T0 discovered at 35960.000000 that M1 is in danger (after 11116ms proces-to-process, 9945ms node-to-node, 4hops, 1versions (12 first, 13 discovered)
leader L1 of team T0 never discovered that M0 is in danger from 20638.
leader L1 of team T0 discovered at 31772.000000 that M3 is in danger (after 13009ms proces-to-process, 11308ms node-to-node, 4hops, 1versions (9 first, 10 discovered)
leader L1 of team T0 discovered at 42286.000000 that M2 is in danger (after 14856ms proces-to-process, 12910ms node-to-node, 5hops, 1versions (13 first, 14 discovered)
leader L1 of team T0 discovered at 39778.000000 that M19 is in danger (after 10617ms proces-to-process, 9419ms node-to-node, 3hops, 0versions (14 first, 14 discovered)
leader L1 of team T0 discovered at 25751.000000 that M15 is in danger (after 6681ms proces-to-process, 4753ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 38186.000000 that M12 is in danger (after 11849ms proces-to-process, 11443ms node-to-node, 3hops, 2versions (12 first, 14 discovered)
leader L1 of team T0 never discovered that M9 is in danger from 30358.
leader L1 of team T0 discovered at 31772.000000 that M8 is in danger (after 14392ms proces-to-process, 14276ms node-to-node, 4hops, 2versions (8 first, 10 discovered)
leader L1 of team T0 discovered at 50684.000000 that M14 is in danger (after 30225ms proces-to-process, 29662ms node-to-node, 10hops, 8versions (9 first, 17 discovered)
leader L2 of team T1 discovered at 29322.000000 that M32 is in danger (after 8216ms proces-to-process, 7075ms node-to-node, 5hops, 1versions (10 first, 11 discovered)
leader L2 of team T1 discovered at 35538.000000 that M34 is in danger (after 5214ms proces-to-process, 4373ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L2 of team T1 discovered at 32655.000000 that M28 is in danger (after 7840ms proces-to-process, 5106ms node-to-node, 4hops, 0versions (12 first, 12 discovered)
leader L2 of team T1 discovered at 28631.000000 that M29 is in danger (after 4559ms proces-to-process, 3445ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L2 of team T1 discovered at 42450.000000 that M24 is in danger (after 12239ms proces-to-process, 9289ms node-to-node, 4hops, 0versions (15 first, 15 discovered)
leader L2 of team T1 discovered at 44064.000000 that M25 is in danger (after 15978ms proces-to-process, 13514ms node-to-node, 6hops, 1versions (14 first, 15 discovered)
leader L2 of team T1 discovered at 38635.000000 that M26 is in danger (after 8316ms proces-to-process, 5706ms node-to-node, 3hops, 0versions (14 first, 14 discovered)
leader L2 of team T1 discovered at 32655.000000 that M27 is in danger (after 9829ms proces-to-process, 7404ms node-to-node, 2hops, 3versions (11 first, 14 discovered)
leader L2 of team T1 discovered at 42085.000000 that M33 is in danger (after 14429ms proces-to-process, 12267ms node-to-node, 8hops, 3versions (13 first, 16 discovered)
leader L2 of team T1 discovered at 26233.000000 that M21 is in danger (after 8586ms proces-to-process, 7529ms node-to-node, 6hops, 0versions (8 first, 8 discovered)
leader L2 of team T1 discovered at 19880.000000 that M31 is in danger (after 2219ms proces-to-process, 680ms node-to-node, 1hops, 1versions (8 first, 9 discovered)
leader L2 of team T1 discovered at 33056.000000 that M23 is in danger (after 6329ms proces-to-process, 5510ms node-to-node, 5hops, 0versions (12 first, 12 discovered)
leader L2 of team T1 discovered at 38635.000000 that M37 is in danger (after 15703ms proces-to-process, 13667ms node-to-node, 7hops, 1versions (11 first, 12 discovered)
leader L2 of team T1 discovered at 33914.000000 that M40 is in danger (after 10649ms proces-to-process, 8289ms node-to-node, 3hops, 3versions (12 first, 15 discovered)
leader L2 of team T1 discovered at 22779.000000 that M36 is in danger (after 7134ms proces-to-process, 4793ms node-to-node, 4hops, 1versions (7 first, 8 discovered)
leader L2 of team T1 discovered at 22779.000000 that M18 is in danger (after 6527ms proces-to-process, 6002ms node-to-node, 3hops, 1versions (7 first, 8 discovered)
leader L2 of team T1 discovered at 31124.000000 that M30 is in danger (after 2744ms proces-to-process, 1178ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L2 of team T1 discovered at 35041.000000 that M35 is in danger (after 7166ms proces-to-process, 3815ms node-to-node, 1hops, 2versions (14 first, 16 discovered)
leader L3 of team T1 discovered at 35475.000000 that M32 is in danger (after 14369ms proces-to-process, 12980ms node-to-node, 7hops, 1versions (10 first, 11 discovered)
leader L3 of team T1 discovered at 41470.000000 that M34 is in danger (after 11146ms proces-to-process, 9894ms node-to-node, 4hops, 0versions (14 first, 14 discovered)
leader L3 of team T1 discovered at 27481.000000 that M28 is in danger (after 2666ms proces-to-process, 27ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L3 of team T1 discovered at 49073.000000 that M29 is in danger (after 25001ms proces-to-process, 24369ms node-to-node, 7hops, 7versions (11 first, 18 discovered)
leader L3 of team T1 discovered at 34671.000000 that M24 is in danger (after 4460ms proces-to-process, 1333ms node-to-node, 1hops, 0versions (15 first, 15 discovered)
leader L3 of team T1 discovered at 36941.000000 that M25 is in danger (after 8855ms proces-to-process, 6315ms node-to-node, 1hops, 1versions (14 first, 15 discovered)
leader L3 of team T1 discovered at 42029.000000 that M26 is in danger (after 11710ms proces-to-process, 9266ms node-to-node, 3hops, 0versions (14 first, 14 discovered)
leader L3 of team T1 discovered at 47432.000000 that M27 is in danger (after 24606ms proces-to-process, 22689ms node-to-node, 7hops, 5versions (11 first, 16 discovered)
leader L3 of team T1 discovered at 42029.000000 that M33 is in danger (after 14373ms proces-to-process, 12396ms node-to-node, 5hops, 2versions (13 first, 15 discovered)
leader L3 of team T1 discovered at 32793.000000 that M21 is in danger (after 15146ms proces-to-process, 13999ms node-to-node, 9hops, 2versions (8 first, 10 discovered)
leader L3 of team T1 discovered at 22731.000000 that M31 is in danger (after 5070ms proces-to-process, 3682ms node-to-node, 4hops, 1versions (8 first, 9 discovered)
leader L3 of team T1 discovered at 35475.000000 that M23 is in danger (after 8748ms proces-to-process, 7624ms node-to-node, 6hops, 0versions (12 first, 12 discovered)
leader L3 of team T1 discovered at 44527.000000 that M37 is in danger (after 21595ms proces-to-process, 19792ms node-to-node, 5hops, 5versions (11 first, 16 discovered)
leader L3 of team T1 discovered at 42982.000000 that M40 is in danger (after 19717ms proces-to-process, 16665ms node-to-node, 7hops, 4versions (12 first, 16 discovered)
leader L3 of team T1 discovered at 24334.000000 that M36 is in danger (after 8689ms proces-to-process, 6255ms node-to-node, 5hops, 1versions (7 first, 8 discovered)
leader L3 of team T1 discovered at 23477.000000 that M18 is in danger (after 7225ms proces-to-process, 6233ms node-to-node, 2hops, 1versions (7 first, 8 discovered)
leader L3 of team T1 discovered at 38820.000000 that M30 is in danger (after 10440ms proces-to-process, 9487ms node-to-node, 6hops, 0versions (13 first, 13 discovered)
leader L3 of team T1 discovered at 42029.000000 that M35 is in danger (after 14154ms proces-to-process, 10456ms node-to-node, 6hops, 0versions (14 first, 14 discovered)

Results: 
-----------------------------
Process-2-process response time: avg=12468.541958, min=529, max=35820, median=11623
Node-2-node response time: avg=10765.681818, min=23, max=34082, median=9660
Hops: avg=4.580420, min=1, max=11, median=4
Process-2-process response time / 1 hop: avg=3256.709790, min=176, max=13662, median=2706
Node-2-node response time / 1 hop: avg=2637.087413, min=23, max=11568, median=2210
Version difference: avg=1.653846, min=0, max=11, median=1
Ratio of leader discoveries: 286 of 298 (95.973154%)
Ratio of discoveries regardless the number of leaders: 145 of 149 (97.315436%)
