Config: 
--------------------------------------------
leader L12 of team T6 discovered at 40445.000000 that M124 is in danger (after 14441ms proces-to-process, 12529ms node-to-node, 6hops, 3versions (13 first, 16 discovered)
leader L6 of team T3 discovered at 30839.000000 that M54 is in danger (after 12326ms proces-to-process, 11178ms node-to-node, 5hops, 4versions (8 first, 12 discovered)
leader L6 of team T3 discovered at 20987.000000 that M62 is in danger (after 2906ms proces-to-process, 264ms node-to-node, 1hops, 1versions (8 first, 9 discovered)
leader L6 of team T3 discovered at 32297.000000 that M63 is in danger (after 7794ms proces-to-process, 6353ms node-to-node, 7hops, 0versions (12 first, 12 discovered)
leader L6 of team T3 discovered at 42687.000000 that M60 is in danger (after 17251ms proces-to-process, 16961ms node-to-node, 8hops, 2versions (12 first, 14 discovered)
leader L6 of team T3 discovered at 34830.000000 that M65 is in danger (after 9522ms proces-to-process, 8608ms node-to-node, 2hops, 1versions (12 first, 13 discovered)
leader L6 of team T3 discovered at 30135.000000 that M66 is in danger (after 1917ms proces-to-process, 169ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L6 of team T3 discovered at 33153.000000 that M61 is in danger (after 3151ms proces-to-process, 1745ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L6 of team T3 discovered at 34030.000000 that M68 is in danger (after 11306ms proces-to-process, 10965ms node-to-node, 7hops, 0versions (10 first, 10 discovered)
leader L6 of team T3 discovered at 28027.000000 that M69 is in danger (after 7534ms proces-to-process, 4845ms node-to-node, 5hops, 0versions (10 first, 10 discovered)
leader L6 of team T3 discovered at 30135.000000 that M67 is in danger (after 10533ms proces-to-process, 10022ms node-to-node, 8hops, 0versions (8 first, 8 discovered)
leader L6 of team T3 discovered at 51188.000000 that M59 is in danger (after 24138ms proces-to-process, 22307ms node-to-node, 5hops, 4versions (14 first, 18 discovered)
leader L6 of team T3 discovered at 42687.000000 that M58 is in danger (after 13726ms proces-to-process, 13416ms node-to-node, 10hops, 2versions (13 first, 15 discovered)
leader L6 of team T3 discovered at 51987.000000 that M71 is in danger (after 24914ms proces-to-process, 22449ms node-to-node, 10hops, 5versions (13 first, 18 discovered)
leader L6 of team T3 discovered at 35728.000000 that M70 is in danger (after 13417ms proces-to-process, 12179ms node-to-node, 12hops, 1versions (10 first, 11 discovered)
leader L6 of team T3 discovered at 47939.000000 that M75 is in danger (after 25971ms proces-to-process, 24273ms node-to-node, 10hops, 6versions (11 first, 17 discovered)
leader L6 of team T3 discovered at 40460.000000 that M64 is in danger (after 13450ms proces-to-process, 13188ms node-to-node, 10hops, 1versions (13 first, 14 discovered)
leader L6 of team T3 discovered at 37358.000000 that M74 is in danger (after 13711ms proces-to-process, 12236ms node-to-node, 8hops, 1versions (12 first, 13 discovered)
leader L7 of team T3 discovered at 21724.000000 that M55 is in danger (after 5469ms proces-to-process, 4902ms node-to-node, 2hops, 2versions (7 first, 9 discovered)
leader L7 of team T3 discovered at 22221.000000 that M54 is in danger (after 3708ms proces-to-process, 2611ms node-to-node, 5hops, 0versions (8 first, 8 discovered)
leader L7 of team T3 discovered at 36185.000000 that M62 is in danger (after 18104ms proces-to-process, 15450ms node-to-node, 2hops, 6versions (8 first, 14 discovered)
leader L7 of team T3 discovered at 28098.000000 that M63 is in danger (after 3595ms proces-to-process, 2009ms node-to-node, 4hops, 0versions (12 first, 12 discovered)
leader L7 of team T3 discovered at 35108.000000 that M60 is in danger (after 9672ms proces-to-process, 8920ms node-to-node, 5hops, 1versions (12 first, 13 discovered)
leader L7 of team T3 discovered at 47924.000000 that M65 is in danger (after 22616ms proces-to-process, 21342ms node-to-node, 9hops, 6versions (12 first, 18 discovered)
leader L7 of team T3 discovered at 35108.000000 that M66 is in danger (after 6890ms proces-to-process, 4855ms node-to-node, 4hops, 0versions (14 first, 14 discovered)
leader L7 of team T3 discovered at 38517.000000 that M61 is in danger (after 8515ms proces-to-process, 7113ms node-to-node, 3hops, 0versions (14 first, 14 discovered)
leader L7 of team T3 discovered at 29483.000000 that M68 is in danger (after 6759ms proces-to-process, 6286ms node-to-node, 4hops, 0versions (10 first, 10 discovered)
leader L7 of team T3 discovered at 24186.000000 that M69 is in danger (after 3693ms proces-to-process, 806ms node-to-node, 2hops, 0versions (10 first, 10 discovered)
leader L7 of team T3 discovered at 25198.000000 that M67 is in danger (after 5596ms proces-to-process, 4776ms node-to-node, 5hops, 0versions (8 first, 8 discovered)
leader L7 of team T3 discovered at 35108.000000 that M59 is in danger (after 8058ms proces-to-process, 5942ms node-to-node, 4hops, 0versions (14 first, 14 discovered)
leader L7 of team T3 discovered at 31240.000000 that M58 is in danger (after 2279ms proces-to-process, 1577ms node-to-node, 3hops, 0versions (13 first, 13 discovered)
leader L7 of team T3 discovered at 40890.000000 that M71 is in danger (after 13817ms proces-to-process, 11594ms node-to-node, 8hops, 3versions (13 first, 16 discovered)
leader L7 of team T3 discovered at 26736.000000 that M70 is in danger (after 4425ms proces-to-process, 3203ms node-to-node, 5hops, 0versions (10 first, 10 discovered)
leader L7 of team T3 discovered at 33030.000000 that M75 is in danger (after 11062ms proces-to-process, 9209ms node-to-node, 8hops, 1versions (11 first, 12 discovered)
leader L7 of team T3 discovered at 35108.000000 that M64 is in danger (after 8098ms proces-to-process, 7573ms node-to-node, 7hops, 1versions (13 first, 14 discovered)
leader L7 of team T3 discovered at 31240.000000 that M74 is in danger (after 7593ms proces-to-process, 5861ms node-to-node, 7hops, 0versions (12 first, 12 discovered)
leader L0 of team T0 discovered at 28136.000000 that M11 is in danger (after 4723ms proces-to-process, 3120ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L0 of team T0 discovered at 34418.000000 that M17 is in danger (after 6006ms proces-to-process, 3526ms node-to-node, 2hops, 0versions (13 first, 13 discovered)
leader L0 of team T0 discovered at 29195.000000 that M10 is in danger (after 9477ms proces-to-process, 7550ms node-to-node, 3hops, 2versions (9 first, 11 discovered)
leader L0 of team T0 discovered at 29195.000000 that M16 is in danger (after 7763ms proces-to-process, 3199ms node-to-node, 4hops, 0versions (11 first, 11 discovered)
leader L0 of team T0 discovered at 28136.000000 that M13 is in danger (after 9894ms proces-to-process, 7190ms node-to-node, 4hops, 2versions (9 first, 11 discovered)
leader L0 of team T0 discovered at 22026.000000 that M18 is in danger (after 5774ms proces-to-process, 5171ms node-to-node, 1hops, 2versions (7 first, 9 discovered)
leader L0 of team T0 discovered at 28136.000000 that M5 is in danger (after 8579ms proces-to-process, 8092ms node-to-node, 5hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 32222.000000 that M4 is in danger (after 10090ms proces-to-process, 7448ms node-to-node, 9hops, 0versions (11 first, 11 discovered)
leader L0 of team T0 discovered at 40221.000000 that M7 is in danger (after 10398ms proces-to-process, 8766ms node-to-node, 4hops, 0versions (14 first, 14 discovered)
leader L0 of team T0 discovered at 36797.000000 that M6 is in danger (after 14326ms proces-to-process, 12853ms node-to-node, 7hops, 1versions (11 first, 12 discovered)
leader L0 of team T0 discovered at 50001.000000 that M1 is in danger (after 25157ms proces-to-process, 24099ms node-to-node, 4hops, 7versions (12 first, 19 discovered)
leader L0 of team T0 discovered at 32222.000000 that M0 is in danger (after 11584ms proces-to-process, 10867ms node-to-node, 4hops, 4versions (9 first, 13 discovered)
leader L0 of team T0 discovered at 30441.000000 that M3 is in danger (after 11678ms proces-to-process, 9744ms node-to-node, 9hops, 2versions (9 first, 11 discovered)
leader L0 of team T0 discovered at 45587.000000 that M2 is in danger (after 18157ms proces-to-process, 15777ms node-to-node, 7hops, 1versions (13 first, 14 discovered)
leader L0 of team T0 discovered at 34944.000000 that M19 is in danger (after 5783ms proces-to-process, 4262ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L0 of team T0 discovered at 24240.000000 that M15 is in danger (after 5170ms proces-to-process, 3263ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 35593.000000 that M12 is in danger (after 9256ms proces-to-process, 8758ms node-to-node, 5hops, 0versions (12 first, 12 discovered)
leader L0 of team T0 discovered at 38468.000000 that M9 is in danger (after 8110ms proces-to-process, 7772ms node-to-node, 6hops, 2versions (13 first, 15 discovered)
leader L0 of team T0 discovered at 27082.000000 that M8 is in danger (after 9702ms proces-to-process, 9008ms node-to-node, 6hops, 0versions (8 first, 8 discovered)
leader L0 of team T0 discovered at 25671.000000 that M14 is in danger (after 5212ms proces-to-process, 4970ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 41151.000000 that M11 is in danger (after 17738ms proces-to-process, 16019ms node-to-node, 2hops, 5versions (12 first, 17 discovered)
leader L1 of team T0 discovered at 39049.000000 that M17 is in danger (after 10637ms proces-to-process, 8816ms node-to-node, 4hops, 0versions (13 first, 13 discovered)
leader L1 of team T0 discovered at 47321.000000 that M10 is in danger (after 27603ms proces-to-process, 26255ms node-to-node, 9hops, 7versions (9 first, 16 discovered)
leader L1 of team T0 discovered at 37324.000000 that M16 is in danger (after 15892ms proces-to-process, 12001ms node-to-node, 8hops, 1versions (11 first, 12 discovered)
leader L1 of team T0 discovered at 27889.000000 that M13 is in danger (after 9647ms proces-to-process, 6698ms node-to-node, 3hops, 1versions (9 first, 10 discovered)
leader L1 of team T0 discovered at 34740.000000 that M18 is in danger (after 18488ms proces-to-process, 17294ms node-to-node, 5hops, 4versions (7 first, 11 discovered)
leader L1 of team T0 discovered at 30722.000000 that M5 is in danger (after 11165ms proces-to-process, 10987ms node-to-node, 3hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 29037.000000 that M4 is in danger (after 6905ms proces-to-process, 4174ms node-to-node, 3hops, 1versions (11 first, 12 discovered)
leader L1 of team T0 discovered at 34740.000000 that M7 is in danger (after 4917ms proces-to-process, 3416ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L1 of team T0 discovered at 42286.000000 that M6 is in danger (after 19815ms proces-to-process, 18045ms node-to-node, 12hops, 1versions (11 first, 12 discovered)
leader L1 of team T0 discovered at 49769.000000 that M1 is in danger (after 24925ms proces-to-process, 23721ms node-to-node, 2hops, 7versions (12 first, 19 discovered)
leader L1 of team T0 discovered at 33220.000000 that M0 is in danger (after 12582ms proces-to-process, 12170ms node-to-node, 4hops, 1versions (9 first, 10 discovered)
leader L1 of team T0 discovered at 25751.000000 that M3 is in danger (after 6988ms proces-to-process, 4809ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 48101.000000 that M2 is in danger (after 20671ms proces-to-process, 18672ms node-to-node, 4hops, 1versions (13 first, 14 discovered)
leader L1 of team T0 discovered at 52762.000000 that M19 is in danger (after 23601ms proces-to-process, 21850ms node-to-node, 10hops, 0versions (14 first, 14 discovered)
leader L1 of team T0 discovered at 33741.000000 that M15 is in danger (after 14671ms proces-to-process, 13053ms node-to-node, 5hops, 1versions (9 first, 10 discovered)
leader L1 of team T0 discovered at 31772.000000 that M12 is in danger (after 5435ms proces-to-process, 4405ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L1 of team T0 discovered at 35194.000000 that M9 is in danger (after 4836ms proces-to-process, 4215ms node-to-node, 2hops, 0versions (13 first, 13 discovered)
leader L1 of team T0 discovered at 22622.000000 that M8 is in danger (after 5242ms proces-to-process, 4808ms node-to-node, 1hops, 1versions (8 first, 9 discovered)
leader L1 of team T0 discovered at 42390.000000 that M14 is in danger (after 21931ms proces-to-process, 21811ms node-to-node, 8hops, 5versions (9 first, 14 discovered)
leader L2 of team T1 discovered at 26743.000000 that M32 is in danger (after 5637ms proces-to-process, 4549ms node-to-node, 1hops, 1versions (10 first, 11 discovered)
leader L2 of team T1 discovered at 38635.000000 that M33 is in danger (after 10979ms proces-to-process, 9006ms node-to-node, 5hops, 2versions (13 first, 15 discovered)
leader L2 of team T1 discovered at 46541.000000 that M34 is in danger (after 16217ms proces-to-process, 15384ms node-to-node, 6hops, 4versions (14 first, 18 discovered)
leader L2 of team T1 discovered at 27314.000000 that M28 is in danger (after 2499ms proces-to-process, 102ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L2 of team T1 discovered at 35041.000000 that M29 is in danger (after 10969ms proces-to-process, 10445ms node-to-node, 3hops, 2versions (11 first, 13 discovered)
leader L2 of team T1 discovered at 35538.000000 that M39 is in danger (after 11945ms proces-to-process, 9707ms node-to-node, 5hops, 1versions (12 first, 13 discovered)
leader L2 of team T1 discovered at 46541.000000 that M38 is in danger (after 20785ms proces-to-process, 20401ms node-to-node, 4hops, 6versions (11 first, 17 discovered)
leader L2 of team T1 discovered at 42450.000000 that M24 is in danger (after 12239ms proces-to-process, 9080ms node-to-node, 4hops, 1versions (15 first, 16 discovered)
leader L2 of team T1 discovered at 45605.000000 that M25 is in danger (after 17519ms proces-to-process, 15171ms node-to-node, 3hops, 0versions (14 first, 14 discovered)
leader L2 of team T1 discovered at 51452.000000 that M26 is in danger (after 21133ms proces-to-process, 18902ms node-to-node, 5hops, 0versions (14 first, 14 discovered)
leader L2 of team T1 discovered at 44064.000000 that M27 is in danger (after 21238ms proces-to-process, 19044ms node-to-node, 7hops, 4versions (11 first, 15 discovered)
leader L2 of team T1 discovered at 56407.000000 that M20 is in danger (after 28169ms proces-to-process, 26288ms node-to-node, 8hops, 7versions (13 first, 20 discovered)
leader L2 of team T1 discovered at 35538.000000 that M21 is in danger (after 17891ms proces-to-process, 16977ms node-to-node, 5hops, 2versions (8 first, 10 discovered)
leader L2 of team T1 discovered at 35538.000000 that M22 is in danger (after 15548ms proces-to-process, 14280ms node-to-node, 7hops, 1versions (9 first, 10 discovered)
leader L2 of team T1 discovered at 28631.000000 that M23 is in danger (after 1904ms proces-to-process, 900ms node-to-node, 2hops, 0versions (12 first, 12 discovered)
leader L2 of team T1 discovered at 43326.000000 that M37 is in danger (after 20394ms proces-to-process, 18726ms node-to-node, 2hops, 4versions (11 first, 15 discovered)
leader L2 of team T1 discovered at 25851.000000 that M31 is in danger (after 8106ms proces-to-process, 5322ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L2 of team T1 discovered at 47550.000000 that M30 is in danger (after 19170ms proces-to-process, 17736ms node-to-node, 11hops, 3versions (13 first, 16 discovered)
leader L2 of team T1 discovered at 41607.000000 that M35 is in danger (after 13732ms proces-to-process, 9642ms node-to-node, 4hops, 2versions (14 first, 16 discovered)
leader L3 of team T1 discovered at 35475.000000 that M32 is in danger (after 14369ms proces-to-process, 13007ms node-to-node, 4hops, 1versions (10 first, 11 discovered)
leader L3 of team T1 discovered at 35988.000000 that M33 is in danger (after 8332ms proces-to-process, 6359ms node-to-node, 2hops, 1versions (13 first, 14 discovered)
leader L3 of team T1 discovered at 41470.000000 that M34 is in danger (after 11146ms proces-to-process, 10108ms node-to-node, 5hops, 1versions (14 first, 15 discovered)
leader L3 of team T1 discovered at 38820.000000 that M28 is in danger (after 14005ms proces-to-process, 11621ms node-to-node, 4hops, 4versions (12 first, 16 discovered)
leader L3 of team T1 discovered at 28042.000000 that M29 is in danger (after 3970ms proces-to-process, 3309ms node-to-node, 1hops, 2versions (11 first, 13 discovered)
leader L3 of team T1 discovered at 41470.000000 that M39 is in danger (after 17877ms proces-to-process, 15054ms node-to-node, 7hops, 3versions (12 first, 15 discovered)
leader L3 of team T1 discovered at 43898.000000 that M38 is in danger (after 18142ms proces-to-process, 17546ms node-to-node, 5hops, 5versions (11 first, 16 discovered)
leader L3 of team T1 discovered at 42029.000000 that M24 is in danger (after 11818ms proces-to-process, 8450ms node-to-node, 2hops, 1versions (15 first, 16 discovered)
leader L3 of team T1 discovered at 38166.000000 that M25 is in danger (after 10080ms proces-to-process, 7914ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L3 of team T1 discovered at 35475.000000 that M26 is in danger (after 5156ms proces-to-process, 2971ms node-to-node, 1hops, 1versions (14 first, 15 discovered)
leader L3 of team T1 discovered at 27481.000000 that M27 is in danger (after 4655ms proces-to-process, 2512ms node-to-node, 1hops, 1versions (11 first, 12 discovered)
leader L3 of team T1 discovered at 57582.000000 that M20 is in danger (after 29344ms proces-to-process, 27286ms node-to-node, 9hops, 7versions (13 first, 20 discovered)
leader L3 of team T1 discovered at 29664.000000 that M21 is in danger (after 12017ms proces-to-process, 10717ms node-to-node, 4hops, 0versions (8 first, 8 discovered)
leader L3 of team T1 discovered at 39375.000000 that M22 is in danger (after 19385ms proces-to-process, 17638ms node-to-node, 10hops, 1versions (9 first, 10 discovered)
leader L3 of team T1 discovered at 48735.000000 that M23 is in danger (after 22008ms proces-to-process, 21121ms node-to-node, 8hops, 6versions (12 first, 18 discovered)
leader L3 of team T1 discovered at 50823.000000 that M37 is in danger (after 27891ms proces-to-process, 26422ms node-to-node, 4hops, 7versions (11 first, 18 discovered)
leader L3 of team T1 discovered at 32286.000000 that M31 is in danger (after 14541ms proces-to-process, 11591ms node-to-node, 8hops, 2versions (9 first, 11 discovered)
leader L3 of team T1 discovered at 30900.000000 that M30 is in danger (after 2520ms proces-to-process, 1115ms node-to-node, 2hops, 0versions (13 first, 13 discovered)
leader L3 of team T1 discovered at 47432.000000 that M35 is in danger (after 19557ms proces-to-process, 15978ms node-to-node, 8hops, 3versions (14 first, 17 discovered)

Results: 
-----------------------------
Process-2-process response time: avg=12415.000000, min=734, max=37278, median=11375
Node-2-node response time: avg=10728.074830, min=33, max=35705, median=9608
Hops: avg=4.653061, min=1, max=13, median=4
Process-2-process response time / 1 hop: avg=3243.659864, min=734, max=12462, median=2622
Node-2-node response time / 1 hop: avg=2653.585034, min=33, max=11860, median=2241
Version difference: avg=1.642857, min=0, max=14, median=1
Ratio of leader discoveries: 294 of 298 (98.657718%)
Ratio of discoveries regardless the number of leaders: 148 of 149 (99.328859%)
