Config: 
--------------------------------------------
leader L12 of team T6 discovered at 31925.000000 that M124 is in danger (after 5921ms proces-to-process, 4541ms node-to-node, 8hops, 0versions (13 first, 13 discovered)
leader L6 of team T3 discovered at 32794.000000 that M56 is in danger (after 13672ms proces-to-process, 11714ms node-to-node, 6hops, 3versions (9 first, 12 discovered)
leader L6 of team T3 discovered at 34030.000000 that M64 is in danger (after 7020ms proces-to-process, 6209ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L6 of team T3 discovered at 26297.000000 that M65 is in danger (after 989ms proces-to-process, 207ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L6 of team T3 discovered at 33153.000000 that M66 is in danger (after 4935ms proces-to-process, 3161ms node-to-node, 6hops, 0versions (14 first, 14 discovered)
leader L6 of team T3 discovered at 38232.000000 that M61 is in danger (after 8230ms proces-to-process, 6979ms node-to-node, 5hops, 2versions (14 first, 16 discovered)
leader L6 of team T3 discovered at 35728.000000 that M68 is in danger (after 13004ms proces-to-process, 12693ms node-to-node, 2hops, 2versions (10 first, 12 discovered)
leader L6 of team T3 discovered at 34030.000000 that M69 is in danger (after 13537ms proces-to-process, 10689ms node-to-node, 1hops, 1versions (10 first, 11 discovered)
leader L6 of team T3 discovered at 28027.000000 that M67 is in danger (after 8425ms proces-to-process, 8115ms node-to-node, 2hops, 1versions (8 first, 9 discovered)
leader L6 of team T3 never discovered that M59 is in danger from 27050.
leader L6 of team T3 discovered at 35728.000000 that M71 is in danger (after 8655ms proces-to-process, 6598ms node-to-node, 6hops, 2versions (13 first, 15 discovered)
leader L6 of team T3 discovered at 42687.000000 that M72 is in danger (after 13103ms proces-to-process, 10497ms node-to-node, 5hops, 1versions (14 first, 15 discovered)
leader L6 of team T3 discovered at 32297.000000 that M63 is in danger (after 7794ms proces-to-process, 5666ms node-to-node, 7hops, 0versions (12 first, 12 discovered)
leader L6 of team T3 discovered at 29589.000000 that M70 is in danger (after 7278ms proces-to-process, 6242ms node-to-node, 1hops, 1versions (10 first, 11 discovered)
leader L6 of team T3 discovered at 32794.000000 that M76 is in danger (after 7514ms proces-to-process, 3594ms node-to-node, 7hops, 0versions (13 first, 13 discovered)
leader L7 of team T3 discovered at 25198.000000 that M55 is in danger (after 8943ms proces-to-process, 8097ms node-to-node, 3hops, 1versions (7 first, 8 discovered)
leader L7 of team T3 discovered at 26262.000000 that M60 is in danger (after 826ms proces-to-process, 7ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L7 of team T3 discovered at 25198.000000 that M62 is in danger (after 7117ms proces-to-process, 4952ms node-to-node, 2hops, 1versions (8 first, 9 discovered)
leader L7 of team T3 discovered at 25198.000000 that M56 is in danger (after 6076ms proces-to-process, 4344ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L7 of team T3 discovered at 37728.000000 that M64 is in danger (after 10718ms proces-to-process, 10365ms node-to-node, 6hops, 1versions (13 first, 14 discovered)
leader L7 of team T3 discovered at 39734.000000 that M65 is in danger (after 14426ms proces-to-process, 13588ms node-to-node, 10hops, 3versions (12 first, 15 discovered)
leader L7 of team T3 discovered at 39734.000000 that M66 is in danger (after 11516ms proces-to-process, 9652ms node-to-node, 5hops, 0versions (14 first, 14 discovered)
leader L7 of team T3 discovered at 31619.000000 that M61 is in danger (after 1617ms proces-to-process, 109ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L7 of team T3 discovered at 45033.000000 that M68 is in danger (after 22309ms proces-to-process, 22090ms node-to-node, 4hops, 2versions (10 first, 12 discovered)
leader L7 of team T3 discovered at 43024.000000 that M69 is in danger (after 22531ms proces-to-process, 19591ms node-to-node, 7hops, 1versions (10 first, 11 discovered)
leader L7 of team T3 discovered at 26262.000000 that M67 is in danger (after 6660ms proces-to-process, 5903ms node-to-node, 4hops, 0versions (8 first, 8 discovered)
leader L7 of team T3 never discovered that M59 is in danger from 27050.
leader L7 of team T3 discovered at 41715.000000 that M71 is in danger (after 14642ms proces-to-process, 12580ms node-to-node, 8hops, 1versions (13 first, 14 discovered)
leader L7 of team T3 discovered at 49180.000000 that M72 is in danger (after 19596ms proces-to-process, 16691ms node-to-node, 5hops, 0versions (14 first, 14 discovered)
leader L7 of team T3 discovered at 41715.000000 that M63 is in danger (after 17212ms proces-to-process, 15577ms node-to-node, 8hops, 3versions (12 first, 15 discovered)
leader L7 of team T3 discovered at 37728.000000 that M70 is in danger (after 15417ms proces-to-process, 14231ms node-to-node, 9hops, 1versions (10 first, 11 discovered)
leader L7 of team T3 discovered at 38517.000000 that M76 is in danger (after 13237ms proces-to-process, 9341ms node-to-node, 8hops, 1versions (13 first, 14 discovered)
leader L0 of team T0 discovered at 34418.000000 that M11 is in danger (after 11005ms proces-to-process, 9069ms node-to-node, 4hops, 2versions (12 first, 14 discovered)
leader L0 of team T0 discovered at 49512.000000 that M17 is in danger (after 21100ms proces-to-process, 19253ms node-to-node, 10hops, 2versions (13 first, 15 discovered)
leader L0 of team T0 discovered at 38468.000000 that M10 is in danger (after 18750ms proces-to-process, 17270ms node-to-node, 7hops, 5versions (9 first, 14 discovered)
leader L0 of team T0 discovered at 37231.000000 that M16 is in danger (after 15799ms proces-to-process, 11876ms node-to-node, 8hops, 1versions (11 first, 12 discovered)
leader L0 of team T0 discovered at 30441.000000 that M13 is in danger (after 12800ms proces-to-process, 12011ms node-to-node, 10hops, 1versions (8 first, 9 discovered)
leader L0 of team T0 discovered at 20293.000000 that M5 is in danger (after 736ms proces-to-process, 53ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 48391.000000 that M4 is in danger (after 26259ms proces-to-process, 23403ms node-to-node, 8hops, 5versions (11 first, 16 discovered)
leader L0 of team T0 discovered at 36352.000000 that M7 is in danger (after 6529ms proces-to-process, 4978ms node-to-node, 3hops, 0versions (14 first, 14 discovered)
leader L0 of team T0 discovered at 30441.000000 that M6 is in danger (after 7970ms proces-to-process, 6129ms node-to-node, 2hops, 1versions (11 first, 12 discovered)
leader L0 of team T0 discovered at 34418.000000 that M1 is in danger (after 9574ms proces-to-process, 8120ms node-to-node, 6hops, 1versions (12 first, 13 discovered)
leader L0 of team T0 discovered at 33176.000000 that M0 is in danger (after 12538ms proces-to-process, 11612ms node-to-node, 9hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 35278.000000 that M3 is in danger (after 16515ms proces-to-process, 15010ms node-to-node, 3hops, 3versions (9 first, 12 discovered)
leader L0 of team T0 discovered at 34418.000000 that M2 is in danger (after 6988ms proces-to-process, 4652ms node-to-node, 3hops, 0versions (13 first, 13 discovered)
leader L0 of team T0 discovered at 58089.000000 that M19 is in danger (after 28928ms proces-to-process, 27415ms node-to-node, 9hops, 9versions (14 first, 23 discovered)
leader L0 of team T0 discovered at 45587.000000 that M15 is in danger (after 26517ms proces-to-process, 24504ms node-to-node, 9hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 35593.000000 that M12 is in danger (after 9256ms proces-to-process, 8763ms node-to-node, 9hops, 0versions (12 first, 12 discovered)
leader L0 of team T0 discovered at 45587.000000 that M9 is in danger (after 15229ms proces-to-process, 14700ms node-to-node, 7hops, 3versions (13 first, 16 discovered)
leader L0 of team T0 discovered at 30441.000000 that M8 is in danger (after 13061ms proces-to-process, 12785ms node-to-node, 11hops, 1versions (8 first, 9 discovered)
leader L0 of team T0 discovered at 35278.000000 that M14 is in danger (after 14819ms proces-to-process, 14557ms node-to-node, 7hops, 1versions (9 first, 10 discovered)
leader L1 of team T0 discovered at 33220.000000 that M11 is in danger (after 9807ms proces-to-process, 8119ms node-to-node, 4hops, 1versions (12 first, 13 discovered)
leader L1 of team T0 discovered at 43193.000000 that M17 is in danger (after 14781ms proces-to-process, 12370ms node-to-node, 5hops, 2versions (13 first, 15 discovered)
leader L1 of team T0 discovered at 25751.000000 that M10 is in danger (after 6033ms proces-to-process, 4639ms node-to-node, 4hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 31772.000000 that M16 is in danger (after 10340ms proces-to-process, 6433ms node-to-node, 2hops, 2versions (11 first, 13 discovered)
leader L1 of team T0 discovered at 22622.000000 that M13 is in danger (after 4981ms proces-to-process, 4434ms node-to-node, 2hops, 2versions (8 first, 10 discovered)
leader L1 of team T0 discovered at 46745.000000 that M5 is in danger (after 27188ms proces-to-process, 26493ms node-to-node, 6hops, 8versions (9 first, 17 discovered)
leader L1 of team T0 discovered at 29745.000000 that M4 is in danger (after 7613ms proces-to-process, 4754ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L1 of team T0 discovered at 51178.000000 that M7 is in danger (after 21355ms proces-to-process, 19784ms node-to-node, 9hops, 5versions (14 first, 19 discovered)
leader L1 of team T0 discovered at 37324.000000 that M6 is in danger (after 14853ms proces-to-process, 13238ms node-to-node, 9hops, 1versions (11 first, 12 discovered)
leader L1 of team T0 discovered at 29745.000000 that M1 is in danger (after 4901ms proces-to-process, 3867ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L1 of team T0 discovered at 25751.000000 that M0 is in danger (after 5113ms proces-to-process, 4085ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 27889.000000 that M3 is in danger (after 9126ms proces-to-process, 7232ms node-to-node, 5hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 39049.000000 that M2 is in danger (after 11619ms proces-to-process, 9630ms node-to-node, 4hops, 2versions (13 first, 15 discovered)
leader L1 of team T0 discovered at 39778.000000 that M19 is in danger (after 10617ms proces-to-process, 8710ms node-to-node, 8hops, 1versions (14 first, 15 discovered)
leader L1 of team T0 discovered at 44137.000000 that M15 is in danger (after 25067ms proces-to-process, 23338ms node-to-node, 5hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 34740.000000 that M12 is in danger (after 8403ms proces-to-process, 7459ms node-to-node, 6hops, 0versions (12 first, 12 discovered)
leader L1 of team T0 discovered at 36560.000000 that M9 is in danger (after 6202ms proces-to-process, 5582ms node-to-node, 3hops, 1versions (13 first, 14 discovered)
leader L1 of team T0 discovered at 21637.000000 that M8 is in danger (after 4257ms proces-to-process, 3701ms node-to-node, 4hops, 0versions (8 first, 8 discovered)
leader L1 of team T0 discovered at 46174.000000 that M14 is in danger (after 25715ms proces-to-process, 25258ms node-to-node, 4hops, 6versions (9 first, 15 discovered)
leader L2 of team T1 discovered at 34984.000000 that M32 is in danger (after 13878ms proces-to-process, 12507ms node-to-node, 7hops, 2versions (10 first, 12 discovered)
leader L2 of team T1 discovered at 37555.000000 that M33 is in danger (after 9899ms proces-to-process, 7815ms node-to-node, 3hops, 3versions (13 first, 16 discovered)
leader L2 of team T1 discovered at 45039.000000 that M34 is in danger (after 14715ms proces-to-process, 13532ms node-to-node, 9hops, 3versions (14 first, 17 discovered)
leader L2 of team T1 discovered at 29322.000000 that M28 is in danger (after 4507ms proces-to-process, 2168ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L2 of team T1 discovered at 27651.000000 that M29 is in danger (after 3579ms proces-to-process, 2844ms node-to-node, 5hops, 0versions (11 first, 11 discovered)
leader L2 of team T1 discovered at 50156.000000 that M39 is in danger (after 26563ms proces-to-process, 24121ms node-to-node, 13hops, 2versions (12 first, 14 discovered)
leader L2 of team T1 discovered at 38635.000000 that M24 is in danger (after 8424ms proces-to-process, 5482ms node-to-node, 5hops, 1versions (15 first, 16 discovered)
leader L2 of team T1 discovered at 39768.000000 that M25 is in danger (after 11682ms proces-to-process, 9628ms node-to-node, 4hops, 4versions (14 first, 18 discovered)
leader L2 of team T1 discovered at 36741.000000 that M26 is in danger (after 6422ms proces-to-process, 4318ms node-to-node, 7hops, 1versions (14 first, 15 discovered)
leader L2 of team T1 discovered at 34984.000000 that M27 is in danger (after 12158ms proces-to-process, 10154ms node-to-node, 3hops, 2versions (11 first, 13 discovered)
leader L2 of team T1 discovered at 31124.000000 that M20 is in danger (after 2886ms proces-to-process, 972ms node-to-node, 1hops, 1versions (13 first, 14 discovered)
leader L2 of team T1 discovered at 20575.000000 that M21 is in danger (after 2928ms proces-to-process, 1406ms node-to-node, 3hops, 0versions (8 first, 8 discovered)
leader L2 of team T1 discovered at 22779.000000 that M22 is in danger (after 2789ms proces-to-process, 1406ms node-to-node, 3hops, 0versions (9 first, 9 discovered)
leader L2 of team T1 discovered at 36113.000000 that M23 is in danger (after 9386ms proces-to-process, 8700ms node-to-node, 6hops, 1versions (12 first, 13 discovered)
leader L2 of team T1 discovered at 29322.000000 that M37 is in danger (after 6390ms proces-to-process, 4760ms node-to-node, 3hops, 2versions (11 first, 13 discovered)
leader L2 of team T1 discovered at 31981.000000 that M40 is in danger (after 8716ms proces-to-process, 5830ms node-to-node, 6hops, 1versions (12 first, 13 discovered)
leader L2 of team T1 discovered at 31981.000000 that M31 is in danger (after 14236ms proces-to-process, 11579ms node-to-node, 6hops, 4versions (9 first, 13 discovered)
leader L2 of team T1 discovered at 18449.000000 that M36 is in danger (after 2804ms proces-to-process, 203ms node-to-node, 1hops, 1versions (7 first, 8 discovered)
leader L2 of team T1 discovered at 21789.000000 that M18 is in danger (after 5537ms proces-to-process, 4920ms node-to-node, 1hops, 2versions (7 first, 9 discovered)
leader L2 of team T1 discovered at 38635.000000 that M30 is in danger (after 10255ms proces-to-process, 9238ms node-to-node, 7hops, 0versions (13 first, 13 discovered)
leader L2 of team T1 discovered at 52906.000000 that M35 is in danger (after 25031ms proces-to-process, 21555ms node-to-node, 12hops, 4versions (14 first, 18 discovered)
leader L3 of team T1 discovered at 50119.000000 that M32 is in danger (after 29013ms proces-to-process, 27689ms node-to-node, 11hops, 5versions (10 first, 15 discovered)
leader L3 of team T1 never discovered that M33 is in danger from 27656.
leader L3 of team T1 discovered at 34281.000000 that M34 is in danger (after 3957ms proces-to-process, 2878ms node-to-node, 1hops, 2versions (14 first, 16 discovered)
leader L3 of team T1 discovered at 50823.000000 that M28 is in danger (after 26008ms proces-to-process, 23525ms node-to-node, 8hops, 5versions (12 first, 17 discovered)
leader L3 of team T1 discovered at 38166.000000 that M29 is in danger (after 14094ms proces-to-process, 13242ms node-to-node, 11hops, 0versions (11 first, 11 discovered)
leader L3 of team T1 discovered at 25912.000000 that M39 is in danger (after 2319ms proces-to-process, 126ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L3 of team T1 never discovered that M24 is in danger from 30211.
leader L3 of team T1 discovered at 47432.000000 that M25 is in danger (after 19346ms proces-to-process, 17092ms node-to-node, 4hops, 6versions (14 first, 20 discovered)
leader L3 of team T1 discovered at 43898.000000 that M26 is in danger (after 13579ms proces-to-process, 11509ms node-to-node, 5hops, 3versions (14 first, 17 discovered)
leader L3 of team T1 discovered at 45152.000000 that M27 is in danger (after 22326ms proces-to-process, 20083ms node-to-node, 9hops, 3versions (11 first, 14 discovered)
leader L3 of team T1 discovered at 44527.000000 that M20 is in danger (after 16289ms proces-to-process, 14019ms node-to-node, 7hops, 0versions (13 first, 13 discovered)
leader L3 of team T1 discovered at 35475.000000 that M21 is in danger (after 17828ms proces-to-process, 16807ms node-to-node, 5hops, 2versions (8 first, 10 discovered)
leader L3 of team T1 discovered at 31084.000000 that M22 is in danger (after 11094ms proces-to-process, 9848ms node-to-node, 6hops, 1versions (9 first, 10 discovered)
leader L3 of team T1 discovered at 48256.000000 that M23 is in danger (after 21529ms proces-to-process, 20776ms node-to-node, 10hops, 1versions (12 first, 13 discovered)
leader L3 of team T1 discovered at 35475.000000 that M37 is in danger (after 12543ms proces-to-process, 11010ms node-to-node, 4hops, 1versions (11 first, 12 discovered)
leader L3 of team T1 discovered at 37763.000000 that M40 is in danger (after 14498ms proces-to-process, 11916ms node-to-node, 8hops, 1versions (12 first, 13 discovered)
leader L3 of team T1 discovered at 24334.000000 that M31 is in danger (after 6589ms proces-to-process, 4023ms node-to-node, 3hops, 0versions (9 first, 9 discovered)
leader L3 of team T1 discovered at 36941.000000 that M36 is in danger (after 21296ms proces-to-process, 18705ms node-to-node, 9hops, 1versions (7 first, 8 discovered)
leader L3 of team T1 discovered at 32286.000000 that M18 is in danger (after 16034ms proces-to-process, 15491ms node-to-node, 8hops, 2versions (7 first, 9 discovered)
leader L3 of team T1 discovered at 35475.000000 that M30 is in danger (after 7095ms proces-to-process, 6040ms node-to-node, 3hops, 0versions (13 first, 13 discovered)
leader L3 of team T1 discovered at 31541.000000 that M35 is in danger (after 3666ms proces-to-process, 281ms node-to-node, 1hops, 0versions (14 first, 14 discovered)

Results: 
-----------------------------
Process-2-process response time: avg=11479.885017, min=342, max=40446, median=10706
Node-2-node response time: avg=9817.261324, min=7, max=37620, median=8763
Hops: avg=4.846690, min=1, max=13, median=4
Process-2-process response time / 1 hop: avg=2888.428571, min=342, max=13811, median=2306
Node-2-node response time / 1 hop: avg=2338.156794, min=7, max=10883, median=1891
Version difference: avg=1.425087, min=0, max=11, median=1
Ratio of leader discoveries: 287 of 298 (96.308725%)
Ratio of discoveries regardless the number of leaders: 146 of 149 (97.986577%)
