Config: 
--------------------------------------------
leader L16 of team T8 discovered at 29377.000000 that M151 is in danger (after 3564ms proces-to-process, 3366ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L10 of team T5 discovered at 32210.000000 that M108 is in danger (after 13616ms proces-to-process, 11293ms node-to-node, 5hops, 1versions (9 first, 10 discovered)
leader L10 of team T5 discovered at 27587.000000 that M92 is in danger (after 10238ms proces-to-process, 7621ms node-to-node, 5hops, 1versions (9 first, 10 discovered)
leader L10 of team T5 discovered at 47693.000000 that M95 is in danger (after 22097ms proces-to-process, 19723ms node-to-node, 2hops, 7versions (12 first, 19 discovered)
leader L10 of team T5 discovered at 31189.000000 that M94 is in danger (after 4492ms proces-to-process, 3945ms node-to-node, 2hops, 0versions (12 first, 12 discovered)
leader L10 of team T5 discovered at 29600.000000 that M97 is in danger (after 9608ms proces-to-process, 7201ms node-to-node, 1hops, 2versions (9 first, 11 discovered)
leader L10 of team T5 discovered at 34819.000000 that M96 is in danger (after 6845ms proces-to-process, 6688ms node-to-node, 2hops, 0versions (13 first, 13 discovered)
leader L10 of team T5 discovered at 39089.000000 that M105 is in danger (after 18470ms proces-to-process, 16204ms node-to-node, 7hops, 2versions (10 first, 12 discovered)
leader L10 of team T5 discovered at 30622.000000 that M112 is in danger (after 8279ms proces-to-process, 5602ms node-to-node, 5hops, 1versions (11 first, 12 discovered)
leader L10 of team T5 discovered at 43973.000000 that M102 is in danger (after 16160ms proces-to-process, 15517ms node-to-node, 7hops, 2versions (13 first, 15 discovered)
leader L11 of team T5 discovered at 47466.000000 that M99 is in danger (after 26941ms proces-to-process, 24547ms node-to-node, 10hops, 3versions (10 first, 13 discovered)
leader L11 of team T5 discovered at 34380.000000 that M98 is in danger (after 11527ms proces-to-process, 11212ms node-to-node, 7hops, 1versions (10 first, 11 discovered)
leader L11 of team T5 discovered at 27839.000000 that M100 is in danger (after 6315ms proces-to-process, 4606ms node-to-node, 1hops, 1versions (11 first, 12 discovered)
leader L11 of team T5 discovered at 42570.000000 that M101 is in danger (after 17066ms proces-to-process, 15993ms node-to-node, 5hops, 3versions (11 first, 14 discovered)
leader L11 of team T5 never discovered that M106 is in danger from 23899.
leader L11 of team T5 discovered at 38140.000000 that M107 is in danger (after 21798ms proces-to-process, 19808ms node-to-node, 6hops, 2versions (8 first, 10 discovered)
leader L11 of team T5 discovered at 27839.000000 that M104 is in danger (after 4795ms proces-to-process, 1388ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L11 of team T5 discovered at 27839.000000 that M103 is in danger (after 7900ms proces-to-process, 5483ms node-to-node, 4hops, 0versions (10 first, 10 discovered)
leader L11 of team T5 discovered at 26593.000000 that M108 is in danger (after 7999ms proces-to-process, 5633ms node-to-node, 3hops, 0versions (9 first, 9 discovered)
leader L11 of team T5 discovered at 31452.000000 that M92 is in danger (after 14103ms proces-to-process, 11642ms node-to-node, 6hops, 1versions (9 first, 10 discovered)
leader L11 of team T5 discovered at 51002.000000 that M95 is in danger (after 25406ms proces-to-process, 23153ms node-to-node, 3hops, 7versions (12 first, 19 discovered)
leader L11 of team T5 discovered at 44388.000000 that M94 is in danger (after 17691ms proces-to-process, 17356ms node-to-node, 7hops, 5versions (12 first, 17 discovered)
leader L11 of team T5 discovered at 33985.000000 that M97 is in danger (after 13993ms proces-to-process, 11123ms node-to-node, 2hops, 2versions (9 first, 11 discovered)
leader L11 of team T5 discovered at 35058.000000 that M96 is in danger (after 7084ms proces-to-process, 6688ms node-to-node, 2hops, 0versions (13 first, 13 discovered)
leader L11 of team T5 discovered at 23921.000000 that M105 is in danger (after 3302ms proces-to-process, 846ms node-to-node, 1hops, 1versions (10 first, 11 discovered)
leader L11 of team T5 discovered at 37487.000000 that M112 is in danger (after 15144ms proces-to-process, 12240ms node-to-node, 6hops, 3versions (11 first, 14 discovered)
leader L11 of team T5 discovered at 51955.000000 that M102 is in danger (after 24142ms proces-to-process, 23578ms node-to-node, 9hops, 2versions (13 first, 15 discovered)
leader L4 of team T2 discovered at 30535.000000 that M55 is in danger (after 14280ms proces-to-process, 13192ms node-to-node, 4hops, 3versions (7 first, 10 discovered)
leader L4 of team T2 discovered at 32520.000000 that M52 is in danger (after 9161ms proces-to-process, 7117ms node-to-node, 6hops, 1versions (11 first, 12 discovered)
leader L4 of team T2 discovered at 30535.000000 that M48 is in danger (after 10742ms proces-to-process, 9330ms node-to-node, 3hops, 1versions (9 first, 10 discovered)
leader L4 of team T2 discovered at 43957.000000 that M49 is in danger (after 25358ms proces-to-process, 21825ms node-to-node, 2hops, 8versions (9 first, 17 discovered)
leader L4 of team T2 discovered at 31994.000000 that M51 is in danger (after 11325ms proces-to-process, 8897ms node-to-node, 4hops, 1versions (10 first, 11 discovered)
leader L4 of team T2 discovered at 32520.000000 that M50 is in danger (after 15519ms proces-to-process, 13994ms node-to-node, 5hops, 1versions (8 first, 9 discovered)
leader L4 of team T2 discovered at 19629.000000 that M53 is in danger (after 3955ms proces-to-process, 2463ms node-to-node, 1hops, 0versions (7 first, 7 discovered)
leader L4 of team T2 discovered at 54949.000000 that M38 is in danger (after 29193ms proces-to-process, 28614ms node-to-node, 5hops, 12versions (11 first, 23 discovered)
leader L4 of team T2 discovered at 36683.000000 that M37 is in danger (after 13751ms proces-to-process, 11994ms node-to-node, 6hops, 2versions (11 first, 13 discovered)
leader L4 of team T2 discovered at 26013.000000 that M36 is in danger (after 10368ms proces-to-process, 7715ms node-to-node, 5hops, 2versions (7 first, 9 discovered)
leader L4 of team T2 discovered at 35086.000000 that M40 is in danger (after 11821ms proces-to-process, 9155ms node-to-node, 4hops, 2versions (12 first, 14 discovered)
leader L4 of team T2 discovered at 48640.000000 that M41 is in danger (after 21413ms proces-to-process, 19721ms node-to-node, 3hops, 2versions (12 first, 14 discovered)
leader L4 of team T2 discovered at 30863.000000 that M46 is in danger (after 5360ms proces-to-process, 5265ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L4 of team T2 discovered at 23975.000000 that M47 is in danger (after 6552ms proces-to-process, 4534ms node-to-node, 3hops, 0versions (8 first, 8 discovered)
leader L4 of team T2 discovered at 54049.000000 that M44 is in danger (after 29634ms proces-to-process, 27720ms node-to-node, 4hops, 12versions (11 first, 23 discovered)
leader L4 of team T2 discovered at 38150.000000 that M45 is in danger (after 15762ms proces-to-process, 15375ms node-to-node, 4hops, 0versions (11 first, 11 discovered)
leader L4 of team T2 discovered at 48720.000000 that M42 is in danger (after 18869ms proces-to-process, 17906ms node-to-node, 4hops, 3versions (14 first, 17 discovered)
leader L4 of team T2 discovered at 34474.000000 that M56 is in danger (after 15352ms proces-to-process, 13767ms node-to-node, 5hops, 0versions (9 first, 9 discovered)
leader L4 of team T2 discovered at 36732.000000 that M43 is in danger (after 15597ms proces-to-process, 12796ms node-to-node, 3hops, 3versions (11 first, 14 discovered)
leader L5 of team T2 discovered at 34577.000000 that M55 is in danger (after 18322ms proces-to-process, 17599ms node-to-node, 6hops, 6versions (7 first, 13 discovered)
leader L5 of team T2 discovered at 40459.000000 that M52 is in danger (after 17100ms proces-to-process, 15077ms node-to-node, 5hops, 4versions (11 first, 15 discovered)
leader L5 of team T2 discovered at 35949.000000 that M48 is in danger (after 16156ms proces-to-process, 14538ms node-to-node, 7hops, 1versions (9 first, 10 discovered)
leader L5 of team T2 discovered at 47614.000000 that M49 is in danger (after 29015ms proces-to-process, 25642ms node-to-node, 7hops, 8versions (9 first, 17 discovered)
leader L5 of team T2 discovered at 32349.000000 that M51 is in danger (after 11680ms proces-to-process, 9368ms node-to-node, 3hops, 3versions (10 first, 13 discovered)
leader L5 of team T2 discovered at 58620.000000 that M50 is in danger (after 41619ms proces-to-process, 40480ms node-to-node, 16hops, 1versions (8 first, 9 discovered)
leader L5 of team T2 discovered at 40459.000000 that M53 is in danger (after 24785ms proces-to-process, 23339ms node-to-node, 8hops, 5versions (7 first, 12 discovered)
leader L5 of team T2 discovered at 43178.000000 that M38 is in danger (after 17422ms proces-to-process, 16870ms node-to-node, 4hops, 2versions (11 first, 13 discovered)
leader L5 of team T2 never discovered that M37 is in danger from 22932.
leader L5 of team T2 discovered at 24376.000000 that M36 is in danger (after 8731ms proces-to-process, 6538ms node-to-node, 5hops, 2versions (7 first, 9 discovered)
leader L5 of team T2 discovered at 30663.000000 that M40 is in danger (after 7398ms proces-to-process, 5021ms node-to-node, 3hops, 1versions (12 first, 13 discovered)
leader L5 of team T2 discovered at 50078.000000 that M41 is in danger (after 22851ms proces-to-process, 21353ms node-to-node, 4hops, 1versions (12 first, 13 discovered)
leader L5 of team T2 discovered at 33065.000000 that M46 is in danger (after 7562ms proces-to-process, 7312ms node-to-node, 4hops, 2versions (12 first, 14 discovered)
leader L5 of team T2 discovered at 39040.000000 that M47 is in danger (after 21617ms proces-to-process, 19346ms node-to-node, 3hops, 8versions (8 first, 16 discovered)
leader L5 of team T2 discovered at 55812.000000 that M44 is in danger (after 31397ms proces-to-process, 29813ms node-to-node, 11hops, 4versions (11 first, 15 discovered)
leader L5 of team T2 discovered at 33065.000000 that M45 is in danger (after 10677ms proces-to-process, 10000ms node-to-node, 6hops, 0versions (11 first, 11 discovered)
leader L5 of team T2 discovered at 48491.000000 that M42 is in danger (after 18640ms proces-to-process, 17396ms node-to-node, 4hops, 2versions (14 first, 16 discovered)
leader L5 of team T2 discovered at 35332.000000 that M56 is in danger (after 16210ms proces-to-process, 14631ms node-to-node, 8hops, 0versions (9 first, 9 discovered)
leader L5 of team T2 discovered at 46735.000000 that M43 is in danger (after 25600ms proces-to-process, 22130ms node-to-node, 8hops, 6versions (11 first, 17 discovered)
leader L6 of team T3 discovered at 43689.000000 that M60 is in danger (after 18253ms proces-to-process, 17933ms node-to-node, 5hops, 7versions (12 first, 19 discovered)
leader L6 of team T3 discovered at 38232.000000 that M54 is in danger (after 19719ms proces-to-process, 18256ms node-to-node, 3hops, 6versions (8 first, 14 discovered)
leader L6 of team T3 discovered at 37358.000000 that M57 is in danger (after 11476ms proces-to-process, 11248ms node-to-node, 5hops, 0versions (12 first, 12 discovered)
leader L6 of team T3 discovered at 38232.000000 that M63 is in danger (after 13729ms proces-to-process, 12173ms node-to-node, 7hops, 1versions (12 first, 13 discovered)
leader L6 of team T3 discovered at 45605.000000 that M64 is in danger (after 18595ms proces-to-process, 18266ms node-to-node, 6hops, 3versions (13 first, 16 discovered)
leader L6 of team T3 discovered at 42687.000000 that M65 is in danger (after 17379ms proces-to-process, 16766ms node-to-node, 2hops, 4versions (12 first, 16 discovered)
leader L6 of team T3 discovered at 39318.000000 that M66 is in danger (after 11100ms proces-to-process, 9344ms node-to-node, 1hops, 3versions (14 first, 17 discovered)
leader L6 of team T3 discovered at 40947.000000 that M61 is in danger (after 10945ms proces-to-process, 9432ms node-to-node, 3hops, 3versions (14 first, 17 discovered)
leader L6 of team T3 discovered at 32297.000000 that M62 is in danger (after 14216ms proces-to-process, 12049ms node-to-node, 7hops, 3versions (8 first, 11 discovered)
leader L6 of team T3 discovered at 35201.000000 that M69 is in danger (after 14708ms proces-to-process, 12022ms node-to-node, 6hops, 0versions (10 first, 10 discovered)
leader L6 of team T3 never discovered that M67 is in danger from 19602.
leader L6 of team T3 discovered at 49583.000000 that M59 is in danger (after 22533ms proces-to-process, 20117ms node-to-node, 4hops, 4versions (14 first, 18 discovered)
leader L6 of team T3 discovered at 59172.000000 that M58 is in danger (after 30211ms proces-to-process, 29549ms node-to-node, 4hops, 12versions (13 first, 25 discovered)
leader L6 of team T3 discovered at 44333.000000 that M71 is in danger (after 17260ms proces-to-process, 15084ms node-to-node, 7hops, 4versions (13 first, 17 discovered)
leader L6 of team T3 discovered at 39318.000000 that M68 is in danger (after 16594ms proces-to-process, 16255ms node-to-node, 9hops, 1versions (10 first, 11 discovered)
leader L6 of team T3 discovered at 28027.000000 that M73 is in danger (after 6123ms proces-to-process, 4667ms node-to-node, 6hops, 0versions (10 first, 10 discovered)
leader L6 of team T3 discovered at 28525.000000 that M70 is in danger (after 6214ms proces-to-process, 5028ms node-to-node, 5hops, 1versions (10 first, 11 discovered)
leader L6 of team T3 discovered at 41429.000000 that M75 is in danger (after 19461ms proces-to-process, 17608ms node-to-node, 5hops, 4versions (11 first, 15 discovered)
leader L6 of team T3 discovered at 41429.000000 that M74 is in danger (after 17782ms proces-to-process, 15919ms node-to-node, 5hops, 4versions (12 first, 16 discovered)
leader L7 of team T3 discovered at 36888.000000 that M60 is in danger (after 11452ms proces-to-process, 11126ms node-to-node, 6hops, 2versions (12 first, 14 discovered)
leader L7 of team T3 discovered at 31240.000000 that M54 is in danger (after 12727ms proces-to-process, 11563ms node-to-node, 4hops, 3versions (8 first, 11 discovered)
leader L7 of team T3 discovered at 38517.000000 that M57 is in danger (after 12635ms proces-to-process, 12515ms node-to-node, 5hops, 1versions (12 first, 13 discovered)
leader L7 of team T3 discovered at 31619.000000 that M63 is in danger (after 7116ms proces-to-process, 5893ms node-to-node, 2hops, 1versions (12 first, 13 discovered)
leader L7 of team T3 discovered at 31240.000000 that M64 is in danger (after 4230ms proces-to-process, 3578ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L7 of team T3 discovered at 35108.000000 that M65 is in danger (after 9800ms proces-to-process, 8962ms node-to-node, 1hops, 3versions (12 first, 15 discovered)
leader L7 of team T3 discovered at 40890.000000 that M66 is in danger (after 12672ms proces-to-process, 10872ms node-to-node, 6hops, 3versions (14 first, 17 discovered)
leader L7 of team T3 discovered at 35481.000000 that M61 is in danger (after 5479ms proces-to-process, 4015ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L7 of team T3 discovered at 56715.000000 that M62 is in danger (after 38634ms proces-to-process, 36163ms node-to-node, 6hops, 14versions (8 first, 22 discovered)
leader L7 of team T3 discovered at 30351.000000 that M69 is in danger (after 9858ms proces-to-process, 7357ms node-to-node, 3hops, 1versions (10 first, 11 discovered)
leader L7 of team T3 discovered at 39734.000000 that M67 is in danger (after 20132ms proces-to-process, 19422ms node-to-node, 4hops, 3versions (8 first, 11 discovered)
leader L7 of team T3 discovered at 41715.000000 that M59 is in danger (after 14665ms proces-to-process, 12420ms node-to-node, 5hops, 1versions (14 first, 15 discovered)
leader L7 of team T3 discovered at 38761.000000 that M58 is in danger (after 9800ms proces-to-process, 9566ms node-to-node, 4hops, 0versions (13 first, 13 discovered)
leader L7 of team T3 discovered at 45033.000000 that M71 is in danger (after 17960ms proces-to-process, 15555ms node-to-node, 5hops, 4versions (13 first, 17 discovered)
leader L7 of team T3 discovered at 38047.000000 that M68 is in danger (after 15323ms proces-to-process, 15141ms node-to-node, 6hops, 2versions (10 first, 12 discovered)
leader L7 of team T3 discovered at 27137.000000 that M73 is in danger (after 5233ms proces-to-process, 3890ms node-to-node, 4hops, 0versions (10 first, 10 discovered)
leader L7 of team T3 discovered at 33673.000000 that M70 is in danger (after 11362ms proces-to-process, 10210ms node-to-node, 2hops, 0versions (10 first, 10 discovered)
leader L7 of team T3 discovered at 50249.000000 that M75 is in danger (after 28281ms proces-to-process, 26158ms node-to-node, 6hops, 8versions (11 first, 19 discovered)
leader L7 of team T3 discovered at 34351.000000 that M74 is in danger (after 10704ms proces-to-process, 9178ms node-to-node, 6hops, 1versions (12 first, 13 discovered)
leader L0 of team T0 discovered at 38468.000000 that M11 is in danger (after 15055ms proces-to-process, 13335ms node-to-node, 3hops, 2versions (12 first, 14 discovered)
leader L0 of team T0 discovered at 31821.000000 that M17 is in danger (after 3409ms proces-to-process, 1617ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L0 of team T0 discovered at 27456.000000 that M10 is in danger (after 7738ms proces-to-process, 6494ms node-to-node, 6hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 29528.000000 that M16 is in danger (after 8096ms proces-to-process, 4447ms node-to-node, 7hops, 1versions (11 first, 12 discovered)
leader L0 of team T0 discovered at 34418.000000 that M20 is in danger (after 6180ms proces-to-process, 4202ms node-to-node, 4hops, 0versions (13 first, 13 discovered)
leader L0 of team T0 discovered at 28136.000000 that M13 is in danger (after 9894ms proces-to-process, 7053ms node-to-node, 6hops, 3versions (9 first, 12 discovered)
leader L0 of team T0 discovered at 22648.000000 that M22 is in danger (after 2658ms proces-to-process, 1351ms node-to-node, 3hops, 1versions (9 first, 10 discovered)
leader L0 of team T0 discovered at 21050.000000 that M5 is in danger (after 1493ms proces-to-process, 727ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 23509.000000 that M4 is in danger (after 1377ms proces-to-process, 1009ms node-to-node, 3hops, 0versions (10 first, 10 discovered)
leader L0 of team T0 discovered at 38018.000000 that M7 is in danger (after 8195ms proces-to-process, 6454ms node-to-node, 5hops, 0versions (14 first, 14 discovered)
leader L0 of team T0 discovered at 30730.000000 that M6 is in danger (after 8259ms proces-to-process, 6782ms node-to-node, 1hops, 1versions (11 first, 12 discovered)
leader L0 of team T0 discovered at 29195.000000 that M1 is in danger (after 4351ms proces-to-process, 3255ms node-to-node, 5hops, 1versions (12 first, 13 discovered)
leader L0 of team T0 discovered at 22026.000000 that M0 is in danger (after 1388ms proces-to-process, 763ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 25361.000000 that M3 is in danger (after 6598ms proces-to-process, 4917ms node-to-node, 5hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 30730.000000 that M2 is in danger (after 3300ms proces-to-process, 1411ms node-to-node, 4hops, 0versions (13 first, 13 discovered)
leader L0 of team T0 discovered at 38468.000000 that M19 is in danger (after 9307ms proces-to-process, 7827ms node-to-node, 6hops, 1versions (14 first, 15 discovered)
leader L0 of team T0 discovered at 26382.000000 that M15 is in danger (after 7312ms proces-to-process, 5431ms node-to-node, 6hops, 1versions (9 first, 10 discovered)
leader L0 of team T0 discovered at 28136.000000 that M12 is in danger (after 1799ms proces-to-process, 1012ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L0 of team T0 discovered at 33176.000000 that M9 is in danger (after 2818ms proces-to-process, 2319ms node-to-node, 3hops, 0versions (13 first, 13 discovered)
leader L0 of team T0 discovered at 18462.000000 that M8 is in danger (after 1082ms proces-to-process, 1008ms node-to-node, 3hops, 0versions (8 first, 8 discovered)
leader L0 of team T0 discovered at 25361.000000 that M14 is in danger (after 4902ms proces-to-process, 4536ms node-to-node, 8hops, 1versions (9 first, 10 discovered)
leader L1 of team T0 discovered at 37851.000000 that M11 is in danger (after 14438ms proces-to-process, 12530ms node-to-node, 1hops, 2versions (12 first, 14 discovered)
leader L1 of team T0 discovered at 30195.000000 that M17 is in danger (after 1783ms proces-to-process, 7ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L1 of team T0 discovered at 30195.000000 that M10 is in danger (after 10477ms proces-to-process, 9065ms node-to-node, 3hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 27002.000000 that M16 is in danger (after 5570ms proces-to-process, 1537ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L1 of team T0 discovered at 55676.000000 that M20 is in danger (after 27438ms proces-to-process, 25592ms node-to-node, 9hops, 4versions (13 first, 17 discovered)
leader L1 of team T0 discovered at 27002.000000 that M13 is in danger (after 8760ms proces-to-process, 6247ms node-to-node, 4hops, 3versions (9 first, 12 discovered)
leader L1 of team T0 discovered at 30722.000000 that M22 is in danger (after 10732ms proces-to-process, 9106ms node-to-node, 6hops, 1versions (9 first, 10 discovered)
leader L1 of team T0 discovered at 36560.000000 that M5 is in danger (after 17003ms proces-to-process, 16641ms node-to-node, 5hops, 4versions (9 first, 13 discovered)
leader L1 of team T0 discovered at 29037.000000 that M4 is in danger (after 6905ms proces-to-process, 6531ms node-to-node, 5hops, 0versions (10 first, 10 discovered)
leader L1 of team T0 discovered at 43193.000000 that M7 is in danger (after 13370ms proces-to-process, 11802ms node-to-node, 6hops, 0versions (14 first, 14 discovered)
leader L1 of team T0 discovered at 46745.000000 that M6 is in danger (after 24274ms proces-to-process, 22825ms node-to-node, 7hops, 6versions (11 first, 17 discovered)
leader L1 of team T0 discovered at 34740.000000 that M1 is in danger (after 9896ms proces-to-process, 8942ms node-to-node, 5hops, 1versions (12 first, 13 discovered)
leader L1 of team T0 discovered at 31772.000000 that M0 is in danger (after 11134ms proces-to-process, 10280ms node-to-node, 6hops, 2versions (9 first, 11 discovered)
leader L1 of team T0 discovered at 31772.000000 that M3 is in danger (after 13009ms proces-to-process, 10520ms node-to-node, 4hops, 1versions (9 first, 10 discovered)
leader L1 of team T0 discovered at 37851.000000 that M2 is in danger (after 10421ms proces-to-process, 8067ms node-to-node, 3hops, 1versions (13 first, 14 discovered)
leader L1 of team T0 never discovered that M19 is in danger from 29161.
leader L1 of team T0 discovered at 24329.000000 that M15 is in danger (after 5259ms proces-to-process, 3821ms node-to-node, 2hops, 1versions (9 first, 10 discovered)
leader L1 of team T0 discovered at 44137.000000 that M12 is in danger (after 17800ms proces-to-process, 16944ms node-to-node, 5hops, 5versions (12 first, 17 discovered)
leader L1 of team T0 discovered at 32080.000000 that M9 is in danger (after 1722ms proces-to-process, 1515ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L1 of team T0 discovered at 24969.000000 that M8 is in danger (after 7589ms proces-to-process, 7380ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L1 of team T0 discovered at 23759.000000 that M14 is in danger (after 3300ms proces-to-process, 2523ms node-to-node, 3hops, 1versions (9 first, 10 discovered)
leader L2 of team T1 discovered at 44064.000000 that M32 is in danger (after 22958ms proces-to-process, 21405ms node-to-node, 6hops, 5versions (10 first, 15 discovered)
leader L2 of team T1 never discovered that M34 is in danger from 30324.
leader L2 of team T1 discovered at 42085.000000 that M28 is in danger (after 17270ms proces-to-process, 14766ms node-to-node, 6hops, 1versions (12 first, 13 discovered)
leader L2 of team T1 discovered at 39768.000000 that M29 is in danger (after 15696ms proces-to-process, 15203ms node-to-node, 5hops, 0versions (11 first, 11 discovered)
leader L2 of team T1 discovered at 39768.000000 that M39 is in danger (after 16175ms proces-to-process, 14034ms node-to-node, 7hops, 1versions (12 first, 13 discovered)
leader L2 of team T1 discovered at 44064.000000 that M24 is in danger (after 13853ms proces-to-process, 10702ms node-to-node, 5hops, 1versions (15 first, 16 discovered)
leader L2 of team T1 discovered at 38635.000000 that M25 is in danger (after 10549ms proces-to-process, 8205ms node-to-node, 6hops, 1versions (14 first, 15 discovered)
leader L2 of team T1 discovered at 42085.000000 that M26 is in danger (after 11766ms proces-to-process, 9340ms node-to-node, 2hops, 3versions (14 first, 17 discovered)
leader L2 of team T1 discovered at 46054.000000 that M27 is in danger (after 23228ms proces-to-process, 20996ms node-to-node, 4hops, 6versions (11 first, 17 discovered)
leader L2 of team T1 discovered at 51059.000000 that M33 is in danger (after 23403ms proces-to-process, 20963ms node-to-node, 8hops, 2versions (13 first, 15 discovered)
leader L2 of team T1 discovered at 24551.000000 that M21 is in danger (after 6904ms proces-to-process, 5662ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L2 of team T1 discovered at 44064.000000 that M31 is in danger (after 26319ms proces-to-process, 23172ms node-to-node, 6hops, 8versions (9 first, 17 discovered)
leader L2 of team T1 discovered at 33914.000000 that M23 is in danger (after 7187ms proces-to-process, 5999ms node-to-node, 4hops, 1versions (12 first, 13 discovered)
leader L2 of team T1 discovered at 29066.000000 that M18 is in danger (after 12814ms proces-to-process, 12232ms node-to-node, 3hops, 4versions (7 first, 11 discovered)
leader L2 of team T1 discovered at 40461.000000 that M30 is in danger (after 12081ms proces-to-process, 11248ms node-to-node, 4hops, 1versions (13 first, 14 discovered)
leader L2 of team T1 discovered at 40461.000000 that M35 is in danger (after 12586ms proces-to-process, 9053ms node-to-node, 3hops, 1versions (14 first, 15 discovered)
leader L3 of team T1 discovered at 38166.000000 that M32 is in danger (after 17060ms proces-to-process, 15833ms node-to-node, 5hops, 3versions (10 first, 13 discovered)
leader L3 of team T1 discovered at 54426.000000 that M34 is in danger (after 24102ms proces-to-process, 22960ms node-to-node, 2hops, 6versions (14 first, 20 discovered)
leader L3 of team T1 discovered at 56163.000000 that M28 is in danger (after 31348ms proces-to-process, 29030ms node-to-node, 7hops, 6versions (12 first, 18 discovered)
leader L3 of team T1 discovered at 42982.000000 that M29 is in danger (after 18910ms proces-to-process, 18394ms node-to-node, 3hops, 5versions (11 first, 16 discovered)
leader L3 of team T1 discovered at 25912.000000 that M39 is in danger (after 2319ms proces-to-process, 231ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L3 of team T1 discovered at 40408.000000 that M24 is in danger (after 10197ms proces-to-process, 7244ms node-to-node, 6hops, 1versions (15 first, 16 discovered)
leader L3 of team T1 discovered at 37763.000000 that M25 is in danger (after 9677ms proces-to-process, 7634ms node-to-node, 5hops, 2versions (14 first, 16 discovered)
leader L3 of team T1 discovered at 41470.000000 that M26 is in danger (after 11151ms proces-to-process, 8827ms node-to-node, 4hops, 2versions (14 first, 16 discovered)
leader L3 of team T1 discovered at 38820.000000 that M27 is in danger (after 15994ms proces-to-process, 13957ms node-to-node, 4hops, 2versions (11 first, 13 discovered)
leader L3 of team T1 discovered at 53219.000000 that M33 is in danger (after 25563ms proces-to-process, 23513ms node-to-node, 5hops, 4versions (13 first, 17 discovered)
leader L3 of team T1 discovered at 28724.000000 that M21 is in danger (after 11077ms proces-to-process, 9736ms node-to-node, 3hops, 3versions (8 first, 11 discovered)
leader L3 of team T1 discovered at 34281.000000 that M31 is in danger (after 16536ms proces-to-process, 13777ms node-to-node, 5hops, 3versions (9 first, 12 discovered)
leader L3 of team T1 discovered at 46072.000000 that M23 is in danger (after 19345ms proces-to-process, 18584ms node-to-node, 5hops, 7versions (12 first, 19 discovered)
leader L3 of team T1 discovered at 38820.000000 that M18 is in danger (after 22568ms proces-to-process, 22022ms node-to-node, 7hops, 9versions (7 first, 16 discovered)
leader L3 of team T1 discovered at 39375.000000 that M30 is in danger (after 10995ms proces-to-process, 10213ms node-to-node, 6hops, 2versions (13 first, 15 discovered)
leader L3 of team T1 discovered at 34281.000000 that M35 is in danger (after 6406ms proces-to-process, 3024ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L21 of team T10 discovered at 35435.000000 that M195 is in danger (after 5353ms proces-to-process, 4604ms node-to-node, 1hops, 0versions (15 first, 15 discovered)
leader L21 of team T10 discovered at 26937.000000 that M194 is in danger (after 10257ms proces-to-process, 6221ms node-to-node, 2hops, 0versions (8 first, 8 discovered)
leader L21 of team T10 discovered at 28527.000000 that M197 is in danger (after 3397ms proces-to-process, 1413ms node-to-node, 4hops, 0versions (12 first, 12 discovered)
leader L21 of team T10 discovered at 31296.000000 that M196 is in danger (after 13436ms proces-to-process, 12493ms node-to-node, 3hops, 0versions (8 first, 8 discovered)
leader L21 of team T10 discovered at 21703.000000 that M191 is in danger (after 1688ms proces-to-process, 1320ms node-to-node, 1hops, 1versions (8 first, 9 discovered)
leader L21 of team T10 discovered at 33664.000000 that M190 is in danger (after 3008ms proces-to-process, 2348ms node-to-node, 1hops, 1versions (15 first, 16 discovered)
leader L21 of team T10 discovered at 33664.000000 that M193 is in danger (after 4099ms proces-to-process, 1104ms node-to-node, 3hops, 0versions (15 first, 15 discovered)
leader L21 of team T10 discovered at 24970.000000 that M192 is in danger (after 2539ms proces-to-process, 1007ms node-to-node, 3hops, 0versions (10 first, 10 discovered)
leader L21 of team T10 discovered at 28471.000000 that M198 is in danger (after 1169ms proces-to-process, 1009ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L21 of team T10 discovered at 31296.000000 that M202 is in danger (after 5988ms proces-to-process, 3746ms node-to-node, 4hops, 0versions (12 first, 12 discovered)
