Config: 
--------------------------------------------
leader L16 of team T8 discovered at 34900.000000 that M151 is in danger (after 9087ms proces-to-process, 8543ms node-to-node, 1hops, 2versions (11 first, 13 discovered)
leader L11 of team T5 discovered at 53976.000000 that M100 is in danger (after 32452ms proces-to-process, 30810ms node-to-node, 11hops, 10versions (11 first, 21 discovered)
leader L11 of team T5 discovered at 35888.000000 that M101 is in danger (after 10384ms proces-to-process, 9529ms node-to-node, 11hops, 0versions (11 first, 11 discovered)
leader L11 of team T5 never discovered that M106 is in danger from 23899.
leader L11 of team T5 discovered at 29686.000000 that M107 is in danger (after 13844ms proces-to-process, 11534ms node-to-node, 8hops, 2versions (7 first, 9 discovered)
leader L11 of team T5 discovered at 50364.000000 that M104 is in danger (after 27320ms proces-to-process, 24123ms node-to-node, 10hops, 5versions (12 first, 17 discovered)
leader L11 of team T5 never discovered that M103 is in danger from 19939.
leader L11 of team T5 never discovered that M91 is in danger from 29809.
leader L11 of team T5 discovered at 33985.000000 that M111 is in danger (after 14421ms proces-to-process, 11824ms node-to-node, 8hops, 0versions (10 first, 10 discovered)
leader L11 of team T5 never discovered that M108 is in danger from 18594.
leader L11 of team T5 discovered at 39871.000000 that M105 is in danger (after 19252ms proces-to-process, 16729ms node-to-node, 7hops, 3versions (10 first, 13 discovered)
leader L11 of team T5 never discovered that M95 is in danger from 25596.
leader L11 of team T5 discovered at 24634.000000 that M97 is in danger (after 4642ms proces-to-process, 1939ms node-to-node, 1hops, 1versions (9 first, 10 discovered)
leader L11 of team T5 discovered at 28910.000000 that M96 is in danger (after 936ms proces-to-process, 735ms node-to-node, 2hops, 0versions (13 first, 13 discovered)
leader L11 of team T5 discovered at 42570.000000 that M109 is in danger (after 26231ms proces-to-process, 24645ms node-to-node, 7hops, 5versions (7 first, 12 discovered)
leader L11 of team T5 discovered at 35888.000000 that M112 is in danger (after 13545ms proces-to-process, 10340ms node-to-node, 8hops, 2versions (11 first, 13 discovered)
leader L11 of team T5 discovered at 37487.000000 that M102 is in danger (after 9674ms proces-to-process, 8978ms node-to-node, 6hops, 0versions (13 first, 13 discovered)
leader L4 of team T2 discovered at 50853.000000 that M54 is in danger (after 32340ms proces-to-process, 31138ms node-to-node, 10hops, 6versions (8 first, 14 discovered)
leader L4 of team T2 discovered at 35712.000000 that M48 is in danger (after 15919ms proces-to-process, 14176ms node-to-node, 9hops, 0versions (9 first, 9 discovered)
leader L4 of team T2 discovered at 44584.000000 that M49 is in danger (after 25985ms proces-to-process, 22850ms node-to-node, 8hops, 2versions (9 first, 11 discovered)
leader L4 of team T2 never discovered that M51 is in danger from 20669.
leader L4 of team T2 discovered at 37098.000000 that M50 is in danger (after 20097ms proces-to-process, 18951ms node-to-node, 7hops, 0versions (8 first, 8 discovered)
leader L4 of team T2 discovered at 42054.000000 that M53 is in danger (after 26380ms proces-to-process, 25186ms node-to-node, 9hops, 4versions (7 first, 11 discovered)
leader L4 of team T2 discovered at 52760.000000 that M52 is in danger (after 29047ms proces-to-process, 28273ms node-to-node, 8hops, 9versions (11 first, 20 discovered)
leader L4 of team T2 discovered at 56030.000000 that M37 is in danger (after 33098ms proces-to-process, 31643ms node-to-node, 7hops, 11versions (11 first, 22 discovered)
leader L4 of team T2 discovered at 54949.000000 that M36 is in danger (after 39304ms proces-to-process, 36671ms node-to-node, 11hops, 6versions (7 first, 13 discovered)
leader L4 of team T2 discovered at 43048.000000 that M41 is in danger (after 15821ms proces-to-process, 14478ms node-to-node, 11hops, 1versions (12 first, 13 discovered)
leader L4 of team T2 discovered at 50358.000000 that M46 is in danger (after 24855ms proces-to-process, 24507ms node-to-node, 10hops, 3versions (12 first, 15 discovered)
leader L4 of team T2 discovered at 51682.000000 that M47 is in danger (after 34259ms proces-to-process, 32385ms node-to-node, 7hops, 6versions (8 first, 14 discovered)
leader L4 of team T2 discovered at 36683.000000 that M44 is in danger (after 12268ms proces-to-process, 9925ms node-to-node, 7hops, 0versions (11 first, 11 discovered)
leader L4 of team T2 discovered at 46919.000000 that M45 is in danger (after 24531ms proces-to-process, 23992ms node-to-node, 8hops, 3versions (11 first, 14 discovered)
leader L4 of team T2 discovered at 45164.000000 that M42 is in danger (after 15313ms proces-to-process, 13951ms node-to-node, 4hops, 1versions (14 first, 15 discovered)
leader L4 of team T2 never discovered that M43 is in danger from 21135.
leader L5 of team T2 discovered at 30069.000000 that M54 is in danger (after 11556ms proces-to-process, 9662ms node-to-node, 3hops, 2versions (8 first, 10 discovered)
leader L5 of team T2 discovered at 54701.000000 that M48 is in danger (after 34908ms proces-to-process, 33433ms node-to-node, 10hops, 10versions (9 first, 19 discovered)
leader L5 of team T2 discovered at 37235.000000 that M49 is in danger (after 18636ms proces-to-process, 15238ms node-to-node, 7hops, 2versions (9 first, 11 discovered)
leader L5 of team T2 discovered at 27136.000000 that M51 is in danger (after 6467ms proces-to-process, 3582ms node-to-node, 1hops, 0versions (10 first, 10 discovered)
leader L5 of team T2 discovered at 18935.000000 that M50 is in danger (after 1934ms proces-to-process, 440ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L5 of team T2 discovered at 33065.000000 that M53 is in danger (after 17391ms proces-to-process, 16304ms node-to-node, 2hops, 3versions (7 first, 10 discovered)
leader L5 of team T2 discovered at 39527.000000 that M52 is in danger (after 15814ms proces-to-process, 14584ms node-to-node, 6hops, 3versions (11 first, 14 discovered)
leader L5 of team T2 discovered at 34577.000000 that M37 is in danger (after 11645ms proces-to-process, 9363ms node-to-node, 3hops, 1versions (11 first, 12 discovered)
leader L5 of team T2 discovered at 31057.000000 that M36 is in danger (after 15412ms proces-to-process, 12992ms node-to-node, 8hops, 2versions (7 first, 9 discovered)
leader L5 of team T2 discovered at 57231.000000 that M41 is in danger (after 30004ms proces-to-process, 28512ms node-to-node, 9hops, 4versions (12 first, 16 discovered)
leader L5 of team T2 discovered at 30663.000000 that M46 is in danger (after 5160ms proces-to-process, 5141ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L5 of team T2 discovered at 30069.000000 that M47 is in danger (after 12646ms proces-to-process, 9933ms node-to-node, 1hops, 1versions (8 first, 9 discovered)
leader L5 of team T2 discovered at 36590.000000 that M44 is in danger (after 12175ms proces-to-process, 10124ms node-to-node, 2hops, 1versions (11 first, 12 discovered)
leader L5 of team T2 discovered at 39527.000000 that M45 is in danger (after 17139ms proces-to-process, 16431ms node-to-node, 4hops, 3versions (11 first, 14 discovered)
leader L5 of team T2 discovered at 43736.000000 that M42 is in danger (after 13885ms proces-to-process, 12555ms node-to-node, 2hops, 1versions (14 first, 15 discovered)
leader L5 of team T2 discovered at 42483.000000 that M43 is in danger (after 21348ms proces-to-process, 17885ms node-to-node, 1hops, 4versions (11 first, 15 discovered)
leader L6 of team T3 discovered at 42687.000000 that M55 is in danger (after 26432ms proces-to-process, 25384ms node-to-node, 3hops, 4versions (7 first, 11 discovered)
leader L6 of team T3 discovered at 36817.000000 that M60 is in danger (after 11381ms proces-to-process, 11233ms node-to-node, 9hops, 1versions (12 first, 13 discovered)
leader L6 of team T3 discovered at 33153.000000 that M57 is in danger (after 7271ms proces-to-process, 7194ms node-to-node, 3hops, 1versions (12 first, 13 discovered)
leader L6 of team T3 discovered at 52366.000000 that M56 is in danger (after 33244ms proces-to-process, 31354ms node-to-node, 4hops, 11versions (9 first, 20 discovered)
leader L6 of team T3 discovered at 35728.000000 that M64 is in danger (after 8718ms proces-to-process, 8020ms node-to-node, 1hops, 2versions (13 first, 15 discovered)
leader L6 of team T3 discovered at 39318.000000 that M65 is in danger (after 14010ms proces-to-process, 12698ms node-to-node, 8hops, 0versions (12 first, 12 discovered)
leader L6 of team T3 discovered at 51987.000000 that M66 is in danger (after 23769ms proces-to-process, 21562ms node-to-node, 9hops, 4versions (14 first, 18 discovered)
leader L6 of team T3 discovered at 55793.000000 that M61 is in danger (after 25791ms proces-to-process, 24216ms node-to-node, 4hops, 7versions (14 first, 21 discovered)
leader L6 of team T3 discovered at 39318.000000 that M62 is in danger (after 21237ms proces-to-process, 18605ms node-to-node, 10hops, 4versions (8 first, 12 discovered)
leader L6 of team T3 discovered at 30135.000000 that M69 is in danger (after 9642ms proces-to-process, 6872ms node-to-node, 5hops, 0versions (10 first, 10 discovered)
leader L6 of team T3 discovered at 31234.000000 that M67 is in danger (after 11632ms proces-to-process, 11254ms node-to-node, 6hops, 3versions (8 first, 11 discovered)
leader L6 of team T3 discovered at 38232.000000 that M59 is in danger (after 11182ms proces-to-process, 9332ms node-to-node, 1hops, 1versions (14 first, 15 discovered)
leader L6 of team T3 discovered at 48946.000000 that M58 is in danger (after 19985ms proces-to-process, 19700ms node-to-node, 9hops, 4versions (13 first, 17 discovered)
leader L6 of team T3 discovered at 40947.000000 that M71 is in danger (after 13874ms proces-to-process, 12099ms node-to-node, 7hops, 0versions (13 first, 13 discovered)
leader L6 of team T3 discovered at 34030.000000 that M68 is in danger (after 11306ms proces-to-process, 10372ms node-to-node, 8hops, 2versions (10 first, 12 discovered)
leader L6 of team T3 discovered at 40947.000000 that M63 is in danger (after 16444ms proces-to-process, 14968ms node-to-node, 10hops, 0versions (12 first, 12 discovered)
leader L6 of team T3 discovered at 34030.000000 that M70 is in danger (after 11719ms proces-to-process, 10195ms node-to-node, 6hops, 0versions (10 first, 10 discovered)
leader L6 of team T3 discovered at 39318.000000 that M74 is in danger (after 15671ms proces-to-process, 14058ms node-to-node, 5hops, 1versions (12 first, 13 discovered)
leader L6 of team T3 discovered at 39318.000000 that M76 is in danger (after 14038ms proces-to-process, 10089ms node-to-node, 3hops, 3versions (13 first, 16 discovered)
leader L7 of team T3 discovered at 22983.000000 that M55 is in danger (after 6728ms proces-to-process, 6230ms node-to-node, 1hops, 1versions (7 first, 8 discovered)
leader L7 of team T3 discovered at 52625.000000 that M60 is in danger (after 27189ms proces-to-process, 27079ms node-to-node, 2hops, 9versions (12 first, 21 discovered)
leader L7 of team T3 discovered at 37728.000000 that M57 is in danger (after 11846ms proces-to-process, 11605ms node-to-node, 5hops, 0versions (12 first, 12 discovered)
leader L7 of team T3 discovered at 26262.000000 that M56 is in danger (after 7140ms proces-to-process, 4963ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L7 of team T3 discovered at 45033.000000 that M64 is in danger (after 18023ms proces-to-process, 17195ms node-to-node, 8hops, 1versions (13 first, 14 discovered)
leader L7 of team T3 discovered at 44026.000000 that M65 is in danger (after 18718ms proces-to-process, 17768ms node-to-node, 10hops, 0versions (12 first, 12 discovered)
leader L7 of team T3 never discovered that M66 is in danger from 28218.
leader L7 of team T3 never discovered that M61 is in danger from 30002.
leader L7 of team T3 discovered at 35108.000000 that M62 is in danger (after 17027ms proces-to-process, 14848ms node-to-node, 12hops, 1versions (8 first, 9 discovered)
leader L7 of team T3 discovered at 41933.000000 that M69 is in danger (after 21440ms proces-to-process, 18770ms node-to-node, 9hops, 0versions (10 first, 10 discovered)
leader L7 of team T3 discovered at 41933.000000 that M67 is in danger (after 22331ms proces-to-process, 22049ms node-to-node, 9hops, 3versions (8 first, 11 discovered)
leader L7 of team T3 discovered at 47924.000000 that M59 is in danger (after 20874ms proces-to-process, 18937ms node-to-node, 1hops, 8versions (14 first, 22 discovered)
leader L7 of team T3 never discovered that M58 is in danger from 28961.
leader L7 of team T3 never discovered that M71 is in danger from 27073.
leader L7 of team T3 discovered at 49180.000000 that M68 is in danger (after 26456ms proces-to-process, 26263ms node-to-node, 7hops, 5versions (10 first, 15 discovered)
leader L7 of team T3 discovered at 40890.000000 that M63 is in danger (after 16387ms proces-to-process, 14968ms node-to-node, 10hops, 0versions (12 first, 12 discovered)
leader L7 of team T3 discovered at 40135.000000 that M70 is in danger (after 17824ms proces-to-process, 16829ms node-to-node, 7hops, 0versions (10 first, 10 discovered)
leader L7 of team T3 discovered at 55455.000000 that M74 is in danger (after 31808ms proces-to-process, 30201ms node-to-node, 4hops, 8versions (12 first, 20 discovered)
leader L7 of team T3 discovered at 47924.000000 that M76 is in danger (after 22644ms proces-to-process, 18766ms node-to-node, 4hops, 7versions (13 first, 20 discovered)
leader L0 of team T0 discovered at 27082.000000 that M11 is in danger (after 3669ms proces-to-process, 1894ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L0 of team T0 discovered at 31697.000000 that M17 is in danger (after 3285ms proces-to-process, 777ms node-to-node, 2hops, 0versions (13 first, 13 discovered)
leader L0 of team T0 discovered at 30730.000000 that M10 is in danger (after 11012ms proces-to-process, 9738ms node-to-node, 4hops, 1versions (9 first, 10 discovered)
leader L0 of team T0 discovered at 25361.000000 that M16 is in danger (after 3929ms proces-to-process, 202ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L0 of team T0 discovered at 36797.000000 that M13 is in danger (after 18555ms proces-to-process, 15699ms node-to-node, 7hops, 7versions (9 first, 16 discovered)
leader L0 of team T0 discovered at 21247.000000 that M21 is in danger (after 3600ms proces-to-process, 2613ms node-to-node, 5hops, 0versions (8 first, 8 discovered)
leader L0 of team T0 discovered at 25361.000000 that M5 is in danger (after 5804ms proces-to-process, 5408ms node-to-node, 6hops, 1versions (9 first, 10 discovered)
leader L0 of team T0 discovered at 25361.000000 that M4 is in danger (after 3229ms proces-to-process, 273ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L0 of team T0 discovered at 39174.000000 that M7 is in danger (after 9351ms proces-to-process, 7555ms node-to-node, 8hops, 1versions (14 first, 15 discovered)
leader L0 of team T0 discovered at 29823.000000 that M6 is in danger (after 7352ms proces-to-process, 5683ms node-to-node, 2hops, 0versions (11 first, 11 discovered)
leader L0 of team T0 discovered at 37231.000000 that M1 is in danger (after 12387ms proces-to-process, 11512ms node-to-node, 8hops, 2versions (12 first, 14 discovered)
leader L0 of team T0 discovered at 29528.000000 that M0 is in danger (after 8890ms proces-to-process, 8497ms node-to-node, 10hops, 2versions (9 first, 11 discovered)
leader L0 of team T0 discovered at 23509.000000 that M3 is in danger (after 4746ms proces-to-process, 3216ms node-to-node, 6hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 40916.000000 that M2 is in danger (after 13486ms proces-to-process, 11242ms node-to-node, 3hops, 3versions (13 first, 16 discovered)
leader L0 of team T0 discovered at 40221.000000 that M19 is in danger (after 11060ms proces-to-process, 9607ms node-to-node, 7hops, 1versions (14 first, 15 discovered)
leader L0 of team T0 discovered at 30441.000000 that M15 is in danger (after 11371ms proces-to-process, 9687ms node-to-node, 2hops, 4versions (9 first, 13 discovered)
leader L0 of team T0 discovered at 27456.000000 that M12 is in danger (after 1119ms proces-to-process, 675ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L0 of team T0 discovered at 33639.000000 that M9 is in danger (after 3281ms proces-to-process, 3084ms node-to-node, 3hops, 2versions (13 first, 15 discovered)
leader L0 of team T0 discovered at 20293.000000 that M8 is in danger (after 2913ms proces-to-process, 2555ms node-to-node, 5hops, 0versions (8 first, 8 discovered)
leader L0 of team T0 discovered at 25671.000000 that M14 is in danger (after 5212ms proces-to-process, 5176ms node-to-node, 5hops, 1versions (9 first, 10 discovered)
leader L1 of team T0 discovered at 42286.000000 that M11 is in danger (after 18873ms proces-to-process, 16950ms node-to-node, 4hops, 5versions (12 first, 17 discovered)
leader L1 of team T0 discovered at 34740.000000 that M17 is in danger (after 6328ms proces-to-process, 4361ms node-to-node, 3hops, 0versions (13 first, 13 discovered)
leader L1 of team T0 discovered at 40766.000000 that M10 is in danger (after 21048ms proces-to-process, 19561ms node-to-node, 5hops, 4versions (9 first, 13 discovered)
leader L1 of team T0 discovered at 29745.000000 that M16 is in danger (after 8313ms proces-to-process, 4310ms node-to-node, 2hops, 0versions (11 first, 11 discovered)
leader L1 of team T0 discovered at 40766.000000 that M13 is in danger (after 22524ms proces-to-process, 19808ms node-to-node, 4hops, 5versions (9 first, 14 discovered)
leader L1 of team T0 discovered at 35960.000000 that M21 is in danger (after 18313ms proces-to-process, 17078ms node-to-node, 7hops, 6versions (8 first, 14 discovered)
leader L1 of team T0 discovered at 34740.000000 that M5 is in danger (after 15183ms proces-to-process, 14113ms node-to-node, 4hops, 2versions (9 first, 11 discovered)
leader L1 of team T0 discovered at 29745.000000 that M4 is in danger (after 7613ms proces-to-process, 4524ms node-to-node, 2hops, 1versions (11 first, 12 discovered)
leader L1 of team T0 discovered at 41151.000000 that M7 is in danger (after 11328ms proces-to-process, 9666ms node-to-node, 1hops, 3versions (14 first, 17 discovered)
leader L1 of team T0 discovered at 33220.000000 that M6 is in danger (after 10749ms proces-to-process, 8979ms node-to-node, 2hops, 0versions (11 first, 11 discovered)
leader L1 of team T0 discovered at 36560.000000 that M1 is in danger (after 11716ms proces-to-process, 10497ms node-to-node, 4hops, 2versions (12 first, 14 discovered)
leader L1 of team T0 discovered at 44416.000000 that M0 is in danger (after 23778ms proces-to-process, 23367ms node-to-node, 6hops, 9versions (9 first, 18 discovered)
leader L1 of team T0 discovered at 24329.000000 that M3 is in danger (after 5566ms proces-to-process, 3789ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 37019.000000 that M2 is in danger (after 9589ms proces-to-process, 7513ms node-to-node, 2hops, 3versions (13 first, 16 discovered)
leader L1 of team T0 discovered at 54283.000000 that M19 is in danger (after 25122ms proces-to-process, 23655ms node-to-node, 9hops, 5versions (14 first, 19 discovered)
leader L1 of team T0 discovered at 36560.000000 that M15 is in danger (after 17490ms proces-to-process, 15752ms node-to-node, 6hops, 5versions (9 first, 14 discovered)
leader L1 of team T0 discovered at 48843.000000 that M12 is in danger (after 22506ms proces-to-process, 21901ms node-to-node, 6hops, 8versions (12 first, 20 discovered)
leader L1 of team T0 discovered at 35513.000000 that M9 is in danger (after 5155ms proces-to-process, 4818ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L1 of team T0 discovered at 29037.000000 that M8 is in danger (after 11657ms proces-to-process, 11541ms node-to-node, 5hops, 2versions (8 first, 10 discovered)
leader L1 of team T0 discovered at 39778.000000 that M14 is in danger (after 19319ms proces-to-process, 18731ms node-to-node, 8hops, 5versions (9 first, 14 discovered)
leader L2 of team T1 discovered at 46054.000000 that M33 is in danger (after 18398ms proces-to-process, 16339ms node-to-node, 8hops, 0versions (13 first, 13 discovered)
leader L2 of team T1 never discovered that M34 is in danger from 30324.
leader L2 of team T1 discovered at 34984.000000 that M28 is in danger (after 10169ms proces-to-process, 7179ms node-to-node, 2hops, 1versions (12 first, 13 discovered)
leader L2 of team T1 discovered at 45605.000000 that M29 is in danger (after 21533ms proces-to-process, 20796ms node-to-node, 2hops, 4versions (11 first, 15 discovered)
leader L2 of team T1 never discovered that M39 is in danger from 23593.
leader L2 of team T1 discovered at 42450.000000 that M38 is in danger (after 16694ms proces-to-process, 16275ms node-to-node, 6hops, 2versions (11 first, 13 discovered)
leader L2 of team T1 discovered at 40461.000000 that M24 is in danger (after 10250ms proces-to-process, 6926ms node-to-node, 1hops, 0versions (15 first, 15 discovered)
leader L2 of team T1 discovered at 46541.000000 that M25 is in danger (after 18455ms proces-to-process, 16136ms node-to-node, 10hops, 1versions (14 first, 15 discovered)
leader L2 of team T1 discovered at 58160.000000 that M26 is in danger (after 27841ms proces-to-process, 25481ms node-to-node, 7hops, 4versions (14 first, 18 discovered)
leader L2 of team T1 discovered at 43326.000000 that M27 is in danger (after 20500ms proces-to-process, 18534ms node-to-node, 8hops, 2versions (11 first, 13 discovered)
leader L2 of team T1 discovered at 35041.000000 that M20 is in danger (after 6803ms proces-to-process, 4998ms node-to-node, 1hops, 1versions (13 first, 14 discovered)
leader L2 of team T1 discovered at 38635.000000 that M32 is in danger (after 17529ms proces-to-process, 15753ms node-to-node, 3hops, 1versions (10 first, 11 discovered)
leader L2 of team T1 discovered at 29867.000000 that M22 is in danger (after 9877ms proces-to-process, 8204ms node-to-node, 3hops, 2versions (9 first, 11 discovered)
leader L2 of team T1 discovered at 28631.000000 that M23 is in danger (after 1904ms proces-to-process, 574ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L2 of team T1 discovered at 50156.000000 that M40 is in danger (after 26891ms proces-to-process, 24301ms node-to-node, 10hops, 3versions (12 first, 15 discovered)
leader L2 of team T1 discovered at 33056.000000 that M31 is in danger (after 15311ms proces-to-process, 12712ms node-to-node, 7hops, 1versions (9 first, 10 discovered)
leader L2 of team T1 discovered at 33056.000000 that M18 is in danger (after 16804ms proces-to-process, 16180ms node-to-node, 4hops, 2versions (7 first, 9 discovered)
leader L2 of team T1 discovered at 47550.000000 that M30 is in danger (after 19170ms proces-to-process, 18138ms node-to-node, 9hops, 0versions (13 first, 13 discovered)
leader L2 of team T1 discovered at 45039.000000 that M35 is in danger (after 17164ms proces-to-process, 13370ms node-to-node, 9hops, 0versions (14 first, 14 discovered)
leader L3 of team T1 discovered at 37342.000000 that M33 is in danger (after 9686ms proces-to-process, 7690ms node-to-node, 4hops, 0versions (13 first, 13 discovered)
leader L3 of team T1 discovered at 38166.000000 that M34 is in danger (after 7842ms proces-to-process, 6900ms node-to-node, 2hops, 1versions (14 first, 15 discovered)
leader L3 of team T1 discovered at 34671.000000 that M28 is in danger (after 9856ms proces-to-process, 7435ms node-to-node, 6hops, 0versions (12 first, 12 discovered)
leader L3 of team T1 discovered at 30900.000000 that M29 is in danger (after 6828ms proces-to-process, 5790ms node-to-node, 6hops, 1versions (11 first, 12 discovered)
leader L3 of team T1 discovered at 37763.000000 that M39 is in danger (after 14170ms proces-to-process, 11883ms node-to-node, 3hops, 2versions (12 first, 14 discovered)
leader L3 of team T1 discovered at 28724.000000 that M38 is in danger (after 2968ms proces-to-process, 2108ms node-to-node, 1hops, 1versions (11 first, 12 discovered)
leader L3 of team T1 discovered at 42029.000000 that M24 is in danger (after 11818ms proces-to-process, 8732ms node-to-node, 4hops, 0versions (15 first, 15 discovered)
leader L3 of team T1 discovered at 38820.000000 that M25 is in danger (after 10734ms proces-to-process, 8126ms node-to-node, 4hops, 3versions (14 first, 17 discovered)
leader L3 of team T1 discovered at 41470.000000 that M26 is in danger (after 11151ms proces-to-process, 8682ms node-to-node, 1hops, 3versions (14 first, 17 discovered)
leader L3 of team T1 discovered at 27481.000000 that M27 is in danger (after 4655ms proces-to-process, 2613ms node-to-node, 5hops, 0versions (11 first, 11 discovered)
leader L3 of team T1 discovered at 40408.000000 that M20 is in danger (after 12170ms proces-to-process, 9776ms node-to-node, 6hops, 2versions (13 first, 15 discovered)
leader L3 of team T1 discovered at 35475.000000 that M32 is in danger (after 14369ms proces-to-process, 12762ms node-to-node, 8hops, 1versions (10 first, 11 discovered)
leader L3 of team T1 discovered at 28724.000000 that M22 is in danger (after 8734ms proces-to-process, 6995ms node-to-node, 13hops, 1versions (9 first, 10 discovered)
leader L3 of team T1 discovered at 35475.000000 that M23 is in danger (after 8748ms proces-to-process, 8194ms node-to-node, 6hops, 1versions (12 first, 13 discovered)
leader L3 of team T1 discovered at 33545.000000 that M40 is in danger (after 10280ms proces-to-process, 7217ms node-to-node, 2hops, 1versions (12 first, 13 discovered)
leader L3 of team T1 discovered at 23477.000000 that M31 is in danger (after 5732ms proces-to-process, 2449ms node-to-node, 2hops, 1versions (9 first, 10 discovered)
leader L3 of team T1 discovered at 26873.000000 that M18 is in danger (after 10621ms proces-to-process, 10004ms node-to-node, 7hops, 3versions (7 first, 10 discovered)
leader L3 of team T1 discovered at 35475.000000 that M30 is in danger (after 7095ms proces-to-process, 5781ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L3 of team T1 discovered at 34281.000000 that M35 is in danger (after 6406ms proces-to-process, 2994ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L29 of team T14 discovered at 38295.000000 that M262 is in danger (after 12418ms proces-to-process, 9504ms node-to-node, 5hops, 2versions (12 first, 14 discovered)
leader L29 of team T14 discovered at 33341.000000 that M258 is in danger (after 11639ms proces-to-process, 9133ms node-to-node, 6hops, 1versions (11 first, 12 discovered)
leader L29 of team T14 discovered at 28007.000000 that M259 is in danger (after 8063ms proces-to-process, 7126ms node-to-node, 6hops, 0versions (9 first, 9 discovered)
leader L29 of team T14 discovered at 37773.000000 that M269 is in danger (after 8409ms proces-to-process, 5602ms node-to-node, 2hops, 2versions (14 first, 16 discovered)
leader L29 of team T14 discovered at 25828.000000 that M268 is in danger (after 9406ms proces-to-process, 6548ms node-to-node, 1hops, 2versions (8 first, 10 discovered)
leader L29 of team T14 discovered at 39144.000000 that M267 is in danger (after 10483ms proces-to-process, 8954ms node-to-node, 2hops, 1versions (13 first, 14 discovered)
leader L29 of team T14 discovered at 22790.000000 that M263 is in danger (after 4669ms proces-to-process, 2090ms node-to-node, 1hops, 1versions (9 first, 10 discovered)
leader L29 of team T14 discovered at 31068.000000 that M265 is in danger (after 11772ms proces-to-process, 10646ms node-to-node, 7hops, 0versions (9 first, 9 discovered)
leader L29 of team T14 discovered at 21357.000000 that M264 is in danger (after 1092ms proces-to-process, 508ms node-to-node, 1hops, 0versions (10 first, 10 discovered)
leader L29 of team T14 discovered at 38295.000000 that M256 is in danger (after 11124ms proces-to-process, 9900ms node-to-node, 10hops, 1versions (12 first, 13 discovered)
leader L29 of team T14 discovered at 40992.000000 that M257 is in danger (after 21549ms proces-to-process, 19020ms node-to-node, 6hops, 5versions (10 first, 15 discovered)
leader L29 of team T14 discovered at 40992.000000 that M261 is in danger (after 17638ms proces-to-process, 15307ms node-to-node, 6hops, 5versions (12 first, 17 discovered)
leader L29 of team T14 discovered at 31682.000000 that M260 is in danger (after 12471ms proces-to-process, 11183ms node-to-node, 9hops, 0versions (9 first, 9 discovered)
leader L29 of team T14 discovered at 31068.000000 that M270 is in danger (after 15407ms proces-to-process, 14468ms node-to-node, 7hops, 1versions (7 first, 8 discovered)
leader L29 of team T14 discovered at 44753.000000 that M266 is in danger (after 23433ms proces-to-process, 21962ms node-to-node, 7hops, 7versions (10 first, 17 discovered)
leader L29 of team T14 discovered at 31682.000000 that M271 is in danger (after 11009ms proces-to-process, 10414ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L28 of team T14 never discovered that M262 is in danger from 25877.
leader L28 of team T14 discovered at 40635.000000 that M258 is in danger (after 18933ms proces-to-process, 16860ms node-to-node, 8hops, 0versions (11 first, 11 discovered)
leader L28 of team T14 discovered at 20983.000000 that M259 is in danger (after 1039ms proces-to-process, 56ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L28 of team T14 discovered at 58580.000000 that M269 is in danger (after 29216ms proces-to-process, 26345ms node-to-node, 6hops, 9versions (14 first, 23 discovered)
leader L28 of team T14 discovered at 28876.000000 that M268 is in danger (after 12454ms proces-to-process, 9462ms node-to-node, 7hops, 0versions (8 first, 8 discovered)
leader L28 of team T14 discovered at 47982.000000 that M267 is in danger (after 19321ms proces-to-process, 17810ms node-to-node, 5hops, 1versions (13 first, 14 discovered)
leader L28 of team T14 never discovered that M263 is in danger from 18121.
leader L28 of team T14 discovered at 32899.000000 that M265 is in danger (after 13603ms proces-to-process, 12034ms node-to-node, 7hops, 0versions (9 first, 9 discovered)
leader L28 of team T14 discovered at 50973.000000 that M264 is in danger (after 30708ms proces-to-process, 30610ms node-to-node, 10hops, 8versions (10 first, 18 discovered)
leader L28 of team T14 discovered at 44398.000000 that M256 is in danger (after 17227ms proces-to-process, 15605ms node-to-node, 2hops, 3versions (12 first, 15 discovered)
leader L28 of team T14 discovered at 37495.000000 that M257 is in danger (after 18052ms proces-to-process, 15439ms node-to-node, 5hops, 0versions (10 first, 10 discovered)
leader L28 of team T14 discovered at 52039.000000 that M261 is in danger (after 28685ms proces-to-process, 26119ms node-to-node, 8hops, 7versions (12 first, 19 discovered)
