Config: 
--------------------------------------------
leader L12 of team T6 discovered at 32397.000000 that M124 is in danger (after 6393ms proces-to-process, 4787ms node-to-node, 2hops, 0versions (13 first, 13 discovered)
leader L6 of team T3 discovered at 35728.000000 that M57 is in danger (after 9846ms proces-to-process, 9599ms node-to-node, 4hops, 0versions (12 first, 12 discovered)
leader L6 of team T3 discovered at 38232.000000 that M63 is in danger (after 13729ms proces-to-process, 12004ms node-to-node, 5hops, 1versions (12 first, 13 discovered)
leader L6 of team T3 discovered at 38232.000000 that M64 is in danger (after 11222ms proces-to-process, 10558ms node-to-node, 5hops, 2versions (13 first, 15 discovered)
leader L6 of team T3 discovered at 32297.000000 that M65 is in danger (after 6989ms proces-to-process, 5425ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L6 of team T3 discovered at 40160.000000 that M66 is in danger (after 11942ms proces-to-process, 9871ms node-to-node, 4hops, 0versions (14 first, 14 discovered)
leader L6 of team T3 discovered at 40947.000000 that M61 is in danger (after 10945ms proces-to-process, 9563ms node-to-node, 6hops, 1versions (14 first, 15 discovered)
leader L6 of team T3 discovered at 28525.000000 that M62 is in danger (after 10444ms proces-to-process, 8061ms node-to-node, 1hops, 3versions (8 first, 11 discovered)
leader L6 of team T3 discovered at 39318.000000 that M69 is in danger (after 18825ms proces-to-process, 15993ms node-to-node, 8hops, 4versions (10 first, 14 discovered)
leader L6 of team T3 discovered at 26297.000000 that M67 is in danger (after 6695ms proces-to-process, 6041ms node-to-node, 7hops, 0versions (8 first, 8 discovered)
leader L6 of team T3 discovered at 34030.000000 that M59 is in danger (after 6980ms proces-to-process, 4560ms node-to-node, 3hops, 0versions (14 first, 14 discovered)
leader L6 of team T3 discovered at 33153.000000 that M58 is in danger (after 4192ms proces-to-process, 3893ms node-to-node, 2hops, 0versions (13 first, 13 discovered)
leader L6 of team T3 never discovered that M71 is in danger from 27073.
leader L6 of team T3 discovered at 37358.000000 that M68 is in danger (after 14634ms proces-to-process, 14378ms node-to-node, 4hops, 3versions (10 first, 13 discovered)
leader L6 of team T3 discovered at 38232.000000 that M73 is in danger (after 16328ms proces-to-process, 14630ms node-to-node, 8hops, 2versions (10 first, 12 discovered)
leader L6 of team T3 discovered at 32297.000000 that M70 is in danger (after 9986ms proces-to-process, 7999ms node-to-node, 6hops, 1versions (10 first, 11 discovered)
leader L6 of team T3 discovered at 40947.000000 that M74 is in danger (after 17300ms proces-to-process, 15626ms node-to-node, 8hops, 2versions (12 first, 14 discovered)
leader L6 of team T3 never discovered that M76 is in danger from 25280.
leader L7 of team T3 discovered at 27137.000000 that M60 is in danger (after 1701ms proces-to-process, 1407ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L7 of team T3 discovered at 25198.000000 that M54 is in danger (after 6685ms proces-to-process, 5496ms node-to-node, 4hops, 2versions (8 first, 10 discovered)
leader L7 of team T3 discovered at 32446.000000 that M57 is in danger (after 6564ms proces-to-process, 6375ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L7 of team T3 discovered at 34351.000000 that M63 is in danger (after 9848ms proces-to-process, 8437ms node-to-node, 4hops, 1versions (12 first, 13 discovered)
leader L7 of team T3 discovered at 30055.000000 that M64 is in danger (after 3045ms proces-to-process, 2613ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L7 of team T3 discovered at 26736.000000 that M65 is in danger (after 1428ms proces-to-process, 806ms node-to-node, 2hops, 0versions (12 first, 12 discovered)
leader L7 of team T3 discovered at 36185.000000 that M66 is in danger (after 7967ms proces-to-process, 5860ms node-to-node, 3hops, 0versions (14 first, 14 discovered)
leader L7 of team T3 discovered at 37728.000000 that M61 is in danger (after 7726ms proces-to-process, 6027ms node-to-node, 5hops, 1versions (14 first, 15 discovered)
leader L7 of team T3 discovered at 28519.000000 that M62 is in danger (after 10438ms proces-to-process, 8061ms node-to-node, 1hops, 3versions (8 first, 11 discovered)
leader L7 of team T3 discovered at 31619.000000 that M69 is in danger (after 11126ms proces-to-process, 8488ms node-to-node, 4hops, 2versions (10 first, 12 discovered)
leader L7 of team T3 discovered at 23612.000000 that M67 is in danger (after 4010ms proces-to-process, 3305ms node-to-node, 6hops, 0versions (8 first, 8 discovered)
leader L7 of team T3 discovered at 30055.000000 that M59 is in danger (after 3005ms proces-to-process, 806ms node-to-node, 2hops, 0versions (14 first, 14 discovered)
leader L7 of team T3 discovered at 33030.000000 that M58 is in danger (after 4069ms proces-to-process, 3457ms node-to-node, 1hops, 1versions (13 first, 14 discovered)
leader L7 of team T3 never discovered that M71 is in danger from 27073.
leader L7 of team T3 discovered at 31619.000000 that M68 is in danger (after 8895ms proces-to-process, 8762ms node-to-node, 10hops, 0versions (10 first, 10 discovered)
leader L7 of team T3 discovered at 34351.000000 that M73 is in danger (after 12447ms proces-to-process, 11107ms node-to-node, 7hops, 2versions (10 first, 12 discovered)
leader L7 of team T3 discovered at 26736.000000 that M70 is in danger (after 4425ms proces-to-process, 3400ms node-to-node, 5hops, 1versions (10 first, 11 discovered)
leader L7 of team T3 discovered at 37728.000000 that M74 is in danger (after 14081ms proces-to-process, 11954ms node-to-node, 7hops, 2versions (12 first, 14 discovered)
leader L7 of team T3 never discovered that M76 is in danger from 25280.
leader L0 of team T0 discovered at 41878.000000 that M11 is in danger (after 18465ms proces-to-process, 16949ms node-to-node, 6hops, 1versions (12 first, 13 discovered)
leader L0 of team T0 never discovered that M17 is in danger from 28412.
leader L0 of team T0 discovered at 29528.000000 that M10 is in danger (after 9810ms proces-to-process, 8630ms node-to-node, 5hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 never discovered that M16 is in danger from 21432.
leader L0 of team T0 discovered at 37231.000000 that M20 is in danger (after 8993ms proces-to-process, 7109ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L0 of team T0 never discovered that M13 is in danger from 17641.
leader L0 of team T0 never discovered that M22 is in danger from 19990.
leader L0 of team T0 discovered at 26382.000000 that M18 is in danger (after 10130ms proces-to-process, 8911ms node-to-node, 4hops, 0versions (7 first, 7 discovered)
leader L0 of team T0 discovered at 33639.000000 that M5 is in danger (after 14082ms proces-to-process, 13870ms node-to-node, 7hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 33639.000000 that M4 is in danger (after 11507ms proces-to-process, 8634ms node-to-node, 3hops, 3versions (11 first, 14 discovered)
leader L0 of team T0 discovered at 43081.000000 that M7 is in danger (after 13258ms proces-to-process, 11083ms node-to-node, 4hops, 1versions (14 first, 15 discovered)
leader L0 of team T0 discovered at 39672.000000 that M6 is in danger (after 17201ms proces-to-process, 15578ms node-to-node, 7hops, 1versions (11 first, 12 discovered)
leader L0 of team T0 discovered at 40916.000000 that M1 is in danger (after 16072ms proces-to-process, 14841ms node-to-node, 7hops, 3versions (12 first, 15 discovered)
leader L0 of team T0 discovered at 29528.000000 that M0 is in danger (after 8890ms proces-to-process, 8275ms node-to-node, 4hops, 2versions (9 first, 11 discovered)
leader L0 of team T0 discovered at 45587.000000 that M3 is in danger (after 26824ms proces-to-process, 24763ms node-to-node, 9hops, 3versions (9 first, 12 discovered)
leader L0 of team T0 discovered at 44631.000000 that M2 is in danger (after 17201ms proces-to-process, 15150ms node-to-node, 6hops, 3versions (13 first, 16 discovered)
leader L0 of team T0 discovered at 24646.000000 that M15 is in danger (after 5576ms proces-to-process, 4064ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 38018.000000 that M12 is in danger (after 11681ms proces-to-process, 10663ms node-to-node, 5hops, 0versions (12 first, 12 discovered)
leader L0 of team T0 discovered at 36797.000000 that M9 is in danger (after 6439ms proces-to-process, 5996ms node-to-node, 2hops, 2versions (13 first, 15 discovered)
leader L0 of team T0 discovered at 33176.000000 that M8 is in danger (after 15796ms proces-to-process, 15402ms node-to-node, 7hops, 2versions (8 first, 10 discovered)
leader L0 of team T0 discovered at 34944.000000 that M14 is in danger (after 14485ms proces-to-process, 14163ms node-to-node, 4hops, 3versions (9 first, 12 discovered)
leader L1 of team T0 discovered at 35194.000000 that M11 is in danger (after 11781ms proces-to-process, 10069ms node-to-node, 3hops, 2versions (12 first, 14 discovered)
leader L1 of team T0 never discovered that M17 is in danger from 28412.
leader L1 of team T0 discovered at 25751.000000 that M10 is in danger (after 6033ms proces-to-process, 4143ms node-to-node, 3hops, 2versions (9 first, 11 discovered)
leader L1 of team T0 never discovered that M16 is in danger from 21432.
leader L1 of team T0 discovered at 45297.000000 that M20 is in danger (after 17059ms proces-to-process, 14424ms node-to-node, 8hops, 1versions (13 first, 14 discovered)
leader L1 of team T0 never discovered that M13 is in danger from 17641.
leader L1 of team T0 never discovered that M22 is in danger from 19990.
leader L1 of team T0 discovered at 23759.000000 that M18 is in danger (after 7507ms proces-to-process, 6946ms node-to-node, 5hops, 0versions (7 first, 7 discovered)
leader L1 of team T0 discovered at 23759.000000 that M5 is in danger (after 4202ms proces-to-process, 3638ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 27177.000000 that M4 is in danger (after 5045ms proces-to-process, 2314ms node-to-node, 5hops, 0versions (11 first, 11 discovered)
leader L1 of team T0 discovered at 37851.000000 that M7 is in danger (after 8028ms proces-to-process, 6375ms node-to-node, 4hops, 1versions (14 first, 15 discovered)
leader L1 of team T0 discovered at 29745.000000 that M6 is in danger (after 7274ms proces-to-process, 5767ms node-to-node, 2hops, 0versions (11 first, 11 discovered)
leader L1 of team T0 discovered at 27177.000000 that M1 is in danger (after 2333ms proces-to-process, 1407ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L1 of team T0 discovered at 26315.000000 that M0 is in danger (after 5677ms proces-to-process, 5179ms node-to-node, 5hops, 2versions (9 first, 11 discovered)
leader L1 of team T0 discovered at 23759.000000 that M3 is in danger (after 4996ms proces-to-process, 3321ms node-to-node, 4hops, 1versions (9 first, 10 discovered)
leader L1 of team T0 discovered at 39778.000000 that M2 is in danger (after 12348ms proces-to-process, 10236ms node-to-node, 6hops, 3versions (13 first, 16 discovered)
leader L1 of team T0 discovered at 27889.000000 that M15 is in danger (after 8819ms proces-to-process, 7075ms node-to-node, 6hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 29745.000000 that M12 is in danger (after 3408ms proces-to-process, 2612ms node-to-node, 5hops, 0versions (12 first, 12 discovered)
leader L1 of team T0 discovered at 33220.000000 that M9 is in danger (after 2862ms proces-to-process, 2467ms node-to-node, 2hops, 2versions (13 first, 15 discovered)
leader L1 of team T0 discovered at 23759.000000 that M8 is in danger (after 6379ms proces-to-process, 6357ms node-to-node, 4hops, 2versions (8 first, 10 discovered)
leader L1 of team T0 discovered at 21637.000000 that M14 is in danger (after 1178ms proces-to-process, 805ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L2 of team T1 discovered at 44064.000000 that M32 is in danger (after 22958ms proces-to-process, 21745ms node-to-node, 7hops, 5versions (10 first, 15 discovered)
leader L2 of team T1 discovered at 38635.000000 that M34 is in danger (after 8311ms proces-to-process, 7338ms node-to-node, 2hops, 1versions (14 first, 15 discovered)
leader L2 of team T1 discovered at 39768.000000 that M28 is in danger (after 14953ms proces-to-process, 12195ms node-to-node, 4hops, 3versions (12 first, 15 discovered)
leader L2 of team T1 discovered at 25851.000000 that M29 is in danger (after 1779ms proces-to-process, 692ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L2 of team T1 discovered at 41607.000000 that M38 is in danger (after 15851ms proces-to-process, 14925ms node-to-node, 10hops, 0versions (11 first, 11 discovered)
leader L2 of team T1 discovered at 44064.000000 that M24 is in danger (after 13853ms proces-to-process, 10638ms node-to-node, 3hops, 1versions (15 first, 16 discovered)
leader L2 of team T1 discovered at 31124.000000 that M25 is in danger (after 3038ms proces-to-process, 255ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L2 of team T1 never discovered that M26 is in danger from 30319.
leader L2 of team T1 discovered at 39768.000000 that M27 is in danger (after 16942ms proces-to-process, 15002ms node-to-node, 5hops, 0versions (11 first, 11 discovered)
leader L2 of team T1 discovered at 44507.000000 that M33 is in danger (after 16851ms proces-to-process, 14752ms node-to-node, 2hops, 5versions (13 first, 18 discovered)
leader L2 of team T1 discovered at 19056.000000 that M21 is in danger (after 1409ms proces-to-process, 145ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L2 of team T1 discovered at 50156.000000 that M31 is in danger (after 32495ms proces-to-process, 31301ms node-to-node, 8hops, 9versions (8 first, 17 discovered)
leader L2 of team T1 discovered at 39768.000000 that M23 is in danger (after 13041ms proces-to-process, 12321ms node-to-node, 6hops, 0versions (12 first, 12 discovered)
leader L2 of team T1 discovered at 38635.000000 that M37 is in danger (after 15703ms proces-to-process, 13735ms node-to-node, 5hops, 1versions (11 first, 12 discovered)
leader L2 of team T1 discovered at 43326.000000 that M19 is in danger (after 14165ms proces-to-process, 12878ms node-to-node, 2hops, 4versions (14 first, 18 discovered)
leader L2 of team T1 discovered at 36741.000000 that M30 is in danger (after 8361ms proces-to-process, 7479ms node-to-node, 1hops, 2versions (13 first, 15 discovered)
leader L2 of team T1 discovered at 37555.000000 that M35 is in danger (after 9680ms proces-to-process, 6111ms node-to-node, 4hops, 0versions (14 first, 14 discovered)
leader L3 of team T1 discovered at 30900.000000 that M32 is in danger (after 9794ms proces-to-process, 8872ms node-to-node, 8hops, 0versions (10 first, 10 discovered)
leader L3 of team T1 discovered at 35475.000000 that M34 is in danger (after 5151ms proces-to-process, 3817ms node-to-node, 7hops, 1versions (14 first, 15 discovered)
leader L3 of team T1 discovered at 28042.000000 that M28 is in danger (after 3227ms proces-to-process, 805ms node-to-node, 2hops, 0versions (12 first, 12 discovered)
leader L3 of team T1 discovered at 27481.000000 that M29 is in danger (after 3409ms proces-to-process, 2499ms node-to-node, 4hops, 0versions (11 first, 11 discovered)
leader L3 of team T1 discovered at 36941.000000 that M38 is in danger (after 11185ms proces-to-process, 10860ms node-to-node, 6hops, 1versions (11 first, 12 discovered)
leader L3 of team T1 discovered at 39375.000000 that M24 is in danger (after 9164ms proces-to-process, 5849ms node-to-node, 3hops, 0versions (15 first, 15 discovered)
leader L3 of team T1 discovered at 34671.000000 that M25 is in danger (after 6585ms proces-to-process, 4289ms node-to-node, 6hops, 1versions (14 first, 15 discovered)
leader L3 of team T1 never discovered that M26 is in danger from 30319.
leader L3 of team T1 discovered at 28042.000000 that M27 is in danger (after 5216ms proces-to-process, 3177ms node-to-node, 4hops, 0versions (11 first, 11 discovered)
leader L3 of team T1 discovered at 40474.000000 that M33 is in danger (after 12818ms proces-to-process, 11012ms node-to-node, 3hops, 3versions (13 first, 16 discovered)
leader L3 of team T1 discovered at 20920.000000 that M21 is in danger (after 3273ms proces-to-process, 2255ms node-to-node, 5hops, 0versions (8 first, 8 discovered)
leader L3 of team T1 discovered at 23477.000000 that M31 is in danger (after 5816ms proces-to-process, 4405ms node-to-node, 5hops, 1versions (8 first, 9 discovered)
leader L3 of team T1 discovered at 39375.000000 that M23 is in danger (after 12648ms proces-to-process, 11748ms node-to-node, 2hops, 3versions (12 first, 15 discovered)
leader L3 of team T1 discovered at 34281.000000 that M37 is in danger (after 11349ms proces-to-process, 9767ms node-to-node, 5hops, 2versions (11 first, 13 discovered)
leader L3 of team T1 discovered at 36941.000000 that M19 is in danger (after 7780ms proces-to-process, 6534ms node-to-node, 3hops, 1versions (14 first, 15 discovered)
leader L3 of team T1 discovered at 33545.000000 that M30 is in danger (after 5165ms proces-to-process, 4406ms node-to-node, 5hops, 1versions (13 first, 14 discovered)
leader L3 of team T1 discovered at 32286.000000 that M35 is in danger (after 4411ms proces-to-process, 1088ms node-to-node, 1hops, 0versions (14 first, 14 discovered)

Results: 
-----------------------------
Process-2-process response time: avg=11282.812950, min=649, max=35832, median=10433
Node-2-node response time: avg=9628.564748, min=7, max=34781, median=8758
Hops: avg=4.798561, min=1, max=16, median=5
Process-2-process response time / 1 hop: avg=2823.446043, min=567, max=10444, median=2282
Node-2-node response time / 1 hop: avg=2275.014388, min=7, max=8368, median=1907
Version difference: avg=1.464029, min=0, max=11, median=1
Ratio of leader discoveries: 278 of 298 (93.288591%)
Ratio of discoveries regardless the number of leaders: 140 of 149 (93.959732%)
