Config: 
--------------------------------------------
leader L16 of team T8 discovered at 30694.000000 that M152 is in danger (after 2206ms proces-to-process, 1345ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L10 of team T5 discovered at 36738.000000 that M106 is in danger (after 12839ms proces-to-process, 11610ms node-to-node, 6hops, 1versions (11 first, 12 discovered)
leader L10 of team T5 discovered at 39089.000000 that M107 is in danger (after 22747ms proces-to-process, 21146ms node-to-node, 3hops, 4versions (8 first, 12 discovered)
leader L10 of team T5 discovered at 41501.000000 that M104 is in danger (after 18457ms proces-to-process, 15155ms node-to-node, 7hops, 3versions (12 first, 15 discovered)
leader L10 of team T5 discovered at 45714.000000 that M103 is in danger (after 25775ms proces-to-process, 23825ms node-to-node, 9hops, 5versions (10 first, 15 discovered)
leader L10 of team T5 discovered at 38562.000000 that M90 is in danger (after 12682ms proces-to-process, 9199ms node-to-node, 6hops, 1versions (13 first, 14 discovered)
leader L10 of team T5 discovered at 42661.000000 that M92 is in danger (after 25312ms proces-to-process, 22583ms node-to-node, 8hops, 8versions (9 first, 17 discovered)
leader L10 of team T5 discovered at 45714.000000 that M95 is in danger (after 20118ms proces-to-process, 17393ms node-to-node, 9hops, 3versions (12 first, 15 discovered)
leader L10 of team T5 discovered at 28231.000000 that M94 is in danger (after 1534ms proces-to-process, 1194ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L10 of team T5 discovered at 29103.000000 that M97 is in danger (after 9111ms proces-to-process, 6347ms node-to-node, 3hops, 2versions (9 first, 11 discovered)
leader L10 of team T5 discovered at 48097.000000 that M96 is in danger (after 20123ms proces-to-process, 19765ms node-to-node, 8hops, 5versions (13 first, 18 discovered)
leader L10 of team T5 never discovered that M110 is in danger from 30576.
leader L10 of team T5 discovered at 49227.000000 that M105 is in danger (after 28608ms proces-to-process, 26155ms node-to-node, 7hops, 7versions (10 first, 17 discovered)
leader L10 of team T5 discovered at 32210.000000 that M102 is in danger (after 4397ms proces-to-process, 3870ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L11 of team T5 discovered at 37487.000000 that M99 is in danger (after 16962ms proces-to-process, 14252ms node-to-node, 5hops, 3versions (10 first, 13 discovered)
leader L11 of team T5 discovered at 26932.000000 that M98 is in danger (after 4079ms proces-to-process, 4004ms node-to-node, 1hops, 0versions (10 first, 10 discovered)
leader L11 of team T5 discovered at 35058.000000 that M100 is in danger (after 13534ms proces-to-process, 11596ms node-to-node, 5hops, 0versions (11 first, 11 discovered)
leader L11 of team T5 discovered at 31896.000000 that M101 is in danger (after 6392ms proces-to-process, 5408ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L11 of team T5 discovered at 26395.000000 that M106 is in danger (after 2496ms proces-to-process, 805ms node-to-node, 2hops, 1versions (11 first, 12 discovered)
leader L11 of team T5 discovered at 25415.000000 that M107 is in danger (after 9073ms proces-to-process, 6761ms node-to-node, 6hops, 0versions (8 first, 8 discovered)
leader L11 of team T5 discovered at 36855.000000 that M104 is in danger (after 13811ms proces-to-process, 10558ms node-to-node, 11hops, 0versions (12 first, 12 discovered)
leader L11 of team T5 discovered at 30346.000000 that M103 is in danger (after 10407ms proces-to-process, 8303ms node-to-node, 5hops, 0versions (10 first, 10 discovered)
leader L11 of team T5 discovered at 34380.000000 that M90 is in danger (after 8500ms proces-to-process, 5047ms node-to-node, 7hops, 1versions (13 first, 14 discovered)
leader L11 of team T5 discovered at 23921.000000 that M92 is in danger (after 6572ms proces-to-process, 3969ms node-to-node, 6hops, 1versions (9 first, 10 discovered)
leader L11 of team T5 discovered at 38987.000000 that M95 is in danger (after 13391ms proces-to-process, 11162ms node-to-node, 7hops, 3versions (12 first, 15 discovered)
leader L11 of team T5 discovered at 30346.000000 that M94 is in danger (after 3649ms proces-to-process, 3028ms node-to-node, 4hops, 1versions (12 first, 13 discovered)
leader L11 of team T5 discovered at 26593.000000 that M97 is in danger (after 6601ms proces-to-process, 4354ms node-to-node, 7hops, 1versions (9 first, 10 discovered)
leader L11 of team T5 discovered at 36855.000000 that M96 is in danger (after 8881ms proces-to-process, 8620ms node-to-node, 9hops, 1versions (13 first, 14 discovered)
leader L11 of team T5 discovered at 42570.000000 that M110 is in danger (after 11994ms proces-to-process, 11181ms node-to-node, 8hops, 1versions (14 first, 15 discovered)
leader L11 of team T5 discovered at 43467.000000 that M105 is in danger (after 22848ms proces-to-process, 20644ms node-to-node, 11hops, 4versions (10 first, 14 discovered)
leader L11 of team T5 discovered at 31029.000000 that M102 is in danger (after 3216ms proces-to-process, 2614ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L4 of team T2 discovered at 25449.000000 that M55 is in danger (after 9194ms proces-to-process, 7959ms node-to-node, 3hops, 3versions (7 first, 10 discovered)
leader L4 of team T2 discovered at 31665.000000 that M52 is in danger (after 7952ms proces-to-process, 6922ms node-to-node, 7hops, 0versions (11 first, 11 discovered)
leader L4 of team T2 discovered at 25449.000000 that M48 is in danger (after 5656ms proces-to-process, 4168ms node-to-node, 3hops, 1versions (9 first, 10 discovered)
leader L4 of team T2 discovered at 33332.000000 that M49 is in danger (after 14733ms proces-to-process, 11367ms node-to-node, 1hops, 1versions (9 first, 10 discovered)
leader L4 of team T2 discovered at 26687.000000 that M51 is in danger (after 6018ms proces-to-process, 3745ms node-to-node, 3hops, 2versions (10 first, 12 discovered)
leader L4 of team T2 discovered at 26687.000000 that M50 is in danger (after 9686ms proces-to-process, 8296ms node-to-node, 9hops, 0versions (8 first, 8 discovered)
leader L4 of team T2 discovered at 35712.000000 that M39 is in danger (after 12119ms proces-to-process, 9737ms node-to-node, 8hops, 2versions (12 first, 14 discovered)
leader L4 of team T2 discovered at 37098.000000 that M38 is in danger (after 11342ms proces-to-process, 10728ms node-to-node, 5hops, 1versions (11 first, 12 discovered)
leader L4 of team T2 discovered at 27042.000000 that M37 is in danger (after 4110ms proces-to-process, 2615ms node-to-node, 5hops, 1versions (11 first, 12 discovered)
leader L4 of team T2 discovered at 30535.000000 that M43 is in danger (after 9400ms proces-to-process, 6275ms node-to-node, 5hops, 0versions (11 first, 11 discovered)
leader L4 of team T2 discovered at 23975.000000 that M53 is in danger (after 8301ms proces-to-process, 7236ms node-to-node, 7hops, 0versions (7 first, 7 discovered)
leader L4 of team T2 discovered at 35086.000000 that M41 is in danger (after 7859ms proces-to-process, 6627ms node-to-node, 6hops, 3versions (12 first, 15 discovered)
leader L4 of team T2 discovered at 33332.000000 that M46 is in danger (after 7829ms proces-to-process, 7514ms node-to-node, 8hops, 0versions (12 first, 12 discovered)
leader L4 of team T2 discovered at 25449.000000 that M47 is in danger (after 8026ms proces-to-process, 6079ms node-to-node, 5hops, 0versions (8 first, 8 discovered)
leader L4 of team T2 discovered at 30863.000000 that M44 is in danger (after 6448ms proces-to-process, 4743ms node-to-node, 5hops, 1versions (11 first, 12 discovered)
leader L4 of team T2 discovered at 31665.000000 that M45 is in danger (after 9277ms proces-to-process, 8863ms node-to-node, 3hops, 3versions (11 first, 14 discovered)
leader L4 of team T2 discovered at 37098.000000 that M42 is in danger (after 7247ms proces-to-process, 6168ms node-to-node, 5hops, 1versions (14 first, 15 discovered)
leader L4 of team T2 discovered at 34474.000000 that M57 is in danger (after 8592ms proces-to-process, 7778ms node-to-node, 6hops, 1versions (12 first, 13 discovered)
leader L4 of team T2 discovered at 29057.000000 that M56 is in danger (after 9935ms proces-to-process, 8287ms node-to-node, 4hops, 0versions (9 first, 9 discovered)
leader L4 of team T2 discovered at 27632.000000 that M54 is in danger (after 9119ms proces-to-process, 8046ms node-to-node, 4hops, 4versions (8 first, 12 discovered)
leader L5 of team T2 discovered at 23942.000000 that M55 is in danger (after 7687ms proces-to-process, 6754ms node-to-node, 1hops, 3versions (7 first, 10 discovered)
leader L5 of team T2 discovered at 25174.000000 that M52 is in danger (after 1461ms proces-to-process, 321ms node-to-node, 1hops, 1versions (11 first, 12 discovered)
leader L5 of team T2 discovered at 23942.000000 that M48 is in danger (after 4149ms proces-to-process, 2828ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L5 of team T2 discovered at 41077.000000 that M49 is in danger (after 22478ms proces-to-process, 19277ms node-to-node, 6hops, 1versions (9 first, 10 discovered)
leader L5 of team T2 discovered at 30663.000000 that M51 is in danger (after 9994ms proces-to-process, 7576ms node-to-node, 5hops, 1versions (10 first, 11 discovered)
leader L5 of team T2 discovered at 27136.000000 that M50 is in danger (after 10135ms proces-to-process, 8854ms node-to-node, 4hops, 0versions (8 first, 8 discovered)
leader L5 of team T2 discovered at 35022.000000 that M39 is in danger (after 11429ms proces-to-process, 9311ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L5 of team T2 discovered at 38187.000000 that M38 is in danger (after 12431ms proces-to-process, 11865ms node-to-node, 2hops, 3versions (11 first, 14 discovered)
leader L5 of team T2 discovered at 42483.000000 that M37 is in danger (after 19551ms proces-to-process, 17419ms node-to-node, 7hops, 5versions (11 first, 16 discovered)
leader L5 of team T2 discovered at 28733.000000 that M43 is in danger (after 7598ms proces-to-process, 4506ms node-to-node, 2hops, 0versions (11 first, 11 discovered)
leader L5 of team T2 discovered at 23942.000000 that M53 is in danger (after 8268ms proces-to-process, 6570ms node-to-node, 2hops, 1versions (7 first, 8 discovered)
leader L5 of team T2 discovered at 42483.000000 that M41 is in danger (after 15256ms proces-to-process, 14054ms node-to-node, 10hops, 3versions (12 first, 15 discovered)
leader L5 of team T2 discovered at 36590.000000 that M46 is in danger (after 11087ms proces-to-process, 10994ms node-to-node, 5hops, 0versions (12 first, 12 discovered)
leader L5 of team T2 discovered at 32174.000000 that M47 is in danger (after 14751ms proces-to-process, 12353ms node-to-node, 7hops, 1versions (8 first, 9 discovered)
leader L5 of team T2 discovered at 39040.000000 that M44 is in danger (after 14625ms proces-to-process, 12499ms node-to-node, 7hops, 2versions (11 first, 13 discovered)
leader L5 of team T2 discovered at 32174.000000 that M45 is in danger (after 9786ms proces-to-process, 8923ms node-to-node, 7hops, 0versions (11 first, 11 discovered)
leader L5 of team T2 discovered at 43178.000000 that M42 is in danger (after 13327ms proces-to-process, 12090ms node-to-node, 3hops, 2versions (14 first, 16 discovered)
leader L5 of team T2 discovered at 34577.000000 that M57 is in danger (after 8695ms proces-to-process, 7854ms node-to-node, 2hops, 0versions (12 first, 12 discovered)
leader L5 of team T2 discovered at 27315.000000 that M56 is in danger (after 8193ms proces-to-process, 6479ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L5 of team T2 discovered at 49104.000000 that M54 is in danger (after 30591ms proces-to-process, 29423ms node-to-node, 8hops, 10versions (8 first, 18 discovered)
leader L6 of team T3 discovered at 34030.000000 that M60 is in danger (after 8594ms proces-to-process, 8504ms node-to-node, 1hops, 1versions (12 first, 13 discovered)
leader L6 of team T3 discovered at 46197.000000 that M61 is in danger (after 16195ms proces-to-process, 14638ms node-to-node, 3hops, 1versions (14 first, 15 discovered)
leader L6 of team T3 discovered at 30839.000000 that M62 is in danger (after 12758ms proces-to-process, 10191ms node-to-node, 2hops, 3versions (8 first, 11 discovered)
leader L6 of team T3 discovered at 47291.000000 that M63 is in danger (after 22788ms proces-to-process, 21151ms node-to-node, 6hops, 0versions (12 first, 12 discovered)
leader L6 of team T3 discovered at 36817.000000 that M64 is in danger (after 9807ms proces-to-process, 9023ms node-to-node, 3hops, 0versions (13 first, 13 discovered)
leader L6 of team T3 discovered at 42687.000000 that M65 is in danger (after 17379ms proces-to-process, 16134ms node-to-node, 6hops, 3versions (12 first, 15 discovered)
leader L6 of team T3 never discovered that M66 is in danger from 28218.
leader L6 of team T3 discovered at 43689.000000 that M67 is in danger (after 24087ms proces-to-process, 23780ms node-to-node, 7hops, 5versions (8 first, 13 discovered)
leader L6 of team T3 discovered at 34030.000000 that M68 is in danger (after 11306ms proces-to-process, 10452ms node-to-node, 3hops, 0versions (10 first, 10 discovered)
leader L6 of team T3 discovered at 36938.000000 that M69 is in danger (after 16445ms proces-to-process, 13924ms node-to-node, 3hops, 0versions (10 first, 10 discovered)
leader L6 of team T3 discovered at 45605.000000 that M74 is in danger (after 21958ms proces-to-process, 19990ms node-to-node, 3hops, 4versions (12 first, 16 discovered)
leader L6 of team T3 discovered at 48568.000000 that M59 is in danger (after 21518ms proces-to-process, 19548ms node-to-node, 2hops, 4versions (14 first, 18 discovered)
leader L6 of team T3 discovered at 48568.000000 that M58 is in danger (after 19607ms proces-to-process, 19092ms node-to-node, 3hops, 4versions (13 first, 17 discovered)
leader L6 of team T3 discovered at 39318.000000 that M71 is in danger (after 12245ms proces-to-process, 10188ms node-to-node, 2hops, 1versions (13 first, 14 discovered)
leader L6 of team T3 discovered at 39318.000000 that M72 is in danger (after 9734ms proces-to-process, 7262ms node-to-node, 3hops, 0versions (14 first, 14 discovered)
leader L6 of team T3 discovered at 36817.000000 that M73 is in danger (after 14913ms proces-to-process, 13588ms node-to-node, 5hops, 2versions (10 first, 12 discovered)
leader L6 of team T3 discovered at 30839.000000 that M70 is in danger (after 8528ms proces-to-process, 7422ms node-to-node, 3hops, 1versions (10 first, 11 discovered)
leader L6 of team T3 discovered at 51987.000000 that M75 is in danger (after 30019ms proces-to-process, 28323ms node-to-node, 6hops, 7versions (11 first, 18 discovered)
leader L7 of team T3 discovered at 35481.000000 that M60 is in danger (after 10045ms proces-to-process, 9837ms node-to-node, 5hops, 1versions (12 first, 13 discovered)
leader L7 of team T3 discovered at 44026.000000 that M61 is in danger (after 14024ms proces-to-process, 11953ms node-to-node, 7hops, 3versions (14 first, 17 discovered)
leader L7 of team T3 discovered at 26262.000000 that M62 is in danger (after 8181ms proces-to-process, 5934ms node-to-node, 5hops, 1versions (8 first, 9 discovered)
leader L7 of team T3 discovered at 47194.000000 that M63 is in danger (after 22691ms proces-to-process, 21490ms node-to-node, 4hops, 7versions (12 first, 19 discovered)
leader L7 of team T3 discovered at 34351.000000 that M64 is in danger (after 7341ms proces-to-process, 6953ms node-to-node, 3hops, 0versions (13 first, 13 discovered)
leader L7 of team T3 discovered at 39734.000000 that M65 is in danger (after 14426ms proces-to-process, 13717ms node-to-node, 3hops, 2versions (12 first, 14 discovered)
leader L7 of team T3 discovered at 49180.000000 that M66 is in danger (after 20962ms proces-to-process, 18696ms node-to-node, 9hops, 1versions (14 first, 15 discovered)
leader L7 of team T3 discovered at 38047.000000 that M67 is in danger (after 18445ms proces-to-process, 18202ms node-to-node, 5hops, 0versions (8 first, 8 discovered)
leader L7 of team T3 discovered at 38761.000000 that M68 is in danger (after 16037ms proces-to-process, 15710ms node-to-node, 8hops, 2versions (10 first, 12 discovered)
leader L7 of team T3 discovered at 36888.000000 that M69 is in danger (after 16395ms proces-to-process, 13597ms node-to-node, 2hops, 4versions (10 first, 14 discovered)
leader L7 of team T3 discovered at 31240.000000 that M74 is in danger (after 7593ms proces-to-process, 5371ms node-to-node, 1hops, 1versions (12 first, 13 discovered)
leader L7 of team T3 discovered at 39734.000000 that M59 is in danger (after 12684ms proces-to-process, 10072ms node-to-node, 7hops, 0versions (14 first, 14 discovered)
leader L7 of team T3 discovered at 36888.000000 that M58 is in danger (after 7927ms proces-to-process, 7123ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L7 of team T3 discovered at 53270.000000 that M71 is in danger (after 26197ms proces-to-process, 24136ms node-to-node, 6hops, 8versions (13 first, 21 discovered)
leader L7 of team T3 discovered at 47194.000000 that M72 is in danger (after 17610ms proces-to-process, 15467ms node-to-node, 4hops, 6versions (14 first, 20 discovered)
leader L7 of team T3 discovered at 26262.000000 that M73 is in danger (after 4358ms proces-to-process, 2302ms node-to-node, 1hops, 2versions (10 first, 12 discovered)
leader L7 of team T3 discovered at 27137.000000 that M70 is in danger (after 4826ms proces-to-process, 3625ms node-to-node, 1hops, 0versions (10 first, 10 discovered)
leader L7 of team T3 discovered at 35108.000000 that M75 is in danger (after 13140ms proces-to-process, 11234ms node-to-node, 5hops, 0versions (11 first, 11 discovered)
leader L0 of team T0 never discovered that M5 is in danger from 19557.
leader L0 of team T0 discovered at 30730.000000 that M4 is in danger (after 8598ms proces-to-process, 8392ms node-to-node, 6hops, 1versions (10 first, 11 discovered)
leader L0 of team T0 discovered at 32222.000000 that M7 is in danger (after 2399ms proces-to-process, 642ms node-to-node, 3hops, 1versions (14 first, 15 discovered)
leader L0 of team T0 discovered at 24240.000000 that M6 is in danger (after 1769ms proces-to-process, 177ms node-to-node, 2hops, 0versions (11 first, 11 discovered)
leader L0 of team T0 never discovered that M1 is in danger from 24844.
leader L0 of team T0 never discovered that M0 is in danger from 20638.
leader L0 of team T0 discovered at 43613.000000 that M3 is in danger (after 24850ms proces-to-process, 22860ms node-to-node, 5hops, 9versions (9 first, 18 discovered)
leader L0 of team T0 discovered at 57252.000000 that M2 is in danger (after 29822ms proces-to-process, 27808ms node-to-node, 7hops, 9versions (13 first, 22 discovered)
leader L0 of team T0 discovered at 40221.000000 that M9 is in danger (after 9863ms proces-to-process, 9312ms node-to-node, 7hops, 1versions (13 first, 14 discovered)
leader L0 of team T0 discovered at 39174.000000 that M8 is in danger (after 21794ms proces-to-process, 21772ms node-to-node, 6hops, 4versions (8 first, 12 discovered)
leader L0 of team T0 discovered at 56727.000000 that M21 is in danger (after 39080ms proces-to-process, 38033ms node-to-node, 9hops, 11versions (8 first, 19 discovered)
leader L0 of team T0 never discovered that M22 is in danger from 19990.
leader L0 of team T0 discovered at 25361.000000 that M11 is in danger (after 1948ms proces-to-process, 107ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L0 of team T0 discovered at 21050.000000 that M10 is in danger (after 1332ms proces-to-process, 29ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 51602.000000 that M13 is in danger (after 33360ms proces-to-process, 30727ms node-to-node, 9hops, 7versions (9 first, 16 discovered)
leader L0 of team T0 discovered at 27082.000000 that M12 is in danger (after 745ms proces-to-process, 206ms node-to-node, 2hops, 0versions (12 first, 12 discovered)
leader L0 of team T0 discovered at 21050.000000 that M15 is in danger (after 1980ms proces-to-process, 197ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 never discovered that M14 is in danger from 20459.
leader L0 of team T0 discovered at 39672.000000 that M17 is in danger (after 11260ms proces-to-process, 9224ms node-to-node, 7hops, 1versions (13 first, 14 discovered)
leader L0 of team T0 discovered at 33176.000000 that M16 is in danger (after 11744ms proces-to-process, 7674ms node-to-node, 4hops, 0versions (11 first, 11 discovered)
leader L0 of team T0 discovered at 38468.000000 that M19 is in danger (after 9307ms proces-to-process, 7693ms node-to-node, 3hops, 1versions (14 first, 15 discovered)
leader L0 of team T0 discovered at 30730.000000 that M18 is in danger (after 14478ms proces-to-process, 13718ms node-to-node, 5hops, 2versions (7 first, 9 discovered)
leader L1 of team T0 never discovered that M5 is in danger from 19557.
leader L1 of team T0 discovered at 27002.000000 that M4 is in danger (after 4870ms proces-to-process, 4736ms node-to-node, 4hops, 1versions (10 first, 11 discovered)
leader L1 of team T0 discovered at 34740.000000 that M7 is in danger (after 4917ms proces-to-process, 2996ms node-to-node, 4hops, 1versions (14 first, 15 discovered)
leader L1 of team T0 discovered at 24329.000000 that M6 is in danger (after 1858ms proces-to-process, 438ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L1 of team T0 never discovered that M1 is in danger from 24844.
leader L1 of team T0 never discovered that M0 is in danger from 20638.
leader L1 of team T0 discovered at 41151.000000 that M3 is in danger (after 22388ms proces-to-process, 20892ms node-to-node, 3hops, 9versions (9 first, 18 discovered)
leader L1 of team T0 discovered at 48101.000000 that M2 is in danger (after 20671ms proces-to-process, 18032ms node-to-node, 4hops, 7versions (13 first, 20 discovered)
leader L1 of team T0 discovered at 39049.000000 that M9 is in danger (after 8691ms proces-to-process, 7842ms node-to-node, 5hops, 1versions (13 first, 14 discovered)
leader L1 of team T0 discovered at 33741.000000 that M8 is in danger (after 16361ms proces-to-process, 16240ms node-to-node, 8hops, 1versions (8 first, 9 discovered)
leader L1 of team T0 discovered at 33741.000000 that M21 is in danger (after 16094ms proces-to-process, 14870ms node-to-node, 3hops, 1versions (8 first, 9 discovered)
leader L1 of team T0 never discovered that M22 is in danger from 19990.
leader L1 of team T0 discovered at 29745.000000 that M11 is in danger (after 6332ms proces-to-process, 4343ms node-to-node, 2hops, 2versions (12 first, 14 discovered)
leader L1 of team T0 discovered at 28370.000000 that M10 is in danger (after 8652ms proces-to-process, 7222ms node-to-node, 2hops, 4versions (9 first, 13 discovered)
leader L1 of team T0 discovered at 48101.000000 that M13 is in danger (after 29859ms proces-to-process, 27248ms node-to-node, 7hops, 7versions (9 first, 16 discovered)
leader L1 of team T0 discovered at 39049.000000 that M12 is in danger (after 12712ms proces-to-process, 11574ms node-to-node, 3hops, 4versions (12 first, 16 discovered)
leader L1 of team T0 discovered at 23970.000000 that M15 is in danger (after 4900ms proces-to-process, 3475ms node-to-node, 1hops, 1versions (9 first, 10 discovered)
leader L1 of team T0 discovered at 33741.000000 that M14 is in danger (after 13282ms proces-to-process, 13093ms node-to-node, 4hops, 2versions (9 first, 11 discovered)
leader L1 of team T0 discovered at 37019.000000 that M17 is in danger (after 8607ms proces-to-process, 6485ms node-to-node, 6hops, 0versions (13 first, 13 discovered)
leader L1 of team T0 discovered at 29745.000000 that M16 is in danger (after 8313ms proces-to-process, 4215ms node-to-node, 2hops, 0versions (11 first, 11 discovered)
leader L1 of team T0 discovered at 35194.000000 that M19 is in danger (after 6033ms proces-to-process, 4416ms node-to-node, 1hops, 1versions (14 first, 15 discovered)
leader L1 of team T0 discovered at 27002.000000 that M18 is in danger (after 10750ms proces-to-process, 10012ms node-to-node, 3hops, 2versions (7 first, 9 discovered)
leader L2 of team T1 discovered at 41607.000000 that M33 is in danger (after 13951ms proces-to-process, 11911ms node-to-node, 7hops, 3versions (13 first, 16 discovered)
leader L2 of team T1 discovered at 41607.000000 that M34 is in danger (after 11283ms proces-to-process, 10353ms node-to-node, 1hops, 3versions (14 first, 17 discovered)
leader L2 of team T1 discovered at 33914.000000 that M28 is in danger (after 9099ms proces-to-process, 6136ms node-to-node, 6hops, 0versions (12 first, 12 discovered)
leader L2 of team T1 discovered at 31981.000000 that M29 is in danger (after 7909ms proces-to-process, 6655ms node-to-node, 4hops, 2versions (11 first, 13 discovered)
leader L2 of team T1 discovered at 54519.000000 that M24 is in danger (after 24308ms proces-to-process, 21301ms node-to-node, 7hops, 6versions (15 first, 21 discovered)
leader L2 of team T1 discovered at 39768.000000 that M25 is in danger (after 11682ms proces-to-process, 9612ms node-to-node, 6hops, 1versions (14 first, 15 discovered)
leader L2 of team T1 discovered at 37020.000000 that M26 is in danger (after 6701ms proces-to-process, 4499ms node-to-node, 1hops, 1versions (14 first, 15 discovered)
leader L2 of team T1 never discovered that M27 is in danger from 22826.
leader L2 of team T1 discovered at 58160.000000 that M20 is in danger (after 29922ms proces-to-process, 27201ms node-to-node, 11hops, 0versions (13 first, 13 discovered)
leader L2 of team T1 discovered at 32655.000000 that M32 is in danger (after 11549ms proces-to-process, 10354ms node-to-node, 8hops, 1versions (10 first, 11 discovered)
leader L2 of team T1 discovered at 34079.000000 that M31 is in danger (after 16334ms proces-to-process, 13633ms node-to-node, 7hops, 4versions (9 first, 13 discovered)
leader L2 of team T1 discovered at 41607.000000 that M23 is in danger (after 14880ms proces-to-process, 13908ms node-to-node, 4hops, 3versions (12 first, 15 discovered)
leader L2 of team T1 discovered at 29867.000000 that M40 is in danger (after 6602ms proces-to-process, 4018ms node-to-node, 2hops, 0versions (12 first, 12 discovered)
leader L2 of team T1 discovered at 31124.000000 that M36 is in danger (after 15479ms proces-to-process, 13265ms node-to-node, 9hops, 3versions (7 first, 10 discovered)
leader L2 of team T1 discovered at 31981.000000 that M30 is in danger (after 3601ms proces-to-process, 2906ms node-to-node, 1hops, 1versions (13 first, 14 discovered)
leader L2 of team T1 discovered at 45605.000000 that M35 is in danger (after 17730ms proces-to-process, 14145ms node-to-node, 1hops, 5versions (14 first, 19 discovered)
leader L3 of team T1 discovered at 39375.000000 that M33 is in danger (after 11719ms proces-to-process, 9816ms node-to-node, 4hops, 3versions (13 first, 16 discovered)
leader L3 of team T1 discovered at 51363.000000 that M34 is in danger (after 21039ms proces-to-process, 20196ms node-to-node, 6hops, 5versions (14 first, 19 discovered)
leader L3 of team T1 discovered at 29664.000000 that M28 is in danger (after 4849ms proces-to-process, 2546ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L3 of team T1 discovered at 28042.000000 that M29 is in danger (after 3970ms proces-to-process, 3189ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L3 of team T1 discovered at 38820.000000 that M24 is in danger (after 8609ms proces-to-process, 5113ms node-to-node, 1hops, 1versions (15 first, 16 discovered)
leader L3 of team T1 discovered at 33545.000000 that M25 is in danger (after 5459ms proces-to-process, 3425ms node-to-node, 1hops, 1versions (14 first, 15 discovered)
leader L3 of team T1 discovered at 40474.000000 that M26 is in danger (after 10155ms proces-to-process, 8088ms node-to-node, 2hops, 3versions (14 first, 17 discovered)
leader L3 of team T1 never discovered that M27 is in danger from 22826.
leader L3 of team T1 discovered at 42982.000000 that M20 is in danger (after 14744ms proces-to-process, 12587ms node-to-node, 2hops, 0versions (13 first, 13 discovered)
leader L3 of team T1 discovered at 32286.000000 that M32 is in danger (after 11180ms proces-to-process, 9619ms node-to-node, 7hops, 1versions (10 first, 11 discovered)
leader L3 of team T1 discovered at 46072.000000 that M31 is in danger (after 28327ms proces-to-process, 25731ms node-to-node, 9hops, 9versions (9 first, 18 discovered)
leader L3 of team T1 discovered at 34281.000000 that M23 is in danger (after 7554ms proces-to-process, 6992ms node-to-node, 2hops, 1versions (12 first, 13 discovered)
leader L3 of team T1 discovered at 38166.000000 that M40 is in danger (after 14901ms proces-to-process, 12427ms node-to-node, 3hops, 3versions (12 first, 15 discovered)
leader L3 of team T1 discovered at 25912.000000 that M36 is in danger (after 10267ms proces-to-process, 7721ms node-to-node, 9hops, 1versions (7 first, 8 discovered)
leader L3 of team T1 discovered at 41470.000000 that M30 is in danger (after 13090ms proces-to-process, 12064ms node-to-node, 2hops, 3versions (13 first, 16 discovered)
leader L3 of team T1 discovered at 43898.000000 that M35 is in danger (after 16023ms proces-to-process, 12631ms node-to-node, 3hops, 4versions (14 first, 18 discovered)
leader L21 of team T10 discovered at 47337.000000 that M195 is in danger (after 17255ms proces-to-process, 16555ms node-to-node, 10hops, 2versions (15 first, 17 discovered)
leader L21 of team T10 discovered at 31778.000000 that M194 is in danger (after 15098ms proces-to-process, 11062ms node-to-node, 6hops, 3versions (8 first, 11 discovered)
leader L21 of team T10 discovered at 42937.000000 that M197 is in danger (after 17807ms proces-to-process, 15672ms node-to-node, 3hops, 4versions (12 first, 16 discovered)
leader L21 of team T10 discovered at 24970.000000 that M196 is in danger (after 7110ms proces-to-process, 5856ms node-to-node, 6hops, 0versions (8 first, 8 discovered)
leader L21 of team T10 discovered at 32421.000000 that M191 is in danger (after 12406ms proces-to-process, 11768ms node-to-node, 7hops, 2versions (8 first, 10 discovered)
leader L21 of team T10 discovered at 44939.000000 that M190 is in danger (after 14283ms proces-to-process, 13386ms node-to-node, 7hops, 1versions (15 first, 16 discovered)
leader L21 of team T10 discovered at 39402.000000 that M193 is in danger (after 9837ms proces-to-process, 7203ms node-to-node, 3hops, 2versions (15 first, 17 discovered)
leader L21 of team T10 discovered at 29856.000000 that M192 is in danger (after 7425ms proces-to-process, 5879ms node-to-node, 2hops, 1versions (10 first, 11 discovered)
leader L21 of team T10 discovered at 28471.000000 that M188 is in danger (after 10133ms proces-to-process, 8752ms node-to-node, 1hops, 2versions (8 first, 10 discovered)
