Config: 
--------------------------------------------
leader L12 of team T6 discovered at 41501.000000 that M124 is in danger (after 15497ms proces-to-process, 14250ms node-to-node, 6hops, 1versions (13 first, 14 discovered)
leader L6 of team T3 discovered at 42687.000000 that M66 is in danger (after 14469ms proces-to-process, 12690ms node-to-node, 5hops, 1versions (14 first, 15 discovered)
leader L6 of team T3 discovered at 47939.000000 that M61 is in danger (after 17937ms proces-to-process, 16693ms node-to-node, 7hops, 1versions (14 first, 15 discovered)
leader L6 of team T3 discovered at 26297.000000 that M68 is in danger (after 3573ms proces-to-process, 2646ms node-to-node, 7hops, 0versions (10 first, 10 discovered)
leader L6 of team T3 discovered at 30135.000000 that M69 is in danger (after 9642ms proces-to-process, 6643ms node-to-node, 4hops, 0versions (10 first, 10 discovered)
leader L6 of team T3 discovered at 28525.000000 that M67 is in danger (after 8923ms proces-to-process, 8219ms node-to-node, 5hops, 4versions (8 first, 12 discovered)
leader L6 of team T3 discovered at 48568.000000 that M59 is in danger (after 21518ms proces-to-process, 19165ms node-to-node, 3hops, 4versions (14 first, 18 discovered)
leader L6 of team T3 discovered at 50172.000000 that M58 is in danger (after 21211ms proces-to-process, 20685ms node-to-node, 2hops, 8versions (13 first, 21 discovered)
leader L6 of team T3 discovered at 29275.000000 that M71 is in danger (after 2202ms proces-to-process, 205ms node-to-node, 1hops, 1versions (13 first, 14 discovered)
leader L6 of team T3 discovered at 34030.000000 that M72 is in danger (after 4446ms proces-to-process, 2186ms node-to-node, 5hops, 0versions (14 first, 14 discovered)
leader L6 of team T3 discovered at 32297.000000 that M70 is in danger (after 9986ms proces-to-process, 8246ms node-to-node, 5hops, 0versions (10 first, 10 discovered)
leader L6 of team T3 discovered at 27130.000000 that M74 is in danger (after 3483ms proces-to-process, 2013ms node-to-node, 4hops, 0versions (12 first, 12 discovered)
leader L7 of team T3 discovered at 25198.000000 that M55 is in danger (after 8943ms proces-to-process, 8084ms node-to-node, 2hops, 1versions (7 first, 8 discovered)
leader L7 of team T3 discovered at 36185.000000 that M60 is in danger (after 10749ms proces-to-process, 10190ms node-to-node, 2hops, 0versions (12 first, 12 discovered)
leader L7 of team T3 discovered at 39734.000000 that M62 is in danger (after 21653ms proces-to-process, 19309ms node-to-node, 3hops, 8versions (8 first, 16 discovered)
leader L7 of team T3 discovered at 26262.000000 that M63 is in danger (after 1759ms proces-to-process, 145ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L7 of team T3 discovered at 33030.000000 that M64 is in danger (after 6020ms proces-to-process, 5698ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L7 of team T3 discovered at 34351.000000 that M65 is in danger (after 9043ms proces-to-process, 7998ms node-to-node, 2hops, 1versions (12 first, 13 discovered)
leader L7 of team T3 discovered at 37728.000000 that M66 is in danger (after 9510ms proces-to-process, 7220ms node-to-node, 3hops, 1versions (14 first, 15 discovered)
leader L7 of team T3 discovered at 37728.000000 that M61 is in danger (after 7726ms proces-to-process, 5673ms node-to-node, 4hops, 0versions (14 first, 14 discovered)
leader L7 of team T3 discovered at 35108.000000 that M68 is in danger (after 12384ms proces-to-process, 12201ms node-to-node, 9hops, 0versions (10 first, 10 discovered)
leader L7 of team T3 discovered at 40890.000000 that M69 is in danger (after 20397ms proces-to-process, 17269ms node-to-node, 3hops, 1versions (10 first, 11 discovered)
leader L7 of team T3 discovered at 38047.000000 that M67 is in danger (after 18445ms proces-to-process, 18196ms node-to-node, 10hops, 4versions (8 first, 12 discovered)
leader L7 of team T3 discovered at 31619.000000 that M59 is in danger (after 4569ms proces-to-process, 2650ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L7 of team T3 discovered at 48271.000000 that M58 is in danger (after 19310ms proces-to-process, 19065ms node-to-node, 2hops, 7versions (13 first, 20 discovered)
leader L7 of team T3 discovered at 56051.000000 that M71 is in danger (after 28978ms proces-to-process, 26869ms node-to-node, 7hops, 6versions (13 first, 19 discovered)
leader L7 of team T3 discovered at 42440.000000 that M72 is in danger (after 12856ms proces-to-process, 10438ms node-to-node, 7hops, 0versions (14 first, 14 discovered)
leader L7 of team T3 discovered at 40135.000000 that M70 is in danger (after 17824ms proces-to-process, 16758ms node-to-node, 3hops, 0versions (10 first, 10 discovered)
leader L7 of team T3 discovered at 39734.000000 that M74 is in danger (after 16087ms proces-to-process, 14578ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L0 of team T0 discovered at 33176.000000 that M11 is in danger (after 9763ms proces-to-process, 7450ms node-to-node, 4hops, 1versions (12 first, 13 discovered)
leader L0 of team T0 discovered at 25671.000000 that M21 is in danger (after 8024ms proces-to-process, 6832ms node-to-node, 8hops, 0versions (8 first, 8 discovered)
leader L0 of team T0 discovered at 43081.000000 that M17 is in danger (after 14669ms proces-to-process, 12380ms node-to-node, 8hops, 1versions (13 first, 14 discovered)
leader L0 of team T0 discovered at 24646.000000 that M10 is in danger (after 4928ms proces-to-process, 3469ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 42176.000000 that M16 is in danger (after 20744ms proces-to-process, 16967ms node-to-node, 6hops, 1versions (11 first, 12 discovered)
leader L0 of team T0 discovered at 25671.000000 that M13 is in danger (after 7429ms proces-to-process, 4838ms node-to-node, 5hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 28136.000000 that M18 is in danger (after 11884ms proces-to-process, 11164ms node-to-node, 4hops, 1versions (7 first, 8 discovered)
leader L0 of team T0 discovered at 34418.000000 that M5 is in danger (after 14861ms proces-to-process, 13960ms node-to-node, 4hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 27082.000000 that M4 is in danger (after 4950ms proces-to-process, 4927ms node-to-node, 3hops, 1versions (10 first, 11 discovered)
leader L0 of team T0 discovered at 36352.000000 that M7 is in danger (after 6529ms proces-to-process, 4795ms node-to-node, 1hops, 1versions (14 first, 15 discovered)
leader L0 of team T0 discovered at 40916.000000 that M6 is in danger (after 18445ms proces-to-process, 16628ms node-to-node, 5hops, 4versions (11 first, 15 discovered)
leader L0 of team T0 discovered at 33639.000000 that M1 is in danger (after 8795ms proces-to-process, 7790ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L0 of team T0 discovered at 33176.000000 that M0 is in danger (after 12538ms proces-to-process, 11528ms node-to-node, 4hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 22648.000000 that M3 is in danger (after 3885ms proces-to-process, 2287ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 38468.000000 that M2 is in danger (after 11038ms proces-to-process, 8954ms node-to-node, 5hops, 1versions (13 first, 14 discovered)
leader L0 of team T0 discovered at 39672.000000 that M19 is in danger (after 10511ms proces-to-process, 9259ms node-to-node, 3hops, 0versions (14 first, 14 discovered)
leader L0 of team T0 discovered at 37231.000000 that M15 is in danger (after 18161ms proces-to-process, 16773ms node-to-node, 7hops, 2versions (9 first, 11 discovered)
leader L0 of team T0 discovered at 35593.000000 that M12 is in danger (after 9256ms proces-to-process, 8596ms node-to-node, 4hops, 1versions (12 first, 13 discovered)
leader L0 of team T0 discovered at 39672.000000 that M9 is in danger (after 9314ms proces-to-process, 8781ms node-to-node, 5hops, 2versions (13 first, 15 discovered)
leader L0 of team T0 discovered at 21050.000000 that M8 is in danger (after 3670ms proces-to-process, 3362ms node-to-node, 2hops, 0versions (8 first, 8 discovered)
leader L0 of team T0 discovered at 29195.000000 that M14 is in danger (after 8736ms proces-to-process, 7849ms node-to-node, 5hops, 1versions (9 first, 10 discovered)
leader L1 of team T0 discovered at 33220.000000 that M11 is in danger (after 9807ms proces-to-process, 7785ms node-to-node, 4hops, 1versions (12 first, 13 discovered)
leader L1 of team T0 discovered at 25751.000000 that M21 is in danger (after 8104ms proces-to-process, 7140ms node-to-node, 3hops, 2versions (8 first, 10 discovered)
leader L1 of team T0 discovered at 33741.000000 that M17 is in danger (after 5329ms proces-to-process, 3186ms node-to-node, 2hops, 1versions (13 first, 14 discovered)
leader L1 of team T0 discovered at 29037.000000 that M10 is in danger (after 9319ms proces-to-process, 8147ms node-to-node, 4hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 26315.000000 that M16 is in danger (after 4883ms proces-to-process, 950ms node-to-node, 1hops, 1versions (11 first, 12 discovered)
leader L1 of team T0 discovered at 23759.000000 that M13 is in danger (after 5517ms proces-to-process, 2120ms node-to-node, 3hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 18704.000000 that M18 is in danger (after 2452ms proces-to-process, 1532ms node-to-node, 2hops, 0versions (7 first, 7 discovered)
leader L1 of team T0 discovered at 42390.000000 that M5 is in danger (after 22833ms proces-to-process, 22584ms node-to-node, 8hops, 5versions (9 first, 14 discovered)
leader L1 of team T0 discovered at 27889.000000 that M4 is in danger (after 5757ms proces-to-process, 5215ms node-to-node, 2hops, 1versions (10 first, 11 discovered)
leader L1 of team T0 discovered at 35960.000000 that M7 is in danger (after 6137ms proces-to-process, 4577ms node-to-node, 4hops, 1versions (14 first, 15 discovered)
leader L1 of team T0 discovered at 34740.000000 that M6 is in danger (after 12269ms proces-to-process, 10404ms node-to-node, 6hops, 0versions (11 first, 11 discovered)
leader L1 of team T0 discovered at 35513.000000 that M1 is in danger (after 10669ms proces-to-process, 9594ms node-to-node, 9hops, 2versions (12 first, 14 discovered)
leader L1 of team T0 discovered at 29899.000000 that M0 is in danger (after 9261ms proces-to-process, 8815ms node-to-node, 6hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 27889.000000 that M3 is in danger (after 9126ms proces-to-process, 7156ms node-to-node, 3hops, 1versions (9 first, 10 discovered)
leader L1 of team T0 discovered at 36560.000000 that M2 is in danger (after 9130ms proces-to-process, 7123ms node-to-node, 5hops, 1versions (13 first, 14 discovered)
leader L1 of team T0 discovered at 39778.000000 that M19 is in danger (after 10617ms proces-to-process, 8829ms node-to-node, 2hops, 0versions (14 first, 14 discovered)
leader L1 of team T0 discovered at 33220.000000 that M15 is in danger (after 14150ms proces-to-process, 11781ms node-to-node, 4hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 31772.000000 that M12 is in danger (after 5435ms proces-to-process, 4920ms node-to-node, 5hops, 0versions (12 first, 12 discovered)
leader L1 of team T0 discovered at 36560.000000 that M9 is in danger (after 6202ms proces-to-process, 5905ms node-to-node, 4hops, 2versions (13 first, 15 discovered)
leader L1 of team T0 discovered at 29037.000000 that M8 is in danger (after 11657ms proces-to-process, 11292ms node-to-node, 4hops, 3versions (8 first, 11 discovered)
leader L1 of team T0 discovered at 29745.000000 that M14 is in danger (after 9286ms proces-to-process, 8659ms node-to-node, 4hops, 1versions (9 first, 10 discovered)
leader L2 of team T1 discovered at 36741.000000 that M33 is in danger (after 9085ms proces-to-process, 7208ms node-to-node, 4hops, 1versions (13 first, 14 discovered)
leader L2 of team T1 discovered at 45039.000000 that M34 is in danger (after 14715ms proces-to-process, 13693ms node-to-node, 5hops, 3versions (14 first, 17 discovered)
leader L2 of team T1 discovered at 33914.000000 that M28 is in danger (after 9099ms proces-to-process, 6659ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L2 of team T1 discovered at 31981.000000 that M29 is in danger (after 7909ms proces-to-process, 6929ms node-to-node, 4hops, 0versions (11 first, 11 discovered)
leader L2 of team T1 discovered at 27651.000000 that M39 is in danger (after 4058ms proces-to-process, 1816ms node-to-node, 4hops, 0versions (12 first, 12 discovered)
leader L2 of team T1 discovered at 36741.000000 that M38 is in danger (after 10985ms proces-to-process, 10445ms node-to-node, 5hops, 2versions (11 first, 13 discovered)
leader L2 of team T1 discovered at 39074.000000 that M24 is in danger (after 8863ms proces-to-process, 5879ms node-to-node, 7hops, 0versions (15 first, 15 discovered)
leader L2 of team T1 discovered at 37020.000000 that M25 is in danger (after 8934ms proces-to-process, 6804ms node-to-node, 4hops, 1versions (14 first, 15 discovered)
leader L2 of team T1 discovered at 36741.000000 that M26 is in danger (after 6422ms proces-to-process, 3958ms node-to-node, 5hops, 1versions (14 first, 15 discovered)
leader L2 of team T1 discovered at 36113.000000 that M27 is in danger (after 13287ms proces-to-process, 11260ms node-to-node, 7hops, 1versions (11 first, 12 discovered)
leader L2 of team T1 discovered at 41607.000000 that M20 is in danger (after 13369ms proces-to-process, 11113ms node-to-node, 7hops, 2versions (13 first, 15 discovered)
leader L2 of team T1 discovered at 44507.000000 that M32 is in danger (after 23401ms proces-to-process, 22224ms node-to-node, 8hops, 6versions (10 first, 16 discovered)
leader L2 of team T1 discovered at 24551.000000 that M22 is in danger (after 4561ms proces-to-process, 2901ms node-to-node, 5hops, 1versions (9 first, 10 discovered)
leader L2 of team T1 discovered at 31981.000000 that M23 is in danger (after 5254ms proces-to-process, 4649ms node-to-node, 7hops, 1versions (12 first, 13 discovered)
leader L2 of team T1 discovered at 50156.000000 that M37 is in danger (after 27224ms proces-to-process, 25110ms node-to-node, 11hops, 9versions (11 first, 20 discovered)
leader L2 of team T1 discovered at 38635.000000 that M40 is in danger (after 15370ms proces-to-process, 12343ms node-to-node, 5hops, 3versions (12 first, 15 discovered)
leader L2 of team T1 discovered at 22369.000000 that M31 is in danger (after 4708ms proces-to-process, 3139ms node-to-node, 5hops, 1versions (8 first, 9 discovered)
leader L2 of team T1 discovered at 26743.000000 that M36 is in danger (after 11098ms proces-to-process, 8497ms node-to-node, 6hops, 2versions (7 first, 9 discovered)
leader L2 of team T1 discovered at 31124.000000 that M30 is in danger (after 2744ms proces-to-process, 1107ms node-to-node, 2hops, 0versions (13 first, 13 discovered)
leader L2 of team T1 discovered at 39074.000000 that M35 is in danger (after 11199ms proces-to-process, 7512ms node-to-node, 5hops, 0versions (14 first, 14 discovered)
leader L3 of team T1 discovered at 38166.000000 that M33 is in danger (after 10510ms proces-to-process, 8590ms node-to-node, 7hops, 1versions (13 first, 14 discovered)
leader L3 of team T1 discovered at 39375.000000 that M34 is in danger (after 9051ms proces-to-process, 8237ms node-to-node, 6hops, 1versions (14 first, 15 discovered)
leader L3 of team T1 discovered at 35988.000000 that M28 is in danger (after 11173ms proces-to-process, 8914ms node-to-node, 6hops, 0versions (12 first, 12 discovered)
leader L3 of team T1 discovered at 40408.000000 that M29 is in danger (after 16336ms proces-to-process, 15784ms node-to-node, 9hops, 3versions (11 first, 14 discovered)
leader L3 of team T1 discovered at 32286.000000 that M39 is in danger (after 8693ms proces-to-process, 6700ms node-to-node, 5hops, 2versions (12 first, 14 discovered)
leader L3 of team T1 discovered at 35988.000000 that M38 is in danger (after 10232ms proces-to-process, 9924ms node-to-node, 4hops, 2versions (11 first, 13 discovered)
leader L3 of team T1 discovered at 43199.000000 that M24 is in danger (after 12988ms proces-to-process, 9955ms node-to-node, 6hops, 3versions (15 first, 18 discovered)
leader L3 of team T1 discovered at 46072.000000 that M25 is in danger (after 17986ms proces-to-process, 15433ms node-to-node, 5hops, 4versions (14 first, 18 discovered)
leader L3 of team T1 discovered at 34281.000000 that M26 is in danger (after 3962ms proces-to-process, 1329ms node-to-node, 1hops, 1versions (14 first, 15 discovered)
leader L3 of team T1 discovered at 36941.000000 that M27 is in danger (after 14115ms proces-to-process, 11378ms node-to-node, 7hops, 1versions (11 first, 12 discovered)
leader L3 of team T1 discovered at 41470.000000 that M20 is in danger (after 13232ms proces-to-process, 10982ms node-to-node, 12hops, 0versions (13 first, 13 discovered)
leader L3 of team T1 discovered at 40408.000000 that M32 is in danger (after 19302ms proces-to-process, 17782ms node-to-node, 6hops, 4versions (10 first, 14 discovered)
leader L3 of team T1 discovered at 24334.000000 that M22 is in danger (after 4344ms proces-to-process, 2834ms node-to-node, 4hops, 0versions (9 first, 9 discovered)
leader L3 of team T1 discovered at 30058.000000 that M23 is in danger (after 3331ms proces-to-process, 2690ms node-to-node, 4hops, 0versions (12 first, 12 discovered)
leader L3 of team T1 discovered at 54426.000000 that M37 is in danger (after 31494ms proces-to-process, 29900ms node-to-node, 10hops, 11versions (11 first, 22 discovered)
leader L3 of team T1 discovered at 39375.000000 that M40 is in danger (after 16110ms proces-to-process, 13561ms node-to-node, 8hops, 3versions (12 first, 15 discovered)
leader L3 of team T1 discovered at 19992.000000 that M31 is in danger (after 2331ms proces-to-process, 1043ms node-to-node, 2hops, 0versions (8 first, 8 discovered)
leader L3 of team T1 discovered at 48735.000000 that M36 is in danger (after 33090ms proces-to-process, 30589ms node-to-node, 7hops, 12versions (7 first, 19 discovered)
leader L3 of team T1 discovered at 34281.000000 that M30 is in danger (after 5901ms proces-to-process, 5001ms node-to-node, 4hops, 2versions (13 first, 15 discovered)
leader L3 of team T1 discovered at 42982.000000 that M35 is in danger (after 15107ms proces-to-process, 11653ms node-to-node, 7hops, 3versions (14 first, 17 discovered)

Results: 
-----------------------------
Process-2-process response time: avg=11405.335640, min=302, max=35967, median=10497
Node-2-node response time: avg=9758.782007, min=27, max=34099, median=8914
Hops: avg=4.442907, min=1, max=12, median=4
Process-2-process response time / 1 hop: avg=3002.802768, min=302, max=15043, median=2464
Node-2-node response time / 1 hop: avg=2464.432526, min=27, max=12725, median=2044
Version difference: avg=1.401384, min=0, max=12, median=1
Ratio of leader discoveries: 289 of 298 (96.979866%)
Ratio of discoveries regardless the number of leaders: 145 of 149 (97.315436%)
