Config: 
--------------------------------------------
leader L16 of team T8 discovered at 23458.000000 that M150 is in danger (after 2269ms proces-to-process, 2013ms node-to-node, 4hops, 0versions (10 first, 10 discovered)
leader L11 of team T5 discovered at 46023.000000 that M101 is in danger (after 20519ms proces-to-process, 19291ms node-to-node, 9hops, 3versions (11 first, 14 discovered)
leader L11 of team T5 discovered at 49373.000000 that M106 is in danger (after 25474ms proces-to-process, 24127ms node-to-node, 6hops, 5versions (11 first, 16 discovered)
leader L11 of team T5 discovered at 42570.000000 that M107 is in danger (after 26728ms proces-to-process, 24694ms node-to-node, 10hops, 4versions (7 first, 11 discovered)
leader L11 of team T5 discovered at 49902.000000 that M104 is in danger (after 26858ms proces-to-process, 23718ms node-to-node, 9hops, 3versions (12 first, 15 discovered)
leader L11 of team T5 discovered at 35888.000000 that M103 is in danger (after 15949ms proces-to-process, 13539ms node-to-node, 5hops, 4versions (10 first, 14 discovered)
leader L11 of team T5 discovered at 40404.000000 that M90 is in danger (after 14524ms proces-to-process, 10943ms node-to-node, 4hops, 1versions (13 first, 14 discovered)
leader L11 of team T5 discovered at 48363.000000 that M93 is in danger (after 23621ms proces-to-process, 22522ms node-to-node, 4hops, 5versions (11 first, 16 discovered)
leader L11 of team T5 discovered at 44388.000000 that M92 is in danger (after 27039ms proces-to-process, 24528ms node-to-node, 11hops, 3versions (9 first, 12 discovered)
leader L11 of team T5 discovered at 35888.000000 that M95 is in danger (after 10292ms proces-to-process, 7498ms node-to-node, 1hops, 3versions (12 first, 15 discovered)
leader L11 of team T5 never discovered that M94 is in danger from 26697.
leader L11 of team T5 discovered at 42001.000000 that M97 is in danger (after 22009ms proces-to-process, 19596ms node-to-node, 7hops, 3versions (9 first, 12 discovered)
leader L11 of team T5 discovered at 49902.000000 that M96 is in danger (after 21928ms proces-to-process, 21401ms node-to-node, 7hops, 2versions (13 first, 15 discovered)
leader L11 of team T5 discovered at 43467.000000 that M111 is in danger (after 23903ms proces-to-process, 21271ms node-to-node, 10hops, 1versions (10 first, 11 discovered)
leader L11 of team T5 never discovered that M110 is in danger from 30576.
leader L11 of team T5 discovered at 51955.000000 that M105 is in danger (after 31336ms proces-to-process, 28737ms node-to-node, 4hops, 12versions (10 first, 22 discovered)
leader L11 of team T5 discovered at 41031.000000 that M112 is in danger (after 18688ms proces-to-process, 15762ms node-to-node, 12hops, 0versions (11 first, 11 discovered)
leader L11 of team T5 discovered at 51381.000000 that M102 is in danger (after 23568ms proces-to-process, 23330ms node-to-node, 3hops, 9versions (13 first, 22 discovered)
leader L4 of team T2 never discovered that M55 is in danger from 16255.
leader L4 of team T2 never discovered that M54 is in danger from 18513.
leader L4 of team T2 never discovered that M48 is in danger from 19793.
leader L4 of team T2 discovered at 21568.000000 that M49 is in danger (after 2969ms proces-to-process, 27ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L4 of team T2 never discovered that M51 is in danger from 20669.
leader L4 of team T2 never discovered that M50 is in danger from 17001.
leader L4 of team T2 never discovered that M53 is in danger from 15674.
leader L4 of team T2 never discovered that M52 is in danger from 23359.
leader L4 of team T2 never discovered that M42 is in danger from 29851.
leader L4 of team T2 never discovered that M36 is in danger from 15645.
leader L4 of team T2 never discovered that M41 is in danger from 27227.
leader L4 of team T2 never discovered that M46 is in danger from 25503.
leader L4 of team T2 never discovered that M47 is in danger from 17423.
leader L4 of team T2 discovered at 26013.000000 that M44 is in danger (after 1598ms proces-to-process, 68ms node-to-node, 2hops, 0versions (11 first, 11 discovered)
leader L4 of team T2 never discovered that M45 is in danger from 22388.
leader L4 of team T2 never discovered that M57 is in danger from 25882.
leader L4 of team T2 never discovered that M56 is in danger from 19122.
leader L4 of team T2 never discovered that M43 is in danger from 21135.
leader L4 of team T2 never discovered that M58 is in danger from 28961.
leader L5 of team T2 discovered at 22678.000000 that M55 is in danger (after 6423ms proces-to-process, 5723ms node-to-node, 4hops, 0versions (7 first, 7 discovered)
leader L5 of team T2 discovered at 25174.000000 that M54 is in danger (after 6661ms proces-to-process, 5418ms node-to-node, 6hops, 0versions (8 first, 8 discovered)
leader L5 of team T2 discovered at 32174.000000 that M48 is in danger (after 12381ms proces-to-process, 11152ms node-to-node, 1hops, 3versions (9 first, 12 discovered)
leader L5 of team T2 never discovered that M49 is in danger from 18599.
leader L5 of team T2 discovered at 25174.000000 that M51 is in danger (after 4505ms proces-to-process, 2297ms node-to-node, 2hops, 1versions (10 first, 11 discovered)
leader L5 of team T2 never discovered that M50 is in danger from 17001.
leader L5 of team T2 discovered at 26267.000000 that M53 is in danger (after 10593ms proces-to-process, 9121ms node-to-node, 2hops, 0versions (7 first, 7 discovered)
leader L5 of team T2 discovered at 32174.000000 that M52 is in danger (after 8815ms proces-to-process, 6161ms node-to-node, 5hops, 1versions (11 first, 12 discovered)
leader L5 of team T2 discovered at 37235.000000 that M42 is in danger (after 7384ms proces-to-process, 5847ms node-to-node, 5hops, 2versions (14 first, 16 discovered)
leader L5 of team T2 discovered at 18935.000000 that M36 is in danger (after 3290ms proces-to-process, 809ms node-to-node, 2hops, 1versions (7 first, 8 discovered)
leader L5 of team T2 discovered at 31057.000000 that M41 is in danger (after 3830ms proces-to-process, 2497ms node-to-node, 5hops, 0versions (12 first, 12 discovered)
leader L5 of team T2 discovered at 31057.000000 that M46 is in danger (after 5554ms proces-to-process, 5418ms node-to-node, 7hops, 1versions (12 first, 13 discovered)
leader L5 of team T2 discovered at 28202.000000 that M47 is in danger (after 10779ms proces-to-process, 8280ms node-to-node, 1hops, 1versions (8 first, 9 discovered)
leader L5 of team T2 never discovered that M44 is in danger from 24415.
leader L5 of team T2 never discovered that M45 is in danger from 22388.
leader L5 of team T2 discovered at 30069.000000 that M57 is in danger (after 4187ms proces-to-process, 3417ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L5 of team T2 discovered at 22866.000000 that M56 is in danger (after 3744ms proces-to-process, 2013ms node-to-node, 4hops, 0versions (9 first, 9 discovered)
leader L5 of team T2 discovered at 27136.000000 that M43 is in danger (after 6001ms proces-to-process, 2609ms node-to-node, 3hops, 1versions (11 first, 12 discovered)
leader L5 of team T2 never discovered that M58 is in danger from 28961.
leader L6 of team T3 discovered at 45605.000000 that M60 is in danger (after 20169ms proces-to-process, 19478ms node-to-node, 4hops, 5versions (12 first, 17 discovered)
leader L6 of team T3 discovered at 47939.000000 that M61 is in danger (after 17937ms proces-to-process, 16705ms node-to-node, 6hops, 5versions (14 first, 19 discovered)
leader L6 of team T3 discovered at 27688.000000 that M62 is in danger (after 9607ms proces-to-process, 7425ms node-to-node, 2hops, 2versions (8 first, 10 discovered)
leader L6 of team T3 discovered at 36817.000000 that M63 is in danger (after 12314ms proces-to-process, 11071ms node-to-node, 7hops, 1versions (12 first, 13 discovered)
leader L6 of team T3 discovered at 36817.000000 that M64 is in danger (after 9807ms proces-to-process, 8916ms node-to-node, 4hops, 0versions (13 first, 13 discovered)
leader L6 of team T3 discovered at 51188.000000 that M65 is in danger (after 25880ms proces-to-process, 25114ms node-to-node, 8hops, 5versions (12 first, 17 discovered)
leader L6 of team T3 discovered at 52366.000000 that M66 is in danger (after 24148ms proces-to-process, 22209ms node-to-node, 3hops, 9versions (14 first, 23 discovered)
leader L6 of team T3 discovered at 29275.000000 that M67 is in danger (after 9673ms proces-to-process, 8793ms node-to-node, 6hops, 2versions (8 first, 10 discovered)
leader L6 of team T3 discovered at 56621.000000 that M68 is in danger (after 33897ms proces-to-process, 33597ms node-to-node, 6hops, 10versions (10 first, 20 discovered)
leader L6 of team T3 discovered at 46197.000000 that M69 is in danger (after 25704ms proces-to-process, 22696ms node-to-node, 8hops, 2versions (10 first, 12 discovered)
leader L6 of team T3 discovered at 43689.000000 that M59 is in danger (after 16639ms proces-to-process, 14763ms node-to-node, 6hops, 1versions (14 first, 15 discovered)
leader L6 of team T3 discovered at 40947.000000 that M71 is in danger (after 13874ms proces-to-process, 11915ms node-to-node, 8hops, 3versions (13 first, 16 discovered)
leader L6 of team T3 discovered at 44846.000000 that M72 is in danger (after 15262ms proces-to-process, 13011ms node-to-node, 6hops, 3versions (14 first, 17 discovered)
leader L6 of team T3 never discovered that M73 is in danger from 21904.
leader L6 of team T3 discovered at 47291.000000 that M70 is in danger (after 24980ms proces-to-process, 23614ms node-to-node, 8hops, 6versions (10 first, 16 discovered)
leader L6 of team T3 discovered at 34830.000000 that M75 is in danger (after 12862ms proces-to-process, 10880ms node-to-node, 4hops, 2versions (11 first, 13 discovered)
leader L7 of team T3 never discovered that M60 is in danger from 25436.
leader L7 of team T3 never discovered that M61 is in danger from 30002.
leader L7 of team T3 never discovered that M62 is in danger from 18081.
leader L7 of team T3 never discovered that M63 is in danger from 24503.
leader L7 of team T3 never discovered that M64 is in danger from 27010.
leader L7 of team T3 never discovered that M65 is in danger from 25308.
leader L7 of team T3 never discovered that M66 is in danger from 28218.
leader L7 of team T3 never discovered that M67 is in danger from 19602.
leader L7 of team T3 never discovered that M68 is in danger from 22724.
leader L7 of team T3 never discovered that M69 is in danger from 20493.
leader L7 of team T3 never discovered that M59 is in danger from 27050.
leader L7 of team T3 never discovered that M71 is in danger from 27073.
leader L7 of team T3 never discovered that M72 is in danger from 29584.
leader L7 of team T3 never discovered that M73 is in danger from 21904.
leader L7 of team T3 never discovered that M70 is in danger from 22311.
leader L7 of team T3 never discovered that M75 is in danger from 21968.
leader L0 of team T0 discovered at 43081.000000 that M11 is in danger (after 19668ms proces-to-process, 17743ms node-to-node, 5hops, 5versions (12 first, 17 discovered)
leader L0 of team T0 discovered at 37231.000000 that M17 is in danger (after 8819ms proces-to-process, 6951ms node-to-node, 5hops, 1versions (13 first, 14 discovered)
leader L0 of team T0 discovered at 43081.000000 that M10 is in danger (after 23363ms proces-to-process, 22157ms node-to-node, 7hops, 6versions (9 first, 15 discovered)
leader L0 of team T0 discovered at 44032.000000 that M16 is in danger (after 22600ms proces-to-process, 18679ms node-to-node, 5hops, 5versions (11 first, 16 discovered)
leader L0 of team T0 discovered at 27082.000000 that M13 is in danger (after 9441ms proces-to-process, 8295ms node-to-node, 5hops, 0versions (8 first, 8 discovered)
leader L0 of team T0 discovered at 43613.000000 that M22 is in danger (after 23623ms proces-to-process, 22189ms node-to-node, 8hops, 5versions (9 first, 14 discovered)
leader L0 of team T0 discovered at 25671.000000 that M5 is in danger (after 6114ms proces-to-process, 5866ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 31697.000000 that M4 is in danger (after 9565ms proces-to-process, 9217ms node-to-node, 4hops, 0versions (10 first, 10 discovered)
leader L0 of team T0 discovered at 46420.000000 that M7 is in danger (after 16597ms proces-to-process, 15177ms node-to-node, 4hops, 4versions (14 first, 18 discovered)
leader L0 of team T0 discovered at 35593.000000 that M6 is in danger (after 13122ms proces-to-process, 11717ms node-to-node, 6hops, 0versions (11 first, 11 discovered)
leader L0 of team T0 discovered at 31697.000000 that M1 is in danger (after 6853ms proces-to-process, 5150ms node-to-node, 1hops, 1versions (12 first, 13 discovered)
leader L0 of team T0 discovered at 24240.000000 that M0 is in danger (after 3602ms proces-to-process, 3144ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 40916.000000 that M3 is in danger (after 22153ms proces-to-process, 20350ms node-to-node, 9hops, 2versions (9 first, 11 discovered)
leader L0 of team T0 discovered at 58089.000000 that M2 is in danger (after 30659ms proces-to-process, 28761ms node-to-node, 9hops, 7versions (13 first, 20 discovered)
leader L0 of team T0 discovered at 33639.000000 that M15 is in danger (after 14569ms proces-to-process, 12976ms node-to-node, 5hops, 4versions (9 first, 13 discovered)
leader L0 of team T0 discovered at 46789.000000 that M12 is in danger (after 20452ms proces-to-process, 19788ms node-to-node, 6hops, 5versions (12 first, 17 discovered)
leader L0 of team T0 discovered at 44631.000000 that M9 is in danger (after 14273ms proces-to-process, 13822ms node-to-node, 8hops, 4versions (13 first, 17 discovered)
leader L0 of team T0 discovered at 37231.000000 that M8 is in danger (after 19851ms proces-to-process, 19677ms node-to-node, 9hops, 4versions (8 first, 12 discovered)
leader L0 of team T0 discovered at 43081.000000 that M14 is in danger (after 22622ms proces-to-process, 22049ms node-to-node, 5hops, 9versions (9 first, 18 discovered)
leader L1 of team T0 discovered at 25751.000000 that M11 is in danger (after 2338ms proces-to-process, 483ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L1 of team T0 discovered at 34740.000000 that M17 is in danger (after 6328ms proces-to-process, 4352ms node-to-node, 4hops, 0versions (13 first, 13 discovered)
leader L1 of team T0 discovered at 27889.000000 that M10 is in danger (after 8171ms proces-to-process, 6835ms node-to-node, 2hops, 2versions (9 first, 11 discovered)
leader L1 of team T0 discovered at 42286.000000 that M16 is in danger (after 20854ms proces-to-process, 16924ms node-to-node, 6hops, 4versions (11 first, 15 discovered)
leader L1 of team T0 discovered at 37324.000000 that M13 is in danger (after 19683ms proces-to-process, 19089ms node-to-node, 6hops, 6versions (8 first, 14 discovered)
leader L1 of team T0 discovered at 34740.000000 that M22 is in danger (after 14750ms proces-to-process, 13317ms node-to-node, 5hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 24329.000000 that M5 is in danger (after 4772ms proces-to-process, 4314ms node-to-node, 3hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 42286.000000 that M4 is in danger (after 20154ms proces-to-process, 19505ms node-to-node, 7hops, 5versions (10 first, 15 discovered)
leader L1 of team T0 discovered at 43193.000000 that M7 is in danger (after 13370ms proces-to-process, 11662ms node-to-node, 6hops, 2versions (14 first, 16 discovered)
leader L1 of team T0 discovered at 35513.000000 that M6 is in danger (after 13042ms proces-to-process, 11577ms node-to-node, 7hops, 0versions (11 first, 11 discovered)
leader L1 of team T0 discovered at 31772.000000 that M1 is in danger (after 6928ms proces-to-process, 5692ms node-to-node, 5hops, 0versions (12 first, 12 discovered)
leader L1 of team T0 discovered at 34740.000000 that M0 is in danger (after 14102ms proces-to-process, 13415ms node-to-node, 5hops, 1versions (9 first, 10 discovered)
leader L1 of team T0 discovered at 42390.000000 that M3 is in danger (after 23627ms proces-to-process, 22081ms node-to-node, 10hops, 2versions (9 first, 11 discovered)
leader L1 of team T0 never discovered that M2 is in danger from 27430.
leader L1 of team T0 discovered at 23970.000000 that M15 is in danger (after 4900ms proces-to-process, 3493ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 43193.000000 that M12 is in danger (after 16856ms proces-to-process, 16204ms node-to-node, 10hops, 1versions (12 first, 13 discovered)
leader L1 of team T0 discovered at 35960.000000 that M9 is in danger (after 5602ms proces-to-process, 5372ms node-to-node, 3hops, 1versions (13 first, 14 discovered)
leader L1 of team T0 discovered at 29745.000000 that M8 is in danger (after 12365ms proces-to-process, 12279ms node-to-node, 8hops, 1versions (8 first, 9 discovered)
leader L1 of team T0 discovered at 33220.000000 that M14 is in danger (after 12761ms proces-to-process, 12227ms node-to-node, 4hops, 4versions (9 first, 13 discovered)
leader L2 of team T1 discovered at 27314.000000 that M32 is in danger (after 6208ms proces-to-process, 5270ms node-to-node, 3hops, 0versions (10 first, 10 discovered)
leader L2 of team T1 discovered at 36741.000000 that M33 is in danger (after 9085ms proces-to-process, 7282ms node-to-node, 5hops, 2versions (13 first, 15 discovered)
leader L2 of team T1 discovered at 37020.000000 that M34 is in danger (after 6696ms proces-to-process, 5829ms node-to-node, 7hops, 1versions (14 first, 15 discovered)
leader L2 of team T1 discovered at 31981.000000 that M28 is in danger (after 7166ms proces-to-process, 4266ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L2 of team T1 discovered at 26743.000000 that M29 is in danger (after 2671ms proces-to-process, 2012ms node-to-node, 4hops, 0versions (11 first, 11 discovered)
leader L2 of team T1 discovered at 37555.000000 that M39 is in danger (after 13962ms proces-to-process, 12037ms node-to-node, 6hops, 1versions (12 first, 13 discovered)
leader L2 of team T1 discovered at 51452.000000 that M38 is in danger (after 25696ms proces-to-process, 25208ms node-to-node, 4hops, 8versions (11 first, 19 discovered)
leader L2 of team T1 discovered at 42085.000000 that M24 is in danger (after 11874ms proces-to-process, 8869ms node-to-node, 4hops, 1versions (15 first, 16 discovered)
leader L2 of team T1 discovered at 45039.000000 that M25 is in danger (after 16953ms proces-to-process, 14802ms node-to-node, 7hops, 5versions (14 first, 19 discovered)
leader L2 of team T1 discovered at 34984.000000 that M26 is in danger (after 4665ms proces-to-process, 2013ms node-to-node, 4hops, 1versions (14 first, 15 discovered)
leader L2 of team T1 discovered at 29867.000000 that M27 is in danger (after 7041ms proces-to-process, 5107ms node-to-node, 1hops, 2versions (11 first, 13 discovered)
leader L2 of team T1 discovered at 31124.000000 that M20 is in danger (after 2886ms proces-to-process, 445ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L2 of team T1 discovered at 33122.000000 that M21 is in danger (after 15475ms proces-to-process, 14536ms node-to-node, 6hops, 2versions (8 first, 10 discovered)
leader L2 of team T1 discovered at 23340.000000 that M31 is in danger (after 5679ms proces-to-process, 4200ms node-to-node, 7hops, 1versions (8 first, 9 discovered)
leader L2 of team T1 discovered at 29322.000000 that M23 is in danger (after 2595ms proces-to-process, 2011ms node-to-node, 4hops, 0versions (12 first, 12 discovered)
leader L2 of team T1 discovered at 31981.000000 that M37 is in danger (after 9049ms proces-to-process, 7613ms node-to-node, 5hops, 1versions (11 first, 12 discovered)
leader L2 of team T1 discovered at 33914.000000 that M40 is in danger (after 10649ms proces-to-process, 8273ms node-to-node, 7hops, 0versions (12 first, 12 discovered)
leader L2 of team T1 discovered at 49027.000000 that M19 is in danger (after 19866ms proces-to-process, 18333ms node-to-node, 4hops, 3versions (14 first, 17 discovered)
leader L2 of team T1 discovered at 19056.000000 that M18 is in danger (after 2804ms proces-to-process, 2013ms node-to-node, 4hops, 0versions (7 first, 7 discovered)
leader L2 of team T1 discovered at 39074.000000 that M30 is in danger (after 10694ms proces-to-process, 9732ms node-to-node, 6hops, 0versions (13 first, 13 discovered)
leader L2 of team T1 discovered at 50156.000000 that M35 is in danger (after 22281ms proces-to-process, 18684ms node-to-node, 7hops, 6versions (14 first, 20 discovered)
leader L3 of team T1 discovered at 54756.000000 that M32 is in danger (after 33650ms proces-to-process, 32681ms node-to-node, 6hops, 9versions (10 first, 19 discovered)
leader L3 of team T1 discovered at 42029.000000 that M33 is in danger (after 14373ms proces-to-process, 12351ms node-to-node, 6hops, 2versions (13 first, 15 discovered)
leader L3 of team T1 discovered at 56163.000000 that M34 is in danger (after 25839ms proces-to-process, 24724ms node-to-node, 10hops, 4versions (14 first, 18 discovered)
leader L3 of team T1 discovered at 39375.000000 that M28 is in danger (after 14560ms proces-to-process, 12033ms node-to-node, 2hops, 2versions (12 first, 14 discovered)
leader L3 of team T1 discovered at 54426.000000 that M29 is in danger (after 30354ms proces-to-process, 28982ms node-to-node, 4hops, 11versions (11 first, 22 discovered)
leader L3 of team T1 discovered at 48735.000000 that M39 is in danger (after 25142ms proces-to-process, 22913ms node-to-node, 4hops, 4versions (12 first, 16 discovered)
leader L3 of team T1 never discovered that M38 is in danger from 25756.
leader L3 of team T1 discovered at 48256.000000 that M24 is in danger (after 18045ms proces-to-process, 14754ms node-to-node, 5hops, 1versions (15 first, 16 discovered)
leader L3 of team T1 never discovered that M25 is in danger from 28086.
leader L3 of team T1 discovered at 50823.000000 that M26 is in danger (after 20504ms proces-to-process, 18113ms node-to-node, 8hops, 1versions (14 first, 15 discovered)
leader L3 of team T1 discovered at 35988.000000 that M27 is in danger (after 13162ms proces-to-process, 11259ms node-to-node, 2hops, 2versions (11 first, 13 discovered)
leader L3 of team T1 discovered at 30900.000000 that M20 is in danger (after 2662ms proces-to-process, 445ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L3 of team T1 discovered at 38820.000000 that M21 is in danger (after 21173ms proces-to-process, 20140ms node-to-node, 7hops, 2versions (8 first, 10 discovered)
leader L3 of team T1 discovered at 30900.000000 that M31 is in danger (after 13239ms proces-to-process, 11714ms node-to-node, 5hops, 2versions (8 first, 10 discovered)
leader L3 of team T1 discovered at 41470.000000 that M23 is in danger (after 14743ms proces-to-process, 13570ms node-to-node, 3hops, 4versions (12 first, 16 discovered)
leader L3 of team T1 discovered at 37342.000000 that M37 is in danger (after 14410ms proces-to-process, 12942ms node-to-node, 6hops, 1versions (11 first, 12 discovered)
leader L3 of team T1 discovered at 54426.000000 that M40 is in danger (after 31161ms proces-to-process, 27982ms node-to-node, 10hops, 6versions (12 first, 18 discovered)
leader L3 of team T1 discovered at 54426.000000 that M19 is in danger (after 25265ms proces-to-process, 23283ms node-to-node, 3hops, 4versions (14 first, 18 discovered)
leader L3 of team T1 discovered at 28042.000000 that M18 is in danger (after 11790ms proces-to-process, 11117ms node-to-node, 6hops, 0versions (7 first, 7 discovered)
leader L3 of team T1 discovered at 45152.000000 that M30 is in danger (after 16772ms proces-to-process, 15890ms node-to-node, 7hops, 0versions (13 first, 13 discovered)
leader L3 of team T1 never discovered that M35 is in danger from 27875.
leader L29 of team T14 never discovered that M262 is in danger from 25877.
leader L29 of team T14 discovered at 35204.000000 that M258 is in danger (after 13502ms proces-to-process, 11303ms node-to-node, 2hops, 2versions (11 first, 13 discovered)
leader L29 of team T14 discovered at 50059.000000 that M259 is in danger (after 30115ms proces-to-process, 29226ms node-to-node, 5hops, 8versions (9 first, 17 discovered)
leader L29 of team T14 discovered at 57637.000000 that M269 is in danger (after 28273ms proces-to-process, 25020ms node-to-node, 6hops, 2versions (14 first, 16 discovered)
leader L29 of team T14 discovered at 49233.000000 that M268 is in danger (after 32811ms proces-to-process, 30191ms node-to-node, 6hops, 5versions (8 first, 13 discovered)
leader L29 of team T14 discovered at 30475.000000 that M252 is in danger (after 13442ms proces-to-process, 12827ms node-to-node, 8hops, 1versions (8 first, 9 discovered)
leader L29 of team T14 discovered at 33341.000000 that M263 is in danger (after 15220ms proces-to-process, 12838ms node-to-node, 5hops, 2versions (9 first, 11 discovered)
leader L29 of team T14 never discovered that M265 is in danger from 19296.
leader L29 of team T14 discovered at 44753.000000 that M264 is in danger (after 24488ms proces-to-process, 24404ms node-to-node, 8hops, 4versions (10 first, 14 discovered)
leader L29 of team T14 discovered at 40695.000000 that M256 is in danger (after 13524ms proces-to-process, 12564ms node-to-node, 3hops, 1versions (12 first, 13 discovered)
leader L29 of team T14 discovered at 36998.000000 that M257 is in danger (after 17555ms proces-to-process, 14813ms node-to-node, 1hops, 3versions (10 first, 13 discovered)
leader L29 of team T14 discovered at 36452.000000 that M261 is in danger (after 13098ms proces-to-process, 10290ms node-to-node, 2hops, 0versions (12 first, 12 discovered)
leader L29 of team T14 discovered at 26067.000000 that M255 is in danger (after 1316ms proces-to-process, 936ms node-to-node, 2hops, 0versions (11 first, 11 discovered)
leader L29 of team T14 discovered at 47704.000000 that M267 is in danger (after 19043ms proces-to-process, 17428ms node-to-node, 4hops, 2versions (13 first, 15 discovered)
leader L29 of team T14 discovered at 48283.000000 that M266 is in danger (after 26963ms proces-to-process, 25627ms node-to-node, 12hops, 1versions (10 first, 11 discovered)
leader L29 of team T14 discovered at 34709.000000 that M260 is in danger (after 15498ms proces-to-process, 14181ms node-to-node, 4hops, 4versions (9 first, 13 discovered)
leader L28 of team T14 never discovered that M262 is in danger from 25877.
leader L28 of team T14 discovered at 36376.000000 that M258 is in danger (after 14674ms proces-to-process, 12342ms node-to-node, 4hops, 2versions (11 first, 13 discovered)
leader L28 of team T14 discovered at 46821.000000 that M259 is in danger (after 26877ms proces-to-process, 25805ms node-to-node, 1hops, 11versions (9 first, 20 discovered)
leader L28 of team T14 never discovered that M269 is in danger from 29364.
leader L28 of team T14 discovered at 31890.000000 that M268 is in danger (after 15468ms proces-to-process, 12732ms node-to-node, 5hops, 1versions (8 first, 9 discovered)
leader L28 of team T14 discovered at 30113.000000 that M252 is in danger (after 13080ms proces-to-process, 12435ms node-to-node, 5hops, 2versions (8 first, 10 discovered)
leader L28 of team T14 discovered at 34546.000000 that M263 is in danger (after 16425ms proces-to-process, 14340ms node-to-node, 7hops, 2versions (9 first, 11 discovered)
leader L28 of team T14 never discovered that M265 is in danger from 19296.
leader L28 of team T14 discovered at 47982.000000 that M264 is in danger (after 27717ms proces-to-process, 27606ms node-to-node, 10hops, 4versions (10 first, 14 discovered)
leader L28 of team T14 discovered at 41264.000000 that M256 is in danger (after 14093ms proces-to-process, 12740ms node-to-node, 5hops, 4versions (12 first, 16 discovered)
leader L28 of team T14 discovered at 38140.000000 that M257 is in danger (after 18697ms proces-to-process, 16138ms node-to-node, 3hops, 3versions (10 first, 13 discovered)
leader L28 of team T14 discovered at 36976.000000 that M261 is in danger (after 13622ms proces-to-process, 11257ms node-to-node, 4hops, 0versions (12 first, 12 discovered)
leader L28 of team T14 discovered at 25545.000000 that M255 is in danger (after 794ms proces-to-process, 346ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L28 of team T14 discovered at 45379.000000 that M267 is in danger (after 16718ms proces-to-process, 15318ms node-to-node, 7hops, 2versions (13 first, 15 discovered)
leader L28 of team T14 discovered at 43409.000000 that M266 is in danger (after 22089ms proces-to-process, 20772ms node-to-node, 10hops, 1versions (10 first, 11 discovered)
leader L28 of team T14 discovered at 31890.000000 that M260 is in danger (after 12679ms proces-to-process, 11344ms node-to-node, 2hops, 4versions (9 first, 13 discovered)
leader L30 of team T15 discovered at 35896.000000 that M281 is in danger (after 6732ms proces-to-process, 6677ms node-to-node, 1hops, 1versions (13 first, 14 discovered)
leader L30 of team T15 discovered at 39333.000000 that M280 is in danger (after 13939ms proces-to-process, 12008ms node-to-node, 2hops, 2versions (12 first, 14 discovered)
leader L30 of team T15 discovered at 37963.000000 that M283 is in danger (after 14020ms proces-to-process, 12859ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L30 of team T15 discovered at 32647.000000 that M282 is in danger (after 15921ms proces-to-process, 14875ms node-to-node, 2hops, 2versions (7 first, 9 discovered)
leader L30 of team T15 discovered at 26619.000000 that M285 is in danger (after 1927ms proces-to-process, 1154ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L30 of team T15 discovered at 39890.000000 that M284 is in danger (after 13482ms proces-to-process, 12799ms node-to-node, 3hops, 2versions (12 first, 14 discovered)
leader L30 of team T15 discovered at 29390.000000 that M287 is in danger (after 9650ms proces-to-process, 8790ms node-to-node, 4hops, 1versions (9 first, 10 discovered)
leader L30 of team T15 discovered at 36949.000000 that M286 is in danger (after 8990ms proces-to-process, 8730ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L30 of team T15 discovered at 24867.000000 that M289 is in danger (after 4421ms proces-to-process, 3540ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L30 of team T15 never discovered that M288 is in danger from 21913.
leader L30 of team T15 discovered at 31259.000000 that M292 is in danger (after 5002ms proces-to-process, 4834ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L30 of team T15 discovered at 53109.000000 that M278 is in danger (after 24653ms proces-to-process, 22656ms node-to-node, 4hops, 5versions (13 first, 18 discovered)
leader L30 of team T15 discovered at 37963.000000 that M279 is in danger (after 11587ms proces-to-process, 10692ms node-to-node, 4hops, 1versions (12 first, 13 discovered)
leader L30 of team T15 discovered at 26619.000000 that M290 is in danger (after 7617ms proces-to-process, 6346ms node-to-node, 1hops, 1versions (9 first, 10 discovered)
leader L30 of team T15 discovered at 35402.000000 that M291 is in danger (after 11906ms proces-to-process, 10960ms node-to-node, 2hops, 3versions (11 first, 14 discovered)
leader L30 of team T15 discovered at 33250.000000 that M274 is in danger (after 15811ms proces-to-process, 13382ms node-to-node, 6hops, 3versions (9 first, 12 discovered)
