Config: 
--------------------------------------------
leader L12 of team T6 discovered at 35666.000000 that M124 is in danger (after 9662ms proces-to-process, 8247ms node-to-node, 2hops, 1versions (13 first, 14 discovered)
leader L5 of team T2 discovered at 45054.000000 that M42 is in danger (after 15203ms proces-to-process, 14198ms node-to-node, 2hops, 1versions (14 first, 15 discovered)
leader L5 of team T2 discovered at 26267.000000 that M53 is in danger (after 10593ms proces-to-process, 9429ms node-to-node, 4hops, 0versions (7 first, 7 discovered)
leader L5 of team T2 discovered at 31128.000000 that M43 is in danger (after 9993ms proces-to-process, 7170ms node-to-node, 2hops, 1versions (11 first, 12 discovered)
leader L5 of team T2 discovered at 45890.000000 that M58 is in danger (after 16929ms proces-to-process, 16742ms node-to-node, 5hops, 1versions (13 first, 14 discovered)
leader L6 of team T3 discovered at 26297.000000 that M55 is in danger (after 10042ms proces-to-process, 9138ms node-to-node, 6hops, 1versions (7 first, 8 discovered)
leader L6 of team T3 discovered at 35728.000000 that M60 is in danger (after 10292ms proces-to-process, 10059ms node-to-node, 7hops, 1versions (12 first, 13 discovered)
leader L6 of team T3 discovered at 30202.000000 that M57 is in danger (after 4320ms proces-to-process, 4217ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L6 of team T3 discovered at 39318.000000 that M63 is in danger (after 14815ms proces-to-process, 13571ms node-to-node, 7hops, 0versions (12 first, 12 discovered)
leader L6 of team T3 discovered at 48568.000000 that M64 is in danger (after 21558ms proces-to-process, 21255ms node-to-node, 5hops, 2versions (13 first, 15 discovered)
leader L6 of team T3 discovered at 48568.000000 that M65 is in danger (after 23260ms proces-to-process, 22523ms node-to-node, 3hops, 7versions (12 first, 19 discovered)
leader L6 of team T3 discovered at 35728.000000 that M66 is in danger (after 7510ms proces-to-process, 5484ms node-to-node, 2hops, 0versions (14 first, 14 discovered)
leader L6 of team T3 discovered at 32297.000000 that M61 is in danger (after 2295ms proces-to-process, 1037ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L6 of team T3 discovered at 34830.000000 that M68 is in danger (after 12106ms proces-to-process, 11659ms node-to-node, 6hops, 0versions (10 first, 10 discovered)
leader L6 of team T3 discovered at 34030.000000 that M69 is in danger (after 13537ms proces-to-process, 11038ms node-to-node, 3hops, 3versions (10 first, 13 discovered)
leader L6 of team T3 discovered at 34251.000000 that M67 is in danger (after 14649ms proces-to-process, 14288ms node-to-node, 4hops, 6versions (8 first, 14 discovered)
leader L6 of team T3 discovered at 39318.000000 that M59 is in danger (after 12268ms proces-to-process, 9546ms node-to-node, 7hops, 1versions (14 first, 15 discovered)
leader L6 of team T3 discovered at 29589.000000 that M62 is in danger (after 11508ms proces-to-process, 9229ms node-to-node, 4hops, 0versions (8 first, 8 discovered)
leader L6 of team T3 discovered at 39318.000000 that M71 is in danger (after 12245ms proces-to-process, 9630ms node-to-node, 4hops, 3versions (13 first, 16 discovered)
leader L6 of team T3 discovered at 43844.000000 that M72 is in danger (after 14260ms proces-to-process, 12107ms node-to-node, 5hops, 2versions (14 first, 16 discovered)
leader L6 of team T3 discovered at 28525.000000 that M73 is in danger (after 6621ms proces-to-process, 4896ms node-to-node, 3hops, 0versions (10 first, 10 discovered)
leader L6 of team T3 discovered at 34251.000000 that M70 is in danger (after 11940ms proces-to-process, 10937ms node-to-node, 3hops, 0versions (10 first, 10 discovered)
leader L6 of team T3 discovered at 31234.000000 that M75 is in danger (after 9266ms proces-to-process, 7742ms node-to-node, 4hops, 0versions (11 first, 11 discovered)
leader L6 of team T3 discovered at 40160.000000 that M76 is in danger (after 14880ms proces-to-process, 10474ms node-to-node, 6hops, 2versions (13 first, 15 discovered)
leader L7 of team T3 discovered at 19766.000000 that M55 is in danger (after 3511ms proces-to-process, 2647ms node-to-node, 2hops, 1versions (7 first, 8 discovered)
leader L7 of team T3 discovered at 28098.000000 that M60 is in danger (after 2662ms proces-to-process, 2558ms node-to-node, 4hops, 0versions (12 first, 12 discovered)
leader L7 of team T3 discovered at 28098.000000 that M57 is in danger (after 2216ms proces-to-process, 2010ms node-to-node, 4hops, 0versions (12 first, 12 discovered)
leader L7 of team T3 discovered at 35481.000000 that M63 is in danger (after 10978ms proces-to-process, 9604ms node-to-node, 6hops, 0versions (12 first, 12 discovered)
leader L7 of team T3 discovered at 38047.000000 that M64 is in danger (after 11037ms proces-to-process, 10568ms node-to-node, 9hops, 2versions (13 first, 15 discovered)
leader L7 of team T3 discovered at 30055.000000 that M65 is in danger (after 4747ms proces-to-process, 3615ms node-to-node, 3hops, 1versions (12 first, 13 discovered)
leader L7 of team T3 discovered at 44276.000000 that M66 is in danger (after 16058ms proces-to-process, 14412ms node-to-node, 4hops, 4versions (14 first, 18 discovered)
leader L7 of team T3 discovered at 35481.000000 that M61 is in danger (after 5479ms proces-to-process, 4051ms node-to-node, 6hops, 0versions (14 first, 14 discovered)
leader L7 of team T3 discovered at 29483.000000 that M68 is in danger (after 6759ms proces-to-process, 6541ms node-to-node, 2hops, 0versions (10 first, 10 discovered)
leader L7 of team T3 discovered at 31619.000000 that M69 is in danger (after 11126ms proces-to-process, 8487ms node-to-node, 2hops, 4versions (10 first, 14 discovered)
leader L7 of team T3 discovered at 32446.000000 that M67 is in danger (after 12844ms proces-to-process, 12277ms node-to-node, 5hops, 4versions (8 first, 12 discovered)
leader L7 of team T3 discovered at 33673.000000 that M59 is in danger (after 6623ms proces-to-process, 4532ms node-to-node, 10hops, 0versions (14 first, 14 discovered)
leader L7 of team T3 discovered at 23612.000000 that M62 is in danger (after 5531ms proces-to-process, 3415ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L7 of team T3 discovered at 33673.000000 that M71 is in danger (after 6600ms proces-to-process, 4700ms node-to-node, 7hops, 1versions (13 first, 14 discovered)
leader L7 of team T3 discovered at 38761.000000 that M72 is in danger (after 9177ms proces-to-process, 6847ms node-to-node, 2hops, 2versions (14 first, 16 discovered)
leader L7 of team T3 discovered at 26262.000000 that M73 is in danger (after 4358ms proces-to-process, 2903ms node-to-node, 2hops, 2versions (10 first, 12 discovered)
leader L7 of team T3 discovered at 29483.000000 that M70 is in danger (after 7172ms proces-to-process, 5897ms node-to-node, 3hops, 0versions (10 first, 10 discovered)
leader L7 of team T3 discovered at 28519.000000 that M75 is in danger (after 6551ms proces-to-process, 4886ms node-to-node, 4hops, 0versions (11 first, 11 discovered)
leader L7 of team T3 discovered at 31240.000000 that M76 is in danger (after 5960ms proces-to-process, 1984ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L0 of team T0 discovered at 46420.000000 that M11 is in danger (after 23007ms proces-to-process, 21331ms node-to-node, 5hops, 3versions (12 first, 15 discovered)
leader L0 of team T0 discovered at 39174.000000 that M17 is in danger (after 10762ms proces-to-process, 9028ms node-to-node, 4hops, 3versions (13 first, 16 discovered)
leader L0 of team T0 discovered at 43081.000000 that M10 is in danger (after 23363ms proces-to-process, 21620ms node-to-node, 6hops, 5versions (9 first, 14 discovered)
leader L0 of team T0 discovered at 30441.000000 that M16 is in danger (after 9009ms proces-to-process, 5096ms node-to-node, 4hops, 0versions (11 first, 11 discovered)
leader L0 of team T0 discovered at 53414.000000 that M20 is in danger (after 25176ms proces-to-process, 23037ms node-to-node, 7hops, 4versions (13 first, 17 discovered)
leader L0 of team T0 discovered at 33639.000000 that M13 is in danger (after 15397ms proces-to-process, 12674ms node-to-node, 7hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 33176.000000 that M21 is in danger (after 15529ms proces-to-process, 14277ms node-to-node, 5hops, 2versions (8 first, 10 discovered)
leader L0 of team T0 discovered at 34944.000000 that M5 is in danger (after 15387ms proces-to-process, 14926ms node-to-node, 4hops, 1versions (9 first, 10 discovered)
leader L0 of team T0 discovered at 35593.000000 that M4 is in danger (after 13461ms proces-to-process, 10839ms node-to-node, 6hops, 0versions (11 first, 11 discovered)
leader L0 of team T0 discovered at 39672.000000 that M7 is in danger (after 9849ms proces-to-process, 8149ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L0 of team T0 discovered at 36352.000000 that M6 is in danger (after 13881ms proces-to-process, 11778ms node-to-node, 8hops, 0versions (11 first, 11 discovered)
leader L0 of team T0 discovered at 36797.000000 that M1 is in danger (after 11953ms proces-to-process, 10889ms node-to-node, 3hops, 1versions (12 first, 13 discovered)
leader L0 of team T0 discovered at 40221.000000 that M0 is in danger (after 19583ms proces-to-process, 19144ms node-to-node, 9hops, 4versions (9 first, 13 discovered)
leader L0 of team T0 discovered at 22026.000000 that M3 is in danger (after 3263ms proces-to-process, 1321ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 34944.000000 that M2 is in danger (after 7514ms proces-to-process, 5296ms node-to-node, 2hops, 0versions (13 first, 13 discovered)
leader L0 of team T0 discovered at 44631.000000 that M19 is in danger (after 15470ms proces-to-process, 13731ms node-to-node, 11hops, 1versions (14 first, 15 discovered)
leader L0 of team T0 discovered at 41442.000000 that M15 is in danger (after 22372ms proces-to-process, 20897ms node-to-node, 5hops, 7versions (9 first, 16 discovered)
leader L0 of team T0 discovered at 27687.000000 that M12 is in danger (after 1350ms proces-to-process, 929ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L0 of team T0 discovered at 48391.000000 that M9 is in danger (after 18033ms proces-to-process, 17702ms node-to-node, 6hops, 4versions (13 first, 17 discovered)
leader L0 of team T0 discovered at 17657.000000 that M8 is in danger (after 277ms proces-to-process, 151ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L0 of team T0 discovered at 47485.000000 that M14 is in danger (after 27026ms proces-to-process, 26960ms node-to-node, 5hops, 7versions (9 first, 16 discovered)
leader L1 of team T0 discovered at 47321.000000 that M11 is in danger (after 23908ms proces-to-process, 22159ms node-to-node, 6hops, 3versions (12 first, 15 discovered)
leader L1 of team T0 discovered at 36560.000000 that M17 is in danger (after 8148ms proces-to-process, 6330ms node-to-node, 2hops, 2versions (13 first, 15 discovered)
leader L1 of team T0 discovered at 33220.000000 that M10 is in danger (after 13502ms proces-to-process, 11486ms node-to-node, 6hops, 1versions (9 first, 10 discovered)
leader L1 of team T0 discovered at 29899.000000 that M16 is in danger (after 8467ms proces-to-process, 4867ms node-to-node, 2hops, 0versions (11 first, 11 discovered)
leader L1 of team T0 never discovered that M20 is in danger from 28238.
leader L1 of team T0 discovered at 37851.000000 that M13 is in danger (after 19609ms proces-to-process, 16679ms node-to-node, 9hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 27889.000000 that M21 is in danger (after 10242ms proces-to-process, 9333ms node-to-node, 3hops, 1versions (8 first, 9 discovered)
leader L1 of team T0 discovered at 39778.000000 that M5 is in danger (after 20221ms proces-to-process, 20001ms node-to-node, 10hops, 3versions (9 first, 12 discovered)
leader L1 of team T0 discovered at 36560.000000 that M4 is in danger (after 14428ms proces-to-process, 11601ms node-to-node, 5hops, 2versions (11 first, 13 discovered)
leader L1 of team T0 discovered at 45297.000000 that M7 is in danger (after 15474ms proces-to-process, 13518ms node-to-node, 8hops, 2versions (14 first, 16 discovered)
leader L1 of team T0 discovered at 34740.000000 that M6 is in danger (after 12269ms proces-to-process, 10555ms node-to-node, 6hops, 1versions (11 first, 12 discovered)
leader L1 of team T0 discovered at 37851.000000 that M1 is in danger (after 13007ms proces-to-process, 12095ms node-to-node, 8hops, 2versions (12 first, 14 discovered)
leader L1 of team T0 discovered at 40205.000000 that M0 is in danger (after 19567ms proces-to-process, 18833ms node-to-node, 9hops, 5versions (9 first, 14 discovered)
leader L1 of team T0 discovered at 29037.000000 that M3 is in danger (after 10274ms proces-to-process, 8642ms node-to-node, 3hops, 2versions (9 first, 11 discovered)
leader L1 of team T0 discovered at 39778.000000 that M2 is in danger (after 12348ms proces-to-process, 9859ms node-to-node, 4hops, 0versions (13 first, 13 discovered)
leader L1 of team T0 discovered at 43518.000000 that M19 is in danger (after 14357ms proces-to-process, 12880ms node-to-node, 9hops, 1versions (14 first, 15 discovered)
leader L1 of team T0 discovered at 41151.000000 that M15 is in danger (after 22081ms proces-to-process, 20587ms node-to-node, 3hops, 7versions (9 first, 16 discovered)
leader L1 of team T0 discovered at 27177.000000 that M12 is in danger (after 840ms proces-to-process, 377ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L1 of team T0 discovered at 46174.000000 that M9 is in danger (after 15816ms proces-to-process, 15303ms node-to-node, 11hops, 2versions (13 first, 15 discovered)
leader L1 of team T0 discovered at 17714.000000 that M8 is in danger (after 334ms proces-to-process, 151ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L1 of team T0 discovered at 44137.000000 that M14 is in danger (after 23678ms proces-to-process, 23263ms node-to-node, 4hops, 6versions (9 first, 15 discovered)
leader L2 of team T1 discovered at 43326.000000 that M34 is in danger (after 13002ms proces-to-process, 12205ms node-to-node, 8hops, 1versions (14 first, 15 discovered)
leader L2 of team T1 discovered at 41607.000000 that M28 is in danger (after 16792ms proces-to-process, 14301ms node-to-node, 2hops, 5versions (12 first, 17 discovered)
leader L2 of team T1 discovered at 40461.000000 that M29 is in danger (after 16389ms proces-to-process, 15274ms node-to-node, 9hops, 2versions (11 first, 13 discovered)
leader L2 of team T1 discovered at 37555.000000 that M38 is in danger (after 11799ms proces-to-process, 11147ms node-to-node, 9hops, 0versions (11 first, 11 discovered)
leader L2 of team T1 discovered at 33914.000000 that M24 is in danger (after 3703ms proces-to-process, 49ms node-to-node, 1hops, 0versions (15 first, 15 discovered)
leader L2 of team T1 discovered at 42450.000000 that M25 is in danger (after 14364ms proces-to-process, 12217ms node-to-node, 9hops, 2versions (14 first, 16 discovered)
leader L2 of team T1 discovered at 38635.000000 that M26 is in danger (after 8316ms proces-to-process, 6173ms node-to-node, 3hops, 1versions (14 first, 15 discovered)
leader L2 of team T1 discovered at 34984.000000 that M27 is in danger (after 12158ms proces-to-process, 10273ms node-to-node, 2hops, 2versions (11 first, 13 discovered)
leader L2 of team T1 discovered at 39768.000000 that M33 is in danger (after 12112ms proces-to-process, 10018ms node-to-node, 6hops, 1versions (13 first, 14 discovered)
leader L2 of team T1 discovered at 27314.000000 that M32 is in danger (after 6208ms proces-to-process, 5183ms node-to-node, 3hops, 0versions (10 first, 10 discovered)
leader L2 of team T1 discovered at 30001.000000 that M22 is in danger (after 10011ms proces-to-process, 8654ms node-to-node, 3hops, 0versions (9 first, 9 discovered)
leader L2 of team T1 discovered at 38635.000000 that M23 is in danger (after 11908ms proces-to-process, 11023ms node-to-node, 4hops, 1versions (12 first, 13 discovered)
leader L2 of team T1 discovered at 32655.000000 that M31 is in danger (after 14910ms proces-to-process, 11891ms node-to-node, 6hops, 0versions (9 first, 9 discovered)
leader L2 of team T1 discovered at 25094.000000 that M18 is in danger (after 8842ms proces-to-process, 8086ms node-to-node, 3hops, 0versions (7 first, 7 discovered)
leader L2 of team T1 discovered at 42085.000000 that M30 is in danger (after 13705ms proces-to-process, 13133ms node-to-node, 9hops, 2versions (13 first, 15 discovered)
leader L2 of team T1 discovered at 44064.000000 that M35 is in danger (after 16189ms proces-to-process, 12150ms node-to-node, 6hops, 2versions (14 first, 16 discovered)
leader L3 of team T1 discovered at 47034.000000 that M34 is in danger (after 16710ms proces-to-process, 15812ms node-to-node, 9hops, 1versions (14 first, 15 discovered)
leader L3 of team T1 discovered at 40408.000000 that M28 is in danger (after 15593ms proces-to-process, 12682ms node-to-node, 9hops, 0versions (12 first, 12 discovered)
leader L3 of team T1 discovered at 39375.000000 that M29 is in danger (after 15303ms proces-to-process, 14702ms node-to-node, 5hops, 5versions (11 first, 16 discovered)
leader L3 of team T1 discovered at 32793.000000 that M38 is in danger (after 7037ms proces-to-process, 6649ms node-to-node, 8hops, 0versions (11 first, 11 discovered)
leader L3 of team T1 discovered at 35475.000000 that M24 is in danger (after 5264ms proces-to-process, 2207ms node-to-node, 2hops, 0versions (15 first, 15 discovered)
leader L3 of team T1 discovered at 42982.000000 that M25 is in danger (after 14896ms proces-to-process, 12832ms node-to-node, 8hops, 0versions (14 first, 14 discovered)
leader L3 of team T1 discovered at 44527.000000 that M26 is in danger (after 14208ms proces-to-process, 11803ms node-to-node, 4hops, 2versions (14 first, 16 discovered)
leader L3 of team T1 discovered at 38820.000000 that M27 is in danger (after 15994ms proces-to-process, 13856ms node-to-node, 3hops, 2versions (11 first, 13 discovered)
leader L3 of team T1 discovered at 38166.000000 that M33 is in danger (after 10510ms proces-to-process, 8639ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L3 of team T1 discovered at 32286.000000 that M32 is in danger (after 11180ms proces-to-process, 10056ms node-to-node, 4hops, 0versions (10 first, 10 discovered)
leader L3 of team T1 discovered at 30058.000000 that M22 is in danger (after 10068ms proces-to-process, 8654ms node-to-node, 3hops, 0versions (9 first, 9 discovered)
leader L3 of team T1 discovered at 38820.000000 that M23 is in danger (after 12093ms proces-to-process, 11023ms node-to-node, 4hops, 1versions (12 first, 13 discovered)
leader L3 of team T1 discovered at 32286.000000 that M31 is in danger (after 14541ms proces-to-process, 11891ms node-to-node, 6hops, 0versions (9 first, 9 discovered)
leader L3 of team T1 discovered at 25912.000000 that M18 is in danger (after 9660ms proces-to-process, 8972ms node-to-node, 4hops, 1versions (7 first, 8 discovered)
leader L3 of team T1 discovered at 39375.000000 that M30 is in danger (after 10995ms proces-to-process, 10128ms node-to-node, 8hops, 2versions (13 first, 15 discovered)
leader L3 of team T1 discovered at 40408.000000 that M35 is in danger (after 12533ms proces-to-process, 8442ms node-to-node, 5hops, 2versions (14 first, 16 discovered)

Results: 
-----------------------------
Process-2-process response time: avg=11921.794613, min=277, max=30851, median=11090
Node-2-node response time: avg=10246.333333, min=7, max=28657, median=9297
Hops: avg=4.636364, min=1, max=12, median=4
Process-2-process response time / 1 hop: avg=3148.737374, min=277, max=12863, median=2568
Node-2-node response time / 1 hop: avg=2586.353535, min=7, max=11687, median=2127
Version difference: avg=1.474747, min=0, max=10, median=1
Ratio of leader discoveries: 297 of 298 (99.664430%)
Ratio of discoveries regardless the number of leaders: 149 of 149 (100.000000%)
