Config: 
--------------------------------------------
leader L12 of team T6 discovered at 28738.000000 that M124 is in danger (after 2734ms proces-to-process, 1407ms node-to-node, 3hops, 0versions (13 first, 13 discovered)
leader L5 of team T2 discovered at 41672.000000 that M57 is in danger (after 15790ms proces-to-process, 15571ms node-to-node, 7hops, 3versions (12 first, 15 discovered)
leader L5 of team T2 discovered at 30069.000000 that M56 is in danger (after 10947ms proces-to-process, 9107ms node-to-node, 3hops, 3versions (9 first, 12 discovered)
leader L6 of team T3 discovered at 28525.000000 that M60 is in danger (after 3089ms proces-to-process, 2652ms node-to-node, 4hops, 0versions (12 first, 12 discovered)
leader L6 of team T3 discovered at 42687.000000 that M61 is in danger (after 12685ms proces-to-process, 11083ms node-to-node, 4hops, 3versions (14 first, 17 discovered)
leader L6 of team T3 discovered at 27130.000000 that M62 is in danger (after 9049ms proces-to-process, 6960ms node-to-node, 3hops, 1versions (8 first, 9 discovered)
leader L6 of team T3 discovered at 27130.000000 that M63 is in danger (after 2627ms proces-to-process, 806ms node-to-node, 2hops, 0versions (12 first, 12 discovered)
leader L6 of team T3 discovered at 34830.000000 that M64 is in danger (after 7820ms proces-to-process, 7029ms node-to-node, 8hops, 1versions (13 first, 14 discovered)
leader L6 of team T3 discovered at 29275.000000 that M65 is in danger (after 3967ms proces-to-process, 3300ms node-to-node, 5hops, 0versions (12 first, 12 discovered)
leader L6 of team T3 discovered at 32297.000000 that M66 is in danger (after 4079ms proces-to-process, 2438ms node-to-node, 5hops, 0versions (14 first, 14 discovered)
leader L6 of team T3 discovered at 21425.000000 that M67 is in danger (after 1823ms proces-to-process, 1409ms node-to-node, 3hops, 0versions (8 first, 8 discovered)
leader L6 of team T3 discovered at 26297.000000 that M68 is in danger (after 3573ms proces-to-process, 2684ms node-to-node, 3hops, 0versions (10 first, 10 discovered)
leader L6 of team T3 discovered at 26297.000000 that M69 is in danger (after 5804ms proces-to-process, 2934ms node-to-node, 5hops, 0versions (10 first, 10 discovered)
leader L6 of team T3 discovered at 32794.000000 that M59 is in danger (after 5744ms proces-to-process, 3851ms node-to-node, 7hops, 0versions (14 first, 14 discovered)
leader L6 of team T3 discovered at 36817.000000 that M58 is in danger (after 7856ms proces-to-process, 6773ms node-to-node, 5hops, 1versions (13 first, 14 discovered)
leader L6 of team T3 discovered at 30135.000000 that M71 is in danger (after 3062ms proces-to-process, 808ms node-to-node, 2hops, 1versions (13 first, 14 discovered)
leader L6 of team T3 discovered at 32794.000000 that M72 is in danger (after 3210ms proces-to-process, 889ms node-to-node, 2hops, 0versions (14 first, 14 discovered)
leader L6 of team T3 discovered at 29275.000000 that M73 is in danger (after 7371ms proces-to-process, 5358ms node-to-node, 4hops, 2versions (10 first, 12 discovered)
leader L6 of team T3 discovered at 27130.000000 that M70 is in danger (after 4819ms proces-to-process, 3405ms node-to-node, 3hops, 1versions (10 first, 11 discovered)
leader L7 of team T3 discovered at 33030.000000 that M60 is in danger (after 7594ms proces-to-process, 7168ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L7 of team T3 discovered at 45886.000000 that M61 is in danger (after 15884ms proces-to-process, 14210ms node-to-node, 3hops, 3versions (14 first, 17 discovered)
leader L7 of team T3 discovered at 27137.000000 that M62 is in danger (after 9056ms proces-to-process, 6960ms node-to-node, 3hops, 1versions (8 first, 9 discovered)
leader L7 of team T3 discovered at 31240.000000 that M63 is in danger (after 6737ms proces-to-process, 5314ms node-to-node, 4hops, 0versions (12 first, 12 discovered)
leader L7 of team T3 discovered at 33161.000000 that M64 is in danger (after 6151ms proces-to-process, 5891ms node-to-node, 6hops, 1versions (13 first, 14 discovered)
leader L7 of team T3 discovered at 31806.000000 that M65 is in danger (after 6498ms proces-to-process, 5758ms node-to-node, 6hops, 0versions (12 first, 12 discovered)
leader L7 of team T3 discovered at 39734.000000 that M66 is in danger (after 11516ms proces-to-process, 9820ms node-to-node, 7hops, 1versions (14 first, 15 discovered)
leader L7 of team T3 discovered at 26262.000000 that M67 is in danger (after 6660ms proces-to-process, 5654ms node-to-node, 3hops, 1versions (8 first, 9 discovered)
leader L7 of team T3 discovered at 29483.000000 that M68 is in danger (after 6759ms proces-to-process, 6097ms node-to-node, 5hops, 0versions (10 first, 10 discovered)
leader L7 of team T3 discovered at 28098.000000 that M69 is in danger (after 7605ms proces-to-process, 5031ms node-to-node, 4hops, 0versions (10 first, 10 discovered)
leader L7 of team T3 discovered at 37728.000000 that M59 is in danger (after 10678ms proces-to-process, 8518ms node-to-node, 4hops, 1versions (14 first, 15 discovered)
leader L7 of team T3 discovered at 51814.000000 that M58 is in danger (after 22853ms proces-to-process, 22544ms node-to-node, 6hops, 3versions (13 first, 16 discovered)
leader L7 of team T3 discovered at 33030.000000 that M71 is in danger (after 5957ms proces-to-process, 3667ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L7 of team T3 discovered at 39734.000000 that M72 is in danger (after 10150ms proces-to-process, 7213ms node-to-node, 3hops, 0versions (14 first, 14 discovered)
leader L7 of team T3 discovered at 28519.000000 that M73 is in danger (after 6615ms proces-to-process, 5088ms node-to-node, 3hops, 0versions (10 first, 10 discovered)
leader L7 of team T3 discovered at 30351.000000 that M70 is in danger (after 8040ms proces-to-process, 6998ms node-to-node, 5hops, 0versions (10 first, 10 discovered)
leader L0 of team T0 discovered at 24857.000000 that M5 is in danger (after 5300ms proces-to-process, 4936ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 39672.000000 that M4 is in danger (after 17540ms proces-to-process, 17082ms node-to-node, 6hops, 5versions (10 first, 15 discovered)
leader L0 of team T0 discovered at 38468.000000 that M7 is in danger (after 8645ms proces-to-process, 6801ms node-to-node, 6hops, 0versions (14 first, 14 discovered)
leader L0 of team T0 discovered at 34944.000000 that M6 is in danger (after 12473ms proces-to-process, 10639ms node-to-node, 3hops, 1versions (11 first, 12 discovered)
leader L0 of team T0 discovered at 34418.000000 that M1 is in danger (after 9574ms proces-to-process, 8249ms node-to-node, 2hops, 0versions (12 first, 12 discovered)
leader L0 of team T0 discovered at 33176.000000 that M0 is in danger (after 12538ms proces-to-process, 12016ms node-to-node, 3hops, 2versions (9 first, 11 discovered)
leader L0 of team T0 discovered at 26382.000000 that M3 is in danger (after 7619ms proces-to-process, 5840ms node-to-node, 5hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 36352.000000 that M2 is in danger (after 8922ms proces-to-process, 6973ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L0 of team T0 discovered at 39174.000000 that M9 is in danger (after 8816ms proces-to-process, 8306ms node-to-node, 6hops, 2versions (13 first, 15 discovered)
leader L0 of team T0 discovered at 29195.000000 that M8 is in danger (after 11815ms proces-to-process, 11588ms node-to-node, 2hops, 3versions (8 first, 11 discovered)
leader L0 of team T0 discovered at 34944.000000 that M20 is in danger (after 6706ms proces-to-process, 4399ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L0 of team T0 discovered at 36797.000000 that M21 is in danger (after 19150ms proces-to-process, 17887ms node-to-node, 4hops, 4versions (8 first, 12 discovered)
leader L0 of team T0 discovered at 45587.000000 that M22 is in danger (after 25597ms proces-to-process, 24120ms node-to-node, 6hops, 7versions (9 first, 16 discovered)
leader L0 of team T0 discovered at 28136.000000 that M11 is in danger (after 4723ms proces-to-process, 2978ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L0 of team T0 discovered at 24240.000000 that M10 is in danger (after 4522ms proces-to-process, 2788ms node-to-node, 1hops, 2versions (9 first, 11 discovered)
leader L0 of team T0 discovered at 20293.000000 that M13 is in danger (after 2652ms proces-to-process, 1817ms node-to-node, 2hops, 0versions (8 first, 8 discovered)
leader L0 of team T0 discovered at 31697.000000 that M12 is in danger (after 5360ms proces-to-process, 4930ms node-to-node, 1hops, 2versions (12 first, 14 discovered)
leader L0 of team T0 discovered at 26382.000000 that M15 is in danger (after 7312ms proces-to-process, 5500ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 25671.000000 that M14 is in danger (after 5212ms proces-to-process, 5073ms node-to-node, 4hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 36352.000000 that M17 is in danger (after 7940ms proces-to-process, 5980ms node-to-node, 2hops, 0versions (13 first, 13 discovered)
leader L0 of team T0 discovered at 25361.000000 that M16 is in danger (after 3929ms proces-to-process, 32ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L0 of team T0 discovered at 38018.000000 that M19 is in danger (after 8857ms proces-to-process, 7563ms node-to-node, 1hops, 1versions (14 first, 15 discovered)
leader L0 of team T0 never discovered that M18 is in danger from 16252.
leader L1 of team T0 discovered at 36560.000000 that M5 is in danger (after 17003ms proces-to-process, 16606ms node-to-node, 7hops, 3versions (9 first, 12 discovered)
leader L1 of team T0 discovered at 37324.000000 that M4 is in danger (after 15192ms proces-to-process, 15096ms node-to-node, 8hops, 2versions (10 first, 12 discovered)
leader L1 of team T0 discovered at 41492.000000 that M7 is in danger (after 11669ms proces-to-process, 10080ms node-to-node, 6hops, 1versions (14 first, 15 discovered)
leader L1 of team T0 discovered at 50684.000000 that M6 is in danger (after 28213ms proces-to-process, 26473ms node-to-node, 6hops, 6versions (11 first, 17 discovered)
leader L1 of team T0 discovered at 35513.000000 that M1 is in danger (after 10669ms proces-to-process, 9569ms node-to-node, 6hops, 0versions (12 first, 12 discovered)
leader L1 of team T0 discovered at 33741.000000 that M0 is in danger (after 13103ms proces-to-process, 12525ms node-to-node, 8hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 36560.000000 that M3 is in danger (after 17797ms proces-to-process, 16158ms node-to-node, 6hops, 3versions (9 first, 12 discovered)
leader L1 of team T0 discovered at 37851.000000 that M2 is in danger (after 10421ms proces-to-process, 8193ms node-to-node, 6hops, 0versions (13 first, 13 discovered)
leader L1 of team T0 discovered at 43193.000000 that M9 is in danger (after 12835ms proces-to-process, 11997ms node-to-node, 9hops, 2versions (13 first, 15 discovered)
leader L1 of team T0 discovered at 35194.000000 that M8 is in danger (after 17814ms proces-to-process, 17357ms node-to-node, 9hops, 3versions (8 first, 11 discovered)
leader L1 of team T0 discovered at 43193.000000 that M20 is in danger (after 14955ms proces-to-process, 12738ms node-to-node, 4hops, 1versions (13 first, 14 discovered)
leader L1 of team T0 discovered at 34740.000000 that M21 is in danger (after 17093ms proces-to-process, 15658ms node-to-node, 6hops, 1versions (8 first, 9 discovered)
leader L1 of team T0 discovered at 43193.000000 that M22 is in danger (after 23203ms proces-to-process, 21508ms node-to-node, 7hops, 7versions (9 first, 16 discovered)
leader L1 of team T0 discovered at 39778.000000 that M11 is in danger (after 16365ms proces-to-process, 14702ms node-to-node, 6hops, 1versions (12 first, 13 discovered)
leader L1 of team T0 discovered at 37019.000000 that M10 is in danger (after 17301ms proces-to-process, 16110ms node-to-node, 8hops, 1versions (9 first, 10 discovered)
leader L1 of team T0 discovered at 33741.000000 that M13 is in danger (after 16100ms proces-to-process, 15219ms node-to-node, 6hops, 3versions (8 first, 11 discovered)
leader L1 of team T0 discovered at 39049.000000 that M12 is in danger (after 12712ms proces-to-process, 11841ms node-to-node, 7hops, 1versions (12 first, 13 discovered)
leader L1 of team T0 discovered at 21883.000000 that M15 is in danger (after 2813ms proces-to-process, 1345ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 42286.000000 that M14 is in danger (after 21827ms proces-to-process, 21352ms node-to-node, 6hops, 6versions (9 first, 15 discovered)
leader L1 of team T0 discovered at 53293.000000 that M17 is in danger (after 24881ms proces-to-process, 23089ms node-to-node, 6hops, 4versions (13 first, 17 discovered)
leader L1 of team T0 discovered at 36560.000000 that M16 is in danger (after 15128ms proces-to-process, 11499ms node-to-node, 8hops, 1versions (11 first, 12 discovered)
leader L1 of team T0 discovered at 41492.000000 that M19 is in danger (after 12331ms proces-to-process, 11029ms node-to-node, 6hops, 1versions (14 first, 15 discovered)
leader L1 of team T0 never discovered that M18 is in danger from 16252.
leader L2 of team T1 discovered at 32655.000000 that M34 is in danger (after 2331ms proces-to-process, 967ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L2 of team T1 discovered at 35041.000000 that M28 is in danger (after 10226ms proces-to-process, 7947ms node-to-node, 2hops, 0versions (12 first, 12 discovered)
leader L2 of team T1 discovered at 29867.000000 that M29 is in danger (after 5795ms proces-to-process, 5049ms node-to-node, 2hops, 0versions (11 first, 11 discovered)
leader L2 of team T1 discovered at 31124.000000 that M39 is in danger (after 7531ms proces-to-process, 4697ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L2 of team T1 discovered at 34984.000000 that M38 is in danger (after 9228ms proces-to-process, 8868ms node-to-node, 2hops, 1versions (11 first, 12 discovered)
leader L2 of team T1 discovered at 50156.000000 that M24 is in danger (after 19945ms proces-to-process, 16354ms node-to-node, 2hops, 6versions (15 first, 21 discovered)
leader L2 of team T1 discovered at 44064.000000 that M25 is in danger (after 15978ms proces-to-process, 13476ms node-to-node, 4hops, 1versions (14 first, 15 discovered)
leader L2 of team T1 discovered at 54519.000000 that M26 is in danger (after 24200ms proces-to-process, 21591ms node-to-node, 11hops, 2versions (14 first, 16 discovered)
leader L2 of team T1 discovered at 33914.000000 that M27 is in danger (after 11088ms proces-to-process, 8584ms node-to-node, 2hops, 2versions (11 first, 13 discovered)
leader L2 of team T1 discovered at 34984.000000 that M33 is in danger (after 7328ms proces-to-process, 5035ms node-to-node, 1hops, 1versions (13 first, 14 discovered)
leader L2 of team T1 discovered at 29066.000000 that M32 is in danger (after 7960ms proces-to-process, 6615ms node-to-node, 2hops, 0versions (10 first, 10 discovered)
leader L2 of team T1 discovered at 39074.000000 that M31 is in danger (after 21329ms proces-to-process, 18732ms node-to-node, 6hops, 3versions (9 first, 12 discovered)
leader L2 of team T1 discovered at 35538.000000 that M23 is in danger (after 8811ms proces-to-process, 8207ms node-to-node, 5hops, 0versions (12 first, 12 discovered)
leader L2 of team T1 discovered at 29867.000000 that M37 is in danger (after 6935ms proces-to-process, 5191ms node-to-node, 3hops, 1versions (11 first, 12 discovered)
leader L2 of team T1 discovered at 24551.000000 that M36 is in danger (after 8906ms proces-to-process, 6047ms node-to-node, 5hops, 1versions (7 first, 8 discovered)
leader L2 of team T1 never discovered that M30 is in danger from 28380.
leader L2 of team T1 discovered at 51958.000000 that M35 is in danger (after 24083ms proces-to-process, 20390ms node-to-node, 8hops, 4versions (14 first, 18 discovered)
leader L3 of team T1 discovered at 46108.000000 that M34 is in danger (after 15784ms proces-to-process, 14984ms node-to-node, 4hops, 4versions (14 first, 18 discovered)
leader L3 of team T1 discovered at 34671.000000 that M28 is in danger (after 9856ms proces-to-process, 7270ms node-to-node, 2hops, 0versions (12 first, 12 discovered)
leader L3 of team T1 discovered at 29664.000000 that M29 is in danger (after 5592ms proces-to-process, 5089ms node-to-node, 1hops, 1versions (11 first, 12 discovered)
leader L3 of team T1 discovered at 35988.000000 that M39 is in danger (after 12395ms proces-to-process, 10117ms node-to-node, 4hops, 1versions (12 first, 13 discovered)
leader L3 of team T1 discovered at 39375.000000 that M38 is in danger (after 13619ms proces-to-process, 13132ms node-to-node, 4hops, 3versions (11 first, 14 discovered)
leader L3 of team T1 discovered at 36941.000000 that M24 is in danger (after 6730ms proces-to-process, 2994ms node-to-node, 1hops, 0versions (15 first, 15 discovered)
leader L3 of team T1 discovered at 30900.000000 that M25 is in danger (after 2814ms proces-to-process, 263ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L3 of team T1 discovered at 32793.000000 that M26 is in danger (after 2474ms proces-to-process, 377ms node-to-node, 4hops, 0versions (14 first, 14 discovered)
leader L3 of team T1 discovered at 42029.000000 that M27 is in danger (after 19203ms proces-to-process, 17333ms node-to-node, 5hops, 2versions (11 first, 13 discovered)
leader L3 of team T1 discovered at 39509.000000 that M33 is in danger (after 11853ms proces-to-process, 9992ms node-to-node, 3hops, 0versions (13 first, 13 discovered)
leader L3 of team T1 discovered at 42982.000000 that M32 is in danger (after 21876ms proces-to-process, 20355ms node-to-node, 5hops, 5versions (10 first, 15 discovered)
leader L3 of team T1 discovered at 20920.000000 that M31 is in danger (after 3175ms proces-to-process, 330ms node-to-node, 3hops, 0versions (9 first, 9 discovered)
leader L3 of team T1 discovered at 31541.000000 that M23 is in danger (after 4814ms proces-to-process, 3907ms node-to-node, 2hops, 0versions (12 first, 12 discovered)
leader L3 of team T1 discovered at 32286.000000 that M37 is in danger (after 9354ms proces-to-process, 7867ms node-to-node, 4hops, 1versions (11 first, 12 discovered)
leader L3 of team T1 discovered at 23477.000000 that M36 is in danger (after 7832ms proces-to-process, 5644ms node-to-node, 3hops, 0versions (7 first, 7 discovered)
leader L3 of team T1 discovered at 29664.000000 that M30 is in danger (after 1284ms proces-to-process, 707ms node-to-node, 3hops, 0versions (13 first, 13 discovered)
leader L3 of team T1 discovered at 36941.000000 that M35 is in danger (after 9066ms proces-to-process, 5311ms node-to-node, 5hops, 3versions (14 first, 17 discovered)

Results: 
-----------------------------
Process-2-process response time: avg=11416.554795, min=869, max=36376, median=10521
Node-2-node response time: avg=9738.945205, min=27, max=33412, median=8852
Hops: avg=4.188356, min=1, max=11, median=4
Process-2-process response time / 1 hop: avg=3174.575342, min=428, max=15878, median=2683
Node-2-node response time / 1 hop: avg=2567.321918, min=27, max=14137, median=2218
Version difference: avg=1.438356, min=0, max=13, median=1
Ratio of leader discoveries: 292 of 298 (97.986577%)
Ratio of discoveries regardless the number of leaders: 147 of 149 (98.657718%)
