Config: 
--------------------------------------------
leader L16 of team T8 discovered at 26757.000000 that M160 is in danger (after 11109ms proces-to-process, 8442ms node-to-node, 4hops, 1versions (7 first, 8 discovered)
leader L10 of team T5 discovered at 51108.000000 that M95 is in danger (after 25512ms proces-to-process, 23233ms node-to-node, 9hops, 6versions (12 first, 18 discovered)
leader L10 of team T5 discovered at 46183.000000 that M94 is in danger (after 19486ms proces-to-process, 18887ms node-to-node, 7hops, 1versions (12 first, 13 discovered)
leader L10 of team T5 discovered at 34643.000000 that M97 is in danger (after 14651ms proces-to-process, 12007ms node-to-node, 9hops, 2versions (9 first, 11 discovered)
leader L10 of team T5 discovered at 43973.000000 that M96 is in danger (after 15999ms proces-to-process, 15571ms node-to-node, 5hops, 4versions (13 first, 17 discovered)
leader L10 of team T5 discovered at 34643.000000 that M111 is in danger (after 15079ms proces-to-process, 11906ms node-to-node, 7hops, 2versions (10 first, 12 discovered)
leader L10 of team T5 discovered at 26124.000000 that M109 is in danger (after 9785ms proces-to-process, 8303ms node-to-node, 3hops, 0versions (7 first, 7 discovered)
leader L10 of team T5 discovered at 26846.000000 that M105 is in danger (after 6227ms proces-to-process, 3510ms node-to-node, 1hops, 2versions (10 first, 12 discovered)
leader L10 of team T5 discovered at 31189.000000 that M102 is in danger (after 3376ms proces-to-process, 2795ms node-to-node, 1hops, 1versions (13 first, 14 discovered)
leader L11 of team T5 discovered at 40404.000000 that M99 is in danger (after 19879ms proces-to-process, 17243ms node-to-node, 8hops, 2versions (10 first, 12 discovered)
leader L11 of team T5 discovered at 32950.000000 that M98 is in danger (after 10097ms proces-to-process, 9869ms node-to-node, 7hops, 1versions (10 first, 11 discovered)
leader L11 of team T5 discovered at 23921.000000 that M100 is in danger (after 2397ms proces-to-process, 619ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L11 of team T5 discovered at 35888.000000 that M101 is in danger (after 10384ms proces-to-process, 9011ms node-to-node, 2hops, 5versions (11 first, 16 discovered)
leader L11 of team T5 discovered at 26395.000000 that M106 is in danger (after 2496ms proces-to-process, 1049ms node-to-node, 2hops, 1versions (11 first, 12 discovered)
leader L11 of team T5 discovered at 19947.000000 that M107 is in danger (after 3605ms proces-to-process, 2011ms node-to-node, 5hops, 0versions (8 first, 8 discovered)
leader L11 of team T5 discovered at 29686.000000 that M104 is in danger (after 6642ms proces-to-process, 2947ms node-to-node, 1hops, 2versions (12 first, 14 discovered)
leader L11 of team T5 discovered at 24634.000000 that M103 is in danger (after 4695ms proces-to-process, 2800ms node-to-node, 5hops, 0versions (10 first, 10 discovered)
leader L11 of team T5 discovered at 54987.000000 that M91 is in danger (after 25178ms proces-to-process, 21848ms node-to-node, 11hops, 2versions (15 first, 17 discovered)
leader L11 of team T5 discovered at 40404.000000 that M90 is in danger (after 14524ms proces-to-process, 11245ms node-to-node, 9hops, 1versions (13 first, 14 discovered)
leader L11 of team T5 discovered at 33985.000000 that M93 is in danger (after 9243ms proces-to-process, 7749ms node-to-node, 5hops, 0versions (11 first, 11 discovered)
leader L11 of team T5 discovered at 38987.000000 that M92 is in danger (after 21638ms proces-to-process, 18539ms node-to-node, 8hops, 3versions (9 first, 12 discovered)
leader L11 of team T5 discovered at 46023.000000 that M95 is in danger (after 20427ms proces-to-process, 18031ms node-to-node, 9hops, 4versions (12 first, 16 discovered)
leader L11 of team T5 discovered at 40404.000000 that M94 is in danger (after 13707ms proces-to-process, 12931ms node-to-node, 5hops, 1versions (12 first, 13 discovered)
leader L11 of team T5 discovered at 36855.000000 that M97 is in danger (after 16863ms proces-to-process, 14459ms node-to-node, 5hops, 5versions (9 first, 14 discovered)
leader L11 of team T5 discovered at 48363.000000 that M96 is in danger (after 20389ms proces-to-process, 20103ms node-to-node, 6hops, 6versions (13 first, 19 discovered)
leader L11 of team T5 discovered at 36855.000000 that M111 is in danger (after 17291ms proces-to-process, 14473ms node-to-node, 7hops, 0versions (10 first, 10 discovered)
leader L11 of team T5 discovered at 24085.000000 that M109 is in danger (after 7746ms proces-to-process, 6317ms node-to-node, 1hops, 0versions (7 first, 7 discovered)
leader L11 of team T5 discovered at 23921.000000 that M105 is in danger (after 3302ms proces-to-process, 1005ms node-to-node, 1hops, 1versions (10 first, 11 discovered)
leader L11 of team T5 discovered at 42001.000000 that M102 is in danger (after 14188ms proces-to-process, 13670ms node-to-node, 3hops, 4versions (13 first, 17 discovered)
leader L4 of team T2 discovered at 26687.000000 that M55 is in danger (after 10432ms proces-to-process, 9568ms node-to-node, 8hops, 0versions (7 first, 7 discovered)
leader L4 of team T2 discovered at 34474.000000 that M52 is in danger (after 10761ms proces-to-process, 9318ms node-to-node, 11hops, 0versions (11 first, 11 discovered)
leader L4 of team T2 discovered at 31994.000000 that M48 is in danger (after 12201ms proces-to-process, 11050ms node-to-node, 8hops, 2versions (9 first, 11 discovered)
leader L4 of team T2 discovered at 26013.000000 that M49 is in danger (after 7414ms proces-to-process, 4397ms node-to-node, 1hops, 2versions (9 first, 11 discovered)
leader L4 of team T2 discovered at 30535.000000 that M51 is in danger (after 9866ms proces-to-process, 7619ms node-to-node, 8hops, 1versions (10 first, 11 discovered)
leader L4 of team T2 discovered at 27042.000000 that M50 is in danger (after 10041ms proces-to-process, 8817ms node-to-node, 6hops, 0versions (8 first, 8 discovered)
leader L4 of team T2 discovered at 32520.000000 that M39 is in danger (after 8927ms proces-to-process, 6851ms node-to-node, 8hops, 1versions (12 first, 13 discovered)
leader L4 of team T2 discovered at 36683.000000 that M38 is in danger (after 10927ms proces-to-process, 9694ms node-to-node, 5hops, 3versions (11 first, 14 discovered)
leader L4 of team T2 discovered at 26013.000000 that M37 is in danger (after 3081ms proces-to-process, 1409ms node-to-node, 3hops, 1versions (11 first, 12 discovered)
leader L4 of team T2 discovered at 20077.000000 that M36 is in danger (after 4432ms proces-to-process, 2140ms node-to-node, 2hops, 0versions (7 first, 7 discovered)
leader L4 of team T2 discovered at 38150.000000 that M40 is in danger (after 14885ms proces-to-process, 12090ms node-to-node, 6hops, 5versions (12 first, 17 discovered)
leader L4 of team T2 discovered at 35712.000000 that M41 is in danger (after 8485ms proces-to-process, 7289ms node-to-node, 7hops, 3versions (12 first, 15 discovered)
leader L4 of team T2 discovered at 30535.000000 that M46 is in danger (after 5032ms proces-to-process, 4610ms node-to-node, 2hops, 2versions (12 first, 14 discovered)
leader L4 of team T2 discovered at 24223.000000 that M47 is in danger (after 6800ms proces-to-process, 5032ms node-to-node, 3hops, 2versions (8 first, 10 discovered)
leader L4 of team T2 discovered at 35712.000000 that M44 is in danger (after 11297ms proces-to-process, 9487ms node-to-node, 2hops, 4versions (11 first, 15 discovered)
leader L4 of team T2 discovered at 26687.000000 that M45 is in danger (after 4299ms proces-to-process, 3892ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L4 of team T2 discovered at 26013.000000 that M56 is in danger (after 6891ms proces-to-process, 5078ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L4 of team T2 discovered at 35712.000000 that M42 is in danger (after 5861ms proces-to-process, 4930ms node-to-node, 9hops, 0versions (14 first, 14 discovered)
leader L4 of team T2 discovered at 17080.000000 that M53 is in danger (after 1406ms proces-to-process, 202ms node-to-node, 1hops, 0versions (7 first, 7 discovered)
leader L4 of team T2 discovered at 32727.000000 that M43 is in danger (after 11592ms proces-to-process, 8793ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L4 of team T2 discovered at 35712.000000 that M58 is in danger (after 6751ms proces-to-process, 5978ms node-to-node, 7hops, 0versions (13 first, 13 discovered)
leader L5 of team T2 discovered at 32174.000000 that M55 is in danger (after 15919ms proces-to-process, 14797ms node-to-node, 2hops, 3versions (7 first, 10 discovered)
leader L5 of team T2 discovered at 24748.000000 that M52 is in danger (after 1035ms proces-to-process, 141ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L5 of team T2 discovered at 21202.000000 that M48 is in danger (after 1409ms proces-to-process, 7ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L5 of team T2 discovered at 37235.000000 that M49 is in danger (after 18636ms proces-to-process, 15511ms node-to-node, 9hops, 2versions (9 first, 11 discovered)
leader L5 of team T2 discovered at 39527.000000 that M51 is in danger (after 18858ms proces-to-process, 16475ms node-to-node, 3hops, 4versions (10 first, 14 discovered)
leader L5 of team T2 discovered at 39040.000000 that M50 is in danger (after 22039ms proces-to-process, 20349ms node-to-node, 3hops, 4versions (8 first, 12 discovered)
leader L5 of team T2 discovered at 56384.000000 that M39 is in danger (after 32791ms proces-to-process, 30388ms node-to-node, 7hops, 10versions (12 first, 22 discovered)
leader L5 of team T2 discovered at 52628.000000 that M38 is in danger (after 26872ms proces-to-process, 26587ms node-to-node, 10hops, 8versions (11 first, 19 discovered)
leader L5 of team T2 discovered at 38187.000000 that M37 is in danger (after 15255ms proces-to-process, 13824ms node-to-node, 7hops, 2versions (11 first, 13 discovered)
leader L5 of team T2 discovered at 29081.000000 that M36 is in danger (after 13436ms proces-to-process, 10933ms node-to-node, 6hops, 0versions (7 first, 7 discovered)
leader L5 of team T2 discovered at 54106.000000 that M40 is in danger (after 30841ms proces-to-process, 28149ms node-to-node, 15hops, 5versions (12 first, 17 discovered)
leader L5 of team T2 discovered at 37636.000000 that M41 is in danger (after 10409ms proces-to-process, 8957ms node-to-node, 4hops, 1versions (12 first, 13 discovered)
leader L5 of team T2 discovered at 43736.000000 that M46 is in danger (after 18233ms proces-to-process, 18009ms node-to-node, 9hops, 4versions (12 first, 16 discovered)
leader L5 of team T2 discovered at 33604.000000 that M47 is in danger (after 16181ms proces-to-process, 14394ms node-to-node, 7hops, 3versions (8 first, 11 discovered)
leader L5 of team T2 discovered at 58204.000000 that M44 is in danger (after 33789ms proces-to-process, 31782ms node-to-node, 8hops, 10versions (11 first, 21 discovered)
leader L5 of team T2 discovered at 51185.000000 that M45 is in danger (after 28797ms proces-to-process, 28272ms node-to-node, 12hops, 6versions (11 first, 17 discovered)
leader L5 of team T2 discovered at 25174.000000 that M56 is in danger (after 6052ms proces-to-process, 4476ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L5 of team T2 discovered at 44693.000000 that M42 is in danger (after 14842ms proces-to-process, 13539ms node-to-node, 8hops, 2versions (14 first, 16 discovered)
leader L5 of team T2 discovered at 41672.000000 that M53 is in danger (after 25998ms proces-to-process, 24633ms node-to-node, 5hops, 6versions (7 first, 13 discovered)
leader L5 of team T2 discovered at 35949.000000 that M43 is in danger (after 14814ms proces-to-process, 12007ms node-to-node, 7hops, 0versions (11 first, 11 discovered)
leader L5 of team T2 never discovered that M58 is in danger from 28961.
leader L6 of team T3 discovered at 38232.000000 that M60 is in danger (after 12796ms proces-to-process, 12223ms node-to-node, 7hops, 2versions (12 first, 14 discovered)
leader L6 of team T3 discovered at 24899.000000 that M54 is in danger (after 6386ms proces-to-process, 5202ms node-to-node, 3hops, 3versions (8 first, 11 discovered)
leader L6 of team T3 discovered at 32794.000000 that M57 is in danger (after 6912ms proces-to-process, 6730ms node-to-node, 7hops, 0versions (12 first, 12 discovered)
leader L6 of team T3 discovered at 32297.000000 that M63 is in danger (after 7794ms proces-to-process, 6085ms node-to-node, 5hops, 1versions (12 first, 13 discovered)
leader L6 of team T3 discovered at 39318.000000 that M64 is in danger (after 12308ms proces-to-process, 11997ms node-to-node, 8hops, 0versions (13 first, 13 discovered)
leader L6 of team T3 discovered at 30135.000000 that M65 is in danger (after 4827ms proces-to-process, 3831ms node-to-node, 2hops, 0versions (12 first, 12 discovered)
leader L6 of team T3 discovered at 39318.000000 that M66 is in danger (after 11100ms proces-to-process, 9447ms node-to-node, 7hops, 2versions (14 first, 16 discovered)
leader L6 of team T3 discovered at 34030.000000 that M61 is in danger (after 4028ms proces-to-process, 2009ms node-to-node, 4hops, 0versions (14 first, 14 discovered)
leader L6 of team T3 discovered at 26297.000000 that M68 is in danger (after 3573ms proces-to-process, 3004ms node-to-node, 4hops, 0versions (10 first, 10 discovered)
leader L6 of team T3 discovered at 39318.000000 that M69 is in danger (after 18825ms proces-to-process, 15995ms node-to-node, 7hops, 1versions (10 first, 11 discovered)
leader L6 of team T3 discovered at 29589.000000 that M67 is in danger (after 9987ms proces-to-process, 9701ms node-to-node, 11hops, 0versions (8 first, 8 discovered)
leader L6 of team T3 discovered at 32297.000000 that M59 is in danger (after 5247ms proces-to-process, 2611ms node-to-node, 5hops, 0versions (14 first, 14 discovered)
leader L6 of team T3 discovered at 34030.000000 that M62 is in danger (after 15949ms proces-to-process, 13384ms node-to-node, 10hops, 0versions (8 first, 8 discovered)
leader L6 of team T3 discovered at 36817.000000 that M71 is in danger (after 9744ms proces-to-process, 7163ms node-to-node, 1hops, 1versions (13 first, 14 discovered)
leader L6 of team T3 discovered at 34251.000000 that M73 is in danger (after 12347ms proces-to-process, 10828ms node-to-node, 12hops, 0versions (10 first, 10 discovered)
leader L6 of team T3 discovered at 48568.000000 that M70 is in danger (after 26257ms proces-to-process, 24753ms node-to-node, 2hops, 9versions (10 first, 19 discovered)
leader L6 of team T3 discovered at 25257.000000 that M75 is in danger (after 3289ms proces-to-process, 1515ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L7 of team T3 discovered at 45033.000000 that M60 is in danger (after 19597ms proces-to-process, 19295ms node-to-node, 6hops, 2versions (12 first, 14 discovered)
leader L7 of team T3 discovered at 31240.000000 that M54 is in danger (after 12727ms proces-to-process, 11317ms node-to-node, 6hops, 3versions (8 first, 11 discovered)
leader L7 of team T3 discovered at 41715.000000 that M57 is in danger (after 15833ms proces-to-process, 15706ms node-to-node, 2hops, 5versions (12 first, 17 discovered)
leader L7 of team T3 discovered at 49180.000000 that M63 is in danger (after 24677ms proces-to-process, 23027ms node-to-node, 4hops, 8versions (12 first, 20 discovered)
leader L7 of team T3 discovered at 57210.000000 that M64 is in danger (after 30200ms proces-to-process, 29761ms node-to-node, 5hops, 7versions (13 first, 20 discovered)
leader L7 of team T3 discovered at 57210.000000 that M65 is in danger (after 31902ms proces-to-process, 31069ms node-to-node, 8hops, 10versions (12 first, 22 discovered)
leader L7 of team T3 discovered at 45033.000000 that M66 is in danger (after 16815ms proces-to-process, 14850ms node-to-node, 4hops, 2versions (14 first, 16 discovered)
leader L7 of team T3 discovered at 40135.000000 that M61 is in danger (after 10133ms proces-to-process, 8897ms node-to-node, 6hops, 1versions (14 first, 15 discovered)
leader L7 of team T3 discovered at 58229.000000 that M68 is in danger (after 35505ms proces-to-process, 35372ms node-to-node, 12hops, 11versions (10 first, 21 discovered)
leader L7 of team T3 discovered at 45886.000000 that M69 is in danger (after 25393ms proces-to-process, 22760ms node-to-node, 11hops, 2versions (10 first, 12 discovered)
leader L7 of team T3 discovered at 20710.000000 that M67 is in danger (after 1108ms proces-to-process, 7ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L7 of team T3 discovered at 51162.000000 that M59 is in danger (after 24112ms proces-to-process, 22210ms node-to-node, 6hops, 7versions (14 first, 21 discovered)
leader L7 of team T3 discovered at 29483.000000 that M62 is in danger (after 11402ms proces-to-process, 9266ms node-to-node, 1hops, 2versions (8 first, 10 discovered)
leader L7 of team T3 never discovered that M71 is in danger from 27073.
leader L7 of team T3 discovered at 47194.000000 that M73 is in danger (after 25290ms proces-to-process, 23911ms node-to-node, 12hops, 4versions (10 first, 14 discovered)
leader L7 of team T3 never discovered that M70 is in danger from 22311.
leader L7 of team T3 discovered at 36185.000000 that M75 is in danger (after 14217ms proces-to-process, 12437ms node-to-node, 9hops, 0versions (11 first, 11 discovered)
leader L0 of team T0 discovered at 39174.000000 that M11 is in danger (after 15761ms proces-to-process, 13749ms node-to-node, 3hops, 1versions (12 first, 13 discovered)
leader L0 of team T0 discovered at 30730.000000 that M21 is in danger (after 13083ms proces-to-process, 12064ms node-to-node, 8hops, 2versions (8 first, 10 discovered)
leader L0 of team T0 discovered at 34944.000000 that M17 is in danger (after 6532ms proces-to-process, 4466ms node-to-node, 1hops, 1versions (13 first, 14 discovered)
leader L0 of team T0 discovered at 36352.000000 that M10 is in danger (after 16634ms proces-to-process, 15009ms node-to-node, 4hops, 1versions (9 first, 10 discovered)
leader L0 of team T0 discovered at 33176.000000 that M16 is in danger (after 11744ms proces-to-process, 7663ms node-to-node, 2hops, 0versions (11 first, 11 discovered)
leader L0 of team T0 discovered at 21050.000000 that M13 is in danger (after 2808ms proces-to-process, 40ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 28136.000000 that M18 is in danger (after 11884ms proces-to-process, 10919ms node-to-node, 2hops, 2versions (7 first, 9 discovered)
leader L0 of team T0 discovered at 27082.000000 that M5 is in danger (after 7525ms proces-to-process, 7017ms node-to-node, 6hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 33176.000000 that M4 is in danger (after 11044ms proces-to-process, 10347ms node-to-node, 7hops, 0versions (10 first, 10 discovered)
leader L0 of team T0 discovered at 34944.000000 that M7 is in danger (after 5121ms proces-to-process, 3272ms node-to-node, 1hops, 1versions (14 first, 15 discovered)
leader L0 of team T0 discovered at 36797.000000 that M6 is in danger (after 14326ms proces-to-process, 12654ms node-to-node, 8hops, 0versions (11 first, 11 discovered)
leader L0 of team T0 discovered at 34944.000000 that M1 is in danger (after 10100ms proces-to-process, 9228ms node-to-node, 6hops, 2versions (12 first, 14 discovered)
leader L0 of team T0 discovered at 29528.000000 that M0 is in danger (after 8890ms proces-to-process, 8295ms node-to-node, 6hops, 1versions (9 first, 10 discovered)
leader L0 of team T0 discovered at 33639.000000 that M3 is in danger (after 14876ms proces-to-process, 13395ms node-to-node, 6hops, 4versions (9 first, 13 discovered)
leader L0 of team T0 discovered at 43081.000000 that M2 is in danger (after 15651ms proces-to-process, 12996ms node-to-node, 6hops, 0versions (13 first, 13 discovered)
leader L0 of team T0 discovered at 36352.000000 that M15 is in danger (after 17282ms proces-to-process, 15688ms node-to-node, 3hops, 3versions (9 first, 12 discovered)
leader L0 of team T0 discovered at 38468.000000 that M12 is in danger (after 12131ms proces-to-process, 11623ms node-to-node, 1hops, 2versions (12 first, 14 discovered)
leader L0 of team T0 discovered at 32222.000000 that M9 is in danger (after 1864ms proces-to-process, 1360ms node-to-node, 2hops, 0versions (13 first, 13 discovered)
leader L0 of team T0 discovered at 24857.000000 that M8 is in danger (after 7477ms proces-to-process, 7323ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L0 of team T0 discovered at 28136.000000 that M14 is in danger (after 7677ms proces-to-process, 7303ms node-to-node, 6hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 40205.000000 that M11 is in danger (after 16792ms proces-to-process, 15173ms node-to-node, 7hops, 0versions (12 first, 12 discovered)
leader L1 of team T0 discovered at 41151.000000 that M21 is in danger (after 23504ms proces-to-process, 22422ms node-to-node, 7hops, 7versions (8 first, 15 discovered)
leader L1 of team T0 discovered at 55676.000000 that M17 is in danger (after 27264ms proces-to-process, 25246ms node-to-node, 3hops, 9versions (13 first, 22 discovered)
leader L1 of team T0 discovered at 50007.000000 that M10 is in danger (after 30289ms proces-to-process, 28969ms node-to-node, 7hops, 8versions (9 first, 17 discovered)
leader L1 of team T0 discovered at 41151.000000 that M16 is in danger (after 19719ms proces-to-process, 15798ms node-to-node, 7hops, 2versions (11 first, 13 discovered)
leader L1 of team T0 discovered at 29745.000000 that M13 is in danger (after 11503ms proces-to-process, 8414ms node-to-node, 3hops, 1versions (9 first, 10 discovered)
leader L1 of team T0 discovered at 17714.000000 that M18 is in danger (after 1462ms proces-to-process, 346ms node-to-node, 1hops, 0versions (7 first, 7 discovered)
leader L1 of team T0 discovered at 39049.000000 that M5 is in danger (after 19492ms proces-to-process, 18907ms node-to-node, 7hops, 5versions (9 first, 14 discovered)
leader L1 of team T0 discovered at 54283.000000 that M4 is in danger (after 32151ms proces-to-process, 31945ms node-to-node, 7hops, 7versions (10 first, 17 discovered)
leader L1 of team T0 discovered at 42286.000000 that M7 is in danger (after 12463ms proces-to-process, 10354ms node-to-node, 6hops, 1versions (14 first, 15 discovered)
leader L1 of team T0 discovered at 48101.000000 that M6 is in danger (after 25630ms proces-to-process, 23815ms node-to-node, 11hops, 0versions (11 first, 11 discovered)
leader L1 of team T0 discovered at 43193.000000 that M1 is in danger (after 18349ms proces-to-process, 16949ms node-to-node, 10hops, 3versions (12 first, 15 discovered)
leader L1 of team T0 discovered at 46174.000000 that M0 is in danger (after 25536ms proces-to-process, 24450ms node-to-node, 7hops, 7versions (9 first, 16 discovered)
leader L1 of team T0 discovered at 41151.000000 that M3 is in danger (after 22388ms proces-to-process, 20700ms node-to-node, 5hops, 7versions (9 first, 16 discovered)
leader L1 of team T0 discovered at 49769.000000 that M2 is in danger (after 22339ms proces-to-process, 19688ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L1 of team T0 discovered at 36560.000000 that M15 is in danger (after 17490ms proces-to-process, 16133ms node-to-node, 5hops, 3versions (9 first, 12 discovered)
leader L1 of team T0 discovered at 48101.000000 that M12 is in danger (after 21764ms proces-to-process, 21330ms node-to-node, 2hops, 8versions (12 first, 20 discovered)
leader L1 of team T0 discovered at 41151.000000 that M9 is in danger (after 10793ms proces-to-process, 10529ms node-to-node, 3hops, 1versions (13 first, 14 discovered)
leader L1 of team T0 discovered at 33741.000000 that M8 is in danger (after 16361ms proces-to-process, 16187ms node-to-node, 4hops, 3versions (8 first, 11 discovered)
leader L1 of team T0 discovered at 54283.000000 that M14 is in danger (after 33824ms proces-to-process, 33593ms node-to-node, 8hops, 10versions (9 first, 19 discovered)
leader L2 of team T1 discovered at 36741.000000 that M33 is in danger (after 9085ms proces-to-process, 7110ms node-to-node, 6hops, 3versions (13 first, 16 discovered)
leader L2 of team T1 discovered at 39768.000000 that M34 is in danger (after 9444ms proces-to-process, 8615ms node-to-node, 3hops, 4versions (14 first, 18 discovered)
leader L2 of team T1 discovered at 37020.000000 that M28 is in danger (after 12205ms proces-to-process, 9924ms node-to-node, 6hops, 0versions (12 first, 12 discovered)
leader L2 of team T1 discovered at 32655.000000 that M29 is in danger (after 8583ms proces-to-process, 7673ms node-to-node, 9hops, 0versions (11 first, 11 discovered)
leader L2 of team T1 discovered at 53535.000000 that M24 is in danger (after 23324ms proces-to-process, 20093ms node-to-node, 2hops, 8versions (15 first, 23 discovered)
leader L2 of team T1 discovered at 31981.000000 that M25 is in danger (after 3895ms proces-to-process, 1875ms node-to-node, 2hops, 1versions (14 first, 15 discovered)
leader L2 of team T1 discovered at 48514.000000 that M26 is in danger (after 18195ms proces-to-process, 15738ms node-to-node, 2hops, 5versions (14 first, 19 discovered)
leader L2 of team T1 discovered at 31981.000000 that M27 is in danger (after 9155ms proces-to-process, 6574ms node-to-node, 4hops, 2versions (11 first, 13 discovered)
leader L2 of team T1 discovered at 32655.000000 that M20 is in danger (after 4417ms proces-to-process, 2054ms node-to-node, 1hops, 2versions (13 first, 15 discovered)
leader L2 of team T1 discovered at 33122.000000 that M32 is in danger (after 12016ms proces-to-process, 11065ms node-to-node, 6hops, 2versions (10 first, 12 discovered)
leader L2 of team T1 discovered at 22779.000000 that M22 is in danger (after 2789ms proces-to-process, 1408ms node-to-node, 3hops, 0versions (9 first, 9 discovered)
leader L2 of team T1 discovered at 34984.000000 that M23 is in danger (after 8257ms proces-to-process, 7033ms node-to-node, 6hops, 0versions (12 first, 12 discovered)
leader L2 of team T1 discovered at 27314.000000 that M31 is in danger (after 9653ms proces-to-process, 7976ms node-to-node, 8hops, 1versions (8 first, 9 discovered)
leader L2 of team T1 discovered at 34984.000000 that M19 is in danger (after 5823ms proces-to-process, 4435ms node-to-node, 8hops, 0versions (14 first, 14 discovered)
leader L2 of team T1 discovered at 33914.000000 that M30 is in danger (after 5534ms proces-to-process, 4477ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L2 of team T1 discovered at 36113.000000 that M35 is in danger (after 8238ms proces-to-process, 4728ms node-to-node, 7hops, 0versions (14 first, 14 discovered)
leader L3 of team T1 discovered at 49450.000000 that M33 is in danger (after 21794ms proces-to-process, 19809ms node-to-node, 2hops, 8versions (13 first, 21 discovered)
leader L3 of team T1 discovered at 41470.000000 that M34 is in danger (after 11146ms proces-to-process, 9758ms node-to-node, 4hops, 1versions (14 first, 15 discovered)
leader L3 of team T1 discovered at 47034.000000 that M28 is in danger (after 22219ms proces-to-process, 19099ms node-to-node, 1hops, 8versions (12 first, 20 discovered)
leader L3 of team T1 discovered at 40408.000000 that M29 is in danger (after 16336ms proces-to-process, 15451ms node-to-node, 2hops, 4versions (11 first, 15 discovered)
leader L3 of team T1 discovered at 39375.000000 that M24 is in danger (after 9164ms proces-to-process, 6116ms node-to-node, 1hops, 1versions (15 first, 16 discovered)
leader L3 of team T1 discovered at 39375.000000 that M25 is in danger (after 11289ms proces-to-process, 9204ms node-to-node, 2hops, 1versions (14 first, 15 discovered)
leader L3 of team T1 discovered at 53219.000000 that M26 is in danger (after 22900ms proces-to-process, 20383ms node-to-node, 3hops, 4versions (14 first, 18 discovered)
leader L3 of team T1 discovered at 32286.000000 that M27 is in danger (after 9460ms proces-to-process, 6943ms node-to-node, 2hops, 0versions (11 first, 11 discovered)
leader L3 of team T1 discovered at 41470.000000 that M20 is in danger (after 13232ms proces-to-process, 10736ms node-to-node, 1hops, 2versions (13 first, 15 discovered)
leader L3 of team T1 discovered at 30900.000000 that M32 is in danger (after 9794ms proces-to-process, 8576ms node-to-node, 2hops, 1versions (10 first, 11 discovered)
leader L3 of team T1 discovered at 28042.000000 that M22 is in danger (after 8052ms proces-to-process, 6736ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L3 of team T1 discovered at 42982.000000 that M23 is in danger (after 16255ms proces-to-process, 15195ms node-to-node, 6hops, 0versions (12 first, 12 discovered)
leader L3 of team T1 discovered at 31541.000000 that M31 is in danger (after 13880ms proces-to-process, 12681ms node-to-node, 3hops, 2versions (8 first, 10 discovered)
leader L3 of team T1 discovered at 40408.000000 that M19 is in danger (after 11247ms proces-to-process, 9184ms node-to-node, 4hops, 0versions (14 first, 14 discovered)
leader L3 of team T1 discovered at 47034.000000 that M30 is in danger (after 18654ms proces-to-process, 17514ms node-to-node, 4hops, 2versions (13 first, 15 discovered)
leader L3 of team T1 never discovered that M35 is in danger from 27875.
leader L21 of team T10 discovered at 49551.000000 that M195 is in danger (after 19469ms proces-to-process, 18835ms node-to-node, 6hops, 1versions (15 first, 16 discovered)
leader L21 of team T10 discovered at 21168.000000 that M194 is in danger (after 4488ms proces-to-process, 806ms node-to-node, 2hops, 1versions (8 first, 9 discovered)
leader L21 of team T10 discovered at 44939.000000 that M197 is in danger (after 19809ms proces-to-process, 17646ms node-to-node, 7hops, 5versions (12 first, 17 discovered)
leader L21 of team T10 discovered at 34129.000000 that M196 is in danger (after 16269ms proces-to-process, 15466ms node-to-node, 5hops, 3versions (8 first, 11 discovered)
leader L21 of team T10 discovered at 42256.000000 that M191 is in danger (after 22241ms proces-to-process, 21708ms node-to-node, 6hops, 3versions (8 first, 11 discovered)
leader L21 of team T10 discovered at 49551.000000 that M190 is in danger (after 18895ms proces-to-process, 18734ms node-to-node, 6hops, 2versions (15 first, 17 discovered)
leader L21 of team T10 discovered at 38666.000000 that M193 is in danger (after 9101ms proces-to-process, 6113ms node-to-node, 6hops, 0versions (15 first, 15 discovered)
leader L21 of team T10 discovered at 38666.000000 that M192 is in danger (after 16235ms proces-to-process, 14526ms node-to-node, 4hops, 5versions (10 first, 15 discovered)
leader L21 of team T10 discovered at 35435.000000 that M199 is in danger (after 9556ms proces-to-process, 7159ms node-to-node, 4hops, 1versions (12 first, 13 discovered)
